"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","isBaseRunningPlay","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link"
717095,"2023-08-07",2,"2023-08-08T03:17:16.584Z","2023-08-08T03:17:25.590Z",TRUE,"pitch","3ca42451-daf8-4be7-b397-0830f9b7b675",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,1,2,NA,NA,3.45,1.63,NA,96.69,191.91,"ground_ball","medium","4",127.35,162.33,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Groundout","field_out","Austin Riley grounds out, second baseman Liover Peguero to first baseman Alfonso Rivas.",0,6,7,76,"top",9,"2023-08-08T03:16:23.948Z","2023-08-08T03:17:25.590Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,663586,"Austin Riley","/api/v1/people/663586","R","Right",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_RHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","Pittsburgh Pirates","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.8,89.2,9,0.91,0.3862,7.4149,33.1594,-10.2994,-6.1759,10.7413,0.5329,1.7358,8.6516,-141.9552,-9.1504,-1.755,50.0043,5.661,-12.5789,40.8,3.6,24,2480,213,89.2,-31,3,NA,NA,NA,TRUE,-11.2,17.6,9.4,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717095,"2023-08-07",1,"2023-08-08T03:16:58.874Z","2023-08-08T03:17:02.559Z",TRUE,"pitch","cd8ff491-1f40-4e8f-9a72-e2ee5eff3b1a",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.4548,1.5105,NA,134.59,124.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Groundout","field_out","Austin Riley grounds out, second baseman Liover Peguero to first baseman Alfonso Rivas.",0,6,7,76,"top",9,"2023-08-08T03:16:23.948Z","2023-08-08T03:17:25.590Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,663586,"Austin Riley","/api/v1/people/663586","R","Right",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_RHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","Pittsburgh Pirates","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.8,89.3,11,0.91,0.3846,7.116,32.4899,-11.6574,-5.7474,9.9884,-0.4615,4.2228,6.0401,-142.3746,-2.6427,-1.8631,50.0061,5.9003,-11.8095,40.8,3.6,24,2477,215,NA,NA,NA,NA,NA,NA,FALSE,-10.8,17.8,9.2,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717095,"2023-08-07",0,"2023-08-08T03:16:42.463Z","2023-08-08T03:16:45.463Z",TRUE,"pitch","05747f48-6815-4051-9f3a-bf13b3635a48",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,2,NA,NA,3.45,1.63,NA,104.24,146.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Groundout","field_out","Austin Riley grounds out, second baseman Liover Peguero to first baseman Alfonso Rivas.",0,6,7,76,"top",9,"2023-08-08T03:16:23.948Z","2023-08-08T03:17:25.590Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,663586,"Austin Riley","/api/v1/people/663586","R","Right",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_RHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","Pittsburgh Pirates","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98.7,90,3,0.91,0.3819,7.1093,33.6106,-11.2269,-6.0796,10.0569,0.3348,3.4137,7.8935,-143.4995,-4.8559,-1.6634,50.0004,5.8288,-12.661,40.8,3.6,24,2524,213,NA,NA,NA,NA,NA,NA,FALSE,-10.8,17.4,9.4,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717095,"2023-08-07",3,"2023-08-08T03:15:55.008Z","2023-08-08T03:16:02.513Z",TRUE,"pitch","41958ed3-af29-4783-911f-d31d207fe968",3,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",0,2,1,NA,NA,3.14,1.55,NA,116.25,192.09,"ground_ball","medium","3",158.3,168.43,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Groundout","field_out","Ozzie Albies grounds out to first baseman Alfonso Rivas. Michael Harris II scores.",1,6,7,75,"top",9,"2023-08-08T03:14:34.359Z","2023-08-08T03:16:02.513Z",TRUE,TRUE,FALSE,TRUE,0,0,2,2,645277,"Ozzie Albies","/api/v1/people/645277","L","Left",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_LHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","Pittsburgh Pirates",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98.4,89.7,8,0.92,0.3837,7.3983,33.6533,-8.7166,-5.5782,11.3772,0.0196,1.7293,6.8542,-142.8632,-9.4615,-1.6887,50.0048,5.6364,-11.5038,42,2.4,24,2600,212,98.4,-8,13,NA,NA,NA,TRUE,-9.6,18.7,8.6,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717095,"2023-08-07",2,"2023-08-08T03:15:29.654Z","2023-08-08T03:15:34.018Z",TRUE,"pitch","fbc0dd16-6d5c-4c58-b92e-9a6b3c1c3344",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,1,NA,NA,3.14,1.55,NA,146.83,182.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Groundout","field_out","Ozzie Albies grounds out to first baseman Alfonso Rivas. Michael Harris II scores.",1,6,7,75,"top",9,"2023-08-08T03:14:34.359Z","2023-08-08T03:16:02.513Z",TRUE,TRUE,FALSE,TRUE,0,0,2,2,645277,"Ozzie Albies","/api/v1/people/645277","L","Left",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_LHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","Pittsburgh Pirates",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.7,89.3,4,0.91,0.3856,7.2163,32.5959,-11.39,-7.2008,10.172,-0.7826,2.0695,5.7641,-142.0388,-8.0109,-1.9029,50.0003,5.651,-14.7083,45.6,3.6,24,2510,214,NA,NA,NA,NA,NA,NA,FALSE,-11.8,16.9,11.9,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717095,"2023-08-07",1,"2023-08-08T03:14:36.757Z","2023-08-08T03:14:41.249Z",TRUE,"pitch","128f935a-9c1f-4c66-a0f0-32db825ed863",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.1469,1.5,NA,157.33,174.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Groundout","field_out","Ozzie Albies grounds out to first baseman Alfonso Rivas. Michael Harris II scores.",1,6,7,75,"top",9,"2023-08-08T03:14:34.359Z","2023-08-08T03:16:02.513Z",TRUE,TRUE,FALSE,TRUE,0,0,2,2,645277,"Ozzie Albies","/api/v1/people/645277","L","Left",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_LHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","Pittsburgh Pirates",NA,NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",92.9,85.5,11,0.81,0.4042,7.0667,28.6804,-27.1325,-1.9824,2.7048,-1.0579,2.3779,3.4211,-135.3591,-3.6683,-2.0788,50,5.6437,-3.6901,6,6,24,1465,220,NA,NA,NA,NA,NA,NA,FALSE,-27.2,4.3,2.9,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717095,"2023-08-07",0,"2023-08-08T03:13:37.558Z","2023-08-08T03:14:36.757Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",5,7,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"75","atBat","Groundout","field_out","Ozzie Albies grounds out to first baseman Alfonso Rivas. Michael Harris II scores.",1,6,7,75,"top",9,"2023-08-08T03:14:34.359Z","2023-08-08T03:16:02.513Z",TRUE,TRUE,FALSE,TRUE,0,0,2,2,645277,"Ozzie Albies","/api/v1/people/645277","L","Left",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_LHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","Pittsburgh Pirates",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717095,"2023-08-07",2,"2023-08-08T03:12:54.513Z","2023-08-08T03:13:08.143Z",TRUE,"pitch","8440d229-cad5-4a64-a017-9156e268ae2b",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,1,0,NA,NA,3.48,1.56,NA,137.78,171.09,"fly_ball","medium","8",107,63.46,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Flyout","field_out","Ronald Acuna Jr. flies out to center fielder Jack Suwinski. Michael Harris II to 3rd.",0,5,7,74,"top",9,"2023-08-08T03:10:58.980Z","2023-08-08T03:13:08.143Z",TRUE,FALSE,FALSE,TRUE,0,1,1,1,660670,"Ronald Acuña Jr.","/api/v1/people/660670","R","Right",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_RHB","RISP",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","Pittsburgh Pirates","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98.1,89.1,4,0.92,0.385,7.0482,34.3965,-9.0848,-6.0909,11.2815,-0.5451,2.507,5.7784,-142.5428,-7.3525,-1.8125,50.006,5.702,-12.4697,45.6,3.6,24,2477,218,96.6,42,341,NA,NA,NA,TRUE,-9.6,19,9.8,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,671739,"Michael Harris II","/api/v1/people/671739",NA,NA,NA
717095,"2023-08-07",1,"2023-08-08T03:12:35.634Z","2023-08-08T03:12:39.269Z",TRUE,"pitch","e5c6c961-dd8c-4e58-8623-754b2dd79933",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,0,NA,NA,3.4457,1.4999,NA,95.73,192.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Flyout","field_out","Ronald Acuna Jr. flies out to center fielder Jack Suwinski. Michael Harris II to 3rd.",0,5,7,74,"top",9,"2023-08-08T03:10:58.980Z","2023-08-08T03:13:08.143Z",TRUE,FALSE,FALSE,TRUE,0,1,1,1,660670,"Ronald Acuña Jr.","/api/v1/people/660670","R","Right",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_RHB","RISP",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","Pittsburgh Pirates","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.8,89.1,9,0.91,0.3865,7.1809,33.4124,-9.5922,-5.0569,11.1141,0.5579,1.7176,8.6004,-141.8721,-9.1349,-1.8602,50.0056,5.5966,-10.2779,34.8,2.4,24,2450,216,NA,NA,NA,NA,NA,NA,FALSE,-10.6,18.4,7.3,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717095,"2023-08-07",0,"2023-08-08T03:12:16.780Z","2023-08-08T03:12:20.074Z",TRUE,"pitch","62b46184-50b5-4366-b89b-855b918beef3",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,0,NA,NA,3.48,1.56,NA,100.25,148.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Flyout","field_out","Ronald Acuna Jr. flies out to center fielder Jack Suwinski. Michael Harris II to 3rd.",0,5,7,74,"top",9,"2023-08-08T03:10:58.980Z","2023-08-08T03:13:08.143Z",TRUE,FALSE,FALSE,TRUE,0,1,1,1,660670,"Ronald Acuña Jr.","/api/v1/people/660670","R","Right",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_RHB","RISP",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","Pittsburgh Pirates","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",99,90,3,0.91,0.3814,7.0052,34.6218,-11.44,-5.61,9.9381,0.4395,3.3595,8.1593,-143.8234,-4.8502,-1.7108,50.0053,5.7827,-11.7076,37.2,3.6,24,2307,214,NA,NA,NA,NA,NA,NA,FALSE,-10.9,17.2,8.4,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
