"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isSubstitution","isBaseRunningPlay","details.disengagementNum","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link"
717264,"2023-07-25",7,"2023-07-26T02:17:53.506Z","2023-07-26T02:17:57.736Z",TRUE,"pitch","891545c1-e85a-4a98-a4b0-3daa8b16148b",6,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",4,2,0,NA,NA,3.411,1.565,NA,184.2,159.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Walk","walk","Cade Marlowe walks.",0,6,6,70,"top",9,"2023-07-26T02:16:28.615Z","2023-07-26T02:17:57.736Z",TRUE,FALSE,FALSE,FALSE,0,4,2,0,687799,"Cade Marlowe","/api/v1/people/687799","L","Left",661383,"Oliver Ortega","/api/v1/people/661383","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Minnesota Twins",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.6,88.1,11,0.9,0.392,5.9251,28.9454,-17.8802,-4.9912,7.2187,-1.7629,2.936,3.043,-139.2866,-4.2385,-2.2165,50.0045,5.6469,-9.8864,26.4,4.8,24,2340,204,NA,NA,NA,NA,NA,NA,FALSE,-17.2,12.5,8.5,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,687799,"Cade Marlowe","/api/v1/people/687799"
717264,"2023-07-25",5,"2023-07-26T02:17:28.643Z","2023-07-26T02:17:32.547Z",TRUE,"pitch","bf3d02e0-1ebc-462a-88a6-31e76067252b",5,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",3,2,0,NA,NA,3.271,1.5578,NA,130.97,191.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Walk","walk","Cade Marlowe walks.",0,6,6,70,"top",9,"2023-07-26T02:16:28.615Z","2023-07-26T02:17:57.736Z",TRUE,FALSE,FALSE,FALSE,0,4,2,0,687799,"Cade Marlowe","/api/v1/people/687799","L","Left",661383,"Oliver Ortega","/api/v1/people/661383","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Minnesota Twins",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.7,87.3,7,0.92,0.3966,5.9774,28.4885,-18.981,-5.9794,6.8168,-0.3664,1.7689,6.7212,-137.717,-7.0575,-2.0533,50.0025,5.6331,-11.5702,26.4,4.8,24,2368,207,NA,NA,NA,NA,NA,NA,FALSE,-19.2,11.2,9.6,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717264,"2023-07-25",4,"2023-07-26T02:17:12.156Z","2023-07-26T02:17:16.606Z",TRUE,"pitch","c04ecde5-faff-407d-831f-99f1ffe1787e",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,1,0,NA,NA,3.3292,1.5578,NA,153.44,140.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Walk","walk","Cade Marlowe walks.",0,6,6,70,"top",9,"2023-07-26T02:16:28.615Z","2023-07-26T02:17:57.736Z",TRUE,FALSE,FALSE,FALSE,0,4,2,0,687799,"Cade Marlowe","/api/v1/people/687799","L","Left",661383,"Oliver Ortega","/api/v1/people/661383","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Minnesota Twins",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.6,87.1,11,0.92,0.3963,5.7869,28.471,-18.2182,-5.6006,7.1997,-0.956,3.6388,5.641,-137.8113,-2.53,-2.2944,50.0005,5.7888,-10.8525,27.6,4.8,24,2308,201,NA,NA,NA,NA,NA,NA,FALSE,-17.5,12.7,9.1,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717264,"2023-07-25",3,"2023-07-26T02:16:59.235Z","2023-07-26T02:17:03.326Z",TRUE,"pitch","008ae456-999e-4f8e-bdd3-d68c36e5c75a",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,0,NA,NA,3.271,1.5007,NA,165.29,162.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Walk","walk","Cade Marlowe walks.",0,6,6,70,"top",9,"2023-07-26T02:16:28.615Z","2023-07-26T02:17:57.736Z",TRUE,FALSE,FALSE,FALSE,0,4,2,0,687799,"Cade Marlowe","/api/v1/people/687799","L","Left",661383,"Oliver Ortega","/api/v1/people/661383","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Minnesota Twins",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.2,87.2,11,0.9,0.3972,5.7265,26.894,-20.15,-5.0337,6.2251,-1.267,2.8384,4.5862,-137.2671,-3.9671,-2.2955,50.0025,5.653,-9.7235,22.8,4.8,24,2307,207,NA,NA,NA,NA,NA,NA,FALSE,-19.7,10.8,8.3,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717264,"2023-07-25",2,"2023-07-26T02:16:42.700Z","2023-07-26T02:16:47.712Z",TRUE,"pitch","7b2a89fe-b851-4236-a561-df51b737678c",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,1,0,NA,NA,3.411,1.565,NA,138.66,168.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Walk","walk","Cade Marlowe walks.",0,6,6,70,"top",9,"2023-07-26T02:16:28.615Z","2023-07-26T02:17:57.736Z",TRUE,FALSE,FALSE,FALSE,0,4,2,0,687799,"Cade Marlowe","/api/v1/people/687799","L","Left",661383,"Oliver Ortega","/api/v1/people/661383","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Minnesota Twins",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",83.3,77.5,4,0.91,0.4489,5.8941,20.9226,-26.4134,3.1361,3.8117,-0.5683,2.5905,3.57,-121.431,-1.8317,-2.458,50.0046,5.6242,4.7441,10.8,7.2,24,2421,83,NA,NA,NA,NA,NA,NA,FALSE,-32.2,6.7,-6.5,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717264,"2023-07-25",1,"2023-07-26T02:16:30.928Z","2023-07-26T02:16:35.419Z",TRUE,"pitch","c8cf7959-bba9-41c9-8b1b-048c2fe210ed",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,0,NA,NA,3.2418,1.5298,NA,169.28,149.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Walk","walk","Cade Marlowe walks.",0,6,6,70,"top",9,"2023-07-26T02:16:28.615Z","2023-07-26T02:17:57.736Z",TRUE,FALSE,FALSE,FALSE,0,4,2,0,687799,"Cade Marlowe","/api/v1/people/687799","L","Left",661383,"Oliver Ortega","/api/v1/people/661383","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Minnesota Twins",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",81.9,75.3,11,0.91,0.4587,5.7401,22.4582,-25.4709,4.985,4.6407,-1.3715,3.2999,1.5431,-119.315,-0.0815,-2.674,50.0044,5.6253,7.2044,16.8,7.2,24,2319,84,NA,NA,NA,NA,NA,NA,FALSE,-31.9,8.6,-9.4,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717264,"2023-07-25",0,"2023-07-26T02:14:42.808Z","2023-07-26T02:16:30.928Z",FALSE,"action",NA,NA,"Pitching Change: Oliver Ortega replaces Emilio Pagan.","Pitching Substitution",6,6,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,661383,"/api/v1/people/661383",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"70","atBat","Walk","walk","Cade Marlowe walks.",0,6,6,70,"top",9,"2023-07-26T02:16:28.615Z","2023-07-26T02:17:57.736Z",TRUE,FALSE,FALSE,FALSE,0,4,2,0,687799,"Cade Marlowe","/api/v1/people/687799","L","Left",661383,"Oliver Ortega","/api/v1/people/661383","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Minnesota Twins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717264,"2023-07-25",6,"2023-07-26T02:17:41.062Z","2023-07-26T02:17:53.506Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",6,6,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,3,2,0,687799,"/api/v1/people/687799",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"70","atBat","Walk","walk","Cade Marlowe walks.",0,6,6,70,"top",9,"2023-07-26T02:16:28.615Z","2023-07-26T02:17:57.736Z",TRUE,FALSE,FALSE,FALSE,0,4,2,0,687799,"Cade Marlowe","/api/v1/people/687799","L","Left",661383,"Oliver Ortega","/api/v1/people/661383","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Minnesota Twins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717264,"2023-07-25",3,"2023-07-26T02:13:50.032Z","2023-07-26T02:13:55.311Z",TRUE,"pitch","6a398295-2937-4bfe-83ba-23f7a1f2c14a",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,3,2,NA,NA,3.33,1.63,NA,76.29,193.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Ryan Jeffers strikes out swinging.",0,6,6,69,"bottom",8,"2023-07-26T02:12:48.568Z","2023-07-26T02:13:55.311Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,680777,"Ryan Jeffers","/api/v1/people/680777","R","Right",666374,"Matt Brash","/api/v1/people/666374","R","Right","vs_RHP","vs_RHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Seattle Mariners","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",89.5,83.3,14,0.9,0.4186,6.6982,24.0706,-30.5486,4.7641,0.9321,1.0681,1.6914,7.5562,-130.2212,-2.51,-2.4757,50.0002,4.9493,8.2848,16.8,7.2,24,2818,66,NA,NA,NA,NA,NA,NA,TRUE,-32.4,1.4,-10.1,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717264,"2023-07-25",2,"2023-07-26T02:13:29.755Z","2023-07-26T02:13:33.802Z",TRUE,"pitch","16da1dbc-9546-4813-ab74-d00d271c5780",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,2,NA,NA,3.3001,1.6228,NA,57.62,170.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Ryan Jeffers strikes out swinging.",0,6,6,69,"bottom",8,"2023-07-26T02:12:48.568Z","2023-07-26T02:13:55.311Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,680777,"Ryan Jeffers","/api/v1/people/680777","R","Right",666374,"Matt Brash","/api/v1/people/666374","R","Right","vs_RHP","vs_RHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Seattle Mariners","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",91.8,85.3,12,0.94,0.4082,6.5301,25.4659,-30.6205,2.3891,0.8489,1.5578,2.5119,9.771,-133.554,-1.1552,-2.4404,50.0016,5.1279,4.3677,10.8,7.2,24,2744,70,NA,NA,NA,NA,NA,NA,FALSE,-30.6,1.6,-6.2,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717264,"2023-07-25",1,"2023-07-26T02:13:04.276Z","2023-07-26T02:13:08.522Z",TRUE,"pitch","bb7704c4-1128-48d8-ac30-0de55f38cbcf",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,2,NA,NA,3.33,1.63,NA,110.25,174.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Ryan Jeffers strikes out swinging.",0,6,6,69,"bottom",8,"2023-07-26T02:12:48.568Z","2023-07-26T02:13:55.311Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,680777,"Ryan Jeffers","/api/v1/people/680777","R","Right",666374,"Matt Brash","/api/v1/people/666374","R","Right","vs_RHP","vs_RHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Seattle Mariners","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",90,83.7,5,0.73,0.4154,6.5021,24.0292,-27.1658,3.1799,2.8347,0.1771,2.3918,6.0361,-131.1435,-1.7311,-2.5548,50.0032,5.0592,5.6164,13.2,6,24,2670,62,NA,NA,NA,NA,NA,NA,FALSE,-28.3,5,-7,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717264,"2023-07-25",0,"2023-07-26T02:12:49.099Z","2023-07-26T02:12:53.191Z",TRUE,"pitch","0387cafc-82ff-47fc-89a0-41a2853106aa",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.3292,1.6228,NA,93.72,176.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Ryan Jeffers strikes out swinging.",0,6,6,69,"bottom",8,"2023-07-26T02:12:48.568Z","2023-07-26T02:13:55.311Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,680777,"Ryan Jeffers","/api/v1/people/680777","R","Right",666374,"Matt Brash","/api/v1/people/666374","R","Right","vs_RHP","vs_RHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Seattle Mariners","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.9,90.9,6,0.89,0.3824,6.5154,27.2224,-20.3382,-5.0428,5.6741,0.6108,2.3083,10.8229,-142.2746,-3.989,-2.5574,50.0033,4.9884,-10.5214,21.6,4.8,24,2291,226,NA,NA,NA,NA,NA,NA,FALSE,-18.5,9.7,7.3,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717264,"2023-07-25",5,"2023-07-26T02:12:17.230Z","2023-07-26T02:12:22.778Z",TRUE,"pitch","56f94214-e40c-4f87-9b02-45fe2dae6d7c",6,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",4,2,2,NA,NA,3.7078,1.7427,NA,54.26,183.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Walk","walk","Trevor Larnach walks.",0,6,6,68,"bottom",8,"2023-07-26T02:10:56.120Z","2023-07-26T02:12:22.778Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,663616,"Trevor Larnach","/api/v1/people/663616","L","Left",666374,"Matt Brash","/api/v1/people/666374","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Seattle Mariners","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98.3,91.4,14,0.86,0.3807,6.7815,26.9556,-19.5331,-3.4202,6.0043,1.6459,2.0312,11.7321,-142.8172,-4.4022,-2.0365,50.0021,4.7894,-7.2006,14.4,3.6,24,2269,233,NA,NA,NA,NA,NA,NA,FALSE,-17.6,10.3,4.3,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,663616,"Trevor Larnach","/api/v1/people/663616"
717264,"2023-07-25",4,"2023-07-26T02:12:01.368Z","2023-07-26T02:12:05.708Z",TRUE,"pitch","1b332ce0-3426-4042-8028-a7c9c3072488",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,2,NA,NA,3.6787,1.7427,NA,153.04,162.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Walk","walk","Trevor Larnach walks.",0,6,6,68,"bottom",8,"2023-07-26T02:10:56.120Z","2023-07-26T02:12:22.778Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,663616,"Trevor Larnach","/api/v1/people/663616","L","Left",666374,"Matt Brash","/api/v1/people/666374","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Seattle Mariners","false",NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",86.1,79.8,11,2,0.435,6.5686,22.932,-37.662,6.4407,-3.4119,-0.9454,2.8362,1.4962,-125.4149,1.9202,-2.3853,50.001,5.1096,10.364,15.6,9.6,24,2996,59,NA,NA,NA,NA,NA,NA,FALSE,-42.1,-5.5,-12,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717264,"2023-07-25",3,"2023-07-26T02:11:42.797Z","2023-07-26T02:11:46.243Z",TRUE,"pitch","291f60a5-28c7-452c-9b95-72af83fee8f5",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,2,NA,NA,3.62,1.75,NA,115.77,181.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Walk","walk","Trevor Larnach walks.",0,6,6,68,"bottom",8,"2023-07-26T02:10:56.120Z","2023-07-26T02:12:22.778Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,663616,"Trevor Larnach","/api/v1/people/663616","L","Left",666374,"Matt Brash","/api/v1/people/666374","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Seattle Mariners","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.7,82.9,8,0.9,0.4206,6.1365,22.4079,-27.1702,4.1928,2.8994,0.0322,2.1198,4.6967,-129.3429,-2.1513,-2.3398,50.0027,5.0088,7.2302,15.6,7.2,24,2727,71,NA,NA,NA,NA,NA,NA,FALSE,-29,5,-8.5,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717264,"2023-07-25",2,"2023-07-26T02:11:29.736Z","2023-07-26T02:11:33.693Z",TRUE,"pitch","bc073e78-5ce2-4c12-a404-3549a279daed",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,2,NA,NA,3.7078,1.7427,NA,164.94,166.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Walk","walk","Trevor Larnach walks.",0,6,6,68,"bottom",8,"2023-07-26T02:10:56.120Z","2023-07-26T02:12:22.778Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,663616,"Trevor Larnach","/api/v1/people/663616","L","Left",666374,"Matt Brash","/api/v1/people/666374","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Seattle Mariners","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",99,91.9,13,0.88,0.3772,6.8247,28.2759,-21.2994,-4.7524,5.0694,-1.2577,2.6658,5.1179,-144.3028,-2.8723,-2.4226,50.0017,4.9612,-10.1913,22.8,4.8,24,2184,228,NA,NA,NA,NA,NA,NA,FALSE,-18.6,8.9,7.8,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717264,"2023-07-25",1,"2023-07-26T02:11:12.443Z","2023-07-26T02:11:15.620Z",TRUE,"pitch","31d03977-96d1-4cb0-809b-031faacb1faa",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,1,2,NA,NA,3.62,1.75,NA,120.65,175.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Walk","walk","Trevor Larnach walks.",0,6,6,68,"bottom",8,"2023-07-26T02:10:56.120Z","2023-07-26T02:12:22.778Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,663616,"Trevor Larnach","/api/v1/people/663616","L","Left",666374,"Matt Brash","/api/v1/people/666374","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Seattle Mariners","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",89.2,83.3,5,0.7,0.4182,6.4748,22.6042,-30.4684,2.7932,0.9813,-0.0958,2.3619,4.8623,-130.0574,-1.3751,-2.3395,50.0064,5.1697,4.8724,10.8,7.2,24,2695,69,NA,NA,NA,NA,NA,NA,FALSE,-32,1.7,-6,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
