"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isSubstitution","isBaseRunningPlay","replacedPlayer.id","replacedPlayer.link","details.disengagementNum","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
717024,"2023-08-12",4,"2023-08-12T22:15:51.967Z","2023-08-12T22:16:12.337Z",FALSE,"action",NA,NA,"Wild pitch by pitcher Eli Morgan. Luke Raley to 2nd.","Wild Pitch",3,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,2,2,1,670042,"/api/v1/people/670042",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"08fd2714-2e34-4b92-a07b-983466d3e0c3","wild_pitch",NA,NA,NA,NA,NA,NA,"55","atBat","Fielders Choice Out","fielders_choice_out","Rays challenged (tag play), call on the field was upheld: Josh Lowe reaches on a fielder's choice out, pitcher Eli Morgan to shortstop Brayan Rocchio. Luke Raley out at 2nd.",0,3,1,55,"bottom",7,"2023-08-12T22:14:13.305Z","2023-08-12T22:16:42.358Z",TRUE,FALSE,TRUE,TRUE,8,3,2,2,666139,"Josh Lowe","/api/v1/people/666139","L","Left",669212,"Eli Morgan","/api/v1/people/669212","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Cleveland Guardians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717024,"2023-08-12",3,"2023-08-12T22:13:55.555Z","2023-08-12T22:14:01.393Z",TRUE,"pitch","bd54f2e4-1e2f-479d-839a-c9b2b5bab911",3,"Swinging Strike (Blocked)",NA,NA,NA,NA,FALSE,"W","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"W","Swinging Strike (Blocked)",0,3,0,NA,NA,3.36,1.58,NA,94.82,213.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54","atBat","Strikeout","strikeout","Jose Siri strikes out swinging.",0,3,1,54,"bottom",7,"2023-08-12T22:12:59.722Z","2023-08-12T22:14:01.393Z",TRUE,FALSE,FALSE,TRUE,14,0,3,1,642350,"Jose Siri","/api/v1/people/642350","R","Right",669212,"Eli Morgan","/api/v1/people/669212","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Cleveland Guardians",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.5,78.7,14,2,0.4375,6.5427,28.7985,-26.2062,-0.5915,3.7713,0.5819,0.941,1.9183,-125.8539,-5.9859,-0.1179,50.0019,5.5109,-0.9359,1.2,7.2,24,2228,119,NA,NA,NA,NA,NA,NA,TRUE,-31.4,5.5,0.6,NA,NA,NA,NA,NA,TRUE,FALSE,670042,"Luke Raley","/api/v1/people/670042",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717024,"2023-08-12",1,"2023-08-12T22:13:28.395Z","2023-08-12T22:13:31.395Z",TRUE,"pitch","4a0012f9-bd92-4188-b7ee-8ef1815e7a82",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,0,NA,NA,3.36,1.58,NA,89.48,203.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54","atBat","Strikeout","strikeout","Jose Siri strikes out swinging.",0,3,1,54,"bottom",7,"2023-08-12T22:12:59.722Z","2023-08-12T22:14:01.393Z",TRUE,FALSE,FALSE,TRUE,14,0,3,1,642350,"Jose Siri","/api/v1/people/642350","R","Right",669212,"Eli Morgan","/api/v1/people/669212","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Cleveland Guardians",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",77.7,71.7,14,0.91,0.484,6.4911,19.9467,-25.8156,-8.4466,4.8956,0.722,1.3134,4.7131,-113.0257,-3.7255,-0.2894,50.0012,5.5658,-10.9643,21.6,8.4,24,2108,250,NA,NA,NA,NA,NA,NA,FALSE,-37,8.3,14.2,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717024,"2023-08-12",0,"2023-08-12T22:13:05.859Z","2023-08-12T22:13:09.571Z",TRUE,"pitch","6328118c-aac8-46ca-8bb6-685f0fef3d41",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,0,NA,NA,3.36,1.58,NA,96.74,162.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54","atBat","Strikeout","strikeout","Jose Siri strikes out swinging.",0,3,1,54,"bottom",7,"2023-08-12T22:12:59.722Z","2023-08-12T22:14:01.393Z",TRUE,FALSE,FALSE,TRUE,14,0,3,1,642350,"Jose Siri","/api/v1/people/642350","R","Right",669212,"Eli Morgan","/api/v1/people/669212","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Cleveland Guardians",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92,83.4,3,0.9,0.4108,6.6629,31.434,-14.2126,-4.0234,9.9988,0.5315,2.8309,3.1986,-133.8217,-4.5087,-0.1621,50.0033,5.5705,-7.2283,22.8,3.6,24,2258,206,NA,NA,NA,NA,NA,NA,FALSE,-15.4,17.2,6.5,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717024,"2023-08-12",2,"2023-08-12T22:13:39.882Z","2023-08-12T22:13:55.555Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",3,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,2,0,642350,"/api/v1/people/642350",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"54","atBat","Strikeout","strikeout","Jose Siri strikes out swinging.",0,3,1,54,"bottom",7,"2023-08-12T22:12:59.722Z","2023-08-12T22:14:01.393Z",TRUE,FALSE,FALSE,TRUE,14,0,3,1,642350,"Jose Siri","/api/v1/people/642350","R","Right",669212,"Eli Morgan","/api/v1/people/669212","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Cleveland Guardians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717024,"2023-08-12",6,"2023-08-12T22:12:32.859Z","2023-08-12T22:12:39.850Z",TRUE,"pitch","30df8906-6473-46e9-ab32-0019283eedaf",6,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",4,2,0,NA,NA,3.3028,1.4698,NA,119.79,228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53","atBat","Walk","walk","Luke Raley walks.",0,3,1,53,"bottom",7,"2023-08-12T22:10:46.298Z","2023-08-12T22:12:39.850Z",TRUE,FALSE,FALSE,FALSE,0,4,2,0,670042,"Luke Raley","/api/v1/people/670042","L","Left",669212,"Eli Morgan","/api/v1/people/669212","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Cleveland Guardians",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",77.6,71.3,13,0.9,0.4863,6.6519,21.5375,-26.1701,-8.8917,4.6759,-0.0731,0.3993,3.2787,-112.8549,-5.2434,-0.3939,50.0011,5.4053,-11.4083,21.6,9.6,24,2048,258,NA,NA,NA,NA,NA,NA,FALSE,-38.3,7.3,15.2,NA,NA,NA,NA,NA,FALSE,FALSE,670042,"Luke Raley","/api/v1/people/670042",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717024,"2023-08-12",5,"2023-08-12T22:12:08.704Z","2023-08-12T22:12:11.704Z",TRUE,"pitch","e44d673e-0269-41a0-86e3-df33e6281439",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,0,NA,NA,3.42,1.54,NA,94.47,185.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53","atBat","Walk","walk","Luke Raley walks.",0,3,1,53,"bottom",7,"2023-08-12T22:10:46.298Z","2023-08-12T22:12:39.850Z",TRUE,FALSE,FALSE,FALSE,0,4,2,0,670042,"Luke Raley","/api/v1/people/670042","L","Left",669212,"Eli Morgan","/api/v1/people/669212","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Cleveland Guardians",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.1,84,9,0.9,0.4096,6.8097,29.6993,-11.1887,-5.4656,11.5917,0.5911,1.9891,3.9336,-133.8898,-6.875,-0.1891,50.003,5.3961,-9.8943,36,3.6,24,2291,208,NA,NA,NA,NA,NA,NA,FALSE,-12.7,19.7,9,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717024,"2023-08-12",4,"2023-08-12T22:11:49.180Z","2023-08-12T22:11:52.900Z",TRUE,"pitch","8c3a824b-b583-400c-b6b9-52117a50ac77",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,1,0,NA,NA,3.4193,1.5392,NA,74.87,187.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53","atBat","Walk","walk","Luke Raley walks.",0,3,1,53,"bottom",7,"2023-08-12T22:10:46.298Z","2023-08-12T22:12:39.850Z",TRUE,FALSE,FALSE,FALSE,0,4,2,0,670042,"Luke Raley","/api/v1/people/670042","L","Left",669212,"Eli Morgan","/api/v1/people/669212","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Cleveland Guardians",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.1,83.9,14,0.91,0.4097,6.891,29.6741,-8.8942,-4.4828,12.8694,1.1052,1.8998,5.0682,-133.8452,-7.4486,-0.2331,50.004,5.3608,-8.1104,33.6,2.4,24,2299,211,NA,NA,NA,NA,NA,NA,FALSE,-10.6,21.8,7,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717024,"2023-08-12",3,"2023-08-12T22:11:27.697Z","2023-08-12T22:11:31.844Z",TRUE,"pitch","e4322ce1-ad72-464a-a342-c9292872941a",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,0,NA,NA,3.3494,1.4698,NA,115.51,225.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53","atBat","Walk","walk","Luke Raley walks.",0,3,1,53,"bottom",7,"2023-08-12T22:10:46.298Z","2023-08-12T22:12:39.850Z",TRUE,FALSE,FALSE,FALSE,0,4,2,0,670042,"Luke Raley","/api/v1/people/670042","L","Left",669212,"Eli Morgan","/api/v1/people/669212","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Cleveland Guardians",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",77.6,72,14,0.9,0.4837,6.6695,19.5698,-26.174,-7.9676,4.611,0.0392,0.4819,3.5886,-113.0093,-5.2409,-0.5298,50.0015,5.4436,-10.3593,20.4,8.4,24,1988,252,NA,NA,NA,NA,NA,NA,FALSE,-37.8,7.3,13.6,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717024,"2023-08-12",2,"2023-08-12T22:11:07.703Z","2023-08-12T22:11:10.846Z",TRUE,"pitch","2c924c39-0883-437c-b09d-e96c24cd03a5",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,0,NA,NA,3.396,1.4929,NA,62.24,241.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53","atBat","Walk","walk","Luke Raley walks.",0,3,1,53,"bottom",7,"2023-08-12T22:10:46.298Z","2023-08-12T22:12:39.850Z",TRUE,FALSE,FALSE,FALSE,0,4,2,0,670042,"Luke Raley","/api/v1/people/670042","L","Left",669212,"Eli Morgan","/api/v1/people/669212","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Cleveland Guardians",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85.5,78.5,14,2,0.4418,6.4439,26.2331,-26.3713,0.1895,3.7353,1.4367,-0.0893,4.1033,-124.2464,-8.2138,-0.2649,50.0059,5.4699,0.2939,2.4,7.2,24,2315,111,NA,NA,NA,NA,NA,NA,FALSE,-32.8,4.9,-1.3,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717024,"2023-08-12",1,"2023-08-12T22:10:48.308Z","2023-08-12T22:10:51.308Z",TRUE,"pitch","ca4db03a-f158-41b6-a6b8-c21380bc2a52",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,0,NA,NA,3.42,1.54,NA,90.21,183.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53","atBat","Walk","walk","Luke Raley walks.",0,3,1,53,"bottom",7,"2023-08-12T22:10:46.298Z","2023-08-12T22:12:39.850Z",TRUE,FALSE,FALSE,FALSE,0,4,2,0,670042,"Luke Raley","/api/v1/people/670042","L","Left",669212,"Eli Morgan","/api/v1/people/669212","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Cleveland Guardians",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",90.9,82.5,9,0.89,0.4156,6.7732,30.5733,-13.4384,-3.8903,10.6762,0.7029,2.0509,3.554,-132.2496,-6.1576,-0.1588,50.0063,5.4115,-6.8303,21.6,3.6,24,2312,206,NA,NA,NA,NA,NA,NA,FALSE,-15.4,18,6.2,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717024,"2023-08-12",0,"2023-08-12T22:10:37.685Z","2023-08-12T22:10:48.308Z",FALSE,"action",NA,NA,"Pitching Change: Eli Morgan replaces Enyel De Los Santos.","Pitching Substitution",3,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,669212,"/api/v1/people/669212",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"53","atBat","Walk","walk","Luke Raley walks.",0,3,1,53,"bottom",7,"2023-08-12T22:10:46.298Z","2023-08-12T22:12:39.850Z",TRUE,FALSE,FALSE,FALSE,0,4,2,0,670042,"Luke Raley","/api/v1/people/670042","L","Left",669212,"Eli Morgan","/api/v1/people/669212","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Cleveland Guardians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717024,"2023-08-12",3,"2023-08-12T22:08:22.174Z","2023-08-12T22:08:30.971Z",TRUE,"pitch","e6c98bbf-9533-451f-a833-926e0ad0a1d7",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,2,2,NA,NA,3.19,1.46,NA,85.64,187.16,"ground_ball","medium","4",155.8,152.03,NA,NA,NA,NA,NA,NA,NA,NA,"52","atBat","Groundout","field_out","Andres Gimenez grounds out, second baseman Brandon Lowe to first baseman Yandy Diaz.",0,3,1,52,"top",7,"2023-08-12T22:07:20.735Z","2023-08-12T22:08:30.971Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,665926,"Andrés Giménez","/api/v1/people/665926","L","Left",676596,"Josh Fleming","/api/v1/people/676596","L","Left","vs_LHP","vs_LHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Tampa Bay Rays","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",90.3,83,9,0.91,0.4169,6.2952,27.0838,-30.6299,11.1037,0.8866,0.8228,1.912,-9.0349,-131.2532,-2.5507,2.8625,50.006,5.1712,19.429,30,8.4,24,1737,114,104.2,-21,6,NA,NA,NA,TRUE,-32.3,1.2,-18.2,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717024,"2023-08-12",2,"2023-08-12T22:07:57.715Z","2023-08-12T22:08:01.470Z",TRUE,"pitch","26ef0600-00a0-42cb-80b8-450cd9c09ccc",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,2,2,NA,NA,3.19,1.46,NA,45.58,177.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52","atBat","Groundout","field_out","Andres Gimenez grounds out, second baseman Brandon Lowe to first baseman Yandy Diaz.",0,3,1,52,"top",7,"2023-08-12T22:07:20.735Z","2023-08-12T22:08:30.971Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,665926,"Andrés Giménez","/api/v1/people/665926","L","Left",676596,"Josh Fleming","/api/v1/people/676596","L","Left","vs_LHP","vs_LHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Tampa Bay Rays","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",89.8,82.2,14,0.91,0.4197,6.3223,27.9249,-31.5121,11.3531,0.3816,1.8736,2.2758,-6.5145,-130.5858,-1.5796,2.9279,50,5.2627,19.5718,30,8.4,24,1748,111,NA,NA,NA,NA,NA,NA,FALSE,-33.5,0.6,-19.1,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717024,"2023-08-12",1,"2023-08-12T22:07:40.444Z","2023-08-12T22:07:43.444Z",TRUE,"pitch","069ab72d-2047-4f98-ac92-51934630605e",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.2126,1.4592,NA,203.06,196.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52","atBat","Groundout","field_out","Andres Gimenez grounds out, second baseman Brandon Lowe to first baseman Yandy Diaz.",0,3,1,52,"top",7,"2023-08-12T22:07:20.735Z","2023-08-12T22:08:30.971Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,665926,"Andrés Giménez","/api/v1/people/665926","L","Left",676596,"Josh Fleming","/api/v1/people/676596","L","Left","vs_LHP","vs_LHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Tampa Bay Rays","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",78.3,71.7,13,0.9,0.4846,6.6148,23.375,-33.5989,-6.0583,-1.1069,-2.2578,1.5775,-10.1573,-113.6008,-0.7844,3.0816,50.0012,5.3062,-7.8121,15.6,10.8,24,2210,313,NA,NA,NA,NA,NA,NA,FALSE,-47.2,-1.9,13.8,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717024,"2023-08-12",0,"2023-08-12T22:07:27.290Z","2023-08-12T22:07:30.290Z",TRUE,"pitch","14dcf44a-8d22-432c-bafc-bae3659dd35c",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.1893,1.6212,NA,113.67,183.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52","atBat","Groundout","field_out","Andres Gimenez grounds out, second baseman Brandon Lowe to first baseman Yandy Diaz.",0,3,1,52,"top",7,"2023-08-12T22:07:20.735Z","2023-08-12T22:08:30.971Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,665926,"Andrés Giménez","/api/v1/people/665926","L","Left",676596,"Josh Fleming","/api/v1/people/676596","L","Left","vs_LHP","vs_LHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Tampa Bay Rays","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",90,82.5,8,0.91,0.419,6.2757,27.1794,-29.709,11.6417,1.4275,0.0874,2.0336,-10.946,-130.6614,-2.5744,2.8157,50.0055,5.261,20.1599,31.2,8.4,24,1804,115,NA,NA,NA,NA,NA,NA,FALSE,-31.7,2.2,-18.7,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
