"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isSubstitution","isBaseRunningPlay","replacedPlayer.id","replacedPlayer.link","details.disengagementNum","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
717024,"2023-08-12",6,"2023-08-12T23:04:14.203Z","2023-08-12T23:04:22.228Z",TRUE,"pitch","f2e7c507-80e1-4b7e-8d46-5594bb65dad9",6,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",1,2,2,NA,NA,3.32,1.51,NA,78.81,188.5,"line_drive","medium","9",157.27,72.29,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Single","single","Randy Arozarena singles on a line drive to center fielder Myles Straw, deflected by right fielder Ramon Laureano. Brandon Lowe scores.",1,5,6,80,"bottom",9,"2023-08-12T23:01:41.177Z","2023-08-12T23:04:22.228Z",TRUE,TRUE,FALSE,FALSE,60,1,2,2,668227,"Randy Arozarena","/api/v1/people/668227","R","Right",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Cleveland Guardians",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",101.8,93.2,14,0.9,0.3701,6.2677,35.657,-15.1886,1.8322,7.6592,1.002,1.8621,3.428,-148.0415,-8.7878,-0.4095,50.0047,5.7602,4.0619,15.6,3.6,24,2627,178,94.2,18,300,NA,NA,NA,FALSE,-14.2,12.4,-4,NA,NA,NA,NA,NA,FALSE,FALSE,668227,"Randy Arozarena","/api/v1/people/668227",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717024,"2023-08-12",5,"2023-08-12T23:03:36.994Z","2023-08-12T23:03:40.875Z",TRUE,"pitch","8b4ee42e-5ff9-4922-a55f-efb5406a52a7",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3.32,1.51,NA,82.21,187.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Single","single","Randy Arozarena singles on a line drive to center fielder Myles Straw, deflected by right fielder Ramon Laureano. Brandon Lowe scores.",1,5,6,80,"bottom",9,"2023-08-12T23:01:41.177Z","2023-08-12T23:04:22.228Z",TRUE,TRUE,FALSE,FALSE,60,1,2,2,668227,"Randy Arozarena","/api/v1/people/668227","R","Right",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Cleveland Guardians",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",94.1,86.7,14,0.9,0.3995,6.327,29.7257,-30.7271,2.7426,0.7607,0.9126,1.8949,2.6714,-137.006,-4.9806,-0.4308,50.0036,5.8315,5.2238,10.8,7.2,24,2617,87,NA,NA,NA,NA,NA,NA,FALSE,-30.2,0.6,-5.5,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717024,"2023-08-12",4,"2023-08-12T23:03:13.577Z","2023-08-12T23:03:17.111Z",TRUE,"pitch","67cfa2c9-1cec-4fb7-b5e3-d14c5104d24e",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3.32,1.51,NA,98.47,183.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Single","single","Randy Arozarena singles on a line drive to center fielder Myles Straw, deflected by right fielder Ramon Laureano. Brandon Lowe scores.",1,5,6,80,"bottom",9,"2023-08-12T23:01:41.177Z","2023-08-12T23:04:22.228Z",TRUE,TRUE,FALSE,FALSE,60,1,2,2,668227,"Randy Arozarena","/api/v1/people/668227","R","Right",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Cleveland Guardians",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",100.9,92.3,9,0.9,0.3734,6.8777,35.5911,-19.4374,0.4742,5.8482,0.4861,2.0557,2.3972,-146.8275,-7.5364,-0.4034,50.0016,5.8175,1.0326,4.8,3.6,24,2710,178,NA,NA,NA,NA,NA,NA,FALSE,-17.6,9.2,-1.3,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717024,"2023-08-12",3,"2023-08-12T23:02:49.746Z","2023-08-12T23:02:53.263Z",TRUE,"pitch","178ddd29-ff82-4717-a88d-59122cf68b28",3,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",1,2,2,NA,NA,3.0165,1.4398,NA,71.56,222.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Single","single","Randy Arozarena singles on a line drive to center fielder Myles Straw, deflected by right fielder Ramon Laureano. Brandon Lowe scores.",1,5,6,80,"bottom",9,"2023-08-12T23:01:41.177Z","2023-08-12T23:04:22.228Z",TRUE,TRUE,FALSE,FALSE,60,1,2,2,668227,"Randy Arozarena","/api/v1/people/668227","R","Right",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Cleveland Guardians",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",94.6,87.6,14,0.89,0.3972,6.87,29.5054,-31.3999,3.286,0.4014,1.1921,0.6027,2.9162,-137.7145,-7.984,-0.306,50.0027,5.6521,6.335,12,7.2,24,2664,85,NA,NA,NA,NA,NA,NA,FALSE,-31.2,-0.7,-6.6,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717024,"2023-08-12",1,"2023-08-12T23:02:12.398Z","2023-08-12T23:02:18.148Z",TRUE,"pitch","38a42408-e5bd-42a2-a85b-ab5ea193e0ef",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,2,NA,NA,3.32,1.51,NA,100.15,212.04,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"80","atBat","Single","single","Randy Arozarena singles on a line drive to center fielder Myles Straw, deflected by right fielder Ramon Laureano. Brandon Lowe scores.",1,5,6,80,"bottom",9,"2023-08-12T23:01:41.177Z","2023-08-12T23:04:22.228Z",TRUE,TRUE,FALSE,FALSE,60,1,2,2,668227,"Randy Arozarena","/api/v1/people/668227","R","Right",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Cleveland Guardians",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",102.8,94.7,14,0.9,0.3658,6.9752,33.9863,-17.0879,0.6986,6.6371,0.4422,0.9902,2.4135,-149.3921,-11.0249,-0.4651,50.0058,5.6969,1.5889,6,3.6,24,2674,179,NA,NA,NA,NA,NA,NA,FALSE,-15.6,10.2,-1.7,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717024,"2023-08-12",0,"2023-08-12T23:01:51.727Z","2023-08-12T23:01:54.729Z",TRUE,"pitch","2867c9ae-f5a3-48b8-811f-8d8d8964584b",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,2,NA,NA,3.32,1.51,NA,110.74,189.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Single","single","Randy Arozarena singles on a line drive to center fielder Myles Straw, deflected by right fielder Ramon Laureano. Brandon Lowe scores.",1,5,6,80,"bottom",9,"2023-08-12T23:01:41.177Z","2023-08-12T23:04:22.228Z",TRUE,TRUE,FALSE,FALSE,60,1,2,2,668227,"Randy Arozarena","/api/v1/people/668227","R","Right",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Cleveland Guardians",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",102.8,95,8,0.88,0.3647,7.0853,32.7035,-15.8056,-0.2647,7.1523,0.1643,1.8077,2.1001,-149.6069,-8.9727,-0.5094,50.0071,5.7318,-0.6061,0,3.6,24,2656,188,NA,NA,NA,NA,NA,NA,FALSE,-14,11.5,0.1,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717024,"2023-08-12",2,"2023-08-12T23:02:28.768Z","2023-08-12T23:02:49.746Z",FALSE,"action",NA,NA,"Brandon Lowe steals (6) 2nd base.","Stolen Base 2B",5,5,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,2,2,664040,"/api/v1/people/664040",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38a42408-e5bd-42a2-a85b-ab5ea193e0ef","stolen_base_2b",NA,NA,NA,NA,NA,NA,"80","atBat","Single","single","Randy Arozarena singles on a line drive to center fielder Myles Straw, deflected by right fielder Ramon Laureano. Brandon Lowe scores.",1,5,6,80,"bottom",9,"2023-08-12T23:01:41.177Z","2023-08-12T23:04:22.228Z",TRUE,TRUE,FALSE,FALSE,60,1,2,2,668227,"Randy Arozarena","/api/v1/people/668227","R","Right",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Cleveland Guardians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717024,"2023-08-12",5,"2023-08-12T23:01:07.585Z","2023-08-12T23:01:15.854Z",TRUE,"pitch","91d7c6d3-5390-44ab-9a7d-88cfc6d684a0",5,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",3,1,2,NA,NA,3.35,1.54,NA,123.33,178.75,"ground_ball","medium","6",101.04,149.49,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Single","single","Brandon Lowe singles on a ground ball to shortstop Brayan Rocchio. Yandy Diaz scores.",1,5,5,79,"bottom",9,"2023-08-12T22:59:25.281Z","2023-08-12T23:01:15.854Z",TRUE,TRUE,FALSE,FALSE,70,3,1,2,664040,"Brandon Lowe","/api/v1/people/664040","L","Left",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Cleveland Guardians",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",101.6,93.5,5,0.9,0.3696,6.4022,33.4796,-18.9251,0.9348,5.9492,-0.1661,2.2234,1.1658,-147.8766,-7.1894,-0.6861,50.0016,5.7858,2.0811,6,3.6,24,2659,179,87.6,-24,5,NA,NA,NA,FALSE,-16.8,9.6,-1.9,NA,NA,NA,NA,NA,FALSE,FALSE,664040,"Brandon Lowe","/api/v1/people/664040",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717024,"2023-08-12",4,"2023-08-12T23:00:48.616Z","2023-08-12T23:00:51.616Z",TRUE,"pitch","73ce065f-2bbd-4fac-8087-a024bfaddf8a",4,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",3,1,2,NA,NA,3.2561,1.4235,NA,91.87,170.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Single","single","Brandon Lowe singles on a ground ball to shortstop Brayan Rocchio. Yandy Diaz scores.",1,5,5,79,"bottom",9,"2023-08-12T22:59:25.281Z","2023-08-12T23:01:15.854Z",TRUE,TRUE,FALSE,FALSE,70,3,1,2,664040,"Brandon Lowe","/api/v1/people/664040","L","Left",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Cleveland Guardians",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",102.3,93.8,6,0.91,0.3675,6.6057,35.1539,-15.5169,2.6838,7.401,0.6594,2.5216,2.7707,-148.922,-6.8004,-0.6311,50.0014,5.7292,6.0372,21.6,3.6,24,2735,177,NA,NA,NA,NA,NA,NA,FALSE,-13.8,12.2,-5.4,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717024,"2023-08-12",2,"2023-08-12T23:00:11.058Z","2023-08-12T23:00:20.546Z",TRUE,"pitch","aed9b673-9d49-4a5e-9bb7-8fca2e6c7f59",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,0,2,NA,NA,3.3027,1.4235,NA,107.09,243.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Single","single","Brandon Lowe singles on a ground ball to shortstop Brayan Rocchio. Yandy Diaz scores.",1,5,5,79,"bottom",9,"2023-08-12T22:59:25.281Z","2023-08-12T23:01:15.854Z",TRUE,TRUE,FALSE,FALSE,70,3,1,2,664040,"Brandon Lowe","/api/v1/people/664040","L","Left",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Cleveland Guardians",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",100.5,92.6,14,0.88,0.3749,6.7805,32.8766,-14.0349,0.7545,8.383,0.2601,-0.1778,1.8379,-145.8392,-14.0791,-0.4752,50.0012,5.5466,1.632,7.2,3.6,24,2717,182,NA,NA,NA,NA,NA,NA,FALSE,-14.4,12.7,-1.7,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
