"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link"
716480,"2023-09-22",3,"2023-09-23T01:30:15.023Z","2023-09-23T01:30:19.317Z",TRUE,"pitch","eb6c2336-9ff6-4f17-9382-6826e0aadfe7",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,3,2,NA,NA,3.63,1.72,NA,107.81,213.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Lourdes Gurriel Jr. strikes out swinging.",0,1,7,69,"top",9,"2023-09-23T01:29:08.418Z","2023-09-23T01:30:19.317Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,666971,"Lourdes Gurriel Jr.","/api/v1/people/666971","R","Right",666745,"Jhony Brito","/api/v1/people/666745","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","New York Yankees","true",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",88.3,80.1,14,2,0.4295,6.3348,29.8839,-21.1819,-9.704,6.6976,0.241,0.9543,4.6892,-128.1957,-8.4561,-0.3646,50.0041,5.9873,-15.9318,32.4,7.2,24,1786,235,NA,NA,NA,NA,NA,NA,TRUE,-25.4,10.2,16.3,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716480,"2023-09-22",2,"2023-09-23T01:29:56.074Z","2023-09-23T01:30:01.101Z",TRUE,"pitch","67beb246-b1ab-41d5-8c14-62962bf17c66",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,2,2,NA,NA,3.63,1.72,NA,116.79,195.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Lourdes Gurriel Jr. strikes out swinging.",0,1,7,69,"top",9,"2023-09-23T01:29:08.418Z","2023-09-23T01:30:19.317Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,666971,"Lourdes Gurriel Jr.","/api/v1/people/666971","R","Right",666745,"Jhony Brito","/api/v1/people/666745","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","New York Yankees","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",87.4,78.7,8,2,0.4353,6.2179,31.2525,-22.5141,-10.3358,6.0581,0.0056,1.6211,4.4315,-126.8947,-6.4471,-0.4418,50.0049,6.0455,-16.4896,32.4,7.2,24,1623,236,NA,NA,NA,NA,NA,NA,FALSE,-27.2,9.4,17.4,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716480,"2023-09-22",1,"2023-09-23T01:29:36.425Z","2023-09-23T01:29:41.262Z",TRUE,"pitch","82665f66-9ed9-4e49-8019-0b2bb271c559",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,1,2,NA,NA,3.63,1.72,NA,86.65,159.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Lourdes Gurriel Jr. strikes out swinging.",0,1,7,69,"top",9,"2023-09-23T01:29:08.418Z","2023-09-23T01:30:19.317Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,666971,"Lourdes Gurriel Jr.","/api/v1/people/666971","R","Right",666745,"Jhony Brito","/api/v1/people/666745","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","New York Yankees","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93.6,84.9,6,2,0.4041,5.8816,32.1774,-17.4833,-10.6723,7.9131,0.7962,2.9364,6.5513,-135.9769,-5.5771,-0.2684,50.0047,6.2431,-19.8176,44.4,6,24,2124,218,NA,NA,NA,NA,NA,NA,FALSE,-18.4,13.2,17.8,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716480,"2023-09-22",0,"2023-09-23T01:29:21.658Z","2023-09-23T01:29:27.180Z",TRUE,"pitch","fed339d7-3a51-42f0-9679-9b116a44e8e7",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.6294,1.7605,NA,98.42,217.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Lourdes Gurriel Jr. strikes out swinging.",0,1,7,69,"top",9,"2023-09-23T01:29:08.418Z","2023-09-23T01:30:19.317Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,666971,"Lourdes Gurriel Jr.","/api/v1/people/666971","R","Right",666745,"Jhony Brito","/api/v1/people/666745","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","New York Yankees","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93.6,84.9,14,2,0.4056,6.1473,33.1551,-18.3611,-10.3976,7.5036,0.4876,0.7917,5.9797,-135.7013,-10.4618,-0.4081,50.0059,6.01,-19.1532,40.8,6,24,2102,221,NA,NA,NA,NA,NA,NA,FALSE,-20.5,11.2,17.3,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716480,"2023-09-22",3,"2023-09-23T01:28:48.970Z","2023-09-23T01:28:56.121Z",TRUE,"pitch","7d7ed27a-2614-4664-9b27-b1ac4359ba34",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,2,1,NA,NA,3.25,1.49,NA,142.06,195.47,"ground_ball","medium","3",152.42,172.29,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Groundout","field_out","Alek Thomas grounds out to first baseman Jake Bauers.",0,1,7,68,"top",9,"2023-09-23T01:28:02.334Z","2023-09-23T01:28:56.121Z",TRUE,FALSE,FALSE,TRUE,0,0,2,2,677950,"Alek Thomas","/api/v1/people/677950","L","Left",666745,"Jhony Brito","/api/v1/people/666745","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","New York Yankees",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",87.3,78.8,7,2,0.4351,6.4271,31.0241,-26.234,-10.2909,3.7206,-0.6575,1.6039,3.1114,-126.9145,-5.725,-0.5779,50.0051,6.0355,-16.4394,30,8.4,24,1761,236,69.1,-47,3,NA,NA,NA,TRUE,-31.2,5.4,17.6,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716480,"2023-09-22",1,"2023-09-23T01:28:25.891Z","2023-09-23T01:28:29.928Z",TRUE,"pitch","4e6b90a3-5ca0-477e-8431-e5524036ee6f",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,2,1,NA,NA,3.2855,1.4998,NA,102.98,177.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Groundout","field_out","Alek Thomas grounds out to first baseman Jake Bauers.",0,1,7,68,"top",9,"2023-09-23T01:28:02.334Z","2023-09-23T01:28:56.121Z",TRUE,FALSE,FALSE,TRUE,0,0,2,2,677950,"Alek Thomas","/api/v1/people/677950","L","Left",666745,"Jhony Brito","/api/v1/people/666745","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","New York Yankees",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93.9,85.1,6,2,0.4034,6.1169,33.3291,-20.315,-10.0137,6.3729,0.3677,2.2642,5.3019,-136.393,-6.5404,-0.3127,50.0055,6.1204,-18.6452,38.4,6,24,2016,228,NA,NA,NA,NA,NA,NA,FALSE,-21.2,10.2,16.8,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716480,"2023-09-22",0,"2023-09-23T01:28:11.969Z","2023-09-23T01:28:16.384Z",TRUE,"pitch","a48ff04c-650d-4fdd-b5fe-70ab4f1ed2a9",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.3117,1.604,NA,134.81,184.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Groundout","field_out","Alek Thomas grounds out to first baseman Jake Bauers.",0,1,7,68,"top",9,"2023-09-23T01:28:02.334Z","2023-09-23T01:28:56.121Z",TRUE,FALSE,FALSE,TRUE,0,0,2,2,677950,"Alek Thomas","/api/v1/people/677950","L","Left",666745,"Jhony Brito","/api/v1/people/666745","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","New York Yankees",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",87,78.5,7,2,0.4364,6.2098,30.9252,-27.261,-9.8602,3.0976,-0.4673,1.9953,3.4151,-126.5314,-4.7047,-0.5702,50.005,6.1194,-15.6505,27.6,8.4,24,1681,239,NA,NA,NA,NA,NA,NA,FALSE,-32.3,4.6,16.8,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716480,"2023-09-22",2,"2023-09-23T01:28:35.758Z","2023-09-23T01:28:48.970Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",1,7,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,2,1,677950,"/api/v1/people/677950",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"68","atBat","Groundout","field_out","Alek Thomas grounds out to first baseman Jake Bauers.",0,1,7,68,"top",9,"2023-09-23T01:28:02.334Z","2023-09-23T01:28:56.121Z",TRUE,FALSE,FALSE,TRUE,0,0,2,2,677950,"Alek Thomas","/api/v1/people/677950","L","Left",666745,"Jhony Brito","/api/v1/people/666745","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","New York Yankees",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716480,"2023-09-22",1,"2023-09-23T01:27:23.567Z","2023-09-23T01:27:50.589Z",TRUE,"pitch","e92b402a-8a52-486e-9803-5108719edc45",2,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",1,0,1,NA,NA,3.43,1.59,NA,125.34,155.28,"fly_ball","medium","7",1,78.19,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Home Run","home_run","Christian Walker homers (31) on a fly ball to left field.",1,1,7,67,"top",9,"2023-09-23T01:26:50.870Z","2023-09-23T01:27:50.589Z",TRUE,TRUE,FALSE,FALSE,38,1,0,1,572233,"Christian Walker","/api/v1/people/572233","R","Right",666745,"Jhony Brito","/api/v1/people/666745","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","New York Yankees","true",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",80.9,73.6,2,2,0.4674,6.2072,24.7742,-30.3779,5.9467,1.2958,-0.2187,3.0926,-0.0354,-117.7218,-0.1275,-0.9746,50.0038,5.9873,8.2495,15.6,9.6,24,2192,55,109.8,26,436,NA,NA,NA,FALSE,-39.6,2.6,-10.7,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716480,"2023-09-22",0,"2023-09-23T01:27:09.504Z","2023-09-23T01:27:14.300Z",TRUE,"pitch","6c5933b0-de94-4364-bad4-32a0439ad080",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.4294,1.604,NA,175.26,191.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Home Run","home_run","Christian Walker homers (31) on a fly ball to left field.",1,1,7,67,"top",9,"2023-09-23T01:26:50.870Z","2023-09-23T01:27:50.589Z",TRUE,TRUE,FALSE,FALSE,38,1,0,1,572233,"Christian Walker","/api/v1/people/572233","R","Right",666745,"Jhony Brito","/api/v1/people/666745","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","New York Yankees","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",86.9,78.4,13,2,0.4371,6.2017,30.3802,-20.4673,-10.4499,7.3902,-1.5284,1.7595,1.5074,-126.2663,-6.4943,-0.7851,50.0005,6.0603,-16.5409,36,7.2,24,1638,237,NA,NA,NA,NA,NA,NA,FALSE,-25.1,11.9,18.4,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
