"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","reviewDetails.isOverturned.x","reviewDetails.inProgress.x","reviewDetails.reviewType.x","reviewDetails.challengeTeamId.x","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned.y","reviewDetails.inProgress.y","reviewDetails.reviewType.y","reviewDetails.challengeTeamId.y"
716937,"2023-08-19",1,"2023-08-19T20:55:23.214Z","2023-08-19T20:55:30.710Z",TRUE,"pitch","2827f0bd-ab90-4339-89c9-0114243dc645",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,1,2,NA,NA,3.45,1.67,NA,144.32,196.32,"ground_ball","medium","5",117.34,158.27,NA,NA,TRUE,NA,NA,NA,NA,NA,"74","atBat","Groundout","field_out","Michael Massey grounds out, third baseman Jeimer Candelario to first baseman Cody Bellinger.",0,4,6,74,"top",9,"2023-08-19T20:54:51.908Z","2023-08-19T20:55:30.710Z",TRUE,FALSE,FALSE,TRUE,0,0,1,3,686681,"Michael Massey","/api/v1/people/686681","L","Left",640470,"Adbert Alzolay","/api/v1/people/640470","R","Right","vs_RHP","vs_LHB","Empty",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Chicago Cubs","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.6,79.6,7,2,0.435,6.54,26.2895,-32.0018,2.7649,0.1087,-0.7168,1.5724,0.7519,-126.0586,-4.2257,-1.3784,50.0035,5.8618,4.4375,8.4,8.4,24,2675,123,63.4,-60,3,NA,NA,NA,TRUE,-37.1,-0.6,-5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716937,"2023-08-19",0,"2023-08-19T20:55:06.011Z","2023-08-19T20:55:09.800Z",TRUE,"pitch","1aadbd73-6cec-4200-a646-2c39988f0435",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.373,1.6693,NA,86.53,191.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Groundout","field_out","Michael Massey grounds out, third baseman Jeimer Candelario to first baseman Cody Bellinger.",0,4,6,74,"top",9,"2023-08-19T20:54:51.908Z","2023-08-19T20:55:30.710Z",TRUE,FALSE,FALSE,TRUE,0,0,1,3,686681,"Michael Massey","/api/v1/people/686681","L","Left",640470,"Adbert Alzolay","/api/v1/people/640470","R","Right","vs_RHP","vs_LHB","Empty",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Chicago Cubs","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",90.4,83.6,9,2,0.4152,6.4554,26.2479,-25.1334,4.0091,3.9861,0.7993,1.7566,3.8508,-131.59,-5.7795,-1.2004,50.0011,5.8277,7.0735,16.8,6,24,2656,170,NA,NA,NA,NA,NA,NA,FALSE,-27,6.2,-8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716937,"2023-08-19",2,"2023-08-19T20:54:34.022Z","2023-08-19T20:54:37.912Z",TRUE,"pitch","d5c4626a-b5ec-4587-95a5-d6732d528f3e",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,3,1,NA,NA,3.5,1.66,NA,98.8,194.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Strikeout","strikeout","Bobby Witt Jr. strikes out swinging.",0,4,6,73,"top",9,"2023-08-19T20:53:39.601Z","2023-08-19T20:54:37.912Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,677951,"Bobby Witt Jr.","/api/v1/people/677951","R","Right",640470,"Adbert Alzolay","/api/v1/people/640470","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Chicago Cubs","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.4,81.1,9,2,0.429,6.5006,24.5044,-30.0762,2.5246,1.2664,0.4774,1.6545,3.1396,-127.3502,-4.768,-1.0962,50.001,5.9114,4.1738,8.4,7.2,24,2680,134,NA,NA,NA,NA,NA,NA,TRUE,-34,1.6,-5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,669004,"MJ Melendez","/api/v1/people/669004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716937,"2023-08-19",1,"2023-08-19T20:54:10.528Z","2023-08-19T20:54:14.201Z",TRUE,"pitch","96348bc1-7e3b-41d2-9c94-85e9d7875c54",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,1,NA,NA,3.5,1.66,NA,77.57,210.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Strikeout","strikeout","Bobby Witt Jr. strikes out swinging.",0,4,6,73,"top",9,"2023-08-19T20:53:39.601Z","2023-08-19T20:54:37.912Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,677951,"Bobby Witt Jr.","/api/v1/people/677951","R","Right",640470,"Adbert Alzolay","/api/v1/people/640470","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Chicago Cubs","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.7,80.9,14,2,0.4319,6.5447,23.1646,-31.5801,2.3904,0.3655,1.0345,1.0434,4.5055,-126.3103,-5.7443,-1.0756,50.0041,5.854,3.9035,8.4,8.4,24,2618,118,NA,NA,NA,NA,NA,NA,FALSE,-36.4,-0.4,-5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716937,"2023-08-19",0,"2023-08-19T20:53:50.796Z","2023-08-19T20:53:54.157Z",TRUE,"pitch","333c652b-ab5a-4a09-8cdd-c41379a3e10d",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,1,NA,NA,3.5,1.66,NA,103.36,165.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Strikeout","strikeout","Bobby Witt Jr. strikes out swinging.",0,4,6,73,"top",9,"2023-08-19T20:53:39.601Z","2023-08-19T20:54:37.912Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,677951,"Bobby Witt Jr.","/api/v1/people/677951","R","Right",640470,"Adbert Alzolay","/api/v1/people/640470","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Chicago Cubs","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.8,81.8,6,2,0.4257,6.4047,22.7813,-29.3683,2.7809,1.6671,0.3579,2.7308,2.9322,-127.9547,-2.4824,-1.1581,50.0025,5.9812,4.678,9.6,7.2,24,2480,146,NA,NA,NA,NA,NA,NA,FALSE,-32.3,2.8,-5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716937,"2023-08-19",7,"2023-08-19T20:53:15.839Z","2023-08-19T20:53:26.042Z",TRUE,"pitch","5297d229-aca8-4f9a-aaaa-12f67f528a7c",8,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",3,2,1,NA,NA,3.32,1.63,NA,134.33,180.65,"line_drive","medium","9",194.06,112.05,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Single","single","MJ Melendez singles on a line drive to right fielder Seiya Suzuki.",0,4,6,72,"top",9,"2023-08-19T20:50:48.868Z","2023-08-19T20:53:26.042Z",TRUE,FALSE,FALSE,FALSE,33,3,2,1,669004,"MJ Melendez","/api/v1/people/669004","L","Left",640470,"Adbert Alzolay","/api/v1/people/640470","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Chicago Cubs","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.2,80.9,7,2,0.4294,6.4904,23.6831,-30.5126,2.3102,1.0057,-0.4546,2.1529,1.4349,-127.0902,-3.2334,-1.3249,50.0039,5.8407,3.8153,7.2,7.2,24,2567,132,98.4,13,188,NA,NA,NA,FALSE,-34.2,1.3,-4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,669004,"MJ Melendez","/api/v1/people/669004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716937,"2023-08-19",6,"2023-08-19T20:52:51.377Z","2023-08-19T20:52:55.033Z",TRUE,"pitch","56cac688-dff9-44f6-aad0-286e25b0645b",7,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,1,NA,NA,3.32,1.63,NA,109.79,187.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Single","single","MJ Melendez singles on a line drive to right fielder Seiya Suzuki.",0,4,6,72,"top",9,"2023-08-19T20:50:48.868Z","2023-08-19T20:53:26.042Z",TRUE,FALSE,FALSE,FALSE,33,3,2,1,669004,"MJ Melendez","/api/v1/people/669004","L","Left",640470,"Adbert Alzolay","/api/v1/people/640470","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Chicago Cubs","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87,80.3,8,2,0.4319,6.5421,25.5026,-32.1423,3.4569,0.0154,0.1892,1.8848,2.3981,-126.7353,-3.666,-1.2178,50.0012,5.9129,5.6307,10.8,8.4,24,2614,130,NA,NA,NA,NA,NA,NA,FALSE,-36.6,-0.6,-6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716937,"2023-08-19",5,"2023-08-19T20:52:28.751Z","2023-08-19T20:52:32.172Z",TRUE,"pitch","4e771248-4e0e-4a45-9ea9-c4f214966a7e",6,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,1,NA,NA,3.32,1.63,NA,119.46,178.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Single","single","MJ Melendez singles on a line drive to right fielder Seiya Suzuki.",0,4,6,72,"top",9,"2023-08-19T20:50:48.868Z","2023-08-19T20:53:26.042Z",TRUE,FALSE,FALSE,FALSE,33,3,2,1,669004,"MJ Melendez","/api/v1/people/669004","L","Left",640470,"Adbert Alzolay","/api/v1/people/640470","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Chicago Cubs","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.6,81.9,5,2,0.4234,6.422,25.5189,-28.6162,3.0397,2.0951,-0.0644,2.2455,2.1831,-129.1021,-3.6919,-1.3143,50.0027,5.8836,5.1579,10.8,7.2,24,2718,145,NA,NA,NA,NA,NA,NA,FALSE,-31.3,3.2,-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716937,"2023-08-19",4,"2023-08-19T20:52:07.245Z","2023-08-19T20:52:10.369Z",TRUE,"pitch","4d90796d-5a7c-4805-9d87-a1e5d76fa171",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,1,NA,NA,3.32,1.63,NA,94.07,184.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Single","single","MJ Melendez singles on a line drive to right fielder Seiya Suzuki.",0,4,6,72,"top",9,"2023-08-19T20:50:48.868Z","2023-08-19T20:53:26.042Z",TRUE,FALSE,FALSE,FALSE,33,3,2,1,669004,"MJ Melendez","/api/v1/people/669004","L","Left",640470,"Adbert Alzolay","/api/v1/people/640470","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Chicago Cubs","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",90.2,83.8,9,2,0.4149,6.5281,24.9976,-25.9529,2.665,3.5121,0.6017,2.0236,3.9767,-131.4518,-4.9227,-1.2705,50,5.8212,4.7127,10.8,6,24,2689,169,NA,NA,NA,NA,NA,NA,FALSE,-27.6,5.6,-5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716937,"2023-08-19",3,"2023-08-19T20:51:50.579Z","2023-08-19T20:51:54.841Z",TRUE,"pitch","e3419474-a46f-4490-8a0b-c783f1d7b66d",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,1,1,NA,NA,3.1726,1.5761,NA,139.9,146.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Single","single","MJ Melendez singles on a line drive to right fielder Seiya Suzuki.",0,4,6,72,"top",9,"2023-08-19T20:50:48.868Z","2023-08-19T20:53:26.042Z",TRUE,FALSE,FALSE,FALSE,33,3,2,1,669004,"MJ Melendez","/api/v1/people/669004","L","Left",640470,"Adbert Alzolay","/api/v1/people/640470","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Chicago Cubs","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.8,81.7,11,2,0.4226,6.4077,25.8608,-24.2208,-0.0132,4.6727,-0.6009,3.424,1.7762,-129.3868,-1.7065,-1.2933,50.0065,5.94,-0.0227,1.2,6,24,2761,138,NA,NA,NA,NA,NA,NA,FALSE,-26.2,8.3,-0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
