"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","base","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType"
717232,"2023-07-29",4,"2023-07-29T01:58:39.733Z","2023-07-29T01:58:43.386Z",FALSE,"pickoff","3a25a69d-c8dc-4160-a856-5b518a003ac0",NA,"Pickoff Attempt 1B",NA,NA,NA,NA,FALSE,"1",NA,NA,NA,NA,NA,NA,1,2,2,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49","atBat","Groundout","field_out","Salvador Perez grounds out, third baseman Jorge Polanco to first baseman Alex Kirilloff.",0,2,3,49,"bottom",6,"2023-07-29T01:57:36.149Z","2023-07-29T01:59:37.161Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,521692,"Salvador Perez","/api/v1/people/521692","R","Right",543243,"Sonny Gray","/api/v1/people/543243","R","Right","vs_RHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Minnesota Twins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717232,"2023-07-29",3,"2023-07-29T01:56:09.725Z","2023-07-29T01:56:20.534Z",TRUE,"pitch","bd469e90-6455-4c44-b52f-7582522c0c3f",4,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",2,1,2,NA,NA,3.41,1.65,NA,148.76,179.37,"line_drive","hard","9",160.71,93.01,NA,NA,NA,NA,NA,NA,NA,NA,"48","atBat","Single","single","MJ Melendez singles on a sharp line drive to right fielder Max Kepler. Bobby Witt Jr. scores.",1,2,3,48,"bottom",6,"2023-07-29T01:55:07.877Z","2023-07-29T01:56:20.534Z",TRUE,TRUE,FALSE,FALSE,60,2,1,2,669004,"MJ Melendez","/api/v1/people/669004","L","Left",543243,"Sonny Gray","/api/v1/people/543243","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Minnesota Twins","true",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",84.6,77.7,13,0.91,0.4449,6.441,24.9158,-34.1732,6.2237,-1.2982,-0.8332,2.2003,-1.5774,-123.196,-0.8382,-0.9925,50.0054,5.4383,9.5497,15.6,9.6,24,2453,47,101.4,9,163,NA,NA,NA,FALSE,-40.6,-2.3,-10.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,669004,"MJ Melendez","/api/v1/people/669004",NA,NA,NA,NA,NA,NA,NA,NA,NA
717232,"2023-07-29",2,"2023-07-29T01:55:51.530Z","2023-07-29T01:55:55.544Z",TRUE,"pitch","716d14c0-e995-4b09-8273-acd18b5d3965",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",2,1,2,NA,NA,3.437,1.8137,NA,140.27,179.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"48","atBat","Single","single","MJ Melendez singles on a sharp line drive to right fielder Max Kepler. Bobby Witt Jr. scores.",1,2,3,48,"bottom",6,"2023-07-29T01:55:07.877Z","2023-07-29T01:56:20.534Z",TRUE,TRUE,FALSE,FALSE,60,2,1,2,669004,"MJ Melendez","/api/v1/people/669004","L","Left",543243,"Sonny Gray","/api/v1/people/543243","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Minnesota Twins","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.8,85.4,7,0.83,0.4045,6.4838,27.9736,-21.4032,1.6723,5.7965,-0.6104,2.1939,0.0027,-135.1333,-4.2501,-0.8289,50.0059,5.2805,3.1101,8.4,4.8,24,2403,194,NA,NA,NA,NA,NA,NA,FALSE,-21.7,9.8,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717232,"2023-07-29",1,"2023-07-29T01:55:28.834Z","2023-07-29T01:55:32.596Z",TRUE,"pitch","2c72e21f-62fd-4f04-b886-a411f404e79c",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,2,NA,NA,3.4134,1.6977,NA,171.15,151.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"48","atBat","Single","single","MJ Melendez singles on a sharp line drive to right fielder Max Kepler. Bobby Witt Jr. scores.",1,2,3,48,"bottom",6,"2023-07-29T01:55:07.877Z","2023-07-29T01:56:20.534Z",TRUE,TRUE,FALSE,FALSE,60,2,1,2,669004,"MJ Melendez","/api/v1/people/669004","L","Left",543243,"Sonny Gray","/api/v1/people/543243","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Minnesota Twins","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",79.5,72.9,11,0.9,0.4742,6.5677,22.3985,-41.8651,4.1816,-7.1814,-1.4205,3.2303,-2.457,-115.6927,3.6369,-0.8858,50.0013,5.6613,5.6452,7.2,12,24,2343,27,NA,NA,NA,NA,NA,NA,FALSE,-55.1,-11.8,-7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717232,"2023-07-29",0,"2023-07-29T01:55:09.276Z","2023-07-29T01:55:13.451Z",TRUE,"pitch","0e8122b2-1cf3-46fb-ae6b-05be413811e0",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.4079,1.7267,NA,112.67,220.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"48","atBat","Single","single","MJ Melendez singles on a sharp line drive to right fielder Max Kepler. Bobby Witt Jr. scores.",1,2,3,48,"bottom",6,"2023-07-29T01:55:07.877Z","2023-07-29T01:56:20.534Z",TRUE,TRUE,FALSE,FALSE,60,2,1,2,669004,"MJ Melendez","/api/v1/people/669004","L","Left",543243,"Sonny Gray","/api/v1/people/543243","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Minnesota Twins","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",80.6,74.4,14,0.88,0.4678,6.597,23.5899,-40.4769,7.4729,-5.9843,0.1137,0.6624,-0.1741,-117.3769,-2.4418,-0.7809,50.0052,5.5088,10.3599,14.4,12,24,2509,28,NA,NA,NA,NA,NA,NA,FALSE,-53.4,-11.2,-13.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717232,"2023-07-29",4,"2023-07-29T01:52:03.273Z","2023-07-29T01:52:15.426Z",TRUE,"pitch","93a0e1c4-0562-4ce7-8ed8-1e2a49954385",4,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",2,1,2,NA,NA,3.57,1.7,NA,112.55,190.31,"fly_ball","medium","7",61.78,50.42,NA,NA,NA,NA,NA,NA,NA,NA,"47","atBat","Double","double","Umpire reviewed (home run), call on the field was overturned: Bobby Witt Jr. doubles (18) on a fly ball to left fielder Joey Gallo. Maikel Garcia scores.",1,2,2,47,"bottom",6,"2023-07-29T01:50:59.934Z","2023-07-29T01:52:15.426Z",TRUE,TRUE,TRUE,FALSE,71,2,1,2,677951,"Bobby Witt Jr.","/api/v1/people/677951","R","Right",543243,"Sonny Gray","/api/v1/people/543243","R","Right","vs_RHP","vs_RHB","RISP",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Minnesota Twins",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",86.3,79.4,8,0.83,0.436,6.6289,25.9742,-36.2723,2.8413,-2.5692,0.1168,1.7953,1.1926,-125.7136,-1.7617,-0.7332,50.0016,5.4552,4.5372,7.2,9.6,24,2683,75,105.8,20,400,NA,NA,NA,FALSE,-41.5,-4.8,-5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,677951,"Bobby Witt Jr.","/api/v1/people/677951",NA,NA,NA,TRUE,FALSE,"NH"
717232,"2023-07-29",3,"2023-07-29T01:51:42.314Z","2023-07-29T01:51:47.323Z",TRUE,"pitch","5a7af58e-eedd-4ed0-908d-8ea891264651",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,2,NA,NA,3.4951,1.7028,NA,125.75,208.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47","atBat","Double","double","Umpire reviewed (home run), call on the field was overturned: Bobby Witt Jr. doubles (18) on a fly ball to left fielder Joey Gallo. Maikel Garcia scores.",1,2,2,47,"bottom",6,"2023-07-29T01:50:59.934Z","2023-07-29T01:52:15.426Z",TRUE,TRUE,TRUE,FALSE,71,2,1,2,677951,"Bobby Witt Jr.","/api/v1/people/677951","R","Right",543243,"Sonny Gray","/api/v1/people/543243","R","Right","vs_RHP","vs_RHB","RISP",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Minnesota Twins",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93.3,85.7,13,2,0.4033,6.6067,29.6538,-23.0509,-3.4726,4.8853,-0.2294,1.1333,2.3322,-135.8046,-6.782,-0.648,50.0059,5.2658,-6.4896,13.2,6,24,2292,198,NA,NA,NA,NA,NA,NA,FALSE,-23.8,7.6,5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717232,"2023-07-29",2,"2023-07-29T01:51:20.638Z","2023-07-29T01:51:24.893Z",TRUE,"pitch","4eb1ec4e-924a-429a-8d78-63f25605386c",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.5823,1.7028,NA,86.02,210.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47","atBat","Double","double","Umpire reviewed (home run), call on the field was overturned: Bobby Witt Jr. doubles (18) on a fly ball to left fielder Joey Gallo. Maikel Garcia scores.",1,2,2,47,"bottom",6,"2023-07-29T01:50:59.934Z","2023-07-29T01:52:15.426Z",TRUE,TRUE,TRUE,FALSE,71,2,1,2,677951,"Bobby Witt Jr.","/api/v1/people/677951","R","Right",543243,"Sonny Gray","/api/v1/people/543243","R","Right","vs_RHP","vs_RHB","RISP",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Minnesota Twins",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",84.3,78.3,14,0.91,0.4453,6.5596,23.6612,-37.5354,8.6877,-3.4935,0.8128,1.0439,1.2115,-122.8701,-2.9146,-0.8154,50.0046,5.4256,13.3241,19.2,10.8,24,2496,40,NA,NA,NA,NA,NA,NA,FALSE,-45,-6.7,-16.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717232,"2023-07-29",1,"2023-07-29T01:51:02.342Z","2023-07-29T01:51:06.404Z",TRUE,"pitch","e9e30d15-8965-4c0a-8c73-b5f3a0c0cf07",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.6404,1.7847,NA,93.57,166.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47","atBat","Double","double","Umpire reviewed (home run), call on the field was overturned: Bobby Witt Jr. doubles (18) on a fly ball to left fielder Joey Gallo. Maikel Garcia scores.",1,2,2,47,"bottom",6,"2023-07-29T01:50:59.934Z","2023-07-29T01:52:15.426Z",TRUE,TRUE,TRUE,FALSE,71,2,1,2,677951,"Bobby Witt Jr.","/api/v1/people/677951","R","Right",543243,"Sonny Gray","/api/v1/people/543243","R","Right","vs_RHP","vs_RHB","RISP",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Minnesota Twins",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.4,86.8,6,0.9,0.3998,6.5421,25.4659,-21.7248,1.6177,5.4775,0.6146,2.6658,3.153,-136.1741,-3.3423,-0.7614,50.0038,5.3845,3.0856,9.6,4.8,24,2540,194,NA,NA,NA,NA,NA,NA,FALSE,-21.4,9.6,-3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717232,"2023-07-29",0,"2023-07-29T01:50:13.205Z","2023-07-29T01:51:02.342Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",2,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"47","atBat","Double","double","Umpire reviewed (home run), call on the field was overturned: Bobby Witt Jr. doubles (18) on a fly ball to left fielder Joey Gallo. Maikel Garcia scores.",1,2,2,47,"bottom",6,"2023-07-29T01:50:59.934Z","2023-07-29T01:52:15.426Z",TRUE,TRUE,TRUE,FALSE,71,2,1,2,677951,"Bobby Witt Jr.","/api/v1/people/677951","R","Right",543243,"Sonny Gray","/api/v1/people/543243","R","Right","vs_RHP","vs_RHB","RISP",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Minnesota Twins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717232,"2023-07-29",4,"2023-07-29T01:49:33.358Z","2023-07-29T01:49:47.392Z",TRUE,"pitch","ef55a1d6-af7a-42fb-af2a-2e2a039c5751",5,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",2,2,2,NA,NA,3.52,1.68,NA,101.6,152.23,"fly_ball","medium","9",206.67,72.1,NA,NA,NA,NA,NA,NA,NA,NA,"46","atBat","Triple","triple","Maikel Garcia triples (2) on a fly ball to right fielder Max Kepler.",0,2,1,46,"bottom",6,"2023-07-29T01:47:48.349Z","2023-07-29T01:49:47.392Z",TRUE,FALSE,FALSE,FALSE,35,2,2,2,672580,"Maikel Garcia","/api/v1/people/672580","R","Right",543243,"Sonny Gray","/api/v1/people/543243","R","Right","vs_RHP","vs_RHB","RISP",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Minnesota Twins","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.8,85.5,3,0.86,0.4038,6.6295,27.5484,-23.43,2.0238,4.6848,0.4039,3.2055,2.2471,-135.2694,-1.4547,-0.6983,50.0019,5.3817,3.7766,9.6,4.8,24,2446,190,99.7,26,371,NA,NA,NA,FALSE,-23,8.4,-4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,672580,"Maikel Garcia","/api/v1/people/672580",NA,NA,NA
717232,"2023-07-29",3,"2023-07-29T01:49:16.285Z","2023-07-29T01:49:19.455Z",TRUE,"pitch","b85275f1-134f-4666-9770-63b5532d3dab",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,2,2,NA,NA,3.52,1.68,NA,122.74,151.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"46","atBat","Triple","triple","Maikel Garcia triples (2) on a fly ball to right fielder Max Kepler.",0,2,1,46,"bottom",6,"2023-07-29T01:47:48.349Z","2023-07-29T01:49:47.392Z",TRUE,FALSE,FALSE,FALSE,35,2,2,2,672580,"Maikel Garcia","/api/v1/people/672580","R","Right",543243,"Sonny Gray","/api/v1/people/543243","R","Right","vs_RHP","vs_RHB","RISP",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Minnesota Twins","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.9,85.6,2,0.86,0.4034,6.5124,27.7504,-23.5323,1.7809,4.6217,-0.1505,3.2396,1.0592,-135.4325,-1.5775,-0.7772,50.003,5.4649,3.3299,8.4,4.8,24,2479,185,NA,NA,NA,NA,NA,NA,FALSE,-23.2,8.3,-3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717232,"2023-07-29",2,"2023-07-29T01:49:00.692Z","2023-07-29T01:49:04.977Z",TRUE,"pitch","c0970d5b-e624-4d83-b23f-d4e7b520fa26",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,2,NA,NA,3.6113,1.7847,NA,77.02,190.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"46","atBat","Triple","triple","Maikel Garcia triples (2) on a fly ball to right fielder Max Kepler.",0,2,1,46,"bottom",6,"2023-07-29T01:47:48.349Z","2023-07-29T01:49:47.392Z",TRUE,FALSE,FALSE,FALSE,35,2,2,2,672580,"Maikel Garcia","/api/v1/people/672580","R","Right",543243,"Sonny Gray","/api/v1/people/543243","R","Right","vs_RHP","vs_RHB","RISP",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Minnesota Twins","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",92.6,85.8,14,2,0.4045,6.5804,26.4724,-23.7503,-2.3181,4.5285,1.0489,1.7914,5.3552,-134.8759,-4.9069,-0.6521,50.0066,5.2869,-4.3166,7.2,6,24,2299,198,NA,NA,NA,NA,NA,NA,FALSE,-24.1,7.4,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717232,"2023-07-29",1,"2023-07-29T01:48:20.653Z","2023-07-29T01:48:26.653Z",TRUE,"pitch","690c3637-138e-4aaa-b29b-f6a38d98ea7f",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,1,2,NA,NA,3.52,1.68,NA,117.75,166.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"46","atBat","Triple","triple","Maikel Garcia triples (2) on a fly ball to right fielder Max Kepler.",0,2,1,46,"bottom",6,"2023-07-29T01:47:48.349Z","2023-07-29T01:49:47.392Z",TRUE,FALSE,FALSE,FALSE,35,2,2,2,672580,"Maikel Garcia","/api/v1/people/672580","R","Right",543243,"Sonny Gray","/api/v1/people/543243","R","Right","vs_RHP","vs_RHB","RISP",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Minnesota Twins","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",82.5,75.6,5,0.91,0.4569,6.4502,24.1016,-37.8785,8.5233,-3.9245,-0.0198,2.6686,-0.3421,-120.0679,1.4391,-0.9818,50.002,5.4422,12.3941,18,10.8,24,2551,46,NA,NA,NA,NA,NA,NA,FALSE,-46.8,-6.5,-15.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717232,"2023-07-29",0,"2023-07-29T01:47:59.866Z","2023-07-29T01:48:03.254Z",TRUE,"pitch","80d05937-2261-49eb-a723-2b1a14f5be64",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.4661,1.6977,NA,77.77,211.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"46","atBat","Triple","triple","Maikel Garcia triples (2) on a fly ball to right fielder Max Kepler.",0,2,1,46,"bottom",6,"2023-07-29T01:47:48.349Z","2023-07-29T01:49:47.392Z",TRUE,FALSE,FALSE,FALSE,35,2,2,2,672580,"Maikel Garcia","/api/v1/people/672580","R","Right",543243,"Sonny Gray","/api/v1/people/543243","R","Right","vs_RHP","vs_RHB","RISP",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Minnesota Twins","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.2,86.9,14,0.89,0.401,6.5432,25.0839,-23.9161,0.2635,4.353,1.0291,1.0028,4.3616,-135.7256,-6.9071,-0.6219,50.0028,5.2059,0.4988,2.4,4.8,24,2497,194,NA,NA,NA,NA,NA,NA,FALSE,-24.2,6.8,-1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717232,"2023-07-29",3,"2023-07-29T01:47:23.795Z","2023-07-29T01:47:31.534Z",TRUE,"pitch","7e0670cd-c11b-4468-bdd7-3428b5c2cbfa",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,2,1,NA,NA,2.92,1.3,NA,97.75,191.47,"ground_ball","medium","6",132.93,144.53,NA,NA,NA,NA,NA,NA,NA,NA,"45","atBat","Groundout","field_out","Nicky Lopez grounds out, shortstop Carlos Correa to first baseman Alex Kirilloff.",0,2,1,45,"bottom",6,"2023-07-29T01:46:17.943Z","2023-07-29T01:47:31.534Z",TRUE,FALSE,FALSE,TRUE,0,1,2,2,670032,"Nicky Lopez","/api/v1/people/670032","L","Left",543243,"Sonny Gray","/api/v1/people/543243","R","Right","vs_RHP","vs_LHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Minnesota Twins","true",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",84.9,79.1,9,0.91,0.441,6.582,22.3647,-37.194,8.05,-3.2111,0.505,1.7524,0.5953,-123.7323,-1.4129,-0.7851,50.0002,5.4193,12.6038,19.2,10.8,24,2449,33,78.7,2,47,NA,NA,NA,TRUE,-43.4,-5.9,-14.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
