"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","base","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType"
717232,"2023-07-29",5,"2023-07-29T02:42:23.447Z","2023-07-29T02:42:33.420Z",TRUE,"pitch","c4ee7d15-1cd8-4c9c-9a6b-fab02f6ac662",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,2,2,NA,NA,3.41,1.65,NA,143.34,194.64,"fly_ball","medium","8",127.25,73.61,NA,NA,TRUE,NA,NA,NA,NA,NA,"64","atBat","Flyout","field_out","MJ Melendez flies out to center fielder Willi Castro.",0,2,4,64,"bottom",8,"2023-07-29T02:40:58.645Z","2023-07-29T02:42:33.420Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,669004,"MJ Melendez","/api/v1/people/669004","L","Left",571670,"Dylan Floro","/api/v1/people/571670","R","Right","vs_RHP","vs_LHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Minnesota Twins",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",85.5,79.3,7,0.86,0.4391,6.5113,22.1563,-30.6198,-8.9495,0.9858,-0.6909,1.6347,9.4353,-124.1796,-3.6468,-3.3563,50.0055,5.6383,-14.1429,21.6,8.4,24,1650,261,91,44,313,NA,NA,NA,TRUE,-36,1.2,14.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717232,"2023-07-29",3,"2023-07-29T02:41:54.226Z","2023-07-29T02:41:57.937Z",TRUE,"pitch","38084f42-6d46-4d0f-9b1d-6ac9c024c31e",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,2,2,NA,NA,3.41,1.65,NA,124.4,161.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Flyout","field_out","MJ Melendez flies out to center fielder Willi Castro.",0,2,4,64,"bottom",8,"2023-07-29T02:40:58.645Z","2023-07-29T02:42:33.420Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,669004,"MJ Melendez","/api/v1/people/669004","L","Left",571670,"Dylan Floro","/api/v1/people/571670","R","Right","vs_RHP","vs_LHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Minnesota Twins",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84.1,77.1,5,0.9,0.4487,6.3,24.85,-30.7757,0.9325,0.9226,-0.1942,2.8483,7.3547,-122.2419,-0.7985,-3.3669,50.0005,5.8292,1.4041,4.8,8.4,24,1901,167,NA,NA,NA,NA,NA,NA,FALSE,-37.1,1.8,-3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717232,"2023-07-29",1,"2023-07-29T02:41:24.821Z","2023-07-29T02:41:30.937Z",TRUE,"pitch","da0c8ee7-569d-4091-87dc-00404f00da00",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.4521,1.7417,NA,161.58,150.33,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"64","atBat","Flyout","field_out","MJ Melendez flies out to center fielder Willi Castro.",0,2,4,64,"bottom",8,"2023-07-29T02:40:58.645Z","2023-07-29T02:42:33.420Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,669004,"MJ Melendez","/api/v1/people/669004","L","Left",571670,"Dylan Floro","/api/v1/people/571670","R","Right","vs_RHP","vs_LHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Minnesota Twins",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",91.7,84.6,11,2,0.4092,6.2929,26.0954,-22.8768,-8.0322,5.1121,-1.1696,3.276,8.4945,-133.3512,-2.5658,-3.3382,50.0011,5.8839,-14.6038,28.8,6,24,2182,236,NA,NA,NA,NA,NA,NA,FALSE,-23.4,9,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717232,"2023-07-29",0,"2023-07-29T02:41:08.082Z","2023-07-29T02:41:12.303Z",TRUE,"pitch","1e64f542-c238-4ad9-aea2-af6b176f3384",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.4811,1.7707,NA,110.99,146.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Flyout","field_out","MJ Melendez flies out to center fielder Willi Castro.",0,2,4,64,"bottom",8,"2023-07-29T02:40:58.645Z","2023-07-29T02:42:33.420Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,669004,"MJ Melendez","/api/v1/people/669004","L","Left",571670,"Dylan Floro","/api/v1/people/571670","R","Right","vs_RHP","vs_LHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Minnesota Twins",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",90.5,83.6,2,0.92,0.4147,6.4187,24.5164,-19.168,-6.3455,7.3405,0.1577,3.4018,11.0026,-131.4487,-2.7049,-3.2338,50.0065,5.8469,-11.2504,25.2,4.8,24,2086,229,NA,NA,NA,NA,NA,NA,FALSE,-20.2,13,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717232,"2023-07-29",2,"2023-07-29T02:41:43.009Z","2023-07-29T02:41:54.226Z",FALSE,"action",NA,NA,"Bobby Witt Jr. steals (29) 2nd base.","Stolen Base 2B",2,4,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,1,1,2,677951,"/api/v1/people/677951",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"da0c8ee7-569d-4091-87dc-00404f00da00","stolen_base_2b",NA,NA,NA,NA,NA,NA,"64","atBat","Flyout","field_out","MJ Melendez flies out to center fielder Willi Castro.",0,2,4,64,"bottom",8,"2023-07-29T02:40:58.645Z","2023-07-29T02:42:33.420Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,669004,"MJ Melendez","/api/v1/people/669004","L","Left",571670,"Dylan Floro","/api/v1/people/571670","R","Right","vs_RHP","vs_LHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Minnesota Twins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717232,"2023-07-29",4,"2023-07-29T02:42:06.896Z","2023-07-29T02:42:23.447Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",2,4,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,1,2,2,669004,"/api/v1/people/669004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"64","atBat","Flyout","field_out","MJ Melendez flies out to center fielder Willi Castro.",0,2,4,64,"bottom",8,"2023-07-29T02:40:58.645Z","2023-07-29T02:42:33.420Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,669004,"MJ Melendez","/api/v1/people/669004","L","Left",571670,"Dylan Floro","/api/v1/people/571670","R","Right","vs_RHP","vs_LHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Minnesota Twins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717232,"2023-07-29",7,"2023-07-29T02:40:25.990Z","2023-07-29T02:40:37.820Z",TRUE,"pitch","fe148a4a-69de-45b2-9de6-4b84e3f11a65",5,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",1,2,2,NA,NA,3.57,1.7,NA,144.46,168.82,"ground_ball","medium","8",122.78,95.21,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Single","single","Bobby Witt Jr. singles on a ground ball to center fielder Willi Castro. Drew Waters scores.",1,2,4,63,"bottom",8,"2023-07-29T02:38:36.715Z","2023-07-29T02:40:37.820Z",TRUE,TRUE,FALSE,FALSE,70,1,2,2,677951,"Bobby Witt Jr.","/api/v1/people/677951","R","Right",571670,"Dylan Floro","/api/v1/people/571670","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Minnesota Twins",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",92.1,85.2,4,0.63,0.4074,6.6037,25.4741,-23.3692,-9.5227,4.7942,-0.7205,2.5909,9.7968,-133.8061,-4.4784,-3.1702,50.0008,5.9346,-17.4826,32.4,6,24,2131,217,81.3,6,92,NA,NA,NA,FALSE,-24,8,15.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,677951,"Bobby Witt Jr.","/api/v1/people/677951",NA,NA,NA,NA,NA,NA,NA,NA,NA
717232,"2023-07-29",6,"2023-07-29T02:39:59.394Z","2023-07-29T02:40:04.336Z",TRUE,"pitch","5e2f0cd1-820e-43ec-bb02-3ca5f137db8b",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3.57,1.7,NA,119.03,149.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Single","single","Bobby Witt Jr. singles on a ground ball to center fielder Willi Castro. Drew Waters scores.",1,2,4,63,"bottom",8,"2023-07-29T02:38:36.715Z","2023-07-29T02:40:37.820Z",TRUE,TRUE,FALSE,FALSE,70,1,2,2,677951,"Bobby Witt Jr.","/api/v1/people/677951","R","Right",571670,"Dylan Floro","/api/v1/people/571670","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Minnesota Twins",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",91.8,83.9,2,0.94,0.4108,6.3979,28.489,-16.9332,-5.4171,8.4646,-0.0532,3.2896,9.6189,-133.2894,-3.7237,-3.0039,50.0016,5.9264,-9.7531,24,4.8,24,2170,227,NA,NA,NA,NA,NA,NA,FALSE,-17.9,14.8,7.8,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717232,"2023-07-29",5,"2023-07-29T02:39:39.282Z","2023-07-29T02:39:43.582Z",TRUE,"pitch","005a40a2-1129-45c7-ae9a-f1e91df06a22",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,2,2,NA,NA,3.57,1.7,NA,117.93,161.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Single","single","Bobby Witt Jr. singles on a ground ball to center fielder Willi Castro. Drew Waters scores.",1,2,4,63,"bottom",8,"2023-07-29T02:38:36.715Z","2023-07-29T02:40:37.820Z",TRUE,TRUE,FALSE,FALSE,70,1,2,2,677951,"Bobby Witt Jr.","/api/v1/people/677951","R","Right",571670,"Dylan Floro","/api/v1/people/571670","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Minnesota Twins",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",91.6,84.3,5,0.79,0.4107,6.4924,26.6267,-24.1493,-9.9158,4.4482,-0.0244,2.8713,10.8399,-133.0063,-3.4976,-2.8508,50.0041,5.9404,-17.8943,32.4,7.2,24,2049,223,NA,NA,NA,NA,NA,NA,FALSE,-25.1,7.6,15.8,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717232,"2023-07-29",4,"2023-07-29T02:39:19.734Z","2023-07-29T02:39:23.002Z",TRUE,"pitch","65ffe3ec-307c-4ffa-9cde-ee33c098b99e",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.6264,1.7033,NA,73.21,187.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Single","single","Bobby Witt Jr. singles on a ground ball to center fielder Willi Castro. Drew Waters scores.",1,2,4,63,"bottom",8,"2023-07-29T02:38:36.715Z","2023-07-29T02:40:37.820Z",TRUE,TRUE,FALSE,FALSE,70,1,2,2,677951,"Bobby Witt Jr.","/api/v1/people/677951","R","Right",571670,"Dylan Floro","/api/v1/people/571670","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Minnesota Twins",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85.5,78.1,14,0.86,0.4428,6.4772,26.6656,-27.3883,-1.7756,3.0991,1.1489,1.8845,10.6068,-124.0754,-3.8909,-2.9657,50.006,5.7758,-2.7464,1.2,7.2,24,1839,232,NA,NA,NA,NA,NA,NA,FALSE,-33,4.8,0.6,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717232,"2023-07-29",2,"2023-07-29T02:38:39.073Z","2023-07-29T02:38:43.091Z",TRUE,"pitch","710ecc81-4f30-4d6b-a528-dc8e45dc817d",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.6264,1.7127,NA,144.2,186.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Single","single","Bobby Witt Jr. singles on a ground ball to center fielder Willi Castro. Drew Waters scores.",1,2,4,63,"bottom",8,"2023-07-29T02:38:36.715Z","2023-07-29T02:40:37.820Z",TRUE,TRUE,FALSE,FALSE,70,1,2,2,677951,"Bobby Witt Jr.","/api/v1/people/677951","R","Right",571670,"Dylan Floro","/api/v1/people/571670","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Minnesota Twins",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",90.8,83.8,7,0.42,0.414,6.5582,26.0733,-24.6881,-9.0596,4.2174,-0.7135,1.9438,9.5701,-131.9216,-5.5267,-3.1981,50.0051,5.8678,-16.0918,28.8,7.2,24,2070,225,NA,NA,NA,NA,NA,NA,FALSE,-26.4,6.7,14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717232,"2023-07-29",0,"2023-07-29T02:35:54.984Z","2023-07-29T02:36:54.959Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",2,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"63","atBat","Single","single","Bobby Witt Jr. singles on a ground ball to center fielder Willi Castro. Drew Waters scores.",1,2,4,63,"bottom",8,"2023-07-29T02:38:36.715Z","2023-07-29T02:40:37.820Z",TRUE,TRUE,FALSE,FALSE,70,1,2,2,677951,"Bobby Witt Jr.","/api/v1/people/677951","R","Right",571670,"Dylan Floro","/api/v1/people/571670","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Minnesota Twins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717232,"2023-07-29",1,"2023-07-29T02:36:54.959Z","2023-07-29T02:38:39.073Z",FALSE,"action",NA,NA,"Pitching Change: Dylan Floro replaces Jovani Moran.","Pitching Substitution",2,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,571670,"/api/v1/people/571670",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"63","atBat","Single","single","Bobby Witt Jr. singles on a ground ball to center fielder Willi Castro. Drew Waters scores.",1,2,4,63,"bottom",8,"2023-07-29T02:38:36.715Z","2023-07-29T02:40:37.820Z",TRUE,TRUE,FALSE,FALSE,70,1,2,2,677951,"Bobby Witt Jr.","/api/v1/people/677951","R","Right",571670,"Dylan Floro","/api/v1/people/571670","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Minnesota Twins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717232,"2023-07-29",3,"2023-07-29T02:38:56.231Z","2023-07-29T02:39:01.231Z",FALSE,"stepoff","b65db0da-88db-42f9-a60a-92118e972a7b",NA,"Pitcher Step Off",NA,NA,NA,NA,FALSE,"PSO",NA,NA,NA,NA,NA,NA,0,1,2,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Single","single","Bobby Witt Jr. singles on a ground ball to center fielder Willi Castro. Drew Waters scores.",1,2,4,63,"bottom",8,"2023-07-29T02:38:36.715Z","2023-07-29T02:40:37.820Z",TRUE,TRUE,FALSE,FALSE,70,1,2,2,677951,"Bobby Witt Jr.","/api/v1/people/677951","R","Right",571670,"Dylan Floro","/api/v1/people/571670","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Minnesota Twins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717232,"2023-07-29",4,"2023-07-29T02:35:30.087Z","2023-07-29T02:35:44.371Z",TRUE,"pitch","f1ef37a6-d090-4197-924f-8a8eedb62930",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,1,1,NA,NA,3.52,1.68,NA,69.9,176.21,"popup","medium","3",159.83,195.38,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Pop Out","field_out","Maikel Garcia pops out to first baseman Donovan Solano in foul territory.",0,2,3,62,"bottom",8,"2023-07-29T02:34:02.601Z","2023-07-29T02:35:44.371Z",TRUE,FALSE,FALSE,TRUE,0,2,1,2,672580,"Maikel Garcia","/api/v1/people/672580","R","Right",663558,"Jovani Moran","/api/v1/people/663558","L","Left","vs_LHP","vs_RHB","RISP",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Minnesota Twins",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",82.5,76.4,14,0.9,0.4541,6.5051,21.6848,-25.0564,7.067,4.8213,1.2355,2.3173,-1.9028,-120.2759,-2.7832,1.1151,50.0026,5.694,10.4314,21.6,7.2,24,1683,143,67.6,75,99,NA,NA,NA,TRUE,-31.4,8.4,-12.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,671221,"Drew Waters","/api/v1/people/671221",NA,NA,NA,NA,NA,NA
717232,"2023-07-29",3,"2023-07-29T02:35:07.828Z","2023-07-29T02:35:12.994Z",TRUE,"pitch","55ce62c9-c552-47b5-adaf-8c7eb1309a83",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",2,1,1,NA,NA,3.5974,1.7417,NA,86.54,176.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Pop Out","field_out","Maikel Garcia pops out to first baseman Donovan Solano in foul territory.",0,2,3,62,"bottom",8,"2023-07-29T02:34:02.601Z","2023-07-29T02:35:44.371Z",TRUE,FALSE,FALSE,TRUE,0,2,1,2,672580,"Maikel Garcia","/api/v1/people/672580","R","Right",663558,"Jovani Moran","/api/v1/people/663558","L","Left","vs_LHP","vs_RHB","RISP",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Minnesota Twins",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.5,85,9,0.89,0.4061,6.7932,28.1698,-14.9885,2.6232,9.3185,0.799,2.2925,-1.4283,-134.674,-5.6216,0.9944,50.0004,5.46,4.8369,15.6,3.6,24,2221,158,NA,NA,NA,NA,NA,NA,FALSE,-15.8,16,-4.4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
