"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isSubstitution","replacedPlayer.id","replacedPlayer.link","isBaseRunningPlay","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link"
717601,"2023-06-27",1,"2023-06-28T03:29:05.321Z","2023-06-28T03:29:13.166Z",TRUE,"pitch","4fbedf6a-3835-40d1-b505-3a500e917817",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,1,2,NA,NA,3.21,1.47,NA,122.75,170.68,"line_drive","medium","8",138.36,52.59,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Lineout","field_out","Austin Hays lines out to center fielder TJ Friedl.",0,3,1,70,"bottom",9,"2023-06-28T03:28:32.984Z","2023-06-28T03:29:13.166Z",TRUE,FALSE,FALSE,TRUE,0,0,1,3,669720,"Austin Hays","/api/v1/people/669720","R","Right",664747,"Alexis Díaz","/api/v1/people/664747","R","Right","vs_RHP","vs_RHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Baltimore Orioles","Cincinnati Reds","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.3,81.5,5,0.9,0.4249,7.7204,25.0773,-30.1595,2.8994,1.1992,-0.1508,2.5222,4.3947,-128.5994,0.363,-2.2545,50.0062,4.7068,4.8876,10.8,7.2,24,2557,138,97.9,21,365,NA,NA,NA,TRUE,-32.4,2.5,-6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717601,"2023-06-27",0,"2023-06-28T03:28:32.984Z","2023-06-28T03:28:36.707Z",TRUE,"pitch","84544c93-99c7-4cfe-9562-509f67cd3870",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,2,NA,NA,3.21,1.47,NA,140.17,186.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Lineout","field_out","Austin Hays lines out to center fielder TJ Friedl.",0,3,1,70,"bottom",9,"2023-06-28T03:28:32.984Z","2023-06-28T03:29:13.166Z",TRUE,FALSE,FALSE,TRUE,0,0,1,3,669720,"Austin Hays","/api/v1/people/669720","R","Right",664747,"Alexis Díaz","/api/v1/people/664747","R","Right","vs_RHP","vs_RHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Baltimore Orioles","Cincinnati Reds","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.7,81.5,7,0.89,0.4239,7.8511,26.6633,-28.8918,1.2456,1.9439,-0.6078,1.9416,4.2238,-129.1591,-1.261,-2.4256,50.0064,4.6561,2.1057,6,7.2,24,2488,154,NA,NA,NA,NA,NA,NA,FALSE,-31.2,3.5,-3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717601,"2023-06-27",7,"2023-06-28T03:28:00.976Z","2023-06-28T03:28:08.184Z",TRUE,"pitch","d25e7c65-4344-4d9c-9244-0437621260d9",6,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",4,2,2,NA,NA,3.149,1.4655,NA,181.84,141.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Walk","walk","Adam Frazier walks.",0,3,1,69,"bottom",9,"2023-06-28T03:25:15.806Z","2023-06-28T03:28:08.184Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,624428,"Adam Frazier","/api/v1/people/624428","L","Left",664747,"Alexis Díaz","/api/v1/people/664747","R","Right","vs_RHP","vs_LHB","RISP",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Baltimore Orioles","Cincinnati Reds",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.1,86.8,11,0.91,0.3956,7.8691,31.0767,-15.8665,-5.0602,8.4009,-1.7011,3.5858,3.4646,-138.4764,0.0452,-2.3114,50.0015,4.6313,-9.8213,30,3.6,24,2487,224,NA,NA,NA,NA,NA,NA,FALSE,-14.8,15.5,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,624428,"Adam Frazier","/api/v1/people/624428",NA,NA,NA,656811,"Ryan O'Hearn","/api/v1/people/656811"
717601,"2023-06-27",5,"2023-06-28T03:27:23.842Z","2023-06-28T03:27:27.088Z",TRUE,"pitch","58d499d5-48e7-40fc-9fbd-c40ea03a2aaa",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,2,NA,NA,3.2252,1.4419,NA,220.36,112.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Walk","walk","Adam Frazier walks.",0,3,1,69,"bottom",9,"2023-06-28T03:25:15.806Z","2023-06-28T03:28:08.184Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,624428,"Adam Frazier","/api/v1/people/624428","L","Left",664747,"Alexis Díaz","/api/v1/people/664747","R","Right","vs_RHP","vs_LHB","RISP",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Baltimore Orioles","Cincinnati Reds",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.2,86.1,11,0.9,0.3989,7.7273,29.9477,-17.4407,-4.9445,7.7113,-2.7116,4.6843,0.9247,-137.2443,3.0573,-2.4102,50.0018,4.743,-9.4455,28.8,3.6,24,2438,223,NA,NA,NA,NA,NA,NA,FALSE,-16,14.8,8.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717601,"2023-06-27",4,"2023-06-28T03:27:03.902Z","2023-06-28T03:27:07.496Z",TRUE,"pitch","83f87f1a-1a4b-4ab8-9d8e-b302c360241a",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,2,2,NA,NA,3.15,1.44,NA,85.53,214.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Walk","walk","Adam Frazier walks.",0,3,1,69,"bottom",9,"2023-06-28T03:25:15.806Z","2023-06-28T03:28:08.184Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,624428,"Adam Frazier","/api/v1/people/624428","L","Left",664747,"Alexis Díaz","/api/v1/people/664747","R","Right","vs_RHP","vs_LHB","RISP",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Baltimore Orioles","Cincinnati Reds",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.3,81.2,14,0.9,0.4268,7.7951,26.6459,-30.6304,1.6929,0.9236,0.8257,0.8978,7.2618,-128.3593,-3.2445,-2.2602,50.0005,4.5637,2.8235,7.2,7.2,24,2480,143,NA,NA,NA,NA,NA,NA,FALSE,-34,1.2,-4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717601,"2023-06-27",3,"2023-06-28T03:26:47.479Z","2023-06-28T03:26:51.291Z",TRUE,"pitch","941ea674-def9-4033-8532-9fd29b93e728",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,2,NA,NA,3.1785,1.4655,NA,141.91,204.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Walk","walk","Adam Frazier walks.",0,3,1,69,"bottom",9,"2023-06-28T03:25:15.806Z","2023-06-28T03:28:08.184Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,624428,"Adam Frazier","/api/v1/people/624428","L","Left",664747,"Alexis Díaz","/api/v1/people/664747","R","Right","vs_RHP","vs_LHB","RISP",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Baltimore Orioles","Cincinnati Reds",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88,81.3,13,0.9,0.4264,7.8184,25.0702,-30.2391,1.5685,1.153,-0.6535,1.2773,3.5082,-128.1825,-2.4858,-2.2404,50.0005,4.607,2.624,6,7.2,24,2563,132,NA,NA,NA,NA,NA,NA,FALSE,-33.4,1.8,-3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717601,"2023-06-27",1,"2023-06-28T03:25:55.661Z","2023-06-28T03:26:15.152Z",TRUE,"pitch","f6105b8a-d951-49d9-a84b-62dde3e02eb4",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,1,2,NA,NA,3.15,1.44,NA,123.53,150.85,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"69","atBat","Walk","walk","Adam Frazier walks.",0,3,1,69,"bottom",9,"2023-06-28T03:25:15.806Z","2023-06-28T03:28:08.184Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,624428,"Adam Frazier","/api/v1/people/624428","L","Left",664747,"Alexis Díaz","/api/v1/people/664747","R","Right","vs_RHP","vs_LHB","RISP",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Baltimore Orioles","Cincinnati Reds",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.5,85.9,2,0.9,0.3992,7.8776,31.3529,-19.5418,-5.3874,6.6339,-0.1713,3.2566,7.7094,-137.3597,0.0256,-2.3186,50.0048,4.5795,-10.2628,24,4.8,24,2431,227,NA,NA,NA,NA,NA,NA,FALSE,-18.6,12.2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717601,"2023-06-27",0,"2023-06-28T03:25:36.602Z","2023-06-28T03:25:42.358Z",TRUE,"pitch","0f619dd3-525a-4170-8f29-27ca9ea0b90d",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.1551,1.4184,NA,123.81,143.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Walk","walk","Adam Frazier walks.",0,3,1,69,"bottom",9,"2023-06-28T03:25:15.806Z","2023-06-28T03:28:08.184Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,624428,"Adam Frazier","/api/v1/people/624428","L","Left",664747,"Alexis Díaz","/api/v1/people/664747","R","Right","vs_RHP","vs_LHB","RISP",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Baltimore Orioles","Cincinnati Reds",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.8,86.3,11,0.9,0.3976,7.8698,31.2897,-19.5349,-5.3547,6.5828,-0.1786,3.5171,7.5987,-137.8678,0.5603,-2.2777,50.0053,4.6318,-10.2864,24,4.8,24,2451,224,NA,NA,NA,NA,NA,NA,FALSE,-18.2,12.2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717601,"2023-06-27",2,"2023-06-28T03:26:18.823Z","2023-06-28T03:26:47.479Z",FALSE,"action",NA,NA,"Ryan O'Hearn advances to 2nd base on a caught stealing error by pitcher Alexis Diaz.","Caught Stealing 2B",3,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,1,1,2,656811,"/api/v1/people/656811",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"f6105b8a-d951-49d9-a84b-62dde3e02eb4","caught_stealing_2b",NA,NA,NA,NA,NA,NA,"69","atBat","Walk","walk","Adam Frazier walks.",0,3,1,69,"bottom",9,"2023-06-28T03:25:15.806Z","2023-06-28T03:28:08.184Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,624428,"Adam Frazier","/api/v1/people/624428","L","Left",664747,"Alexis Díaz","/api/v1/people/664747","R","Right","vs_RHP","vs_LHB","RISP",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Baltimore Orioles","Cincinnati Reds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717601,"2023-06-27",6,"2023-06-28T03:27:49.300Z","2023-06-28T03:28:00.976Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",3,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"69","atBat","Walk","walk","Adam Frazier walks.",0,3,1,69,"bottom",9,"2023-06-28T03:25:15.806Z","2023-06-28T03:28:08.184Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,624428,"Adam Frazier","/api/v1/people/624428","L","Left",664747,"Alexis Díaz","/api/v1/people/664747","R","Right","vs_RHP","vs_LHB","RISP",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Baltimore Orioles","Cincinnati Reds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
