"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","isBaseRunningPlay","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","base","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
717047,"2023-08-11",6,"2023-08-12T01:21:55.178Z","2023-08-12T01:22:02.220Z",TRUE,"pitch","113ba249-6b31-4293-bb4b-bf9b210ddd2f",6,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",3,2,2,NA,NA,3.21,1.51,NA,118.41,178.27,"line_drive","hard","8",112.02,47.53,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Lineout","field_out","Jake Burger lines out sharply to center fielder Harrison Bader.",0,9,4,78,"bottom",9,"2023-08-12T01:19:53.609Z","2023-08-12T01:22:02.220Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,669394,"Jake Burger","/api/v1/people/669394","R","Right",605280,"Clay Holmes","/api/v1/people/605280","R","Right","vs_RHP","vs_RHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins","New York Yankees",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.6,88,5,0.91,0.3912,5.9624,34.5846,-26.3572,-10.758,2.9371,-0.0369,2.2409,4.9813,-140.5016,-6.5213,-0.4442,50.0022,6.3272,-21.3089,36,7.2,24,2186,217,107.3,17,377,NA,NA,NA,TRUE,-25.6,4.1,18.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717047,"2023-08-11",4,"2023-08-12T01:21:29.110Z","2023-08-12T01:21:33.374Z",TRUE,"pitch","87b732b5-3931-4e30-88af-7a69c40c8dc8",5,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",3,2,2,NA,NA,3.2914,1.6135,NA,102.23,172.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Lineout","field_out","Jake Burger lines out sharply to center fielder Harrison Bader.",0,9,4,78,"bottom",9,"2023-08-12T01:19:53.609Z","2023-08-12T01:22:02.220Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,669394,"Jake Burger","/api/v1/people/669394","R","Right",605280,"Clay Holmes","/api/v1/people/605280","R","Right","vs_RHP","vs_RHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins","New York Yankees",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.4,88,6,0.91,0.3916,6.0423,33.0939,-24.2409,-10.1904,4.005,0.3874,2.4637,5.914,-140.136,-6.3926,-0.4318,50.0006,6.369,-20.1673,36,6,24,2146,215,NA,NA,NA,NA,NA,NA,FALSE,-23.5,6,17.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717047,"2023-08-11",3,"2023-08-12T01:21:09.987Z","2023-08-12T01:21:13.387Z",TRUE,"pitch","230c357d-f8a0-423b-b889-541e4e9c4e73",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,1,2,NA,NA,3.2712,1.5313,NA,62.73,193.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Lineout","field_out","Jake Burger lines out sharply to center fielder Harrison Bader.",0,9,4,78,"bottom",9,"2023-08-12T01:19:53.609Z","2023-08-12T01:22:02.220Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,669394,"Jake Burger","/api/v1/people/669394","R","Right",605280,"Clay Holmes","/api/v1/people/605280","R","Right","vs_RHP","vs_RHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins","New York Yankees",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.7,86.9,14,0.88,0.3983,6.0544,30.796,-28.13,-8.0992,2.1151,1.4237,1.6777,7.6565,-137.5793,-7.4095,-0.3443,50.0065,6.3151,-15.5149,25.2,7.2,24,2097,229,NA,NA,NA,NA,NA,NA,FALSE,-28.2,2.4,13.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717047,"2023-08-11",2,"2023-08-12T01:20:51.022Z","2023-08-12T01:20:55.007Z",TRUE,"pitch","9bb852df-68ec-4269-871c-0beb6edd7846",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,2,NA,NA,3.352,1.634,NA,147.03,159.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Lineout","field_out","Jake Burger lines out sharply to center fielder Harrison Bader.",0,9,4,78,"bottom",9,"2023-08-12T01:19:53.609Z","2023-08-12T01:22:02.220Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,669394,"Jake Burger","/api/v1/people/669394","R","Right",605280,"Clay Holmes","/api/v1/people/605280","R","Right","vs_RHP","vs_RHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins","New York Yankees",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.2,79.6,1,0.91,0.4329,5.8166,28.2674,-36.7054,0.3428,-2.7976,-0.7877,2.9389,-0.4327,-126.9715,-1.7363,-0.6589,50.0046,6.5779,0.5545,1.2,9.6,24,2435,57,NA,NA,NA,NA,NA,NA,FALSE,-41.4,-5.3,-0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717047,"2023-08-11",1,"2023-08-12T01:20:30.633Z","2023-08-12T01:20:34.838Z",TRUE,"pitch","3e3a6974-22c0-4d14-acc9-ec017c637838",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.3318,1.6135,NA,93.79,232.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Lineout","field_out","Jake Burger lines out sharply to center fielder Harrison Bader.",0,9,4,78,"bottom",9,"2023-08-12T01:19:53.609Z","2023-08-12T01:22:02.220Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,669394,"Jake Burger","/api/v1/people/669394","R","Right",605280,"Clay Holmes","/api/v1/people/605280","R","Right","vs_RHP","vs_RHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins","New York Yankees",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.3,81,14,0.91,0.4312,6.0481,25.9453,-34.4498,0.588,-1.3901,0.609,0.2338,2.5053,-127.008,-8.3067,-0.4666,50.0062,6.2859,0.9605,2.4,8.4,24,2458,45,NA,NA,NA,NA,NA,NA,FALSE,-40.1,-4.2,-1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717047,"2023-08-11",0,"2023-08-12T01:20:10.416Z","2023-08-12T01:20:13.416Z",TRUE,"pitch","6a2b6694-454d-4df5-a3a6-f6e1e06871f6",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,2,NA,NA,3.21,1.51,NA,144.01,181.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Lineout","field_out","Jake Burger lines out sharply to center fielder Harrison Bader.",0,9,4,78,"bottom",9,"2023-08-12T01:19:53.609Z","2023-08-12T01:22:02.220Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,669394,"Jake Burger","/api/v1/people/669394","R","Right",605280,"Clay Holmes","/api/v1/people/605280","R","Right","vs_RHP","vs_RHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins","New York Yankees",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",92.5,84.6,4,0.9,0.4079,5.9444,30.9377,-29.4189,-8.8567,1.5083,-0.7087,2.1293,2.8312,-134.5958,-5.7549,-0.6277,50.0013,6.3951,-16.1451,26.4,7.2,24,2042,226,NA,NA,NA,NA,NA,NA,FALSE,-30.5,1.7,15.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717047,"2023-08-11",5,"2023-08-12T01:21:43.621Z","2023-08-12T01:21:55.178Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",9,4,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,3,2,2,669394,"/api/v1/people/669394",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"78","atBat","Lineout","field_out","Jake Burger lines out sharply to center fielder Harrison Bader.",0,9,4,78,"bottom",9,"2023-08-12T01:19:53.609Z","2023-08-12T01:22:02.220Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,669394,"Jake Burger","/api/v1/people/669394","R","Right",605280,"Clay Holmes","/api/v1/people/605280","R","Right","vs_RHP","vs_RHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins","New York Yankees",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717047,"2023-08-11",1,"2023-08-12T01:19:35.516Z","2023-08-12T01:19:41.391Z",TRUE,"pitch","87b29396-a177-433d-88b1-040825ba522f",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,0,1,NA,NA,3.46,1.66,NA,110.66,186.52,"ground_ball","medium","4",138.91,152.93,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Groundout","field_out","Jesus Sanchez grounds out, second baseman Gleyber Torres to first baseman Jake Bauers.",0,9,4,77,"bottom",9,"2023-08-12T01:19:09.799Z","2023-08-12T01:19:41.391Z",TRUE,FALSE,FALSE,TRUE,0,1,0,2,660821,"Jesús Sánchez","/api/v1/people/660821","L","Left",605280,"Clay Holmes","/api/v1/people/605280","R","Right","vs_RHP","vs_LHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins","New York Yankees","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.4,86.4,8,0.92,0.3977,5.9722,35.7482,-31.6336,-11.0335,0.2819,0.1664,1.9357,6.2199,-138.5926,-6.0993,-0.6933,50.0023,6.3226,-21.1086,30,8.4,24,2158,226,104.6,-14,10,NA,NA,NA,TRUE,-31.3,-0.7,18.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717047,"2023-08-11",0,"2023-08-12T01:19:20.505Z","2023-08-12T01:19:23.563Z",TRUE,"pitch","9bb3edf9-0587-431f-87b7-73714adec8f6",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.6015,1.8043,NA,75.2,212.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Groundout","field_out","Jesus Sanchez grounds out, second baseman Gleyber Torres to first baseman Jake Bauers.",0,9,4,77,"bottom",9,"2023-08-12T01:19:09.799Z","2023-08-12T01:19:41.391Z",TRUE,FALSE,FALSE,TRUE,0,1,0,2,660821,"Jesús Sánchez","/api/v1/people/660821","L","Left",605280,"Clay Holmes","/api/v1/people/605280","R","Right","vs_RHP","vs_LHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins","New York Yankees","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.3,87.9,14,0.91,0.3931,5.9635,33.7615,-25.9536,-10.6886,3.1694,1.0965,0.9718,8.1587,-139.738,-9.7013,-0.4837,50.0041,6.2163,-20.9764,33.6,7.2,24,2130,230,NA,NA,NA,NA,NA,NA,FALSE,-26.2,3.7,17.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717047,"2023-08-11",7,"2023-08-12T01:18:50.333Z","2023-08-12T01:18:54.205Z",TRUE,"pitch","a36c9a53-7be3-4e1c-be0c-fc3c7ea1e0fa",5,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,3,0,NA,NA,3.37,1.66,NA,93.15,198.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Strikeout","strikeout","Bryan De La Cruz strikes out swinging.",0,9,4,76,"bottom",9,"2023-08-12T01:17:34.547Z","2023-08-12T01:18:54.205Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,650559,"Bryan De La Cruz","/api/v1/people/650559","R","Right",605280,"Clay Holmes","/api/v1/people/605280","R","Right","vs_RHP","vs_RHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins","New York Yankees",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",83.7,76.2,14,0.89,0.4536,5.8908,28.5895,-39.0904,9.5568,-4.7055,0.6257,1.4997,0.4095,-121.7313,-3.4524,-0.7835,50.0034,6.3935,14.0412,19.2,12,24,2759,42,NA,NA,NA,NA,NA,NA,TRUE,-48.8,-9.1,-17.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
