"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isSubstitution","isBaseRunningPlay","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
718674,"2023-04-08",0,"2023-04-08T02:56:08.406Z","2023-04-08T02:56:16.263Z",TRUE,"pitch","96085eeb-f0f0-4491-bc0e-7ab7739fa350",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,2,NA,NA,3.656,1.677,NA,104.3,179,"ground_ball","medium","6",110.65,150.39,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Groundout","field_out","Jordan Walker grounds out, shortstop Willy Adames to first baseman Rowdy Tellez.",0,0,4,74,"top",9,"2023-04-08T02:55:58.897Z","2023-04-08T02:56:16.263Z",TRUE,FALSE,FALSE,TRUE,0,0,0,3,691023,"Jordan Walker","/api/v1/people/691023","R","Right",669060,"Bryse Wilson","/api/v1/people/669060","R","Right","vs_RHP","vs_RHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Milwaukee Brewers","true",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",89.1,81.6,9,2,0.4234,6.6416,28.0137,-28.0056,1.0071,2.4643,0.3331,2.2139,7.4458,-129.553,-2.8678,-2.7136,50.0053,5.4843,1.7051,6,7.2,24,2097,170,96.2,-2,32,NA,NA,NA,TRUE,-30.6,4,-3.6,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718674,"2023-04-08",4,"2023-04-08T02:55:36.007Z","2023-04-08T02:55:41.392Z",TRUE,"pitch","eae302dc-289e-41cd-904d-748032dbd068",5,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",2,3,1,NA,NA,3.2862,1.3921,NA,104.02,190.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Strikeout","strikeout","Nolan Gorman called out on strikes.",0,0,4,73,"top",9,"2023-04-08T02:54:03.263Z","2023-04-08T02:55:41.392Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,669357,"Nolan Gorman","/api/v1/people/669357","L","Left",669060,"Bryse Wilson","/api/v1/people/669060","R","Right","vs_RHP","vs_LHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Milwaukee Brewers","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.9,86.2,9,2,0.399,6.4519,32.3709,-18.1892,-10.1948,7.343,0.3404,1.7964,11.2567,-137.5998,-6.3541,-2.4916,50.0059,5.381,-19.4267,40.8,6,24,2177,215,NA,NA,NA,NA,NA,NA,TRUE,-18.7,12,16,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718674,"2023-04-08",3,"2023-04-08T02:55:03.483Z","2023-04-08T02:55:10.015Z",TRUE,"pitch","c6bcf2cb-ed8a-4156-be74-6d780c69e606",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,1,NA,NA,3.43,1.65,NA,141.64,165.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Strikeout","strikeout","Nolan Gorman called out on strikes.",0,0,4,73,"top",9,"2023-04-08T02:54:03.263Z","2023-04-08T02:55:41.392Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,669357,"Nolan Gorman","/api/v1/people/669357","L","Left",669060,"Bryse Wilson","/api/v1/people/669060","R","Right","vs_RHP","vs_LHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Milwaukee Brewers","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93.8,84.7,4,2,0.4039,6.4754,33.2769,-16.6779,-9.5742,8.344,-0.6464,2.7227,8.6077,-136.2382,-4.458,-2.6215,50.0035,5.5529,-17.7831,42,4.8,24,2246,214,NA,NA,NA,NA,NA,NA,FALSE,-17.3,14.2,15.2,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718674,"2023-04-08",2,"2023-04-08T02:54:45.055Z","2023-04-08T02:54:50.433Z",TRUE,"pitch","87a1c876-5e0d-4232-a816-09b81008faad",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,1,NA,NA,3.3144,1.4483,NA,112.71,222.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Strikeout","strikeout","Nolan Gorman called out on strikes.",0,0,4,73,"top",9,"2023-04-08T02:54:03.263Z","2023-04-08T02:55:41.392Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,669357,"Nolan Gorman","/api/v1/people/669357","L","Left",669060,"Bryse Wilson","/api/v1/people/669060","R","Right","vs_RHP","vs_LHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Milwaukee Brewers","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",86.7,79.5,14,2,0.436,6.6026,25.8845,-23.3124,-10.0545,5.5453,0.1126,0.5996,9.7616,-125.7018,-7.5217,-2.518,50.0024,5.5282,-16.0632,30,7.2,24,1543,221,NA,NA,NA,NA,NA,NA,FALSE,-28.3,8.4,16,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718674,"2023-04-08",1,"2023-04-08T02:54:30.792Z","2023-04-08T02:54:35.010Z",TRUE,"pitch","3264dcf2-ba9d-4227-abae-05dd74d5a10c",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,1,NA,NA,3.305,1.4952,NA,159.57,181.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Strikeout","strikeout","Nolan Gorman called out on strikes.",0,0,4,73,"top",9,"2023-04-08T02:54:03.263Z","2023-04-08T02:55:41.392Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,669357,"Nolan Gorman","/api/v1/people/669357","L","Left",669060,"Bryse Wilson","/api/v1/people/669060","R","Right","vs_RHP","vs_LHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Milwaukee Brewers","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",87.6,80.2,13,2,0.4302,6.4365,27.1106,-27.4015,2.0593,2.9071,-1.1169,2.1376,4.1703,-127.506,-3.0167,-3.0434,50.0019,5.5067,3.3769,8.4,7.2,24,2089,156,NA,NA,NA,NA,NA,NA,FALSE,-31,4.8,-4.7,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718674,"2023-04-08",0,"2023-04-08T02:54:15.134Z","2023-04-08T02:54:18.466Z",TRUE,"pitch","e0fac6cf-959f-46e9-b615-e9663d6c859a",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,1,NA,NA,3.43,1.65,NA,117.44,159.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Strikeout","strikeout","Nolan Gorman called out on strikes.",0,0,4,73,"top",9,"2023-04-08T02:54:03.263Z","2023-04-08T02:55:41.392Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,669357,"Nolan Gorman","/api/v1/people/669357","L","Left",669060,"Bryse Wilson","/api/v1/people/669060","R","Right","vs_RHP","vs_LHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Milwaukee Brewers","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93.2,84.7,2,2,0.4056,6.4125,30.6372,-20.0842,-9.3121,6.551,-0.0116,2.9464,10.3154,-135.2627,-3.1202,-2.6723,50.0009,5.5298,-17.1825,36,6,24,2004,218,NA,NA,NA,NA,NA,NA,FALSE,-20.4,11.3,14.5,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718674,"2023-04-08",6,"2023-04-08T02:53:46.547Z","2023-04-08T02:53:51.913Z",TRUE,"pitch","bb3597fa-1ff2-4099-a50a-e1732948f8ae",6,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,3,0,NA,NA,3.2,1.58,NA,138.18,144.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","Tyler O'Neill strikes out swinging.",0,0,4,72,"top",9,"2023-04-08T02:52:30.963Z","2023-04-08T02:53:51.913Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,641933,"Tyler O'Neill","/api/v1/people/641933","R","Right",669060,"Bryse Wilson","/api/v1/people/669060","R","Right","vs_RHP","vs_RHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Milwaukee Brewers",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.1,85.3,11,2,0.4019,6.3457,32.4133,-21.0102,-11.3083,5.9472,-0.5556,3.4762,9.2902,-136.7109,-1.9389,-2.5423,50.0044,5.6489,-21.2343,42,6,24,2106,218,NA,NA,NA,NA,NA,NA,TRUE,-20.6,10.6,18.4,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718674,"2023-04-08",5,"2023-04-08T02:53:27.713Z","2023-04-08T02:53:34.785Z",TRUE,"pitch","7d5605fb-668c-4d9d-9922-729307c30c5d",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,0,NA,NA,3.2,1.58,NA,111.34,196.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","Tyler O'Neill strikes out swinging.",0,0,4,72,"top",9,"2023-04-08T02:52:30.963Z","2023-04-08T02:53:51.913Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,641933,"Tyler O'Neill","/api/v1/people/641933","R","Right",669060,"Bryse Wilson","/api/v1/people/669060","R","Right","vs_RHP","vs_RHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Milwaukee Brewers",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",86.2,79.5,8,2,0.4364,6.5869,25.1373,-28.423,2.288,2.3546,0.1485,1.5518,6.7538,-125.4441,-4.0507,-2.875,50.0047,5.5019,3.6508,9.6,7.2,24,2238,158,NA,NA,NA,NA,NA,NA,FALSE,-33.2,3.6,-5.6,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718674,"2023-04-08",4,"2023-04-08T02:53:14.647Z","2023-04-08T02:53:18.958Z",TRUE,"pitch","bf527b87-5274-410b-bbbe-a59c31efd685",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,0,NA,NA,2.9673,1.3546,NA,94.31,138.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","Tyler O'Neill strikes out swinging.",0,0,4,72,"top",9,"2023-04-08T02:52:30.963Z","2023-04-08T02:53:51.913Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,641933,"Tyler O'Neill","/api/v1/people/641933","R","Right",669060,"Bryse Wilson","/api/v1/people/669060","R","Right","vs_RHP","vs_RHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Milwaukee Brewers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.7,85.9,12,2,0.3992,6.421,32.2832,-10.9668,-4.0688,11.1377,0.5953,3.714,9.7378,-137.5402,-3.5457,-2.4722,50.0003,5.7708,-7.7466,25.2,2.4,24,2177,210,NA,NA,NA,NA,NA,NA,FALSE,-11.3,19.6,5.2,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718674,"2023-04-08",3,"2023-04-08T02:52:59.377Z","2023-04-08T02:53:03.241Z",TRUE,"pitch","252d9fde-d4b2-40e2-9563-146ca29a04d1",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,0,NA,NA,3.2,1.58,NA,124.72,171.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","Tyler O'Neill strikes out swinging.",0,0,4,72,"top",9,"2023-04-08T02:52:30.963Z","2023-04-08T02:53:51.913Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,641933,"Tyler O'Neill","/api/v1/people/641933","R","Right",669060,"Bryse Wilson","/api/v1/people/669060","R","Right","vs_RHP","vs_RHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Milwaukee Brewers",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93,84.8,5,2,0.4061,6.4163,29.7209,-20.5808,-11.2931,6.297,-0.2027,2.4874,10.5007,-134.9345,-4.2675,-2.6799,50.0054,5.5421,-20.8008,40.8,6,24,2113,210,NA,NA,NA,NA,NA,NA,FALSE,-21.2,10.7,18.1,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
