"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isSubstitution","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","replacedPlayer.id","replacedPlayer.link","isBaseRunningPlay","base","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
717371,"2023-07-17",1,"2023-07-18T02:13:34.636Z","2023-07-18T02:13:38.829Z",TRUE,"pitch","7bb552f5-6b8d-4d16-ad2d-0b0e6ed706e3",2,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",1,1,1,NA,NA,3.74,1.81,NA,120.67,224.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Walk","walk","Josh Bell walks. Tyler Freeman to 3rd. Andres Gimenez to 2nd.",0,10,0,71,"top",9,"2023-07-18T02:13:06.227Z","2023-07-18T02:18:34.768Z",TRUE,FALSE,FALSE,FALSE,0,4,2,1,605137,"Josh Bell","/api/v1/people/605137","L","Left",660787,"Yerry De Los Santos","/api/v1/people/660787","R","Right","vs_RHP","vs_LHB","Loaded",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Pittsburgh Pirates","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",89.5,82,13,0.91,0.4223,6.5692,28.4736,-23.172,-8.8331,5.2884,-0.0962,0.5419,7.0533,-129.9386,-9.2934,-1.7048,50.0002,5.9398,-15.0283,28.8,7.2,24,1654,238,NA,NA,NA,NA,NA,NA,FALSE,-26.9,7.6,14.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717371,"2023-07-17",0,"2023-07-18T02:13:19.457Z","2023-07-18T02:13:23.961Z",TRUE,"pitch","18d88e9f-1e6d-40f5-a569-4b0be270d02f",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.8099,1.8268,NA,119.31,168.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Walk","walk","Josh Bell walks. Tyler Freeman to 3rd. Andres Gimenez to 2nd.",0,10,0,71,"top",9,"2023-07-18T02:13:06.227Z","2023-07-18T02:18:34.768Z",TRUE,FALSE,FALSE,FALSE,0,4,2,1,605137,"Josh Bell","/api/v1/people/605137","L","Left",660787,"Yerry De Los Santos","/api/v1/people/660787","R","Right","vs_RHP","vs_LHB","Loaded",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Pittsburgh Pirates","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.3,86,5,0.93,0.4002,6.633,30.866,-16.9062,-10.0068,8.0516,-0.0606,2.5939,8.3223,-136.9827,-6.2261,-1.8413,50.0038,6.0563,-18.9775,43.2,4.8,24,2323,228,NA,NA,NA,NA,NA,NA,FALSE,-17.5,13.4,16.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717371,"2023-07-17",4,"2023-07-18T02:12:49.760Z","2023-07-18T02:12:55.165Z",TRUE,"pitch","42cb305a-609c-417b-8054-405ffbc8a9cb",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",4,1,1,NA,NA,3.2945,1.5238,NA,89.08,166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Walk","walk","Andres Gimenez walks.",0,10,0,70,"top",9,"2023-07-18T02:11:28.840Z","2023-07-18T02:12:55.165Z",TRUE,FALSE,FALSE,FALSE,0,4,1,1,665926,"Andrés Giménez","/api/v1/people/665926","L","Left",660787,"Yerry De Los Santos","/api/v1/people/660787","R","Right","vs_RHP","vs_LHB","RISP",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Pittsburgh Pirates","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85,78,6,0.89,0.4436,6.7344,25.5227,-30.8155,2.1266,0.8778,0.7325,2.6956,5.2594,-123.6596,-2.1903,-1.7013,50.0018,6.1875,3.2793,7.2,8.4,24,2178,134,NA,NA,NA,NA,NA,NA,FALSE,-36.7,1.3,-5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,671289,"Tyler Freeman","/api/v1/people/671289",665926,"Andrés Giménez","/api/v1/people/665926",NA,NA,NA
717371,"2023-07-17",3,"2023-07-18T02:12:34.162Z","2023-07-18T02:12:37.768Z",TRUE,"pitch","18427c73-c72a-41d9-9f60-976be899dc6b",4,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",3,1,1,NA,NA,2.9776,1.4665,NA,102.05,185.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Walk","walk","Andres Gimenez walks.",0,10,0,70,"top",9,"2023-07-18T02:11:28.840Z","2023-07-18T02:12:55.165Z",TRUE,FALSE,FALSE,FALSE,0,4,1,1,665926,"Andrés Giménez","/api/v1/people/665926","L","Left",660787,"Yerry De Los Santos","/api/v1/people/660787","R","Right","vs_RHP","vs_LHB","RISP",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Pittsburgh Pirates","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85.9,79.3,6,0.9,0.4377,6.7388,24.7648,-28.5657,1.8181,2.2699,0.3921,1.9578,5.0505,-125.0431,-4.4762,-1.8883,50.0007,6.1097,2.8823,7.2,7.2,24,2108,186,NA,NA,NA,NA,NA,NA,FALSE,-33.6,3.4,-4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717371,"2023-07-17",2,"2023-07-18T02:12:16.394Z","2023-07-18T02:12:20.640Z",TRUE,"pitch","e291300b-a00d-426e-ac9d-7346ae23c764",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,0,1,NA,NA,3.0033,1.4665,NA,110.54,214.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Walk","walk","Andres Gimenez walks.",0,10,0,70,"top",9,"2023-07-18T02:11:28.840Z","2023-07-18T02:12:55.165Z",TRUE,FALSE,FALSE,FALSE,0,4,1,1,665926,"Andrés Giménez","/api/v1/people/665926","L","Left",660787,"Yerry De Los Santos","/api/v1/people/660787","R","Right","vs_RHP","vs_LHB","RISP",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Pittsburgh Pirates","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",87.8,81,14,0.92,0.429,6.6292,25.5751,-24.9797,-8.259,4.3556,0.1693,0.8823,7.479,-127.5547,-7.8837,-1.7239,50.006,5.9751,-13.649,25.2,7.2,24,1564,239,NA,NA,NA,NA,NA,NA,FALSE,-29.2,6.4,13.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717371,"2023-07-17",1,"2023-07-18T02:11:58.858Z","2023-07-18T02:12:04.111Z",TRUE,"pitch","18b5001c-ab98-47e8-aa7c-1996cac0d753",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,1,NA,NA,3.0033,1.4665,NA,162.74,188.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Walk","walk","Andres Gimenez walks.",0,10,0,70,"top",9,"2023-07-18T02:11:28.840Z","2023-07-18T02:12:55.165Z",TRUE,FALSE,FALSE,FALSE,0,4,1,1,665926,"Andrés Giménez","/api/v1/people/665926","L","Left",660787,"Yerry De Los Santos","/api/v1/people/660787","R","Right","vs_RHP","vs_LHB","RISP",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Pittsburgh Pirates","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",87.9,80.1,13,0.91,0.4299,6.3983,28.6733,-25.4846,-7.1918,4.0769,-1.1999,1.8607,4.2334,-127.8812,-5.6175,-1.9505,50.002,6.1092,-11.7997,22.8,7.2,24,1612,239,NA,NA,NA,NA,NA,NA,FALSE,-29.4,6.2,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717371,"2023-07-17",0,"2023-07-18T02:11:42.391Z","2023-07-18T02:11:46.385Z",TRUE,"pitch","8822f810-7c54-48b1-803e-085313a3bc5f",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.0033,1.4665,NA,82.42,192.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Walk","walk","Andres Gimenez walks.",0,10,0,70,"top",9,"2023-07-18T02:11:28.840Z","2023-07-18T02:12:55.165Z",TRUE,FALSE,FALSE,FALSE,0,4,1,1,665926,"Andrés Giménez","/api/v1/people/665926","L","Left",660787,"Yerry De Los Santos","/api/v1/people/660787","R","Right","vs_RHP","vs_LHB","RISP",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Pittsburgh Pirates","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85.3,78.5,14,0.89,0.4421,6.6147,25.7347,-30.9917,2.1613,0.7591,0.9073,1.7002,6.0856,-124.0846,-4.2662,-1.8615,50.0011,6.0351,3.3562,8.4,8.4,24,2231,143,NA,NA,NA,NA,NA,NA,FALSE,-37.2,0.6,-5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717371,"2023-07-17",1,"2023-07-18T02:11:12.277Z","2023-07-18T02:11:23.053Z",TRUE,"pitch","09fd2c3e-560f-4002-9f95-4e013aae4413",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,0,NA,NA,3.06,1.47,NA,144.1,175.78,"line_drive","medium","4",154.43,137.38,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Lineout","field_out","Josh Naylor lines out to second baseman Nick Gonzales.",0,10,0,69,"top",9,"2023-07-18T02:11:10.125Z","2023-07-18T02:11:23.053Z",TRUE,FALSE,FALSE,TRUE,0,0,0,1,647304,"Josh Naylor","/api/v1/people/647304","L","Left",660787,"Yerry De Los Santos","/api/v1/people/660787","R","Right","vs_RHP","vs_LHB","RISP",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Pittsburgh Pirates",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",89,81.2,4,0.92,0.4243,6.4361,28.6536,-25.1592,-8.4841,4.1627,-0.7109,2.3334,5.8111,-129.4202,-4.5411,-1.8905,50.0043,6.0532,-14.2997,26.4,7.2,24,1747,237,92.8,13,175,NA,NA,NA,TRUE,-28.1,6.7,13.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,671289,"Tyler Freeman","/api/v1/people/671289",NA,NA,NA,NA,NA,NA
717371,"2023-07-17",0,"2023-07-18T02:11:09.495Z","2023-07-18T02:11:12.277Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-runner Tyler Freeman replaces Jose Ramirez.","Offensive Substitution",10,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,671289,"/api/v1/people/671289",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"12","Pinch Runner","Runner","PR","301","69","atBat","Lineout","field_out","Josh Naylor lines out to second baseman Nick Gonzales.",0,10,0,69,"top",9,"2023-07-18T02:11:10.125Z","2023-07-18T02:11:23.053Z",TRUE,FALSE,FALSE,TRUE,0,0,0,1,647304,"Josh Naylor","/api/v1/people/647304","L","Left",660787,"Yerry De Los Santos","/api/v1/people/660787","R","Right","vs_RHP","vs_LHB","RISP",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Pittsburgh Pirates",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,NA,608070,"/api/v1/people/608070",NA,2,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717371,"2023-07-17",5,"2023-07-18T02:10:16.626Z","2023-07-18T02:10:32.218Z",TRUE,"pitch","6a35c252-5583-4ad9-a1e2-ccfdbd357af5",5,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",3,1,0,NA,NA,3.34,1.58,NA,107.71,192.84,"fly_ball","hard","9",178.47,62.81,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Double","double","Jose Ramirez doubles (25) on a sharp fly ball to right fielder Henry Davis.",0,10,0,68,"top",9,"2023-07-18T02:09:16.360Z","2023-07-18T02:10:32.218Z",TRUE,FALSE,FALSE,FALSE,34,3,1,0,608070,"José Ramírez","/api/v1/people/608070","L","Left",660787,"Yerry De Los Santos","/api/v1/people/660787","R","Right","vs_RHP","vs_LHB","RISP",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Pittsburgh Pirates",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",92.5,84.7,8,0.72,0.408,6.2932,29.2545,-22.0067,-9.27,5.5715,0.2436,1.7015,8.5724,-134.2856,-7.2533,-1.7866,50.0034,6.0048,-16.9198,32.4,6,24,2080,230,101.8,26,375,NA,NA,NA,FALSE,-23.5,8.6,14.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,608070,"José Ramírez","/api/v1/people/608070",NA,NA,NA,NA,NA,NA
717371,"2023-07-17",4,"2023-07-18T02:09:59.463Z","2023-07-18T02:10:04.296Z",TRUE,"pitch","235c0948-156b-48e2-aff7-c6ec51470096",4,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",3,1,0,NA,NA,3.2293,1.5966,NA,125.21,196.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Double","double","Jose Ramirez doubles (25) on a sharp fly ball to right fielder Henry Davis.",0,10,0,68,"top",9,"2023-07-18T02:09:16.360Z","2023-07-18T02:10:32.218Z",TRUE,FALSE,FALSE,FALSE,34,3,1,0,608070,"José Ramírez","/api/v1/people/608070","L","Left",660787,"Yerry De Los Santos","/api/v1/people/660787","R","Right","vs_RHP","vs_LHB","RISP",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Pittsburgh Pirates",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",91.8,84.4,8,2,0.4103,6.1211,28.2936,-22.4974,-8.7506,5.3622,-0.2153,1.5757,7.4304,-133.4148,-7.3618,-1.8975,50.0045,5.9885,-15.8003,31.2,6,24,2129,229,NA,NA,NA,NA,NA,NA,FALSE,-24.2,8.3,14.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717371,"2023-07-17",3,"2023-07-18T02:09:44.638Z","2023-07-18T02:09:50.141Z",TRUE,"pitch","892538ed-6133-4eb6-933d-8f5a1e7cc514",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,0,0,NA,NA,3.2036,1.5966,NA,103.93,209.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Double","double","Jose Ramirez doubles (25) on a sharp fly ball to right fielder Henry Davis.",0,10,0,68,"top",9,"2023-07-18T02:09:16.360Z","2023-07-18T02:10:32.218Z",TRUE,FALSE,FALSE,FALSE,34,3,1,0,608070,"José Ramírez","/api/v1/people/608070","L","Left",660787,"Yerry De Los Santos","/api/v1/people/660787","R","Right","vs_RHP","vs_LHB","RISP",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Pittsburgh Pirates",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",91.5,84.5,14,2,0.411,6.316,26.4358,-20.3834,-8.6085,6.5403,0.3428,1.0859,8.5481,-132.8894,-8.9067,-1.7853,50.0017,5.9416,-15.5141,32.4,6,24,2102,229,NA,NA,NA,NA,NA,NA,FALSE,-22.4,10.2,13.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717371,"2023-07-17",2,"2023-07-18T02:09:30.616Z","2023-07-18T02:09:34.593Z",TRUE,"pitch","9d885af8-0c94-4407-abec-dd54c768c766",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,0,NA,NA,3.2808,1.5966,NA,107.31,215.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Double","double","Jose Ramirez doubles (25) on a sharp fly ball to right fielder Henry Davis.",0,10,0,68,"top",9,"2023-07-18T02:09:16.360Z","2023-07-18T02:10:32.218Z",TRUE,FALSE,FALSE,FALSE,34,3,1,0,608070,"José Ramírez","/api/v1/people/608070","L","Left",660787,"Yerry De Los Santos","/api/v1/people/660787","R","Right","vs_RHP","vs_LHB","RISP",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Pittsburgh Pirates",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",92.2,84.9,14,2,0.4089,6.1691,27.53,-19.6584,-8.872,6.8807,0.2542,0.8712,8.74,-133.7008,-9.7278,-1.8969,50.0031,5.9546,-16.1398,33.6,6,24,2141,230,NA,NA,NA,NA,NA,NA,FALSE,-21.7,10.6,14.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717371,"2023-07-17",1,"2023-07-18T02:09:18.639Z","2023-07-18T02:09:23.757Z",TRUE,"pitch","4cf05550-0765-48e0-9bac-911ec4297aaa",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,0,NA,NA,3.3065,1.5966,NA,210.5,183.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Double","double","Jose Ramirez doubles (25) on a sharp fly ball to right fielder Henry Davis.",0,10,0,68,"top",9,"2023-07-18T02:09:16.360Z","2023-07-18T02:10:32.218Z",TRUE,FALSE,FALSE,FALSE,34,3,1,0,608070,"José Ramírez","/api/v1/people/608070","L","Left",660787,"Yerry De Los Santos","/api/v1/people/660787","R","Right","vs_RHP","vs_LHB","RISP",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Pittsburgh Pirates",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",86.3,79.4,13,0.94,0.4361,6.4579,26.0201,-28.7489,-8.9328,2.1445,-2.453,2.0301,1.9843,-125.7062,-4.6274,-2.0932,50.003,6.2349,-14.2634,25.2,8.4,24,1564,237,NA,NA,NA,NA,NA,NA,FALSE,-33.7,3,15.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717371,"2023-07-17",0,"2023-07-18T02:08:45.139Z","2023-07-18T02:09:18.639Z",FALSE,"action",NA,NA,"Pitching Change: Yerry De Los Santos replaces Dauri Moreta.","Pitching Substitution",10,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,660787,"/api/v1/people/660787",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"68","atBat","Double","double","Jose Ramirez doubles (25) on a sharp fly ball to right fielder Henry Davis.",0,10,0,68,"top",9,"2023-07-18T02:09:16.360Z","2023-07-18T02:10:32.218Z",TRUE,FALSE,FALSE,FALSE,34,3,1,0,608070,"José Ramírez","/api/v1/people/608070","L","Left",660787,"Yerry De Los Santos","/api/v1/people/660787","R","Right","vs_RHP","vs_LHB","RISP",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Pittsburgh Pirates",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717371,"2023-07-17",1,"2023-07-18T02:06:30.447Z","2023-07-18T02:06:38.546Z",TRUE,"pitch","1e77babc-0f74-42a3-8588-3f2145c3808f",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,1,2,NA,NA,3.33,1.55,NA,82.45,169.49,"ground_ball","medium","4",144.6,146.06,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Groundout","field_out","Andrew McCutchen grounds out, second baseman Andres Gimenez to first baseman Josh Naylor.",0,10,0,67,"bottom",8,"2023-07-18T02:05:55.716Z","2023-07-18T02:06:38.546Z",TRUE,FALSE,FALSE,TRUE,0,0,1,3,457705,"Andrew McCutchen","/api/v1/people/457705","R","Right",663752,"Cody Morris","/api/v1/people/663752","R","Right","vs_RHP","vs_RHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates","Cleveland Guardians","true",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",87.3,79.7,12,0.91,0.4324,6.4769,28.1304,-28.7342,2.7639,2.1185,0.9064,2.5662,5.0473,-127.0803,-2.8778,-1.4711,50.0013,6.0164,4.4798,10.8,7.2,24,2314,165,95.8,8,142,NA,NA,NA,TRUE,-32.8,3.4,-6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
