"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","isSubstitution","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","replacedPlayer.id","replacedPlayer.link","base","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
717241,"2023-07-27",5,"2023-07-28T03:35:58.797Z","2023-07-28T03:36:03.086Z",TRUE,"pitch","9d3efc51-a96b-4732-a31c-7f6f738a5fb5",6,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",2,3,2,NA,NA,3.3311,1.5221,NA,114.21,175.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","CJ Abrams called out on strikes.",0,1,2,72,"top",9,"2023-07-28T03:33:50.755Z","2023-07-28T03:36:03.086Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,682928,"CJ Abrams","/api/v1/people/682928","L","Left",548384,"Brooks Raley","/api/v1/people/548384","L","Left","vs_LHP","vs_LHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","New York Mets","true",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",82,75.4,5,0.89,0.4595,5.7726,23.4213,-30.4114,-8.3347,1.2262,0.0732,2.3551,-4.8845,-119.3087,-0.5047,3.2314,50.0032,5.3153,-11.9891,22.8,9.6,24,2925,283,NA,NA,NA,NA,NA,NA,TRUE,-38.4,2.4,16.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717241,"2023-07-27",4,"2023-07-28T03:35:35.174Z","2023-07-28T03:35:38.421Z",TRUE,"pitch","119fe2e3-5968-47ce-998c-9ed0d3f20d2e",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,2,NA,NA,3.48,1.6,NA,138.23,180.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","CJ Abrams called out on strikes.",0,1,2,72,"top",9,"2023-07-28T03:33:50.755Z","2023-07-28T03:36:03.086Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,682928,"CJ Abrams","/api/v1/people/682928","L","Left",548384,"Brooks Raley","/api/v1/people/548384","L","Left","vs_LHP","vs_LHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","New York Mets","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",81.8,75.3,7,0.89,0.4613,5.7682,23.7759,-33.7195,-8.2484,-1.0825,-0.5571,2.1631,-6.0539,-118.9545,-0.4063,3.0966,50.0042,5.4051,-11.7662,20.4,10.8,24,2927,291,NA,NA,NA,NA,NA,NA,FALSE,-42.8,-1.8,16.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717241,"2023-07-27",3,"2023-07-28T03:35:04.675Z","2023-07-28T03:35:09.590Z",TRUE,"pitch","5d056131-1b07-4a60-8674-b9906dd97424",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,2,NA,NA,3.4172,1.6081,NA,160.17,172.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","CJ Abrams called out on strikes.",0,1,2,72,"top",9,"2023-07-28T03:33:50.755Z","2023-07-28T03:36:03.086Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,682928,"CJ Abrams","/api/v1/people/682928","L","Left",548384,"Brooks Raley","/api/v1/people/548384","L","Left","vs_LHP","vs_LHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","New York Mets","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",89.9,82,13,0.9,0.4208,5.9571,27.9047,-26.2633,7.8665,3.4456,-1.1326,2.4375,-12.4071,-130.273,-2.5495,2.6742,50.0023,5.4184,13.4931,22.8,7.2,24,2397,135,NA,NA,NA,NA,NA,NA,FALSE,-28.3,5.9,-11.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717241,"2023-07-27",2,"2023-07-28T03:34:45.723Z","2023-07-28T03:34:50.775Z",TRUE,"pitch","8616bf52-d751-4df9-9303-657768ef4db8",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,2,NA,NA,3.4603,1.6225,NA,201.1,190.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","CJ Abrams called out on strikes.",0,1,2,72,"top",9,"2023-07-28T03:33:50.755Z","2023-07-28T03:36:03.086Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,682928,"CJ Abrams","/api/v1/people/682928","L","Left",548384,"Brooks Raley","/api/v1/people/548384","L","Left","vs_LHP","vs_LHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","New York Mets","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",81.9,75.1,13,0.91,0.4625,5.7486,25.624,-30.5471,-11.6737,1.1458,-2.2063,1.7706,-8.6594,-119.0138,-1.7163,3.0124,50.0007,5.3021,-16.5234,30,10.8,24,3008,294,NA,NA,NA,NA,NA,NA,FALSE,-39.4,1.9,23.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717241,"2023-07-27",1,"2023-07-28T03:34:24.042Z","2023-07-28T03:34:30.719Z",TRUE,"pitch","d62230fe-f9fb-4dcf-9a37-bdc95ef2074f",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,2,NA,NA,3.48,1.6,NA,127.29,170.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","CJ Abrams called out on strikes.",0,1,2,72,"top",9,"2023-07-28T03:33:50.755Z","2023-07-28T03:36:03.086Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,682928,"CJ Abrams","/api/v1/people/682928","L","Left",548384,"Brooks Raley","/api/v1/people/548384","L","Left","vs_LHP","vs_LHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","New York Mets","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",81.8,74.6,5,0.89,0.4626,5.9291,25.3504,-31.3688,-6.843,0.5685,-0.2699,2.5411,-5.5737,-118.9449,-0.1381,3.0028,50.0024,5.4729,-9.6875,19.2,9.6,24,2893,289,NA,NA,NA,NA,NA,NA,FALSE,-40,1.3,13.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717241,"2023-07-27",0,"2023-07-28T03:34:06.763Z","2023-07-28T03:34:10.098Z",TRUE,"pitch","707e6566-1c83-4820-9f7c-2ff4f1853826",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,2,NA,NA,3.48,1.6,NA,111.96,195.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","CJ Abrams called out on strikes.",0,1,2,72,"top",9,"2023-07-28T03:33:50.755Z","2023-07-28T03:36:03.086Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,682928,"CJ Abrams","/api/v1/people/682928","L","Left",548384,"Brooks Raley","/api/v1/people/548384","L","Left","vs_LHP","vs_LHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","New York Mets","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",87,80.4,8,0.9,0.432,6.2884,24.4916,-24.2649,-1.2879,4.8531,0.1323,1.6085,-6.2953,-126.5166,-4.8854,2.8147,50.0037,5.4961,-2.0985,7.2,6,24,2645,145,NA,NA,NA,NA,NA,NA,FALSE,-28.1,7.9,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717241,"2023-07-27",7,"2023-07-28T03:33:36.987Z","2023-07-28T03:33:41.461Z",TRUE,"pitch","8e99e068-208d-473b-b0e7-e90fa40dfe08",6,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",4,2,2,NA,NA,3.202,1.6499,NA,196.16,190.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Walk","walk","Alex Call walks.",0,1,2,71,"top",9,"2023-07-28T03:31:10.559Z","2023-07-28T03:33:41.461Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,669743,"Alex Call","/api/v1/people/669743","R","Right",548384,"Brooks Raley","/api/v1/people/548384","L","Left","vs_LHP","vs_RHB","Men_On",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","New York Mets",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",89.1,82.1,13,0.86,0.4235,6.1029,26.0599,-23.9069,0.5703,4.8799,-2.0766,1.7723,-12.1352,-129.1732,-4.9516,2.6017,50.0064,5.5443,0.967,2.4,6,24,2523,136,NA,NA,NA,NA,NA,NA,FALSE,-26.8,7.9,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,669743,"Alex Call","/api/v1/people/669743",NA,NA,NA,NA,NA,NA
717241,"2023-07-27",5,"2023-07-28T03:32:47.753Z","2023-07-28T03:32:52.252Z",TRUE,"pitch","a4f892f8-57c4-4c54-ad0d-fd319fb85dcf",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,2,NA,NA,3.202,1.6225,NA,59.84,193.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Walk","walk","Alex Call walks.",0,1,2,71,"top",9,"2023-07-28T03:31:10.559Z","2023-07-28T03:33:41.461Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,669743,"Alex Call","/api/v1/people/669743","R","Right",548384,"Brooks Raley","/api/v1/people/548384","L","Left","vs_LHP","vs_RHB","Men_On",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","New York Mets",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",85,77.4,14,0.9,0.4451,5.8927,27.161,-30.0691,10.2721,1.376,1.4995,1.6931,-6.4618,-123.5914,-3.2084,2.8281,50.0038,5.5629,15.7171,25.2,9.6,24,2119,106,NA,NA,NA,NA,NA,NA,FALSE,-36.4,1.9,-16.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717241,"2023-07-27",3,"2023-07-28T03:32:23.211Z","2023-07-28T03:32:27.066Z",TRUE,"pitch","2d33eb08-aa54-470f-9ff7-095d27cedfde",4,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",2,2,2,NA,NA,3.2594,1.6511,NA,104.14,186.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Walk","walk","Alex Call walks.",0,1,2,71,"top",9,"2023-07-28T03:31:10.559Z","2023-07-28T03:33:41.461Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,669743,"Alex Call","/api/v1/people/669743","R","Right",548384,"Brooks Raley","/api/v1/people/548384","L","Left","vs_LHP","vs_RHB","Men_On",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","New York Mets",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",88.4,81,9,0.85,0.4265,5.7263,27.0628,-22.4678,1.1229,5.8124,0.3375,1.9499,-6.4351,-128.5024,-4.7894,2.73,50.0011,5.5872,1.8752,1.2,6,24,2453,135,NA,NA,NA,NA,NA,NA,FALSE,-25.4,9.6,-0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717241,"2023-07-27",2,"2023-07-28T03:32:03.787Z","2023-07-28T03:32:06.787Z",TRUE,"pitch","71ad590d-7aa4-4951-8f5a-20e1edd02c79",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,2,NA,NA,3.2307,1.6225,NA,34.34,156.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Walk","walk","Alex Call walks.",0,1,2,71,"top",9,"2023-07-28T03:31:10.559Z","2023-07-28T03:33:41.461Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,669743,"Alex Call","/api/v1/people/669743","R","Right",548384,"Brooks Raley","/api/v1/people/548384","L","Left","vs_LHP","vs_RHB","Men_On",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","New York Mets",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",84,76.5,12,0.9,0.4496,5.4619,26.2069,-32.8109,8.9129,-0.4205,2.1684,3.0516,-4.4322,-122.2727,0.4054,2.8556,50.0052,5.7202,13.3718,20.4,9.6,24,1794,97,NA,NA,NA,NA,NA,NA,FALSE,-39.4,-0.4,-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
