"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.disengagementNum","isSubstitution","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType"
745266,"2024-04-28",5,"2024-04-28T03:58:38.355Z","2024-04-28T03:58:46.387Z",TRUE,"pitch","ffbd8bfd-c5e4-4b9c-9326-61a65c6f9213",5,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,2,2,NA,NA,3.49,1.71,NA,98.92,188.07,"popup","medium","5",94.8,175.38,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Pop Out","field_out","Joc Pederson pops out to third baseman Josh Rojas in foul territory.",0,1,3,61,"top",9,"2024-04-28T03:57:11.104Z","2024-04-28T03:58:46.387Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,592626,"Joc Pederson","/api/v1/people/592626","L","Left",662253,"Andrés Muñoz","/api/v1/people/662253","R","Right","vs_RHP","vs_LHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","Seattle Mariners",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",89.7,82.8,9,0.9,0.4187,6.5569,26.3896,-33.0256,2.6085,-0.4928,0.4743,1.8782,5.4459,-130.609,-1.971,-1.973,50.0005,5.1158,4.5254,9.6,8.4,24,2193,110,56.2,66,102,NA,NA,NA,TRUE,-34.9,-1.1,-5.9,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745266,"2024-04-28",3,"2024-04-28T03:58:13.439Z","2024-04-28T03:58:16.968Z",TRUE,"pitch","4844165e-fa8a-4b1e-b4a4-7f31f7ec2b92",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,2,2,NA,NA,3.49,1.71,NA,99.38,206.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Pop Out","field_out","Joc Pederson pops out to third baseman Josh Rojas in foul territory.",0,1,3,61,"top",9,"2024-04-28T03:57:11.104Z","2024-04-28T03:58:46.387Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,592626,"Joc Pederson","/api/v1/people/592626","L","Left",662253,"Andrés Muñoz","/api/v1/people/662253","R","Right","vs_RHP","vs_LHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","Seattle Mariners",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.7,82,14,0.9,0.4237,6.5535,25.9687,-32.7936,2.8912,-0.3669,0.4623,1.1854,5.1005,-129.0888,-3.3821,-1.912,50.0016,5.0276,4.8961,9.6,8.4,24,2203,113,NA,NA,NA,NA,NA,NA,FALSE,-35.9,-1.2,-6.4,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745266,"2024-04-28",2,"2024-04-28T03:57:56.281Z","2024-04-28T03:57:59.607Z",TRUE,"pitch","484ae604-f251-4029-b515-3b760c972419",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,2,NA,NA,3.4529,1.706,NA,46.65,185.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Pop Out","field_out","Joc Pederson pops out to third baseman Josh Rojas in foul territory.",0,1,3,61,"top",9,"2024-04-28T03:57:11.104Z","2024-04-28T03:58:46.387Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,592626,"Joc Pederson","/api/v1/people/592626","L","Left",662253,"Andrés Muñoz","/api/v1/people/662253","R","Right","vs_RHP","vs_LHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","Seattle Mariners",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98.7,90.9,14,0.9,0.3812,6.5118,30.125,-19.6487,-8.9489,5.9785,1.8456,1.9863,13.5565,-143.162,-4.872,-1.7678,50.0043,4.9237,-18.7539,37.2,4.8,24,2226,230,NA,NA,NA,NA,NA,NA,FALSE,-18,10.1,13.8,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745266,"2024-04-28",1,"2024-04-28T03:57:37.990Z","2024-04-28T03:57:41.372Z",TRUE,"pitch","5abb0daa-9d59-44a3-a0a9-53ff974f36d7",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.4536,1.6543,NA,124.77,257.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Pop Out","field_out","Joc Pederson pops out to third baseman Josh Rojas in foul territory.",0,1,3,61,"top",9,"2024-04-28T03:57:11.104Z","2024-04-28T03:58:46.387Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,592626,"Joc Pederson","/api/v1/people/592626","L","Left",662253,"Andrés Muñoz","/api/v1/people/662253","R","Right","vs_RHP","vs_LHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","Seattle Mariners",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",99.8,90.9,13,0.9,0.3802,6.5285,36.5089,-26.3011,-12.0127,2.8022,-0.2037,-0.7053,9.608,-144.5643,-11.0239,-2.0245,50.0066,4.7988,-25.2048,38.4,7.2,24,1978,237,NA,NA,NA,NA,NA,NA,FALSE,-25.2,2.8,19.6,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745266,"2024-04-28",0,"2024-04-28T03:57:17.584Z","2024-04-28T03:57:22.089Z",TRUE,"pitch","a08ed77c-2a2a-4689-84a9-1506ca6838e9",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,2,NA,NA,3.49,1.71,NA,110.35,199.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Pop Out","field_out","Joc Pederson pops out to third baseman Josh Rojas in foul territory.",0,1,3,61,"top",9,"2024-04-28T03:57:11.104Z","2024-04-28T03:58:46.387Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,592626,"Joc Pederson","/api/v1/people/592626","L","Left",662253,"Andrés Muñoz","/api/v1/people/662253","R","Right","vs_RHP","vs_LHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","Seattle Mariners",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.8,81.1,14,0.9,0.4277,6.5432,25.6374,-30.5759,3.1238,0.9615,0.1745,1.4411,4.531,-127.9099,-3.0126,-2.0236,50.0028,5.024,5.1911,10.8,7.2,24,2073,109,NA,NA,NA,NA,NA,NA,FALSE,-34,1.3,-6.6,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745266,"2024-04-28",4,"2024-04-28T03:58:29.626Z","2024-04-28T03:58:38.355Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",1,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,2,2,2,592626,"/api/v1/people/592626",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"61","atBat","Pop Out","field_out","Joc Pederson pops out to third baseman Josh Rojas in foul territory.",0,1,3,61,"top",9,"2024-04-28T03:57:11.104Z","2024-04-28T03:58:46.387Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,592626,"Joc Pederson","/api/v1/people/592626","L","Left",662253,"Andrés Muñoz","/api/v1/people/662253","R","Right","vs_RHP","vs_LHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","Seattle Mariners",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745266,"2024-04-28",3,"2024-04-28T03:56:49.792Z","2024-04-28T03:56:53.103Z",TRUE,"pitch","d2c02402-4bd4-420d-952c-317fc7096e48",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,3,1,NA,NA,3.46,1.55,NA,77.51,215.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60","atBat","Strikeout","strikeout","Christian Walker strikes out swinging.",0,1,3,60,"top",9,"2024-04-28T03:55:33.636Z","2024-04-28T03:56:53.103Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,572233,"Christian Walker","/api/v1/people/572233","R","Right",662253,"Andrés Muñoz","/api/v1/people/662253","R","Right","vs_RHP","vs_RHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","Seattle Mariners","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88,81.4,14,0.9,0.4275,6.59,25.4555,-31.2361,1.7586,0.5668,1.0359,0.8796,7.0336,-127.9477,-4.2996,-1.9731,50.0064,5.0194,2.926,7.2,8.4,24,2087,103,NA,NA,NA,NA,NA,NA,TRUE,-35,0.2,-4.7,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745266,"2024-04-28",2,"2024-04-28T03:56:22.599Z","2024-04-28T03:56:25.914Z",TRUE,"pitch","b21dbab9-ea3a-43f4-a0ce-fb4485fdf529",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,1,NA,NA,3.46,1.55,NA,114.3,179.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60","atBat","Strikeout","strikeout","Christian Walker strikes out swinging.",0,1,3,60,"top",9,"2024-04-28T03:55:33.636Z","2024-04-28T03:56:53.103Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,572233,"Christian Walker","/api/v1/people/572233","R","Right",662253,"Andrés Muñoz","/api/v1/people/662253","R","Right","vs_RHP","vs_RHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","Seattle Mariners","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.4,80.7,5,0.91,0.4292,6.4308,24.8117,-30.3333,3.5701,1.1142,0.0708,2.1811,3.9529,-127.3428,-1.2961,-1.9622,50.0024,5.0843,5.8946,12,7.2,24,2249,114,NA,NA,NA,NA,NA,NA,FALSE,-33.6,1.9,-7.3,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745266,"2024-04-28",1,"2024-04-28T03:56:05.169Z","2024-04-28T03:56:10.693Z",TRUE,"pitch","f0b2a1ba-9f66-485d-a648-2be44ef1144f",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,1,1,NA,NA,3.46,1.55,NA,132,137.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60","atBat","Strikeout","strikeout","Christian Walker strikes out swinging.",0,1,3,60,"top",9,"2024-04-28T03:55:33.636Z","2024-04-28T03:56:53.103Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,572233,"Christian Walker","/api/v1/people/572233","R","Right",662253,"Andrés Muñoz","/api/v1/people/662253","R","Right","vs_RHP","vs_RHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","Seattle Mariners","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98.5,89.7,11,0.9,0.3826,6.3229,33.3076,-17.9547,-8.769,6.8528,-0.3936,3.7671,7.9455,-143.1901,-0.9005,-2.0662,50.0023,5.2099,-18.1947,42,4.8,24,2185,242,NA,NA,NA,NA,NA,NA,FALSE,-15.8,12.4,14.3,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745266,"2024-04-28",0,"2024-04-28T03:55:49.058Z","2024-04-28T03:55:53.028Z",TRUE,"pitch","001d83d4-7b3a-457a-9ec8-f58db06a988c",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.4798,1.6702,NA,150.17,151.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60","atBat","Strikeout","strikeout","Christian Walker strikes out swinging.",0,1,3,60,"top",9,"2024-04-28T03:55:33.636Z","2024-04-28T03:56:53.103Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,572233,"Christian Walker","/api/v1/people/572233","R","Right",662253,"Andrés Muñoz","/api/v1/people/662253","R","Right","vs_RHP","vs_RHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","Seattle Mariners","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",99.4,90.6,11,2,0.3791,6.386,34.4771,-20.1412,-9.577,5.6965,-0.8701,3.2404,6.78,-144.6185,-1.9606,-2.0034,50.0047,5.1657,-20.2397,42,4.8,24,2004,242,NA,NA,NA,NA,NA,NA,FALSE,-17.6,10.1,16,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
