"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","base","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isBaseRunningPlay","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
717079,"2023-08-08",5,"2023-08-09T02:04:21.809Z","2023-08-09T02:04:28.578Z",TRUE,"pitch","dbf97903-3b7d-4362-8f9a-43600f7b98d0",6,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",3,2,2,NA,NA,3.39,1.61,NA,140.15,178.43,"ground_ball","medium","1",129.38,183.69,NA,NA,TRUE,NA,NA,NA,NA,NA,"85","atBat","Groundout","field_out","Jack Suwinski grounds out, pitcher Raisel Iglesias to first baseman Matt Olson.",0,8,6,85,"bottom",9,"2023-08-09T02:02:16.176Z","2023-08-09T02:04:28.578Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,669261,"Jack Suwinski","/api/v1/people/669261","L","Left",628452,"Raisel Iglesias","/api/v1/people/628452","R","Right","vs_RHP","vs_LHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Atlanta Braves","true",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",87.2,79,4,0.89,0.4339,6.8986,28.8727,-24.1743,-7.998,4.9713,-0.6073,2.2352,4.7604,-126.822,-2.5042,-1.4814,50.003,5.1884,-12.8703,25.2,7.2,24,1851,230,67.8,-18,9,NA,NA,NA,TRUE,-27.7,8.6,13.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717079,"2023-08-08",4,"2023-08-09T02:03:59.978Z","2023-08-09T02:04:05.802Z",TRUE,"pitch","6bd1f4a0-33de-4ebc-b870-44f65c78267e",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,2,NA,NA,3.33,1.6429,NA,156.76,165.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"85","atBat","Groundout","field_out","Jack Suwinski grounds out, pitcher Raisel Iglesias to first baseman Matt Olson.",0,8,6,85,"bottom",9,"2023-08-09T02:02:16.176Z","2023-08-09T02:04:28.578Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,669261,"Jack Suwinski","/api/v1/people/669261","L","Left",628452,"Raisel Iglesias","/api/v1/people/628452","R","Right","vs_RHP","vs_LHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Atlanta Braves","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",90.2,81.8,11,0.92,0.419,5.9941,30.65,-26.2372,-7.8979,3.4409,-1.0431,2.7152,3.8347,-131.269,-1.5792,-1.5055,50.0036,5.2988,-13.6317,25.2,7.2,24,2030,236,NA,NA,NA,NA,NA,NA,FALSE,-27.8,6.1,13.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717079,"2023-08-08",3,"2023-08-09T02:03:32.298Z","2023-08-09T02:03:37.213Z",TRUE,"pitch","9c2bb75e-877b-44d7-8dcc-96a00fe21c05",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,2,NA,NA,3.39,1.61,NA,133.26,180.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"85","atBat","Groundout","field_out","Jack Suwinski grounds out, pitcher Raisel Iglesias to first baseman Matt Olson.",0,8,6,85,"bottom",9,"2023-08-09T02:02:16.176Z","2023-08-09T02:04:28.578Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,669261,"Jack Suwinski","/api/v1/people/669261","L","Left",628452,"Raisel Iglesias","/api/v1/people/628452","R","Right","vs_RHP","vs_LHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Atlanta Braves","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.1,85.3,4,0.89,0.404,6.1269,29.3984,-15.161,-3.0036,9.1392,-0.4267,2.1731,3.6098,-135.5365,-5.4466,-1.3851,50.0064,5.2662,-5.594,16.8,3.6,24,2311,215,NA,NA,NA,NA,NA,NA,FALSE,-16,15.6,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717079,"2023-08-08",2,"2023-08-09T02:03:12.070Z","2023-08-09T02:03:16.471Z",TRUE,"pitch","c5a8b1de-a7ef-4928-abcd-e2da3bcc2e35",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,2,NA,NA,3.33,1.6171,NA,170.75,172.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"85","atBat","Groundout","field_out","Jack Suwinski grounds out, pitcher Raisel Iglesias to first baseman Matt Olson.",0,8,6,85,"bottom",9,"2023-08-09T02:02:16.176Z","2023-08-09T02:04:28.578Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,669261,"Jack Suwinski","/api/v1/people/669261","L","Left",628452,"Raisel Iglesias","/api/v1/people/628452","R","Right","vs_RHP","vs_LHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Atlanta Braves","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",88.2,80.9,13,0.91,0.4264,6.1234,26.5677,-24.2751,-7.4718,4.728,-1.4101,2.4621,2.7631,-128.4433,-2.4437,-1.5289,50.0038,5.3132,-12.4866,25.2,7.2,24,1834,236,NA,NA,NA,NA,NA,NA,FALSE,-26.9,8.3,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717079,"2023-08-08",1,"2023-08-09T02:02:54.459Z","2023-08-09T02:02:59.002Z",TRUE,"pitch","7a85a1e0-c97e-4ac1-9d06-3feabd740f23",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.3814,1.6429,NA,156.25,182.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"85","atBat","Groundout","field_out","Jack Suwinski grounds out, pitcher Raisel Iglesias to first baseman Matt Olson.",0,8,6,85,"bottom",9,"2023-08-09T02:02:16.176Z","2023-08-09T02:04:28.578Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,669261,"Jack Suwinski","/api/v1/people/669261","L","Left",628452,"Raisel Iglesias","/api/v1/people/628452","R","Right","vs_RHP","vs_LHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Atlanta Braves","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",90,82.4,13,0.92,0.4184,6.1726,27.8885,-23.8087,-7.8215,4.8195,-1.0296,2.0992,4.238,-130.9655,-3.4663,-1.6534,50.0016,5.2224,-13.5738,27.6,6,24,1830,237,NA,NA,NA,NA,NA,NA,FALSE,-25.6,8.2,13.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717079,"2023-08-08",0,"2023-08-09T02:02:39.623Z","2023-08-09T02:02:46.906Z",TRUE,"pitch","12a41d73-1d09-4a63-a5b8-7eb42c8b74a4",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.4757,1.6844,NA,110.88,204.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"85","atBat","Groundout","field_out","Jack Suwinski grounds out, pitcher Raisel Iglesias to first baseman Matt Olson.",0,8,6,85,"bottom",9,"2023-08-09T02:02:16.176Z","2023-08-09T02:04:28.578Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,669261,"Jack Suwinski","/api/v1/people/669261","L","Left",628452,"Raisel Iglesias","/api/v1/people/628452","R","Right","vs_RHP","vs_LHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Atlanta Braves","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",89.8,82.5,14,0.9,0.4196,6.5159,27.3673,-29.728,-10.4005,1.4163,0.1605,1.2684,8.0862,-130.5136,-4.309,-1.626,50.0035,5.1788,-17.9506,27.6,8.4,24,1965,239,NA,NA,NA,NA,NA,NA,FALSE,-32.2,1.8,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717079,"2023-08-08",6,"2023-08-09T02:02:06.123Z","2023-08-09T02:02:11.836Z",TRUE,"pitch","e7a4a50d-a433-42dd-93dd-3e1ec80f6441",6,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",4,2,2,NA,NA,3.3043,1.6171,NA,57.05,195.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"84","atBat","Walk","walk","Andrew McCutchen walks.",0,8,6,84,"bottom",9,"2023-08-09T02:00:19.071Z","2023-08-09T02:02:11.836Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,457705,"Andrew McCutchen","/api/v1/people/457705","R","Right",628452,"Raisel Iglesias","/api/v1/people/628452","R","Right","vs_RHP","vs_RHB","RISP",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Atlanta Braves",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",83.5,77,14,0.91,0.4508,6.8657,23.6968,-25.6095,6.3386,4.3892,1.5727,1.5949,5.0606,-121.4843,-3.5978,-1.3604,50.002,5.32,9.4776,21.6,7.2,24,2703,77,NA,NA,NA,NA,NA,NA,FALSE,-31.9,7.3,-12.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,457705,"Andrew McCutchen","/api/v1/people/457705",668804,"Bryan Reynolds","/api/v1/people/668804",NA,NA,NA
717079,"2023-08-08",5,"2023-08-09T02:01:46.393Z","2023-08-09T02:01:51.395Z",TRUE,"pitch","1942b496-d238-4292-a566-aec6f7260219",5,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",3,2,2,NA,NA,3.3557,1.5914,NA,146.34,193.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"84","atBat","Walk","walk","Andrew McCutchen walks.",0,8,6,84,"bottom",9,"2023-08-09T02:00:19.071Z","2023-08-09T02:02:11.836Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,457705,"Andrew McCutchen","/api/v1/people/457705","R","Right",628452,"Raisel Iglesias","/api/v1/people/628452","R","Right","vs_RHP","vs_RHB","RISP",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Atlanta Braves",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",88.8,81.7,7,0.91,0.4236,6.1896,26.5903,-27.3912,-9.3764,2.8238,-0.7697,1.6895,4.7139,-129.2483,-4.0515,-1.3975,50.0044,5.3777,-15.8867,27.6,7.2,24,1882,233,NA,NA,NA,NA,NA,NA,FALSE,-30.2,4.4,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717079,"2023-08-08",3,"2023-08-09T02:01:26.721Z","2023-08-09T02:01:31.441Z",TRUE,"pitch","76126d9f-ea85-41c8-a594-a80b9002cdc1",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,1,2,NA,NA,3.3557,1.6429,NA,160.36,175.28,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"84","atBat","Walk","walk","Andrew McCutchen walks.",0,8,6,84,"bottom",9,"2023-08-09T02:00:19.071Z","2023-08-09T02:02:11.836Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,457705,"Andrew McCutchen","/api/v1/people/457705","R","Right",628452,"Raisel Iglesias","/api/v1/people/628452","R","Right","vs_RHP","vs_RHB","RISP",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Atlanta Braves",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",88.6,81.2,13,0.92,0.4245,6.3547,26.9877,-23.5329,-8.5408,5.1248,-1.1376,2.3518,3.5207,-129.0654,-3.1914,-1.4101,50.0024,5.4176,-14.4015,30,7.2,24,1895,231,NA,NA,NA,NA,NA,NA,FALSE,-26,8.8,14.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717079,"2023-08-08",2,"2023-08-09T02:01:09.074Z","2023-08-09T02:01:12.705Z",TRUE,"pitch","e2e09c0a-0ce7-42e3-b9dc-ec3174b849db",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,1,2,NA,NA,3.36,1.59,NA,141.46,203.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"84","atBat","Walk","walk","Andrew McCutchen walks.",0,8,6,84,"bottom",9,"2023-08-09T02:00:19.071Z","2023-08-09T02:02:11.836Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,457705,"Andrew McCutchen","/api/v1/people/457705","R","Right",628452,"Raisel Iglesias","/api/v1/people/628452","R","Right","vs_RHP","vs_RHB","RISP",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Atlanta Braves",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",87.9,80.9,13,0.9,0.4281,6.1276,25.8836,-25.7765,-9.1981,3.8583,-0.6418,1.3241,5.0962,-127.8395,-5.1426,-1.4641,50.0029,5.3803,-15.2538,27.6,7.2,24,1831,230,NA,NA,NA,NA,NA,NA,FALSE,-29.3,6.1,15.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
