"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link"
744935,"2024-05-20",2,"2024-05-20T21:42:39.164Z","2024-05-20T21:42:48.414Z",TRUE,"pitch","cf72ae30-b733-4c5e-b584-bedcbb0be558",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,0,2,NA,NA,3.55,1.62,NA,124.02,177.68,"line_drive","hard","8",133.61,86.16,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Lineout","field_out","Tommy Pham lines out sharply to center fielder Kevin Kiermaier.",0,3,9,76,"top",9,"2024-05-20T21:41:38.973Z","2024-05-20T21:42:48.414Z",TRUE,FALSE,FALSE,TRUE,0,2,0,3,502054,"Tommy Pham","/api/v1/people/502054","R","Right",657024,"Erik Swanson","/api/v1/people/657024","R","Right","vs_RHP","vs_RHB","Empty",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Toronto Blue Jays","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94,84.5,5,0.9,0.4039,6.8306,35.4416,-8.334,-5.4839,12.8612,-0.1841,2.2629,2.8995,-136.6005,-8.0623,-0.5578,50.0064,5.8592,-10.1678,42,3.6,24,2433,207,105.4,14,284,NA,NA,NA,TRUE,-10.1,21.4,9.1,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
744935,"2024-05-20",1,"2024-05-20T21:42:20.782Z","2024-05-20T21:42:24.660Z",TRUE,"pitch","85dc9845-adaa-44ef-aab5-94c8cdb7e9a5",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,2,NA,NA,3.6102,1.6427,NA,93.12,214.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Lineout","field_out","Tommy Pham lines out sharply to center fielder Kevin Kiermaier.",0,3,9,76,"top",9,"2024-05-20T21:41:38.973Z","2024-05-20T21:42:48.414Z",TRUE,FALSE,FALSE,TRUE,0,2,0,3,502054,"Tommy Pham","/api/v1/people/502054","R","Right",657024,"Erik Swanson","/api/v1/people/657024","R","Right","vs_RHP","vs_RHB","Empty",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Toronto Blue Jays","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.6,79.9,14,0.91,0.4344,6.852,25.3016,-26.4133,4.0936,3.5765,0.6266,0.9103,3.0835,-126.0338,-6.3437,-1.1441,50.0048,5.5896,6.5935,14.4,7.2,24,2504,127,NA,NA,NA,NA,NA,NA,FALSE,-31.2,5.3,-8.2,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
744935,"2024-05-20",0,"2024-05-20T21:42:00.585Z","2024-05-20T21:42:03.621Z",TRUE,"pitch","73ad154a-d5a8-4acf-90f7-a53edfcbb74e",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.6426,1.6748,NA,69.88,160.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Lineout","field_out","Tommy Pham lines out sharply to center fielder Kevin Kiermaier.",0,3,9,76,"top",9,"2024-05-20T21:41:38.973Z","2024-05-20T21:42:48.414Z",TRUE,FALSE,FALSE,TRUE,0,2,0,3,502054,"Tommy Pham","/api/v1/people/502054","R","Right",657024,"Erik Swanson","/api/v1/people/657024","R","Right","vs_RHP","vs_RHB","Empty",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Toronto Blue Jays","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85.9,79.2,12,0.9,0.4372,6.7026,24.6448,-30.7397,4.9546,0.9016,1.2361,2.8888,3.7501,-125.1528,-1.0724,-0.9241,50.0026,5.8346,7.8793,15.6,8.4,24,2382,94,NA,NA,NA,NA,NA,NA,FALSE,-35.3,1.7,-9.8,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
744935,"2024-05-20",4,"2024-05-20T21:41:25.789Z","2024-05-20T21:41:35.897Z",TRUE,"pitch","2dd5ee75-3643-4ddd-8227-952cea521e50",5,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",3,1,1,NA,NA,3.39,1.61,NA,113.68,179,"line_drive","hard","7",76.13,78.37,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Lineout","field_out","Danny Mendick lines out sharply to left fielder Daulton Varsho.",0,3,9,75,"top",9,"2024-05-20T21:40:00.538Z","2024-05-20T21:41:35.897Z",TRUE,FALSE,FALSE,TRUE,0,3,1,2,664901,"Danny Mendick","/api/v1/people/664901","R","Right",657024,"Erik Swanson","/api/v1/people/657024","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Toronto Blue Jays","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.4,84.3,5,0.9,0.4058,6.7761,33.792,-10.2964,-5.7762,11.8994,0.0872,2.214,3.5292,-135.7437,-7.7857,-0.4893,50.0052,5.8632,-10.6224,38.4,3.6,24,2291,209,104,19,325,NA,NA,NA,TRUE,-12,19.8,9.6,NA,NA,NA,NA,NA,TRUE,TRUE,670032,"Nicky Lopez","/api/v1/people/670032",NA,NA,NA,NA,NA,NA
744935,"2024-05-20",3,"2024-05-20T21:41:07.612Z","2024-05-20T21:41:12.848Z",TRUE,"pitch","8bef0934-ae15-4b23-acd3-4879e2ec6843",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,1,1,NA,NA,3.5524,1.6858,NA,135.75,129.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Lineout","field_out","Danny Mendick lines out sharply to left fielder Daulton Varsho.",0,3,9,75,"top",9,"2024-05-20T21:40:00.538Z","2024-05-20T21:41:35.897Z",TRUE,FALSE,FALSE,TRUE,0,3,1,2,664901,"Danny Mendick","/api/v1/people/664901","R","Right",657024,"Erik Swanson","/api/v1/people/657024","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Toronto Blue Jays","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.9,83.6,11,0.9,0.4078,6.8981,34.057,-13.1945,-4.9255,10.43,-0.4919,4.0634,2.1728,-135.1714,-2.5714,-0.6738,50.002,5.9734,-8.9615,31.2,3.6,24,2330,204,NA,NA,NA,NA,NA,NA,FALSE,-13.7,18.4,8.3,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
744935,"2024-05-20",2,"2024-05-20T21:40:46.155Z","2024-05-20T21:40:49.330Z",TRUE,"pitch","9b2c892b-5003-4397-afa9-e0dc3bcec467",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",2,1,1,NA,NA,3.5186,1.756,NA,124.95,187.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Lineout","field_out","Danny Mendick lines out sharply to left fielder Daulton Varsho.",0,3,9,75,"top",9,"2024-05-20T21:40:00.538Z","2024-05-20T21:41:35.897Z",TRUE,FALSE,FALSE,TRUE,0,3,1,2,664901,"Danny Mendick","/api/v1/people/664901","R","Right",657024,"Erik Swanson","/api/v1/people/657024","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Toronto Blue Jays","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93,84.3,8,0.9,0.4068,6.9345,32.5268,-10.7044,-4.6488,11.7259,-0.2085,1.9153,2.4558,-135.2042,-8.433,-0.53,50.0013,5.8475,-8.5106,32.4,3.6,24,2345,208,NA,NA,NA,NA,NA,NA,FALSE,-12.6,19.4,7.8,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
744935,"2024-05-20",1,"2024-05-20T21:40:29.350Z","2024-05-20T21:40:34.164Z",TRUE,"pitch","f8c5b7b5-e2e5-49b7-90b5-7a4505b5dbe8",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,1,NA,NA,3.5545,1.7573,NA,149.81,134.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Lineout","field_out","Danny Mendick lines out sharply to left fielder Daulton Varsho.",0,3,9,75,"top",9,"2024-05-20T21:40:00.538Z","2024-05-20T21:41:35.897Z",TRUE,FALSE,FALSE,TRUE,0,3,1,2,664901,"Danny Mendick","/api/v1/people/664901","R","Right",657024,"Erik Swanson","/api/v1/people/657024","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Toronto Blue Jays","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.5,83.1,11,0.9,0.41,6.8426,34.1501,-10.5863,-5.4462,11.9945,-0.8607,3.8493,1.3292,-134.5374,-3.6456,-0.6596,50.0019,5.9943,-9.8009,39.6,3.6,24,2342,205,NA,NA,NA,NA,NA,NA,FALSE,-11.5,20.9,9.5,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
744935,"2024-05-20",0,"2024-05-20T21:40:12.406Z","2024-05-20T21:40:15.445Z",TRUE,"pitch","7f8ecb41-0cb6-4b8d-8a12-e5d676bfc177",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.5181,1.7564,NA,58.49,196.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Lineout","field_out","Danny Mendick lines out sharply to left fielder Daulton Varsho.",0,3,9,75,"top",9,"2024-05-20T21:40:00.538Z","2024-05-20T21:41:35.897Z",TRUE,FALSE,FALSE,TRUE,0,3,1,2,664901,"Danny Mendick","/api/v1/people/664901","R","Right",657024,"Erik Swanson","/api/v1/people/657024","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Toronto Blue Jays","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85.6,79.3,14,0.9,0.4388,6.8507,24.2038,-32.1212,5.1599,0.0306,1.5349,1.568,4.3922,-124.6426,-3.6992,-0.918,50.0014,5.7136,8.1461,15.6,8.4,24,2460,81,NA,NA,NA,NA,NA,NA,FALSE,-37.7,-0.5,-10.3,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
744935,"2024-05-20",4,"2024-05-20T21:39:38.761Z","2024-05-20T21:39:48.732Z",TRUE,"pitch","bb209a95-45d8-40b4-800c-4f5e12a926f2",5,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",3,1,1,NA,NA,3.02,1.33,NA,122.83,159.13,"line_drive","medium","8",150.97,84.62,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Single","single","Nicky Lopez singles on a line drive to center fielder Kevin Kiermaier.",0,3,9,74,"top",9,"2024-05-20T21:38:17.009Z","2024-05-20T21:39:48.732Z",TRUE,FALSE,FALSE,FALSE,33,3,1,1,670032,"Nicky Lopez","/api/v1/people/670032","L","Left",657024,"Erik Swanson","/api/v1/people/657024","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Toronto Blue Jays","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94,85.4,2,0.9,0.4015,6.6212,32.1049,-12.8396,-6.4033,10.2711,-0.153,2.95,3.1509,-136.7924,-5.7399,-0.4923,50.0016,5.9669,-12.0508,38.4,3.6,24,2321,209,96.1,15,278,NA,NA,NA,FALSE,-13.7,17.5,10.9,NA,NA,NA,NA,NA,FALSE,TRUE,670032,"Nicky Lopez","/api/v1/people/670032",NA,NA,NA,NA,NA,NA
744935,"2024-05-20",3,"2024-05-20T21:39:23.304Z","2024-05-20T21:39:26.970Z",TRUE,"pitch","7541b953-0070-4520-af97-6842a2d4c61d",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,1,1,NA,NA,3.0429,1.3908,NA,135.95,134.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Single","single","Nicky Lopez singles on a line drive to center fielder Kevin Kiermaier.",0,3,9,74,"top",9,"2024-05-20T21:38:17.009Z","2024-05-20T21:39:48.732Z",TRUE,FALSE,FALSE,FALSE,33,3,1,1,670032,"Nicky Lopez","/api/v1/people/670032","L","Left",657024,"Erik Swanson","/api/v1/people/657024","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Toronto Blue Jays","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.5,86.1,11,0.9,0.3963,6.5861,35.5699,-14.5219,-6.161,9.1588,-0.4971,3.8479,2.3364,-139.0144,-3.4348,-0.5554,50.0036,6.0839,-11.876,36,3.6,24,2407,214,NA,NA,NA,NA,NA,NA,FALSE,-14.4,16,10.6,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
