"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","isBaseRunningPlay","base","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link"
716634,"2023-09-11",1,"2023-09-11T02:41:57.459Z","2023-09-11T02:42:04.890Z",TRUE,"pitch","a2c0b43c-ec79-40b4-91fa-3d52d9c1bbf1",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,1,2,NA,NA,3.3,1.53,NA,129.53,183.6,"ground_ball","hard","6",110.24,147.83,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Groundout","field_out","Hunter Goodman grounds out sharply, shortstop Brandon Crawford to first baseman Wilmer Flores.",0,3,6,70,"top",9,"2023-09-11T02:41:22.507Z","2023-09-11T02:42:04.890Z",TRUE,FALSE,FALSE,TRUE,0,0,1,3,696100,"Hunter Goodman","/api/v1/people/696100","R","Right",666808,"Camilo Doval","/api/v1/people/666808","R","Right","vs_RHP","vs_RHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","San Francisco Giants","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",97.9,90.2,7,0.89,0.3836,6.5627,31.1656,-30.472,-5.7994,0.8222,-0.3287,2.0436,6.0419,-142.5054,-3.5622,-1.7176,50.0032,5.2239,-11.9904,19.2,6,24,2286,222,101.5,-16,9,NA,NA,NA,TRUE,-27.5,1,9.4,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716634,"2023-09-11",0,"2023-09-11T02:41:37.163Z","2023-09-11T02:41:41.379Z",TRUE,"pitch","34cd010f-d49a-40e8-ba11-0a3ff6b81fa2",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.2052,1.6213,NA,105.48,191.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Groundout","field_out","Hunter Goodman grounds out sharply, shortstop Brandon Crawford to first baseman Wilmer Flores.",0,3,6,70,"top",9,"2023-09-11T02:41:22.507Z","2023-09-11T02:42:04.890Z",TRUE,FALSE,FALSE,TRUE,0,0,1,3,696100,"Hunter Goodman","/api/v1/people/696100","R","Right",666808,"Camilo Doval","/api/v1/people/666808","R","Right","vs_RHP","vs_RHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","San Francisco Giants","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",97.8,90.2,9,0.89,0.3838,6.6401,30.0074,-22.9083,-7.1442,4.4837,0.3023,1.7343,8.2499,-142.2427,-5.2942,-1.6956,50.0038,5.0552,-14.7665,28.8,4.8,24,2383,229,NA,NA,NA,NA,NA,NA,FALSE,-21.1,7.3,11.4,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716634,"2023-09-11",6,"2023-09-11T02:41:01.862Z","2023-09-11T02:41:09.396Z",TRUE,"pitch","857681f2-2f2b-40d9-9541-4873f306deb1",6,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,2,1,NA,NA,3.93,1.87,NA,134.02,191.06,"ground_ball","medium","4",150.84,153.29,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Groundout","field_out","Nolan Jones grounds out, second baseman Thairo Estrada to first baseman Wilmer Flores. Elehuris Montero to 3rd.",0,3,6,69,"top",9,"2023-09-11T02:38:35.934Z","2023-09-11T02:41:09.396Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,666134,"Nolan Jones","/api/v1/people/666134","L","Left",666808,"Camilo Doval","/api/v1/people/666808","R","Right","vs_RHP","vs_LHB","RISP",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","San Francisco Giants",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.7,82.7,7,0.91,0.4215,6.5271,23.4223,-34.9319,3.9543,-1.6057,-0.4466,1.7675,1.8978,-129.2603,-2.5912,-1.701,50.0045,5.4284,6.7848,10.8,8.4,24,2653,71,82.1,-12,10,NA,NA,NA,TRUE,-37.6,-3.2,-7.6,NA,NA,NA,NA,NA,NA,TRUE,TRUE,660707,"Elehuris Montero","/api/v1/people/660707",NA,NA,NA,NA,NA,NA
716634,"2023-09-11",5,"2023-09-11T02:40:38.385Z","2023-09-11T02:40:42.348Z",TRUE,"pitch","c02164b2-fd4c-4c07-ae53-55c52da92c4d",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,1,NA,NA,3.93,1.87,NA,109.2,160.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Groundout","field_out","Nolan Jones grounds out, second baseman Thairo Estrada to first baseman Wilmer Flores. Elehuris Montero to 3rd.",0,3,6,69,"top",9,"2023-09-11T02:38:35.934Z","2023-09-11T02:41:09.396Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,666134,"Nolan Jones","/api/v1/people/666134","L","Left",666808,"Camilo Doval","/api/v1/people/666808","R","Right","vs_RHP","vs_LHB","RISP",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","San Francisco Giants",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",99.5,91.1,5,0.9,0.3781,6.6543,32.9402,-15.7034,-5.1147,7.7457,0.2046,2.8996,6.837,-144.7113,-4.3017,-1.5212,50.0036,5.3637,-10.8773,28.8,3.6,24,2406,220,NA,NA,NA,NA,NA,NA,FALSE,-14.3,13.3,7.9,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716634,"2023-09-11",4,"2023-09-11T02:40:17.109Z","2023-09-11T02:40:20.634Z",TRUE,"pitch","da76f9b2-821b-4488-8301-d5f67cad9bb9",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,1,NA,NA,3.93,1.87,NA,114.25,195.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Groundout","field_out","Nolan Jones grounds out, second baseman Thairo Estrada to first baseman Wilmer Flores. Elehuris Montero to 3rd.",0,3,6,69,"top",9,"2023-09-11T02:38:35.934Z","2023-09-11T02:41:09.396Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,666134,"Nolan Jones","/api/v1/people/666134","L","Left",666808,"Camilo Doval","/api/v1/people/666808","R","Right","vs_RHP","vs_LHB","RISP",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","San Francisco Giants",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.2,82.6,14,0.91,0.4229,6.513,22.0932,-32.9725,2.4538,-0.4715,0.0722,1.621,3.4448,-128.6371,-3.0138,-1.5938,50.0008,5.3167,4.1862,8.4,8.4,24,2377,73,NA,NA,NA,NA,NA,NA,FALSE,-35.8,-1.2,-5,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716634,"2023-09-11",3,"2023-09-11T02:40:00.499Z","2023-09-11T02:40:04.769Z",TRUE,"pitch","8a265a0f-25fe-4f8e-889b-8f91f881936a",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,1,NA,NA,3.9697,1.9221,NA,154.76,147.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Groundout","field_out","Nolan Jones grounds out, second baseman Thairo Estrada to first baseman Wilmer Flores. Elehuris Montero to 3rd.",0,3,6,69,"top",9,"2023-09-11T02:38:35.934Z","2023-09-11T02:41:09.396Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,666134,"Nolan Jones","/api/v1/people/666134","L","Left",666808,"Camilo Doval","/api/v1/people/666808","R","Right","vs_RHP","vs_LHB","RISP",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","San Francisco Giants",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",99.3,91.5,11,0.9,0.3772,6.5125,30.7116,-17.851,-4.3794,6.6942,-0.9905,3.3966,3.7554,-144.6694,-2.4523,-1.7303,50.006,5.3374,-9.374,25.2,3.6,24,2446,213,NA,NA,NA,NA,NA,NA,FALSE,-15.6,11.9,7.3,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716634,"2023-09-11",2,"2023-09-11T02:39:37.393Z","2023-09-11T02:39:42.304Z",TRUE,"pitch","85728a2e-6580-49ac-acf2-a8c91aaf56ab",2,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",1,1,1,NA,NA,3.8469,1.851,NA,134.01,206.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Groundout","field_out","Nolan Jones grounds out, second baseman Thairo Estrada to first baseman Wilmer Flores. Elehuris Montero to 3rd.",0,3,6,69,"top",9,"2023-09-11T02:38:35.934Z","2023-09-11T02:41:09.396Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,666134,"Nolan Jones","/api/v1/people/666134","L","Left",666808,"Camilo Doval","/api/v1/people/666808","R","Right","vs_RHP","vs_LHB","RISP",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","San Francisco Giants",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.9,81.7,13,0.91,0.4262,6.4468,23.9175,-29.3013,3.1155,1.7155,-0.4462,1.1795,2.2731,-128.0345,-4.6537,-1.7473,50.0056,5.2869,5.2253,10.8,7.2,24,2553,59,NA,NA,NA,NA,NA,NA,FALSE,-32.6,2.4,-6.1,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716634,"2023-09-11",0,"2023-09-11T02:38:52.495Z","2023-09-11T02:38:56.896Z",TRUE,"pitch","0faa4e7e-dc73-4c0f-9727-42c657eb0fd2",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.9477,1.8441,NA,132.79,196.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Groundout","field_out","Nolan Jones grounds out, second baseman Thairo Estrada to first baseman Wilmer Flores. Elehuris Montero to 3rd.",0,3,6,69,"top",9,"2023-09-11T02:38:35.934Z","2023-09-11T02:41:09.396Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,666134,"Nolan Jones","/api/v1/people/666134","L","Left",666808,"Camilo Doval","/api/v1/people/666808","R","Right","vs_RHP","vs_LHB","RISP",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","San Francisco Giants",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.4,81.7,13,0.91,0.4247,6.4225,25.4151,-29.2894,2.7285,1.707,-0.4143,1.555,3.0012,-128.73,-3.6955,-1.9474,50.002,5.2637,4.6016,9.6,7.2,24,2457,81,NA,NA,NA,NA,NA,NA,FALSE,-32.3,2.5,-5.6,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716634,"2023-09-11",1,"2023-09-11T02:39:09.355Z","2023-09-11T02:39:37.393Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",3,6,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,1,1,666134,"/api/v1/people/666134",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"69","atBat","Groundout","field_out","Nolan Jones grounds out, second baseman Thairo Estrada to first baseman Wilmer Flores. Elehuris Montero to 3rd.",0,3,6,69,"top",9,"2023-09-11T02:38:35.934Z","2023-09-11T02:41:09.396Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,666134,"Nolan Jones","/api/v1/people/666134","L","Left",666808,"Camilo Doval","/api/v1/people/666808","R","Right","vs_RHP","vs_LHB","RISP",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","San Francisco Giants",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716634,"2023-09-11",0,"2023-09-11T02:38:09.047Z","2023-09-11T02:38:22.849Z",TRUE,"pitch","dede7441-3931-4f70-b9bb-a73bad674819",1,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",0,0,1,NA,NA,3.36,1.7,NA,120.07,148.41,"line_drive","hard","7",47.81,82.88,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Double","double","Elehuris Montero doubles (12) on a sharp line drive to left fielder Luis Matos.",0,3,6,68,"top",9,"2023-09-11T02:37:55.789Z","2023-09-11T02:38:22.849Z",TRUE,FALSE,FALSE,FALSE,34,0,0,1,660707,"Elehuris Montero","/api/v1/people/660707","R","Right",666808,"Camilo Doval","/api/v1/people/666808","R","Right","vs_RHP","vs_RHB","RISP",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","San Francisco Giants","true",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",99.4,91.3,2,0.9,0.3776,6.5461,31.768,-18.8276,-3.744,6.2546,-0.0806,3.3472,5.9057,-144.7055,-2.2039,-1.6555,50.0032,5.264,-7.9906,19.2,3.6,24,2414,230,103,20,346,NA,NA,NA,FALSE,-16.4,11,5.6,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,660707,"Elehuris Montero","/api/v1/people/660707"
