"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","base","replacedPlayer.id","replacedPlayer.link","isBaseRunningPlay","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
717569,"2023-06-29",4,"2023-06-30T00:34:12.890Z","2023-06-30T00:34:25.642Z",TRUE,"pitch","d9dcfe6f-83bb-4434-9cce-5d8c046ee2a3",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,2,2,NA,NA,3.28,1.52,NA,105.56,159.37,"fly_ball","medium","9",194.31,126.43,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Flyout","field_out","Adam Duvall flies out to right fielder Jesus Sanchez.",0,2,0,65,"bottom",9,"2023-06-30T00:33:08.246Z","2023-06-30T00:34:25.642Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,594807,"Adam Duvall","/api/v1/people/594807","R","Right",640462,"A.J. Puk","/api/v1/people/640462","L","Left","vs_LHP","vs_RHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox","Miami Marlins",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.2,87.3,3,0.9,0.3954,7.2207,29.6707,-18.9349,7.4085,6.8069,0.3002,2.9412,-10.8106,-138.3234,-3.045,3.2893,50.0066,5.3197,14.4186,32.4,4.8,24,2195,129,80.7,50,248,NA,NA,NA,TRUE,-18.2,11.9,-11.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717569,"2023-06-29",2,"2023-06-30T00:33:43.316Z","2023-06-30T00:33:50.123Z",TRUE,"pitch","99a6e75c-bc77-4b23-af6f-036836fb9459",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,2,2,NA,NA,3.28,1.52,NA,71.87,147.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Flyout","field_out","Adam Duvall flies out to right fielder Jesus Sanchez.",0,2,0,65,"bottom",9,"2023-06-30T00:33:08.246Z","2023-06-30T00:34:25.642Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,594807,"Adam Duvall","/api/v1/people/594807","R","Right",640462,"A.J. Puk","/api/v1/people/640462","L","Left","vs_LHP","vs_RHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox","Miami Marlins",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.5,87.5,12,0.9,0.3939,7.969,29.8067,-17.4292,6.572,7.5217,1.184,3.3703,-8.3797,-138.8292,-2.0035,3.3815,50.0045,5.2559,12.8867,32.4,4.8,24,2228,128,NA,NA,NA,NA,NA,NA,FALSE,-16.6,13.4,-10.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717569,"2023-06-29",1,"2023-06-30T00:33:24.795Z","2023-06-30T00:33:30.198Z",TRUE,"pitch","77765d3f-6e3e-4514-96fe-77aac10f650d",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.3319,1.5356,NA,117.23,231.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Flyout","field_out","Adam Duvall flies out to right fielder Jesus Sanchez.",0,2,0,65,"bottom",9,"2023-06-30T00:33:08.246Z","2023-06-30T00:34:25.642Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,594807,"Adam Duvall","/api/v1/people/594807","R","Right",640462,"A.J. Puk","/api/v1/people/640462","L","Left","vs_LHP","vs_RHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox","Miami Marlins",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",83,77.7,13,0.91,0.4513,7.9346,20.6909,-30.6466,-4.347,1.0204,-0.006,0.2563,-7.1059,-120.7882,-5.2043,3.5241,50.0029,5.0934,-6.5048,13.2,8.4,24,2436,287,NA,NA,NA,NA,NA,NA,FALSE,-38.4,1,9.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717569,"2023-06-29",0,"2023-06-30T00:33:08.246Z","2023-06-30T00:33:14.257Z",TRUE,"pitch","134245e8-540c-4ccf-853b-60df29fe1dad",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.4776,1.5926,NA,115.51,204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Flyout","field_out","Adam Duvall flies out to right fielder Jesus Sanchez.",0,2,0,65,"bottom",9,"2023-06-30T00:33:08.246Z","2023-06-30T00:34:25.642Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,594807,"Adam Duvall","/api/v1/people/594807","R","Right",640462,"A.J. Puk","/api/v1/people/640462","L","Left","vs_LHP","vs_RHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox","Miami Marlins",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.4,88.2,14,0.89,0.3938,7.4785,27.5659,-19.3477,7.604,6.5249,0.0391,1.2882,-11.5431,-138.489,-6.9539,3.2511,50.0011,5.1013,14.9422,31.2,4.8,24,2259,122,NA,NA,NA,NA,NA,NA,FALSE,-19.3,10.7,-11.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717569,"2023-06-29",3,"2023-06-30T00:33:56.018Z","2023-06-30T00:34:12.890Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",2,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,1,2,2,594807,"/api/v1/people/594807",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"65","atBat","Flyout","field_out","Adam Duvall flies out to right fielder Jesus Sanchez.",0,2,0,65,"bottom",9,"2023-06-30T00:33:08.246Z","2023-06-30T00:34:25.642Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,594807,"Adam Duvall","/api/v1/people/594807","R","Right",640462,"A.J. Puk","/api/v1/people/640462","L","Left","vs_LHP","vs_RHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox","Miami Marlins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717569,"2023-06-29",4,"2023-06-30T00:32:38.006Z","2023-06-30T00:32:42.176Z",TRUE,"pitch","5a61e0b2-50f3-454d-9903-14128ceeb855",5,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,3,1,NA,NA,3.32,1.51,NA,138.33,161.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Strikeout","strikeout","Rafael Devers strikes out swinging.",0,2,0,64,"bottom",9,"2023-06-30T00:31:18.839Z","2023-06-30T00:32:42.176Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,646240,"Rafael Devers","/api/v1/people/646240","L","Left",640462,"A.J. Puk","/api/v1/people/640462","L","Left","vs_LHP","vs_LHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox","Miami Marlins","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.6,87.8,1,0.9,0.3938,7.8947,28.982,-15.651,7.2394,8.4211,-0.5597,2.859,-12.7061,-138.7024,-3.7047,3.1254,50.0024,5.2456,14.2049,34.8,3.6,24,2274,125,NA,NA,NA,NA,NA,NA,TRUE,-15.2,14.6,-10.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717569,"2023-06-29",3,"2023-06-30T00:32:17.843Z","2023-06-30T00:32:22.983Z",TRUE,"pitch","2d7d7bda-a459-48b8-ba76-b28b22eb5085",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,1,NA,NA,3.32,1.51,NA,159.97,197.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Strikeout","strikeout","Rafael Devers strikes out swinging.",0,2,0,64,"bottom",9,"2023-06-30T00:31:18.839Z","2023-06-30T00:32:42.176Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,646240,"Rafael Devers","/api/v1/people/646240","L","Left",640462,"A.J. Puk","/api/v1/people/640462","L","Left","vs_LHP","vs_LHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox","Miami Marlins","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",84.7,78.1,13,0.9,0.4453,7.6271,24.1434,-26.6433,-3.2512,3.6058,-1.1272,1.5344,-9.785,-122.9639,-3.367,3.3242,50.0008,5.1793,-4.9821,14.4,7.2,24,2359,291,NA,NA,NA,NA,NA,NA,FALSE,-32.3,6,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717569,"2023-06-29",2,"2023-06-30T00:31:53.037Z","2023-06-30T00:31:58.670Z",TRUE,"pitch","a22499d8-9675-42e7-9b30-bbe608c99ad8",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,1,NA,NA,3.32,1.51,NA,106.86,185.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Strikeout","strikeout","Rafael Devers strikes out swinging.",0,2,0,64,"bottom",9,"2023-06-30T00:31:18.839Z","2023-06-30T00:32:42.176Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,646240,"Rafael Devers","/api/v1/people/646240","L","Left",640462,"A.J. Puk","/api/v1/people/640462","L","Left","vs_LHP","vs_LHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox","Miami Marlins","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.7,86.4,8,0.91,0.3992,7.9342,30.8587,-23.9897,12.0646,4.2926,0.266,1.9559,-12.2868,-137.3044,-4.2869,3.2349,50.0017,5.1731,22.9975,39.6,7.2,24,2314,128,NA,NA,NA,NA,NA,NA,FALSE,-23.8,7,-19.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717569,"2023-06-29",1,"2023-06-30T00:31:37.462Z","2023-06-30T00:31:42.298Z",TRUE,"pitch","8b1f201f-670c-4daa-ab16-d1b47b7d481c",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,1,NA,NA,3.3319,1.5949,NA,106.23,215.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Strikeout","strikeout","Rafael Devers strikes out swinging.",0,2,0,64,"bottom",9,"2023-06-30T00:31:18.839Z","2023-06-30T00:32:42.176Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,646240,"Rafael Devers","/api/v1/people/646240","L","Left",640462,"A.J. Puk","/api/v1/people/640462","L","Left","vs_LHP","vs_LHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox","Miami Marlins","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",83.5,76,14,0.91,0.454,7.8915,27.1144,-28.2953,-3.7396,2.6461,0.2824,0.8667,-6.3998,-121.3419,-4.193,3.456,50.0057,5.1252,-5.4929,13.2,8.4,24,2435,255,NA,NA,NA,NA,NA,NA,FALSE,-35.9,3.8,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717569,"2023-06-29",0,"2023-06-30T00:31:22.089Z","2023-06-30T00:31:25.672Z",TRUE,"pitch","f43001f7-3f60-4b51-b2b4-97a8c2592d2e",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,1,NA,NA,3.32,1.51,NA,97.9,168.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Strikeout","strikeout","Rafael Devers strikes out swinging.",0,2,0,64,"bottom",9,"2023-06-30T00:31:18.839Z","2023-06-30T00:32:42.176Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,646240,"Rafael Devers","/api/v1/people/646240","L","Left",640462,"A.J. Puk","/api/v1/people/640462","L","Left","vs_LHP","vs_LHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox","Miami Marlins","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.7,88.1,6,0.92,0.3906,7.5705,32.5171,-24.4458,11.9121,3.8799,0.5011,2.6021,-11.8945,-140.3659,-2.6534,3.251,50.0004,5.1557,23.708,39.6,7.2,24,2319,124,NA,NA,NA,NA,NA,NA,FALSE,-22.8,6.6,-19.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717569,"2023-06-29",8,"2023-06-30T00:30:53.561Z","2023-06-30T00:30:57.810Z",TRUE,"pitch","130dfab3-b18c-4f15-bd5b-018e7bf79b10",7,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,3,0,NA,NA,3.46,1.58,NA,99.68,165.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Strikeout","strikeout","Rob Refsnyder strikes out swinging.",0,2,0,63,"bottom",9,"2023-06-30T00:29:01.784Z","2023-06-30T00:30:57.810Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,608701,"Rob Refsnyder","/api/v1/people/608701","R","Right",640462,"A.J. Puk","/api/v1/people/640462","L","Left","vs_LHP","vs_RHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox","Miami Marlins",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.2,87.4,6,0.9,0.393,7.4053,32.7134,-16.7935,9.4742,7.823,0.4545,2.7092,-11.0086,-139.6172,-3.8077,3.2258,50.0004,5.2024,18.6211,42,4.8,24,2287,125,NA,NA,NA,NA,NA,NA,TRUE,-16.3,13.4,-14.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717569,"2023-06-29",7,"2023-06-30T00:30:34.017Z","2023-06-30T00:30:37.366Z",TRUE,"pitch","27b7ab74-d8ee-4323-aef2-69edd6878f02",6,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,0,NA,NA,3.46,1.58,NA,94.46,168.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Strikeout","strikeout","Rob Refsnyder strikes out swinging.",0,2,0,63,"bottom",9,"2023-06-30T00:29:01.784Z","2023-06-30T00:30:57.810Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,608701,"Rob Refsnyder","/api/v1/people/608701","R","Right",640462,"A.J. Puk","/api/v1/people/640462","L","Left","vs_LHP","vs_RHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox","Miami Marlins",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.5,87.5,6,0.89,0.3942,7.4073,29.9697,-18.8439,8.1849,6.8139,0.5914,2.6079,-10.3635,-138.7494,-3.6728,3.3051,50.0069,5.1988,16.0224,34.8,4.8,24,2251,126,NA,NA,NA,NA,NA,NA,FALSE,-18.2,11.8,-12.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
