"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isSubstitution","isBaseRunningPlay","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link"
717297,"2023-07-23",4,"2023-07-23T03:54:29.191Z","2023-07-23T03:54:37.975Z",TRUE,"pitch","ed801852-a7fa-44b3-b07a-4b9da66facf1",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,1,1,NA,NA,3.467,1.589,NA,136.2,170.52,"ground_ball","hard","1",128.89,183.28,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Grounded Into DP","grounded_into_double_play","Trey Cabbage grounds into a double play, pitcher David Bednar to catcher Endy Rodriguez to first baseman Carlos Santana. Taylor Ward out at home. Trey Cabbage out at 1st.",0,3,0,72,"bottom",9,"2023-07-23T03:53:28.087Z","2023-07-23T03:54:37.975Z",TRUE,FALSE,FALSE,TRUE,24,2,1,3,663550,"Trey Cabbage","/api/v1/people/663550","L","Left",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_LHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Angels","Pittsburgh Pirates",NA,NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",92.3,85,4,0.73,0.4067,6.5551,27.8678,-24.5221,-1.4216,4.1572,-0.5037,2.5282,3.995,-134.4421,-4.1124,-1.8211,50.0002,5.8084,-2.6151,3.6,6,24,2200,131,101.3,-12,12,NA,NA,NA,TRUE,-25.1,6.8,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717297,"2023-07-23",3,"2023-07-23T03:54:08.188Z","2023-07-23T03:54:11.444Z",TRUE,"pitch","03f4da59-3c9d-483f-9d8c-aa2110535c8d",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,1,1,NA,NA,3.467,1.589,NA,147.11,165.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Grounded Into DP","grounded_into_double_play","Trey Cabbage grounds into a double play, pitcher David Bednar to catcher Endy Rodriguez to first baseman Carlos Santana. Taylor Ward out at home. Trey Cabbage out at 1st.",0,3,0,72,"bottom",9,"2023-07-23T03:53:28.087Z","2023-07-23T03:54:37.975Z",TRUE,FALSE,FALSE,TRUE,24,2,1,3,663550,"Trey Cabbage","/api/v1/people/663550","L","Left",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_LHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Angels","Pittsburgh Pirates",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.2,88.9,4,0.91,0.3871,6.8074,31.9435,-12.6998,-5.1909,9.6008,-0.79,2.7147,4.8626,-141.452,-6.0884,-1.856,50.0051,5.7077,-10.5319,33.6,3.6,24,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,-12.6,16.3,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717297,"2023-07-23",2,"2023-07-23T03:53:48.384Z","2023-07-23T03:53:51.462Z",TRUE,"pitch","9baeca97-37e5-4ccd-8b75-a0c9ac68778e",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,1,NA,NA,3.6037,1.6556,NA,190.02,169.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Grounded Into DP","grounded_into_double_play","Trey Cabbage grounds into a double play, pitcher David Bednar to catcher Endy Rodriguez to first baseman Carlos Santana. Taylor Ward out at home. Trey Cabbage out at 1st.",0,3,0,72,"bottom",9,"2023-07-23T03:53:28.087Z","2023-07-23T03:54:37.975Z",TRUE,FALSE,FALSE,TRUE,24,2,1,3,663550,"Trey Cabbage","/api/v1/people/663550","L","Left",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_LHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Angels","Pittsburgh Pirates",NA,NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",92.6,85.8,13,0.88,0.4041,6.4399,26.762,-30.5794,-5.0221,0.8532,-1.9156,2.5478,1.8407,-135.0363,-2.8588,-1.9498,50.0021,5.7503,-9.3629,15.6,7.2,24,1802,276,NA,NA,NA,NA,NA,NA,FALSE,-30.4,1.2,8.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717297,"2023-07-23",1,"2023-07-23T03:53:30.426Z","2023-07-23T03:53:33.647Z",TRUE,"pitch","97250174-3a3d-4b5c-a523-b5545794340f",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.6037,1.6325,NA,186.77,130.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Grounded Into DP","grounded_into_double_play","Trey Cabbage grounds into a double play, pitcher David Bednar to catcher Endy Rodriguez to first baseman Carlos Santana. Taylor Ward out at home. Trey Cabbage out at 1st.",0,3,0,72,"bottom",9,"2023-07-23T03:53:28.087Z","2023-07-23T03:54:37.975Z",TRUE,FALSE,FALSE,TRUE,24,2,1,3,663550,"Trey Cabbage","/api/v1/people/663550","L","Left",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_LHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Angels","Pittsburgh Pirates",NA,NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",91.7,84.7,11,0.9,0.4082,6.2923,26.3629,-33.4558,-3.2748,-0.7005,-1.8303,4.0056,1.4903,-133.7165,1.5622,-1.9666,50.0033,5.7982,-5.9847,9.6,7.2,24,1591,210,NA,NA,NA,NA,NA,NA,FALSE,-32.9,-0.7,5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717297,"2023-07-23",0,"2023-07-23T03:52:35.030Z","2023-07-23T03:53:30.426Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",3,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"72","atBat","Grounded Into DP","grounded_into_double_play","Trey Cabbage grounds into a double play, pitcher David Bednar to catcher Endy Rodriguez to first baseman Carlos Santana. Taylor Ward out at home. Trey Cabbage out at 1st.",0,3,0,72,"bottom",9,"2023-07-23T03:53:28.087Z","2023-07-23T03:54:37.975Z",TRUE,FALSE,FALSE,TRUE,24,2,1,3,663550,"Trey Cabbage","/api/v1/people/663550","L","Left",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_LHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Angels","Pittsburgh Pirates",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717297,"2023-07-23",7,"2023-07-23T03:52:17.308Z","2023-07-23T03:52:26.017Z",TRUE,"pitch","b8de3a0a-121f-4da7-ab39-9092c638d173",8,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",4,2,1,NA,NA,3.4743,1.7273,NA,163.12,116.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Walk","walk","Hunter Renfroe walks. Taylor Ward to 3rd. Matt Thaiss to 2nd.",0,3,0,71,"bottom",9,"2023-07-23T03:49:25.767Z","2023-07-23T03:52:26.017Z",TRUE,FALSE,FALSE,FALSE,0,4,2,1,592669,"Hunter Renfroe","/api/v1/people/592669","R","Right",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_RHB","Loaded",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Angels","Pittsburgh Pirates","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.7,88.9,11,0.91,0.3855,6.5129,33.5226,-13.0637,-3.6897,9.3525,-1.21,4.5386,3.1486,-142.2505,-1.6136,-1.8534,50.0027,5.9441,-7.5395,26.4,2.4,24,2401,234,NA,NA,NA,NA,NA,NA,FALSE,-11.9,16.8,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,592669,"Hunter Renfroe","/api/v1/people/592669",621493,"Taylor Ward","/api/v1/people/621493",642136,"Matt Thaiss","/api/v1/people/642136"
717297,"2023-07-23",6,"2023-07-23T03:51:51.201Z","2023-07-23T03:51:57.062Z",TRUE,"pitch","261016dd-8cba-4389-a473-bd6db1c6123e",7,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,1,NA,NA,3.5,1.73,NA,106.64,145.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Walk","walk","Hunter Renfroe walks. Taylor Ward to 3rd. Matt Thaiss to 2nd.",0,3,0,71,"bottom",9,"2023-07-23T03:49:25.767Z","2023-07-23T03:52:26.017Z",TRUE,FALSE,FALSE,FALSE,0,4,2,1,592669,"Hunter Renfroe","/api/v1/people/592669","R","Right",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_RHB","Loaded",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Angels","Pittsburgh Pirates","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.9,88.8,2,0.92,0.3859,6.6248,34.9833,-10.2763,-5.3662,10.755,0.2717,3.4472,7.3573,-142.3387,-4.8025,-1.6587,50.005,5.8165,-10.9288,38.4,2.4,24,2519,240,NA,NA,NA,NA,NA,NA,FALSE,-10.2,18.6,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,592669,"Hunter Renfroe","/api/v1/people/592669",NA,NA,NA,NA,NA,NA
717297,"2023-07-23",5,"2023-07-23T03:51:22.297Z","2023-07-23T03:51:27.254Z",TRUE,"pitch","2e088a11-33a9-431f-9aee-50972f154d6f",6,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",3,2,1,NA,NA,3.4048,1.7966,NA,94.66,223.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Walk","walk","Hunter Renfroe walks. Taylor Ward to 3rd. Matt Thaiss to 2nd.",0,3,0,71,"bottom",9,"2023-07-23T03:49:25.767Z","2023-07-23T03:52:26.017Z",TRUE,FALSE,FALSE,FALSE,0,4,2,1,592669,"Hunter Renfroe","/api/v1/people/592669","R","Right",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_RHB","Loaded",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Angels","Pittsburgh Pirates","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",79.9,72.9,14,0.88,0.4749,6.2271,25.4505,-35.0643,3.8151,-2.1614,0.586,0.5823,4.501,-116.1521,-3.6044,-1.8859,50.0001,5.5519,5.1154,9.6,10.8,24,2519,50,NA,NA,NA,NA,NA,NA,FALSE,-48.1,-4.6,-8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,592669,"Hunter Renfroe","/api/v1/people/592669",NA,NA,NA,NA,NA,NA
717297,"2023-07-23",4,"2023-07-23T03:50:59.277Z","2023-07-23T03:51:02.917Z",TRUE,"pitch","6d2a4c0c-ae62-4d04-90eb-32bc0ff9c194",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,1,NA,NA,3.5,1.73,NA,92.91,160.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Walk","walk","Hunter Renfroe walks. Taylor Ward to 3rd. Matt Thaiss to 2nd.",0,3,0,71,"bottom",9,"2023-07-23T03:49:25.767Z","2023-07-23T03:52:26.017Z",TRUE,FALSE,FALSE,FALSE,0,4,2,1,592669,"Hunter Renfroe","/api/v1/people/592669","R","Right",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_RHB","Loaded",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Angels","Pittsburgh Pirates","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.3,88.7,6,0.9,0.3877,6.7177,33.1263,-13.7769,-5.2546,9.1103,0.6319,2.8994,8.4797,-141.4174,-5.3365,-1.7268,50.0034,5.6991,-10.6126,30,3.6,24,1940,269,NA,NA,NA,NA,NA,NA,FALSE,-13.6,15.5,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,592669,"Hunter Renfroe","/api/v1/people/592669",NA,NA,NA,NA,NA,NA
717297,"2023-07-23",3,"2023-07-23T03:50:36.198Z","2023-07-23T03:50:40.369Z",TRUE,"pitch","2739f651-79ca-450f-9d15-5cfbeeb0b6bb",4,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",2,2,1,NA,NA,3.428,1.7042,NA,122.72,200.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Walk","walk","Hunter Renfroe walks. Taylor Ward to 3rd. Matt Thaiss to 2nd.",0,3,0,71,"bottom",9,"2023-07-23T03:49:25.767Z","2023-07-23T03:52:26.017Z",TRUE,FALSE,FALSE,FALSE,0,4,2,1,592669,"Hunter Renfroe","/api/v1/people/592669","R","Right",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_RHB","Loaded",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Angels","Pittsburgh Pirates","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",79.7,73.4,13,0.88,0.4728,6.2132,22.5694,-36.081,2.9326,-2.8836,-0.15,1.4318,3.1096,-116.04,-1.7349,-1.8904,50,5.6401,3.9806,7.2,10.8,24,2320,49,NA,NA,NA,NA,NA,NA,FALSE,-48.5,-5.4,-6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,592669,"Hunter Renfroe","/api/v1/people/592669",NA,NA,NA,NA,NA,NA
