"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","isSubstitution","replacedPlayer.id","replacedPlayer.link","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
718601,"2023-04-12",7,"2023-04-13T01:52:52.817Z","2023-04-13T01:52:59.127Z",TRUE,"pitch","ffcaa5af-0278-4333-bbb6-e98b6d506e61",8,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",3,3,2,NA,NA,3.35,1.55,NA,92.9,170.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Jonathan India strikes out swinging.",0,4,5,71,"top",9,"2023-04-13T01:50:01.197Z","2023-04-13T01:52:59.127Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,663697,"Jonathan India","/api/v1/people/663697","R","Right",621345,"A.J. Minter","/api/v1/people/621345","L","Left","vs_LHP","vs_RHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Atlanta Braves","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.8,87.5,6,0.91,0.3932,6.5178,31.5023,-9.8281,4.2717,11.374,0.6324,2.5287,-5.5852,-139.3275,-6.8843,2.1086,50.0025,5.6822,8.3927,32.4,2.4,24,2366,150,NA,NA,NA,NA,NA,NA,TRUE,-10.6,19.3,-6.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718601,"2023-04-12",6,"2023-04-13T01:52:19.244Z","2023-04-13T01:52:24.779Z",TRUE,"pitch","bd9000c8-1960-4201-ad48-de1b8851f87f",7,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,2,NA,NA,3.35,1.55,NA,124.78,149.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Jonathan India strikes out swinging.",0,4,5,71,"top",9,"2023-04-13T01:50:01.197Z","2023-04-13T01:52:59.127Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,663697,"Jonathan India","/api/v1/people/663697","R","Right",621345,"A.J. Minter","/api/v1/people/621345","L","Left","vs_LHP","vs_RHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Atlanta Braves","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",89.7,82.9,2,0.9,0.4178,6.3923,25.4584,-26.2588,-2.0836,3.3922,-0.2042,3.3185,-5.7144,-130.7052,-1.529,2.2741,50.0048,5.8678,-3.6328,9.6,6,24,2498,194,NA,NA,NA,NA,NA,NA,FALSE,-27.6,6,4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718601,"2023-04-12",5,"2023-04-13T01:51:55.469Z","2023-04-13T01:51:59.082Z",TRUE,"pitch","17cd6594-05d4-43f0-b850-d66b4d7624e5",6,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,2,NA,NA,3.35,1.55,NA,122.38,162.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Jonathan India strikes out swinging.",0,4,5,71,"top",9,"2023-04-13T01:50:01.197Z","2023-04-13T01:52:59.127Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,663697,"Jonathan India","/api/v1/people/663697","R","Right",621345,"A.J. Minter","/api/v1/people/621345","L","Left","vs_LHP","vs_RHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Atlanta Braves","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.3,88.3,2,0.91,0.3906,6.527,30.5555,-11.17,3.1766,10.5386,-0.1412,2.808,-7.1015,-140.0277,-6.0355,2.011,50.0041,5.7169,6.333,21.6,2.4,24,2500,148,NA,NA,NA,NA,NA,NA,FALSE,-11.4,18.1,-4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718601,"2023-04-12",4,"2023-04-13T01:51:30.305Z","2023-04-13T01:51:34.780Z",TRUE,"pitch","ea214f6c-c66d-4634-8c2c-47c4ec4f0c27",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,2,NA,NA,3.124,1.5377,NA,96,133.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Jonathan India strikes out swinging.",0,4,5,71,"top",9,"2023-04-13T01:50:01.197Z","2023-04-13T01:52:59.127Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,663697,"Jonathan India","/api/v1/people/663697","R","Right",621345,"A.J. Minter","/api/v1/people/621345","L","Left","vs_LHP","vs_RHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Atlanta Braves","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",90.8,84,12,0.9,0.4121,6.199,25.3745,-24.7158,-1.936,4.1613,0.551,3.9051,-3.8175,-132.3554,-0.8056,2.2575,50.0059,6.0059,-3.4723,9.6,6,24,2569,213,NA,NA,NA,NA,NA,NA,FALSE,-25.2,7.6,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718601,"2023-04-12",3,"2023-04-13T01:51:12.275Z","2023-04-13T01:51:16.205Z",TRUE,"pitch","57cd5c35-aaba-4c85-a142-03fe87893ae5",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,2,NA,NA,3.1016,1.5153,NA,28.65,146.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Jonathan India strikes out swinging.",0,4,5,71,"top",9,"2023-04-13T01:50:01.197Z","2023-04-13T01:52:59.127Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,663697,"Jonathan India","/api/v1/people/663697","R","Right",621345,"A.J. Minter","/api/v1/people/621345","L","Left","vs_LHP","vs_RHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Atlanta Braves","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",86.6,79.4,12,0.9,0.4344,6.1984,25.6396,-27.3437,10.0953,3.0013,2.3177,3.4028,-3.891,-126.0948,-0.578,2.5691,50.0043,5.8412,16.2577,30,8.4,24,1865,121,NA,NA,NA,NA,NA,NA,FALSE,-30.8,5.5,-17.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718601,"2023-04-12",2,"2023-04-13T01:50:54.195Z","2023-04-13T01:50:58.326Z",TRUE,"pitch","e2ebec2a-1798-47c6-92fd-ed095aa2c398",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,2,2,NA,NA,3.35,1.55,NA,146.55,186.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Jonathan India strikes out swinging.",0,4,5,71,"top",9,"2023-04-13T01:50:01.197Z","2023-04-13T01:52:59.127Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,663697,"Jonathan India","/api/v1/people/663697","R","Right",621345,"A.J. Minter","/api/v1/people/621345","L","Left","vs_LHP","vs_RHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Atlanta Braves","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",89.8,83.6,7,0.9,0.4171,6.4086,24.766,-30.8201,-2.59,0.7698,-0.7752,1.9375,-6.5378,-130.7804,-4.181,2.0826,50.001,5.8406,-4.5327,9.6,7.2,24,2576,214,NA,NA,NA,NA,NA,NA,FALSE,-32.8,0.7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718601,"2023-04-12",1,"2023-04-13T01:50:35.886Z","2023-04-13T01:50:41.252Z",TRUE,"pitch","cf9074ba-5003-4eb8-881e-49c2784ffcb7",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.3929,1.5377,NA,127.05,223.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Jonathan India strikes out swinging.",0,4,5,71,"top",9,"2023-04-13T01:50:01.197Z","2023-04-13T01:52:59.127Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,663697,"Jonathan India","/api/v1/people/663697","R","Right",621345,"A.J. Minter","/api/v1/people/621345","L","Left","vs_LHP","vs_RHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Atlanta Braves","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",91.5,85.2,13,0.89,0.4098,6.2129,25.5529,-25.387,-1.6947,3.7423,-0.2636,0.5649,-5.6763,-133.0822,-8.6691,2.1075,50.0025,5.6711,-3.074,8.4,6,24,2702,184,NA,NA,NA,NA,NA,NA,FALSE,-27.1,5.3,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718601,"2023-04-12",0,"2023-04-13T01:50:19.711Z","2023-04-13T01:50:24.098Z",TRUE,"pitch","17f55e34-b7f0-475c-89a4-8da03e46e80b",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.3929,1.5826,NA,114.39,195.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Jonathan India strikes out swinging.",0,4,5,71,"top",9,"2023-04-13T01:50:01.197Z","2023-04-13T01:52:59.127Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,663697,"Jonathan India","/api/v1/people/663697","R","Right",621345,"A.J. Minter","/api/v1/people/621345","L","Left","vs_LHP","vs_RHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Atlanta Braves","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.5,88.8,8,0.91,0.3875,6.5721,33.5107,-9.3155,5.9824,11.3081,0.0684,1.6175,-7.2386,-141.5573,-9.509,1.8862,50.0014,5.624,12.092,42,3.6,24,2483,146,NA,NA,NA,NA,NA,NA,FALSE,-10.4,18.6,-9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718601,"2023-04-12",1,"2023-04-13T01:49:45.182Z","2023-04-13T01:49:53.461Z",TRUE,"pitch","19004c3e-f5c7-4637-8099-c514f1e33f1f",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,1,1,NA,NA,3.56,1.62,NA,136.51,174.23,"popup","medium","4",131.01,149.17,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Pop Out","field_out","Stuart Fairchild pops out to second baseman Ozzie Albies.",0,4,5,70,"top",9,"2023-04-13T01:49:06.356Z","2023-04-13T01:49:53.461Z",TRUE,FALSE,FALSE,TRUE,0,0,1,2,656413,"Stuart Fairchild","/api/v1/people/656413","R","Right",621345,"A.J. Minter","/api/v1/people/621345","L","Left","vs_LHP","vs_RHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Atlanta Braves","true",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",91.3,84.4,4,0.88,0.4111,6.2179,26.449,-22.1405,-1.7751,5.5733,-0.5119,2.3906,-6.1129,-132.8433,-4.9317,2.0428,50.0041,5.8648,-3.1964,10.8,4.8,24,2724,212,52.2,50,133,NA,NA,NA,TRUE,-23.3,9.4,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718601,"2023-04-12",0,"2023-04-13T01:49:27.391Z","2023-04-13T01:49:31.798Z",TRUE,"pitch","1fcdac5c-5c75-489a-a440-00768c322153",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.5601,1.6499,NA,97.15,187.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Pop Out","field_out","Stuart Fairchild pops out to second baseman Ozzie Albies.",0,4,5,70,"top",9,"2023-04-13T01:49:06.356Z","2023-04-13T01:49:53.461Z",TRUE,FALSE,FALSE,TRUE,0,0,1,2,656413,"Stuart Fairchild","/api/v1/people/656413","R","Right",621345,"A.J. Minter","/api/v1/people/621345","L","Left","vs_LHP","vs_RHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Atlanta Braves","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",90.1,83.4,9,0.9,0.4163,6.2975,25.6988,-23.9128,-1.5441,4.7005,0.5208,1.911,-4.0684,-131.1876,-5.5682,2.2873,50.0019,5.8249,-2.7113,8.4,6,24,2665,196,NA,NA,NA,NA,NA,NA,FALSE,-25.8,7.6,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
