"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","isBaseRunningPlay","reviewDetails.isOverturned.x","reviewDetails.inProgress.x","reviewDetails.reviewType.x","reviewDetails.challengeTeamId.x","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned.y","reviewDetails.inProgress.y","reviewDetails.reviewType.y","reviewDetails.challengeTeamId.y"
717032,"2023-08-12",6,"2023-08-12T05:02:30.352Z","2023-08-12T05:02:34.281Z",TRUE,"pitch","d0441034-1c12-4975-a8da-157044398369",6,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,3,2,NA,NA,3.64,1.72,NA,116.7,187.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Strikeout","strikeout","Michael Toglia strikes out swinging.",0,1,6,73,"top",9,"2023-08-12T05:00:12.918Z","2023-08-12T05:02:34.281Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,669911,"Michael Toglia","/api/v1/people/669911","L","Left",518489,"Ryan Brasier","/api/v1/people/518489","R","Right","vs_RHP","vs_LHB","Empty",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Los Angeles Dodgers",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85.7,79.6,8,2,0.437,6.8569,23.0971,-31.5648,3.8129,0.3858,0.008,1.9026,1.728,-124.9105,-3.2621,-1.1865,50.0058,5.7973,6.0786,10.8,8.4,24,2448,100,NA,NA,NA,NA,NA,NA,TRUE,-36.6,0.2,-7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717032,"2023-08-12",5,"2023-08-12T05:02:10.206Z","2023-08-12T05:02:13.235Z",TRUE,"pitch","87485a33-083e-49bc-b1de-5d6feaf50aaa",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,2,NA,NA,3.674,1.8099,NA,131.95,122.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Strikeout","strikeout","Michael Toglia strikes out swinging.",0,1,6,73,"top",9,"2023-08-12T05:00:12.918Z","2023-08-12T05:02:34.281Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,669911,"Michael Toglia","/api/v1/people/669911","L","Left",518489,"Ryan Brasier","/api/v1/people/518489","R","Right","vs_RHP","vs_LHB","Empty",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Los Angeles Dodgers",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84.9,78.3,11,2,0.4416,6.8095,23.1364,-34.855,2.5051,-1.7194,-0.3923,4.3114,1.0709,-123.7087,2.7377,-1.1553,50.0018,6.0991,3.9082,7.2,8.4,24,2419,78,NA,NA,NA,NA,NA,NA,FALSE,-40,-2.3,-4.8,1,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717032,"2023-08-12",4,"2023-08-12T05:01:51.769Z","2023-08-12T05:01:55.547Z",TRUE,"pitch","83f8cc93-c263-4a3c-9e1c-646267506133",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,2,NA,NA,3.674,1.7915,NA,141.11,134.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Strikeout","strikeout","Michael Toglia strikes out swinging.",0,1,6,73,"top",9,"2023-08-12T05:00:12.918Z","2023-08-12T05:02:34.281Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,669911,"Michael Toglia","/api/v1/people/669911","L","Left",518489,"Ryan Brasier","/api/v1/people/518489","R","Right","vs_RHP","vs_LHB","Empty",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Los Angeles Dodgers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.7,88.3,11,2,0.389,6.8646,32.1641,-13.8211,-5.0386,9.1398,-0.6324,3.869,3.2577,-140.8448,-3.1649,-1.1498,50.0014,5.9018,-10.1162,32.4,3.6,24,2161,215,NA,NA,NA,NA,NA,NA,FALSE,-13.1,16.1,8.4,1,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717032,"2023-08-12",3,"2023-08-12T05:01:30.001Z","2023-08-12T05:01:33.189Z",TRUE,"pitch","688f792a-4b15-4fd6-a9a0-aa8510fb30f2",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,2,NA,NA,3.64,1.72,NA,104.21,164.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Strikeout","strikeout","Michael Toglia strikes out swinging.",0,1,6,73,"top",9,"2023-08-12T05:00:12.918Z","2023-08-12T05:02:34.281Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,669911,"Michael Toglia","/api/v1/people/669911","L","Left",518489,"Ryan Brasier","/api/v1/people/518489","R","Right","vs_RHP","vs_LHB","Empty",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Los Angeles Dodgers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.6,89.1,6,2,0.3861,7.0145,32.792,-11.2378,-4.5596,10.2763,0.3355,2.7488,5.5596,-141.9155,-6.4939,-1.0575,50.0043,5.7842,-9.2915,32.4,2.4,24,2360,214,NA,NA,NA,NA,NA,NA,FALSE,-11.4,17.4,7.1,1,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717032,"2023-08-12",1,"2023-08-12T05:00:47.056Z","2023-08-12T05:00:50.453Z",TRUE,"pitch","7e4e2678-b3e1-47fb-8e2d-87ae2f43dee1",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,2,2,NA,NA,3.6185,1.773,NA,111.04,187.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Strikeout","strikeout","Michael Toglia strikes out swinging.",0,1,6,73,"top",9,"2023-08-12T05:00:12.918Z","2023-08-12T05:02:34.281Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,669911,"Michael Toglia","/api/v1/people/669911","L","Left",518489,"Ryan Brasier","/api/v1/people/518489","R","Right","vs_RHP","vs_LHB","Empty",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Los Angeles Dodgers",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",93.5,86.6,8,2,0.4006,6.8763,26.7744,-15.9466,-1.2441,8.5495,0.1563,1.8914,4.4813,-136.1406,-7.4241,-1.3415,50.0044,5.735,-2.3625,4.8,3.6,24,2421,198,NA,NA,NA,NA,NA,NA,FALSE,-16.7,14.3,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717032,"2023-08-12",0,"2023-08-12T05:00:29.371Z","2023-08-12T05:00:33.393Z",TRUE,"pitch","6b052995-735d-4b83-88dd-afeca6054451",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,2,NA,NA,3.64,1.72,NA,83.04,179.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Strikeout","strikeout","Michael Toglia strikes out swinging.",0,1,6,73,"top",9,"2023-08-12T05:00:12.918Z","2023-08-12T05:02:34.281Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,669911,"Michael Toglia","/api/v1/people/669911","L","Left",518489,"Ryan Brasier","/api/v1/people/518489","R","Right","vs_RHP","vs_LHB","Empty",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Los Angeles Dodgers",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",91.9,84.9,14,2,0.4084,6.8402,26.7661,-21.8228,1.2247,5.6692,0.8909,2.1823,5.8094,-133.7433,-5.2082,-1.4617,50.0031,5.7039,2.234,8.4,4.8,24,2436,198,NA,NA,NA,NA,NA,NA,FALSE,-22.8,9.5,-3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717032,"2023-08-12",2,"2023-08-12T05:01:07.289Z","2023-08-12T05:01:12.289Z",FALSE,"stepoff","4023c4c6-57e8-4ff1-8988-bbdbedd6a724",NA,"Pitcher Step Off",NA,NA,NA,NA,FALSE,"PSO",NA,NA,NA,NA,NA,NA,0,2,2,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Strikeout","strikeout","Michael Toglia strikes out swinging.",0,1,6,73,"top",9,"2023-08-12T05:00:12.918Z","2023-08-12T05:02:34.281Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,669911,"Michael Toglia","/api/v1/people/669911","L","Left",518489,"Ryan Brasier","/api/v1/people/518489","R","Right","vs_RHP","vs_LHB","Empty",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Los Angeles Dodgers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717032,"2023-08-12",8,"2023-08-12T04:59:57.583Z","2023-08-12T05:00:05.025Z",TRUE,"pitch","5c865eb3-3927-48a7-9858-97338577e163",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",4,1,2,NA,NA,3.7954,1.7676,NA,120.48,202.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Walk","walk","Nolan Jones walks.",0,1,6,72,"top",9,"2023-08-12T04:53:02.288Z","2023-08-12T05:00:05.025Z",TRUE,FALSE,FALSE,FALSE,0,4,1,2,666134,"Nolan Jones","/api/v1/people/666134","L","Left",518489,"Ryan Brasier","/api/v1/people/518489","R","Right","vs_RHP","vs_LHB","RISP",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Los Angeles Dodgers",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",94.4,87,13,2,0.3981,6.8277,28.8174,-14.3821,-1.344,9.2696,-0.0914,1.3287,4.3119,-137.2895,-9.0504,-1.5039,50.0025,5.6346,-2.5798,6,3.6,24,2275,208,NA,NA,NA,NA,NA,NA,FALSE,-15.4,15.2,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,666134,"Nolan Jones","/api/v1/people/666134",553869,"Elias Díaz","/api/v1/people/553869",NA,NA,NA,NA,NA,NA,NA
717032,"2023-08-12",5,"2023-08-12T04:55:28.057Z","2023-08-12T04:55:32.936Z",TRUE,"pitch","3224d193-17e9-430f-b2fb-674874709d97",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,1,2,NA,NA,3.7214,1.7123,NA,83.58,170.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Walk","walk","Nolan Jones walks.",0,1,6,72,"top",9,"2023-08-12T04:53:02.288Z","2023-08-12T05:00:05.025Z",TRUE,FALSE,FALSE,FALSE,0,4,1,2,666134,"Nolan Jones","/api/v1/people/666134","L","Left",518489,"Ryan Brasier","/api/v1/people/518489","R","Right","vs_RHP","vs_LHB","RISP",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Los Angeles Dodgers",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",80.2,73.6,14,2,0.4693,6.92,21.46,-22.6908,-8.1408,6.8695,0.8768,2.546,7.691,-116.6217,-2.0051,-1.4026,50.0039,5.5524,-11.2406,22.8,7.2,24,1930,239,NA,NA,NA,NA,NA,NA,FALSE,-30.2,12.2,12.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717032,"2023-08-12",4,"2023-08-12T04:55:06.787Z","2023-08-12T04:55:10.275Z",TRUE,"pitch","82c2bcb1-3664-4004-8e20-026db3647c91",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,2,NA,NA,3.7954,1.7676,NA,73.54,150.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Walk","walk","Nolan Jones walks.",0,1,6,72,"top",9,"2023-08-12T04:53:02.288Z","2023-08-12T05:00:05.025Z",TRUE,FALSE,FALSE,FALSE,0,4,1,2,666134,"Nolan Jones","/api/v1/people/666134","L","Left",518489,"Ryan Brasier","/api/v1/people/518489","R","Right","vs_RHP","vs_LHB","RISP",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Los Angeles Dodgers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.4,87.4,12,0.9,0.3943,6.3825,30.3124,-16.672,-5.2599,7.9315,1.14,3.284,8.3472,-138.766,-3.4575,-1.2202,50.0062,5.6531,-10.2861,26.4,3.6,24,2262,224,NA,NA,NA,NA,NA,NA,FALSE,-16.2,13.8,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
