"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isSubstitution","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link"
717955,"2023-05-31",3,"2023-05-31T04:07:56.793Z","2023-05-31T04:08:04.571Z",TRUE,"pitch","2b410487-0098-4471-8114-eebba102e939",4,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,3,2,NA,NA,3.3102,1.6567,NA,110.88,186.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Strikeout","strikeout","Jurickson Profar called out on strikes.",0,1,5,68,"top",9,"2023-05-31T04:06:54.088Z","2023-05-31T04:08:04.571Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,595777,"Jurickson Profar","/api/v1/people/595777","L","Left",656464,"Kevin Ginkel","/api/v1/people/656464","R","Right","vs_RHP","vs_LHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Arizona Diamondbacks","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.1,87.9,8,0.92,0.3925,6.9617,31.6882,-15.892,-5.4016,8.2565,0.1605,1.9313,7.9695,-139.5856,-8.7622,-2.031,50.002,6.1595,-10.6502,26.4,3.6,24,2389,225,NA,NA,NA,NA,NA,NA,TRUE,-16.4,13.2,8.2,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA
717955,"2023-05-31",2,"2023-05-31T04:07:39.305Z","2023-05-31T04:07:43.498Z",TRUE,"pitch","0415476b-4ded-471b-8704-33366dd890ea",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,2,NA,NA,3.3102,1.6894,NA,161.94,133.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Strikeout","strikeout","Jurickson Profar called out on strikes.",0,1,5,68,"top",9,"2023-05-31T04:06:54.088Z","2023-05-31T04:08:04.571Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,595777,"Jurickson Profar","/api/v1/people/595777","L","Left",656464,"Kevin Ginkel","/api/v1/people/656464","R","Right","vs_RHP","vs_LHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Arizona Diamondbacks","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.1,87.7,11,0.92,0.3919,6.8506,31.833,-15.6318,-5.509,8.3626,-1.179,3.8832,4.6421,-139.827,-4.0288,-2.1458,50.0012,6.3698,-10.8963,31.2,3.6,24,2402,222,NA,NA,NA,NA,NA,NA,FALSE,-15.1,14.5,9,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA
717955,"2023-05-31",1,"2023-05-31T04:07:20.933Z","2023-05-31T04:07:26.252Z",TRUE,"pitch","57dc8d07-9d02-49bb-ac0a-378eca91eab8",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,2,NA,NA,3.28,1.6,NA,146.64,164.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Strikeout","strikeout","Jurickson Profar called out on strikes.",0,1,5,68,"top",9,"2023-05-31T04:06:54.088Z","2023-05-31T04:08:04.571Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,595777,"Jurickson Profar","/api/v1/people/595777","L","Left",656464,"Kevin Ginkel","/api/v1/people/656464","R","Right","vs_RHP","vs_LHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Arizona Diamondbacks","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.9,87.4,4,0.91,0.3936,6.7051,32.4456,-14.5693,-6.9967,8.9819,-0.7776,2.7391,6.3233,-139.3746,-6.906,-2.171,50.0018,6.2183,-13.7118,37.2,4.8,24,2465,226,NA,NA,NA,NA,NA,NA,FALSE,-15,14.9,11.3,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA
717955,"2023-05-31",0,"2023-05-31T04:07:00.999Z","2023-05-31T04:07:04.074Z",TRUE,"pitch","3d7730a7-32f9-40a9-8e96-4f045472119f",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,2,NA,NA,3.28,1.6,NA,116.11,183.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Strikeout","strikeout","Jurickson Profar called out on strikes.",0,1,5,68,"top",9,"2023-05-31T04:06:54.088Z","2023-05-31T04:08:04.571Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,595777,"Jurickson Profar","/api/v1/people/595777","L","Left",656464,"Kevin Ginkel","/api/v1/people/656464","R","Right","vs_RHP","vs_LHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Arizona Diamondbacks","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.4,87.4,8,0.79,0.3953,7.1828,30.3273,-16.7993,-8.4387,7.9026,0.0234,2.0592,8.894,-138.4592,-8.0479,-2.1309,50.0014,6.1231,-16.4166,38.4,4.8,24,2450,225,NA,NA,NA,NA,NA,NA,FALSE,-17.4,12.8,13.4,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA
717955,"2023-05-31",5,"2023-05-31T04:06:27.860Z","2023-05-31T04:06:40.353Z",TRUE,"pitch","da2feae9-48e5-41df-8272-e050b8dcb565",6,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",3,2,2,NA,NA,3.1,1.46,NA,116.91,168.51,"line_drive","medium","9",192.83,120.94,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Single","single","Ezequiel Tovar singles on a line drive to right fielder Jake McCarthy.",0,1,5,67,"top",9,"2023-05-31T04:05:00.736Z","2023-05-31T04:06:40.353Z",TRUE,FALSE,FALSE,FALSE,33,3,2,2,678662,"Ezequiel Tovar","/api/v1/people/678662","R","Right",656464,"Kevin Ginkel","/api/v1/people/656464","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Arizona Diamondbacks","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.4,80,2,0.9,0.4347,6.6036,24.3512,-34.7262,1.2851,-1.5855,0.0024,2.6028,4.7517,-125.7608,-2.5179,-2.0747,50.0021,6.4202,2.0684,4.8,8.4,24,2405,62,86.9,14,220,NA,NA,NA,FALSE,-39.7,-3.2,-3.4,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,678662,"Ezequiel Tovar","/api/v1/people/678662",NA,NA,NA
717955,"2023-05-31",4,"2023-05-31T04:06:10.429Z","2023-05-31T04:06:14.556Z",TRUE,"pitch","1cf9d37f-a902-4f8c-9e95-80168475c548",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,2,NA,NA,3.1131,1.4589,NA,95.71,135.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Single","single","Ezequiel Tovar singles on a line drive to right fielder Jake McCarthy.",0,1,5,67,"top",9,"2023-05-31T04:05:00.736Z","2023-05-31T04:06:40.353Z",TRUE,FALSE,FALSE,FALSE,33,3,2,2,678662,"Ezequiel Tovar","/api/v1/people/678662","R","Right",656464,"Kevin Ginkel","/api/v1/people/656464","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Arizona Diamondbacks","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.1,87.9,12,0.92,0.3918,6.9751,31.2085,-14.3533,-5.3586,9.0034,0.5585,3.8288,8.4842,-139.7439,-4.3823,-1.8194,50.0049,6.3589,-10.6098,30,3.6,24,2354,225,NA,NA,NA,NA,NA,NA,FALSE,-14,15.6,7.9,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,678662,"Ezequiel Tovar","/api/v1/people/678662",NA,NA,NA
717955,"2023-05-31",3,"2023-05-31T04:05:51.250Z","2023-05-31T04:05:54.709Z",TRUE,"pitch","d16c73f3-5f45-4645-a7b8-6874909bd08e",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,2,NA,NA,3.1,1.46,NA,102.21,166.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Single","single","Ezequiel Tovar singles on a line drive to right fielder Jake McCarthy.",0,1,5,67,"top",9,"2023-05-31T04:05:00.736Z","2023-05-31T04:06:40.353Z",TRUE,FALSE,FALSE,FALSE,33,3,2,2,678662,"Ezequiel Tovar","/api/v1/people/678662","R","Right",656464,"Kevin Ginkel","/api/v1/people/656464","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Arizona Diamondbacks","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.5,88.2,3,0.92,0.3928,7.0106,27.9649,-15.3289,-6.2683,8.5352,0.388,2.6914,8.2663,-138.8671,-6.9631,-1.7981,50.0047,6.2308,-12.3753,32.4,3.6,24,2380,221,NA,NA,NA,NA,NA,NA,FALSE,-15.5,14.3,9.8,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,678662,"Ezequiel Tovar","/api/v1/people/678662",NA,NA,NA
717955,"2023-05-31",2,"2023-05-31T04:05:36.707Z","2023-05-31T04:05:40.619Z",TRUE,"pitch","22423a05-4214-45e6-93cb-2dfbd7e954ad",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,2,NA,NA,3.2773,1.5586,NA,80.27,201.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Single","single","Ezequiel Tovar singles on a line drive to right fielder Jake McCarthy.",0,1,5,67,"top",9,"2023-05-31T04:05:00.736Z","2023-05-31T04:06:40.353Z",TRUE,FALSE,FALSE,FALSE,33,3,2,2,678662,"Ezequiel Tovar","/api/v1/people/678662","R","Right",656464,"Kevin Ginkel","/api/v1/people/656464","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Arizona Diamondbacks","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.4,82.3,14,0.89,0.4245,6.8318,24.1437,-30.4631,-0.1231,1.0083,0.9636,1.3811,7.6685,-128.5356,-6.3229,-2.0298,50.0011,6.2085,-0.2102,2.4,7.2,24,2498,62,NA,NA,NA,NA,NA,NA,FALSE,-34.1,0.7,-1.3,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,678662,"Ezequiel Tovar","/api/v1/people/678662",NA,NA,NA
717955,"2023-05-31",1,"2023-05-31T04:05:21.028Z","2023-05-31T04:05:26.141Z",TRUE,"pitch","bbec61aa-acd5-4409-b516-df5ffa901cfb",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.2116,1.5586,NA,82.77,167.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Single","single","Ezequiel Tovar singles on a line drive to right fielder Jake McCarthy.",0,1,5,67,"top",9,"2023-05-31T04:05:00.736Z","2023-05-31T04:06:40.353Z",TRUE,FALSE,FALSE,FALSE,33,3,2,2,678662,"Ezequiel Tovar","/api/v1/people/678662","R","Right",656464,"Kevin Ginkel","/api/v1/people/656464","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Arizona Diamondbacks","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.7,88.9,12,0.92,0.3891,7.0877,29.9639,-14.3729,-5.4551,8.8583,0.898,2.6437,9.8933,-140.4402,-7.3299,-1.9519,50.0059,6.2109,-10.9669,28.8,3.6,24,2512,220,NA,NA,NA,NA,NA,NA,FALSE,-14.5,14.8,8,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,678662,"Ezequiel Tovar","/api/v1/people/678662",NA,NA,NA
717955,"2023-05-31",0,"2023-05-31T04:05:06.313Z","2023-05-31T04:05:10.109Z",TRUE,"pitch","7a2a8af9-55c7-462e-8cb4-292f186869ea",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,2,NA,NA,3.1,1.46,NA,108.4,152.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Single","single","Ezequiel Tovar singles on a line drive to right fielder Jake McCarthy.",0,1,5,67,"top",9,"2023-05-31T04:05:00.736Z","2023-05-31T04:06:40.353Z",TRUE,FALSE,FALSE,FALSE,33,3,2,2,678662,"Ezequiel Tovar","/api/v1/people/678662","R","Right",656464,"Kevin Ginkel","/api/v1/people/656464","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Arizona Diamondbacks","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.1,89,2,0.92,0.3898,6.8992,27.1746,-14.3944,-6.5052,8.8589,0.2256,3.1969,8.8081,-139.7404,-5.8344,-2.1007,50.0008,6.2334,-13.053,36,3.6,24,2449,221,NA,NA,NA,NA,NA,NA,FALSE,-14.2,15.2,10.3,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,678662,"Ezequiel Tovar","/api/v1/people/678662",NA,NA,NA
