"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId","isSubstitution","base","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
746398,"2024-05-01",2,"2024-05-01T02:28:07.738Z","2024-05-01T02:28:10.738Z",TRUE,"pitch","501965fd-5e8e-40c1-a7bb-c13bca96fc10",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,1,NA,NA,3.1222,1.4089,NA,148.65,88.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60","atBat","Strikeout","strikeout","Josh Naylor called out on strikes.",0,8,8,60,"top",7,"2024-05-01T02:27:41.589Z","2024-05-01T02:29:24.247Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,647304,"Josh Naylor","/api/v1/people/647304","L","Left",650556,"Bryan Abreu","/api/v1/people/650556","R","Right","vs_RHP","vs_LHB","Loaded",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Houston Astros",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.5,86.5,11,0.89,0.3952,6.4983,33.1994,-15.4143,-3.8124,8.634,-0.8302,5.5769,3.8393,-138.9569,1.8819,-1.7392,50.0065,5.919,-7.4043,24,3.6,24,2296,201,NA,NA,NA,NA,NA,NA,FALSE,-13.9,16.2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,608070,"José Ramírez","/api/v1/people/608070",NA,NA,NA,NA,NA,NA
746398,"2024-05-01",1,"2024-05-01T02:27:43.837Z","2024-05-01T02:27:48.368Z",TRUE,"pitch","b86b9543-78da-4be9-a3c8-097c646c4ddd",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.0931,1.4855,NA,126.03,202.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60","atBat","Strikeout","strikeout","Josh Naylor called out on strikes.",0,8,8,60,"top",7,"2024-05-01T02:27:41.589Z","2024-05-01T02:29:24.247Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,647304,"Josh Naylor","/api/v1/people/647304","L","Left",650556,"Bryan Abreu","/api/v1/people/650556","R","Right","vs_RHP","vs_LHB","Loaded",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Houston Astros",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.1,87.8,13,0.9,0.3906,6.6541,35.4926,-9.1399,-5.8489,11.6011,-0.2368,1.3371,6.392,-140.8571,-9.7395,-1.7884,50.0056,5.4537,-11.6169,40.8,3.6,24,2377,212,NA,NA,NA,NA,NA,NA,FALSE,-10.6,18.8,9.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,608070,"José Ramírez","/api/v1/people/608070",NA,NA,NA,NA,NA,NA
746398,"2024-05-01",0,"2024-05-01T02:26:50.286Z","2024-05-01T02:27:43.837Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",8,8,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"60","atBat","Strikeout","strikeout","Josh Naylor called out on strikes.",0,8,8,60,"top",7,"2024-05-01T02:27:41.589Z","2024-05-01T02:29:24.247Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,647304,"Josh Naylor","/api/v1/people/647304","L","Left",650556,"Bryan Abreu","/api/v1/people/650556","R","Right","vs_RHP","vs_LHB","Loaded",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Houston Astros",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,608070,"José Ramírez","/api/v1/people/608070",NA,NA,NA,NA,NA,NA
746398,"2024-05-01",3,"2024-05-01T02:26:22.585Z","2024-05-01T02:26:27.186Z",TRUE,"pitch","043136a7-38ce-4c47-bfb7-6ccd36fb3de7",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",4,0,1,NA,NA,3.2843,1.5876,NA,153.52,135.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59","atBat","Walk","walk","José Ramírez walks. Brayan Rocchio to 3rd. Steven Kwan to 2nd.",0,8,8,59,"top",7,"2024-05-01T02:25:16.848Z","2024-05-01T02:26:27.186Z",TRUE,FALSE,FALSE,FALSE,0,4,0,1,608070,"José Ramírez","/api/v1/people/608070","L","Left",650556,"Bryan Abreu","/api/v1/people/650556","R","Right","vs_RHP","vs_LHB","Loaded",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Houston Astros","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.6,86.3,11,0.9,0.3958,6.5919,34.7397,-12.4107,-5.203,10.2162,-0.958,3.8311,4.4937,-139.0579,-2.8706,-1.9288,50.0037,5.714,-10.0658,34.8,3.6,24,2347,212,NA,NA,NA,NA,NA,NA,FALSE,-12.2,18,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,608070,"José Ramírez","/api/v1/people/608070",680757,"Steven Kwan","/api/v1/people/680757",677587,"Brayan Rocchio","/api/v1/people/677587"
746398,"2024-05-01",2,"2024-05-01T02:26:05.372Z","2024-05-01T02:26:09.221Z",TRUE,"pitch","5d3fd17e-9b0a-4242-af98-acc294ba14ba",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,0,1,NA,NA,3.3202,1.5191,NA,158.06,171.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59","atBat","Walk","walk","José Ramírez walks. Brayan Rocchio to 3rd. Steven Kwan to 2nd.",0,8,8,59,"top",7,"2024-05-01T02:25:16.848Z","2024-05-01T02:26:27.186Z",TRUE,FALSE,FALSE,FALSE,0,4,0,1,608070,"José Ramírez","/api/v1/people/608070","L","Left",650556,"Bryan Abreu","/api/v1/people/650556","R","Right","vs_RHP","vs_LHB","Loaded",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Houston Astros","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.2,87.1,11,0.9,0.3931,6.5984,34.7371,-10.0511,-5.0679,11.2839,-1.0772,2.5005,4.0627,-139.904,-6.7232,-1.8976,50.0064,5.6106,-9.94,37.2,3.6,24,2426,211,NA,NA,NA,NA,NA,NA,FALSE,-10.8,19.1,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,608070,"José Ramírez","/api/v1/people/608070",NA,NA,NA,NA,NA,NA
746398,"2024-05-01",1,"2024-05-01T02:25:45.312Z","2024-05-01T02:25:48.847Z",TRUE,"pitch","3c4f12d4-a9c7-49b3-9862-3e75155d6017",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,1,NA,NA,3.2134,1.5168,NA,69.6,209.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59","atBat","Walk","walk","José Ramírez walks. Brayan Rocchio to 3rd. Steven Kwan to 2nd.",0,8,8,59,"top",7,"2024-05-01T02:25:16.848Z","2024-05-01T02:26:27.186Z",TRUE,FALSE,FALSE,FALSE,0,4,0,1,608070,"José Ramírez","/api/v1/people/608070","L","Left",650556,"Bryan Abreu","/api/v1/people/650556","R","Right","vs_RHP","vs_LHB","Loaded",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Houston Astros","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84.1,76.3,14,0.9,0.4526,6.4624,30.1045,-40.0221,7.2356,-5.3256,1.2436,1.0773,4.7354,-122.2707,-3.2714,-1.6762,50.0032,5.9604,10.6622,15.6,12,24,3168,40,NA,NA,NA,NA,NA,NA,FALSE,-49.8,-10.2,-14.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,608070,"José Ramírez","/api/v1/people/608070",NA,NA,NA,NA,NA,NA
746398,"2024-05-01",0,"2024-05-01T02:25:26.972Z","2024-05-01T02:25:30.873Z",TRUE,"pitch","c291e07c-70cc-45f6-81ab-3f06bb0e8326",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.2857,1.5193,NA,78.69,169.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59","atBat","Walk","walk","José Ramírez walks. Brayan Rocchio to 3rd. Steven Kwan to 2nd.",0,8,8,59,"top",7,"2024-05-01T02:25:16.848Z","2024-05-01T02:26:27.186Z",TRUE,FALSE,FALSE,FALSE,0,4,0,1,608070,"José Ramírez","/api/v1/people/608070","L","Left",650556,"Bryan Abreu","/api/v1/people/650556","R","Right","vs_RHP","vs_LHB","Loaded",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Houston Astros","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85.5,78,12,0.9,0.4423,6.4928,27.9366,-34.4161,6.0917,-1.4438,1.005,2.5833,4.9749,-124.4484,-1.2795,-1.8206,50.0049,5.9881,9.435,16.8,9.6,24,3025,43,NA,NA,NA,NA,NA,NA,FALSE,-40.4,-2.6,-12.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,608070,"José Ramírez","/api/v1/people/608070",NA,NA,NA,NA,NA,NA
746398,"2024-05-01",2,"2024-05-01T02:24:50.045Z","2024-05-01T02:24:59.623Z",TRUE,"pitch","8d21d31f-fdce-4e8d-9fed-9f7f66a598f3",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,1,0,NA,NA,3.21,1.47,NA,81.1,148.96,"fly_ball","medium","9",180.05,112.4,NA,NA,NA,NA,NA,NA,NA,NA,"58","atBat","Flyout","field_out","Andrés Giménez flies out to right fielder Kyle Tucker.",0,8,8,58,"top",7,"2024-05-01T02:24:31.043Z","2024-05-01T02:24:59.623Z",TRUE,FALSE,FALSE,TRUE,0,0,1,1,665926,"Andrés Giménez","/api/v1/people/665926","L","Left",650556,"Bryan Abreu","/api/v1/people/650556","R","Right","vs_RHP","vs_LHB","RISP",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Houston Astros",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98,88.5,12,0.91,0.3865,6.616,36.3749,-11.1426,-3.927,10.3729,0.9419,3.3268,8.6469,-142.3632,-4.8596,-1.6413,50.005,5.7772,-7.9644,25.2,2.4,24,2393,205,72.5,33,256,NA,NA,NA,TRUE,-11,17.8,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,680757,"Steven Kwan","/api/v1/people/680757",677587,"Brayan Rocchio","/api/v1/people/677587",NA,NA,NA
746398,"2024-05-01",1,"2024-05-01T02:24:33.354Z","2024-05-01T02:24:36.354Z",TRUE,"pitch","dc9f77af-a40b-418b-b8f3-1ea6a74fef4a",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,0,NA,NA,3.2133,1.4369,NA,111.61,143.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58","atBat","Flyout","field_out","Andrés Giménez flies out to right fielder Kyle Tucker.",0,8,8,58,"top",7,"2024-05-01T02:24:31.043Z","2024-05-01T02:24:59.623Z",TRUE,FALSE,FALSE,TRUE,0,0,1,1,665926,"Andrés Giménez","/api/v1/people/665926","L","Left",650556,"Bryan Abreu","/api/v1/people/650556","R","Right","vs_RHP","vs_LHB","RISP",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Houston Astros",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.5,87.2,12,0.9,0.3921,6.7559,34.834,-11.4457,-4.217,10.5142,0.1415,3.5183,6.85,-140.2557,-4.2103,-1.7964,50.0016,5.7986,-8.3133,27.6,2.4,24,2394,204,NA,NA,NA,NA,NA,NA,FALSE,-11.5,18.2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,680757,"Steven Kwan","/api/v1/people/680757",NA,NA,NA,NA,NA,NA
746398,"2024-05-01",0,"2024-05-01T02:24:05.035Z","2024-05-01T02:24:33.354Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",8,8,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"58","atBat","Flyout","field_out","Andrés Giménez flies out to right fielder Kyle Tucker.",0,8,8,58,"top",7,"2024-05-01T02:24:31.043Z","2024-05-01T02:24:59.623Z",TRUE,FALSE,FALSE,TRUE,0,0,1,1,665926,"Andrés Giménez","/api/v1/people/665926","L","Left",650556,"Bryan Abreu","/api/v1/people/650556","R","Right","vs_RHP","vs_LHB","RISP",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Houston Astros",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,680757,"Steven Kwan","/api/v1/people/680757",NA,NA,NA,NA,NA,NA
746398,"2024-05-01",1,"2024-05-01T02:23:20.245Z","2024-05-01T02:23:26.790Z",TRUE,"pitch","2900b70a-fd6c-437e-8f3c-3ff1c96f25e7",2,"Hit By Pitch",NA,NA,NA,NA,FALSE,"H","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"H","Hit By Pitch",2,0,0,NA,NA,3.22,1.46,NA,57.36,219.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57","atBat","Hit By Pitch","hit_by_pitch","Steven Kwan hit by pitch. Brayan Rocchio to 2nd.",0,8,8,57,"top",7,"2024-05-01T02:22:52.926Z","2024-05-01T02:23:26.790Z",TRUE,FALSE,FALSE,FALSE,11,2,0,0,680757,"Steven Kwan","/api/v1/people/680757","L","Left",650556,"Bryan Abreu","/api/v1/people/650556","R","Right","vs_RHP","vs_LHB","RISP",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Houston Astros","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.3,79.8,14,0.89,0.4343,6.4715,29.0217,-35.5305,1.0884,-2.0856,1.5647,0.7294,8.1803,-126.7305,-5.2107,-1.8641,50.0056,5.6923,1.7479,4.8,9.6,24,2881,61,NA,NA,NA,NA,NA,NA,FALSE,-41.3,-4.9,-4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,680757,"Steven Kwan","/api/v1/people/680757",677587,"Brayan Rocchio","/api/v1/people/677587",NA,NA,NA
746398,"2024-05-01",0,"2024-05-01T02:23:02.519Z","2024-05-01T02:23:05.519Z",TRUE,"pitch","2b3b7606-f3f7-4af8-a7c5-464d3af160ea",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,0,NA,NA,3.2131,1.4221,NA,192.77,145.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57","atBat","Hit By Pitch","hit_by_pitch","Steven Kwan hit by pitch. Brayan Rocchio to 2nd.",0,8,8,57,"top",7,"2024-05-01T02:22:52.926Z","2024-05-01T02:23:26.790Z",TRUE,FALSE,FALSE,FALSE,11,2,0,0,680757,"Steven Kwan","/api/v1/people/680757","L","Left",650556,"Bryan Abreu","/api/v1/people/650556","R","Right","vs_RHP","vs_LHB","RISP",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Houston Astros","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.9,86.3,11,0.9,0.3951,6.6208,36.3307,-13.3303,-3.7956,9.7189,-1.9877,3.4596,1.5002,-139.5403,-3.5214,-2.0445,50.0012,5.6376,-7.3583,26.4,3.6,24,2375,213,NA,NA,NA,NA,NA,NA,FALSE,-13.2,16.9,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,680757,"Steven Kwan","/api/v1/people/680757",NA,NA,NA,NA,NA,NA
746398,"2024-05-01",5,"2024-05-01T02:22:31.813Z","2024-05-01T02:22:34.813Z",TRUE,"pitch","79f5b99b-414a-4944-ac0b-e96fb2c92de6",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",4,1,0,NA,NA,3.0192,1.3624,NA,133.21,219.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","atBat","Walk","walk","Brayan Rocchio walks.",0,8,8,56,"top",7,"2024-05-01T02:21:17.894Z","2024-05-01T02:22:34.813Z",TRUE,FALSE,FALSE,FALSE,0,4,1,0,677587,"Brayan Rocchio","/api/v1/people/677587","L","Left",650556,"Bryan Abreu","/api/v1/people/650556","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Houston Astros",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85.8,78.5,13,0.9,0.441,6.3628,27.9875,-35.3414,3.1389,-2.0358,-0.4253,0.705,3.1065,-124.7931,-4.9008,-2.0996,50.0012,5.6457,4.889,8.4,9.6,24,2894,57,NA,NA,NA,NA,NA,NA,FALSE,-42.2,-4.7,-6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,677587,"Brayan Rocchio","/api/v1/people/677587",NA,NA,NA,NA,NA,NA
746398,"2024-05-01",4,"2024-05-01T02:22:15.263Z","2024-05-01T02:22:18.710Z",TRUE,"pitch","2c67e374-7e1f-4e01-9b54-de46f13b8f5e",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,1,0,NA,NA,3.0532,1.3269,NA,67.66,195.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","atBat","Walk","walk","Brayan Rocchio walks.",0,8,8,56,"top",7,"2024-05-01T02:21:17.894Z","2024-05-01T02:22:34.813Z",TRUE,FALSE,FALSE,FALSE,0,4,1,0,677587,"Brayan Rocchio","/api/v1/people/677587","L","Left",650556,"Bryan Abreu","/api/v1/people/650556","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Houston Astros",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.3,88.2,14,0.9,0.3895,6.8426,34.8436,-9.6432,-4.4111,11.274,1.2944,1.6012,9.6016,-141.1265,-8.9268,-1.5929,50.0052,5.4435,-8.8177,28.8,2.4,24,2430,210,NA,NA,NA,NA,NA,NA,FALSE,-10.8,18.5,5.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,677587,"Brayan Rocchio","/api/v1/people/677587",NA,NA,NA,NA,NA,NA
746398,"2024-05-01",3,"2024-05-01T02:21:55.422Z","2024-05-01T02:21:58.543Z",TRUE,"pitch","53d837e6-367e-4e0d-8e2e-5dc73597caba",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,0,NA,NA,2.9835,1.2919,NA,107.7,231.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","atBat","Walk","walk","Brayan Rocchio walks.",0,8,8,56,"top",7,"2024-05-01T02:21:17.894Z","2024-05-01T02:22:34.813Z",TRUE,FALSE,FALSE,FALSE,0,4,1,0,677587,"Brayan Rocchio","/api/v1/people/677587","L","Left",650556,"Bryan Abreu","/api/v1/people/650556","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Houston Astros",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.4,79.2,14,0.9,0.4382,6.5049,28.5039,-35.9548,5.6023,-2.3945,0.2439,0.2757,3.6762,-125.6164,-6.0998,-1.9729,50.0055,5.7038,8.8378,14.4,9.6,24,3070,47,NA,NA,NA,NA,NA,NA,FALSE,-42.7,-5.6,-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,677587,"Brayan Rocchio","/api/v1/people/677587",NA,NA,NA,NA,NA,NA
746398,"2024-05-01",2,"2024-05-01T02:21:39.640Z","2024-05-01T02:21:42.640Z",TRUE,"pitch","c4e02860-9b07-4316-9a36-2236d94d39fc",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,1,0,NA,NA,3.07,1.4,NA,76.74,216.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","atBat","Walk","walk","Brayan Rocchio walks.",0,8,8,56,"top",7,"2024-05-01T02:21:17.894Z","2024-05-01T02:22:34.813Z",TRUE,FALSE,FALSE,FALSE,0,4,1,0,677587,"Brayan Rocchio","/api/v1/people/677587","L","Left",650556,"Bryan Abreu","/api/v1/people/650556","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Houston Astros",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.2,81.5,14,0.89,0.4273,6.321,26.6038,-34.1401,2.274,-1.1771,1.0561,0.8267,6.9461,-128.2139,-5.2153,-1.9842,50.0052,5.5525,3.7853,8.4,8.4,24,2719,76,NA,NA,NA,NA,NA,NA,FALSE,-38.4,-3.1,-5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,677587,"Brayan Rocchio","/api/v1/people/677587",NA,NA,NA,NA,NA,NA
