"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId","isSubstitution","base","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
746398,"2024-05-01",3,"2024-05-01T03:27:34.621Z","2024-05-01T03:27:58.832Z",TRUE,"pitch","05ceeb6e-dd3b-47bd-8bd5-b34d1dc0b51c",2,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",1,0,2,NA,NA,3.39,1.57,NA,109.91,184.94,"line_drive","medium","89",197.71,67.81,NA,NA,NA,NA,NA,NA,NA,NA,"88","atBat","Home Run","home_run","Victor Caratini homers (2) on a line drive to right center field. Mauricio Dubón scores.",2,9,10,88,"bottom",10,"2024-05-01T03:27:15.333Z","2024-05-01T03:27:58.832Z",TRUE,TRUE,FALSE,FALSE,65,1,0,2,605170,"Victor Caratini","/api/v1/people/605170","L","Left",683769,"Hunter Gaddis","/api/v1/people/683769","R","Right","vs_RHP","vs_LHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Cleveland Guardians",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95,87.2,8,0.91,0.3966,6.8888,29.8995,-14.4455,-3.8225,9.1737,0.1861,1.9941,8.1743,-137.9416,-8.4312,-2.3153,50.0017,6.0584,-7.3869,19.2,3.6,24,2349,202,109,19,370,NA,NA,NA,FALSE,-15.4,15,5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746398,"2024-05-01",2,"2024-05-01T03:27:17.660Z","2024-05-01T03:27:21.279Z",TRUE,"pitch","ce2641b8-0141-4b4e-acaf-3ff96a733f29",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.4971,1.5762,NA,156.54,189.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"88","atBat","Home Run","home_run","Victor Caratini homers (2) on a line drive to right center field. Mauricio Dubón scores.",2,9,10,88,"bottom",10,"2024-05-01T03:27:15.333Z","2024-05-01T03:27:58.832Z",TRUE,TRUE,FALSE,FALSE,65,1,0,2,605170,"Victor Caratini","/api/v1/people/605170","L","Left",683769,"Hunter Gaddis","/api/v1/people/683769","R","Right","vs_RHP","vs_LHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Cleveland Guardians",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.3,87.4,13,0.91,0.3953,6.8836,30.2045,-12.2618,-4.6024,10.2342,-1.0374,1.8079,5.637,-138.438,-9.4209,-2.4998,50.003,6.0707,-8.9553,28.8,3.6,24,2356,205,NA,NA,NA,NA,NA,NA,FALSE,-13.3,16.8,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746398,"2024-05-01",0,"2024-05-01T03:26:08.663Z","2024-05-01T03:26:18.737Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-hitter Victor Caratini replaces Jake Meyers.","Offensive Substitution",9,8,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,605170,"/api/v1/people/605170",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"11","Pinch Hitter","Hitter","PH","901","88","atBat","Home Run","home_run","Victor Caratini homers (2) on a line drive to right center field. Mauricio Dubón scores.",2,9,10,88,"bottom",10,"2024-05-01T03:27:15.333Z","2024-05-01T03:27:58.832Z",TRUE,TRUE,FALSE,FALSE,65,1,0,2,605170,"Victor Caratini","/api/v1/people/605170","L","Left",683769,"Hunter Gaddis","/api/v1/people/683769","R","Right","vs_RHP","vs_LHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Cleveland Guardians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,676694,"/api/v1/people/676694",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746398,"2024-05-01",1,"2024-05-01T03:26:18.737Z","2024-05-01T03:27:17.660Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",9,8,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"88","atBat","Home Run","home_run","Victor Caratini homers (2) on a line drive to right center field. Mauricio Dubón scores.",2,9,10,88,"bottom",10,"2024-05-01T03:27:15.333Z","2024-05-01T03:27:58.832Z",TRUE,TRUE,FALSE,FALSE,65,1,0,2,605170,"Victor Caratini","/api/v1/people/605170","L","Left",683769,"Hunter Gaddis","/api/v1/people/683769","R","Right","vs_RHP","vs_LHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Cleveland Guardians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746398,"2024-05-01",0,"2024-05-01T03:25:39.900Z","2024-05-01T03:25:47.948Z",TRUE,"pitch","2cde565e-b08d-43a9-88e3-733061795ebd",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,1,NA,NA,3.16,1.46,NA,135.27,168.22,"ground_ball","medium","4",142.75,148.69,NA,NA,NA,NA,NA,NA,NA,NA,"87","atBat","Groundout","field_out","Jon Singleton grounds out, second baseman Andrés Giménez to first baseman Josh Naylor. Mauricio Dubón to 3rd.",0,9,8,87,"bottom",10,"2024-05-01T03:25:33.399Z","2024-05-01T03:25:47.948Z",TRUE,FALSE,FALSE,TRUE,0,0,0,2,572138,"Jon Singleton","/api/v1/people/572138","L","Left",683769,"Hunter Gaddis","/api/v1/people/683769","R","Right","vs_RHP","vs_LHB","RISP",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Cleveland Guardians","true",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",81.8,73.9,4,0.91,0.4636,7.1065,25.8857,-23.8391,-12.386,5.9136,-0.4793,2.6135,7.8332,-118.8074,-2.346,-2.2345,50.0006,5.8134,-17.444,33.6,8.4,24,2293,241,62.6,-38,6,NA,NA,NA,TRUE,-31.2,10.3,20.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,643289,"Mauricio Dubón","/api/v1/people/643289"
746398,"2024-05-01",10,"2024-05-01T03:25:11.212Z","2024-05-01T03:25:14.420Z",TRUE,"pitch","966eb8ed-dfcc-4924-9863-2bc21c5fccc0",5,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,3,0,NA,NA,3.49,1.601,NA,70.82,183.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"86","atBat","Strikeout","strikeout","Joey Loperfido strikes out swinging.",0,9,8,86,"bottom",10,"2024-05-01T03:23:41.101Z","2024-05-01T03:25:14.420Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,694388,"Joey Loperfido","/api/v1/people/694388","L","Left",683769,"Hunter Gaddis","/api/v1/people/683769","R","Right","vs_RHP","vs_LHB","RISP",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Cleveland Guardians",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87,79.7,14,0.91,0.4345,6.9386,27.6307,-30.6225,2.4707,0.9684,1.2116,2.0422,8.2672,-126.4262,-4.3574,-2.4322,50.0042,6.2674,3.969,9.6,8.4,24,2391,114,NA,NA,NA,NA,NA,NA,TRUE,-35.5,0.8,-6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,643289,"Mauricio Dubón","/api/v1/people/643289",NA,NA,NA
746398,"2024-05-01",9,"2024-05-01T03:24:44.044Z","2024-05-01T03:24:47.044Z",TRUE,"pitch","23da4b8d-d78e-4f7e-b413-10482f4b9863",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,0,NA,NA,3.49,1.601,NA,99.09,124.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"86","atBat","Strikeout","strikeout","Joey Loperfido strikes out swinging.",0,9,8,86,"bottom",10,"2024-05-01T03:23:41.101Z","2024-05-01T03:25:14.420Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,694388,"Joey Loperfido","/api/v1/people/694388","L","Left",683769,"Hunter Gaddis","/api/v1/people/683769","R","Right","vs_RHP","vs_LHB","RISP",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Cleveland Guardians",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.5,85.2,12,0.91,0.4012,6.7172,34.2291,-13.0538,-3.6131,10.1607,0.47,4.2268,8.8718,-137.2452,-3.2058,-2.3548,50.0021,6.3159,-6.7994,18,3.6,24,2208,209,NA,NA,NA,NA,NA,NA,FALSE,-13.3,17.8,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746398,"2024-05-01",8,"2024-05-01T03:24:21.677Z","2024-05-01T03:24:24.848Z",TRUE,"pitch","9e3d8579-8836-4c26-bc9d-da466dda65d8",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,0,NA,NA,3.2826,1.5251,NA,97.79,216.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"86","atBat","Strikeout","strikeout","Joey Loperfido strikes out swinging.",0,9,8,86,"bottom",10,"2024-05-01T03:23:41.101Z","2024-05-01T03:25:14.420Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,694388,"Joey Loperfido","/api/v1/people/694388","L","Left",683769,"Hunter Gaddis","/api/v1/people/683769","R","Right","vs_RHP","vs_LHB","RISP",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Cleveland Guardians",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",80,72.4,14,0.9,0.4761,7.6683,25.0221,-25.7835,-13.3881,4.7847,0.504,0.8395,10.1031,-115.8,-5.4031,-2.2123,50.0021,5.7214,-17.8757,30,9.6,24,2194,247,NA,NA,NA,NA,NA,NA,FALSE,-36.5,7.3,21.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746398,"2024-05-01",7,"2024-05-01T03:24:02.910Z","2024-05-01T03:24:05.910Z",TRUE,"pitch","b1d161ad-5eda-400b-a4d7-7256fd638f94",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,0,NA,NA,3.3847,1.6617,NA,151.98,101.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"86","atBat","Strikeout","strikeout","Joey Loperfido strikes out swinging.",0,9,8,86,"bottom",10,"2024-05-01T03:23:41.101Z","2024-05-01T03:25:14.420Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,694388,"Joey Loperfido","/api/v1/people/694388","L","Left",683769,"Hunter Gaddis","/api/v1/people/683769","R","Right","vs_RHP","vs_LHB","RISP",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Cleveland Guardians",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.5,85,11,0.92,0.4011,6.9648,34.5973,-14.4243,-5.8172,9.4296,-0.9176,5.0763,6.4678,-137.3472,-0.6408,-2.5639,50.0037,6.3072,-10.9517,32.4,3.6,24,2288,206,NA,NA,NA,NA,NA,NA,FALSE,-13.9,17,8.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746398,"2024-05-01",6,"2024-05-01T03:23:43.361Z","2024-05-01T03:23:46.361Z",TRUE,"pitch","e0c10548-476a-4219-971d-ad38e953999e",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,0,NA,NA,3.49,1.601,NA,131.53,166.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"86","atBat","Strikeout","strikeout","Joey Loperfido strikes out swinging.",0,9,8,86,"bottom",10,"2024-05-01T03:23:41.101Z","2024-05-01T03:25:14.420Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,694388,"Joey Loperfido","/api/v1/people/694388","L","Left",683769,"Hunter Gaddis","/api/v1/people/683769","R","Right","vs_RHP","vs_LHB","RISP",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Cleveland Guardians",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.9,85.9,4,0.91,0.3991,6.8725,33.4185,-9.7645,-5.8671,11.7704,-0.3813,2.6803,7.4648,-137.7745,-7.4664,-2.3761,50.0006,6.1021,-11.1682,39.6,3.6,24,2434,211,NA,NA,NA,NA,NA,NA,FALSE,-11,19.7,8.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
