"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isSubstitution","isBaseRunningPlay","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link"
717470,"2023-07-07",4,"2023-07-07T04:17:18.141Z","2023-07-07T04:17:27.262Z",TRUE,"pitch","6f7e2fb8-ef54-4cff-b3f1-5bf0f4d8a304",5,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,2,2,NA,NA,3.45,1.65,NA,80.81,163.09,"fly_ball","medium","8",125.12,88.81,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Flyout","field_out","Kyle Lewis flies out to center fielder Tommy Pham.",0,9,0,77,"bottom",9,"2023-07-07T04:15:58.859Z","2023-07-07T04:17:27.262Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,641786,"Kyle Lewis","/api/v1/people/641786","R","Right",641627,"Trevor Gott","/api/v1/people/641627","R","Right","vs_RHP","vs_RHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","New York Mets","true",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",87.6,81.1,12,0.91,0.4282,6.1507,23.6755,-25.9219,1.7237,3.7596,0.9495,2.8033,8.4613,-127.4329,-1.3064,-2.6237,50,5.3509,2.8614,9.6,6,24,2180,167,75.1,35,277,NA,NA,NA,TRUE,-28.6,6.7,-4.8,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717470,"2023-07-07",3,"2023-07-07T04:17:02.347Z","2023-07-07T04:17:06.796Z",TRUE,"pitch","447ad332-50ad-4cab-8f2b-5f9ecc715ff7",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,2,NA,NA,3.4482,1.6482,NA,107.4,138.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Flyout","field_out","Kyle Lewis flies out to center fielder Tommy Pham.",0,9,0,77,"bottom",9,"2023-07-07T04:15:58.859Z","2023-07-07T04:17:27.262Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,641786,"Kyle Lewis","/api/v1/people/641786","R","Right",641627,"Trevor Gott","/api/v1/people/641627","R","Right","vs_RHP","vs_RHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","New York Mets","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.7,85.8,12,0.91,0.4017,6.2043,28.8591,-17.0573,-6.0182,8.0213,0.252,3.7221,9.9154,-136.1566,-0.9656,-2.6488,50.0029,5.2576,-11.3431,28.8,4.8,24,2199,216,NA,NA,NA,NA,NA,NA,FALSE,-16.6,14.5,8.9,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717470,"2023-07-07",2,"2023-07-07T04:16:43.546Z","2023-07-07T04:16:47.532Z",TRUE,"pitch","9b027383-5e33-4a13-857b-c1036b501ec9",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3.45,1.65,NA,94.98,188.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Flyout","field_out","Kyle Lewis flies out to center fielder Tommy Pham.",0,9,0,77,"bottom",9,"2023-07-07T04:15:58.859Z","2023-07-07T04:17:27.262Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,641786,"Kyle Lewis","/api/v1/people/641786","R","Right",641627,"Trevor Gott","/api/v1/people/641627","R","Right","vs_RHP","vs_RHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","New York Mets","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.3,86.1,9,0.89,0.4004,6.1936,30.8282,-17.7291,-6.4834,7.6276,0.5778,1.8495,10.7409,-136.8976,-5.8362,-2.5581,50.0058,5.227,-12.2833,27.6,4.8,24,2157,224,NA,NA,NA,NA,NA,NA,FALSE,-18.2,12.7,9.5,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717470,"2023-07-07",1,"2023-07-07T04:16:27.692Z","2023-07-07T04:16:32.442Z",TRUE,"pitch","924bdecc-731c-4916-8d70-4aefad640505",2,"Foul Tip",NA,NA,NA,NA,FALSE,"T","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"T","Foul Tip",1,1,2,NA,NA,3.45,1.65,NA,110.32,185.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Flyout","field_out","Kyle Lewis flies out to center fielder Tommy Pham.",0,9,0,77,"bottom",9,"2023-07-07T04:15:58.859Z","2023-07-07T04:17:27.262Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,641786,"Kyle Lewis","/api/v1/people/641786","R","Right",641627,"Trevor Gott","/api/v1/people/641627","R","Right","vs_RHP","vs_RHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","New York Mets","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",89.8,82.9,8,0.91,0.4183,6.051,25.9893,-26.0124,1.1431,3.5462,0.1752,1.9751,6.9931,-130.6596,-3.3018,-2.6781,50.0061,5.197,1.9884,7.2,6,24,2224,188,NA,NA,NA,NA,NA,NA,FALSE,-27.8,5.9,-3.5,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717470,"2023-07-07",0,"2023-07-07T04:16:09.125Z","2023-07-07T04:16:15.810Z",TRUE,"pitch","2970a510-94a0-4a10-bed8-b30488a97e36",1,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",1,0,2,NA,NA,3.5148,1.7141,NA,126.32,230.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Flyout","field_out","Kyle Lewis flies out to center fielder Tommy Pham.",0,9,0,77,"bottom",9,"2023-07-07T04:15:58.859Z","2023-07-07T04:17:27.262Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,641786,"Kyle Lewis","/api/v1/people/641786","R","Right",641627,"Trevor Gott","/api/v1/people/641627","R","Right","vs_RHP","vs_RHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","New York Mets","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.2,86.7,13,0.9,0.4,6.2597,28.9268,-26.1616,-10.1296,3.1668,-0.2446,0.3166,10.3697,-136.6948,-7.5886,-2.7635,50.0051,4.9135,-19.254,32.4,7.2,24,2006,226,NA,NA,NA,NA,NA,NA,FALSE,-26.6,4.3,16.3,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717470,"2023-07-07",2,"2023-07-07T04:15:34.157Z","2023-07-07T04:15:45.507Z",TRUE,"pitch","6cc0b9f6-78be-4ad3-8eed-c82ed0aba445",3,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",2,0,2,NA,NA,3.56,1.77,NA,132.12,188.18,"line_drive","hard","8",140.15,80.92,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Single","single","Nick Ahmed singles on a sharp line drive to center fielder Tommy Pham.",0,9,0,76,"bottom",9,"2023-07-07T04:15:00.377Z","2023-07-07T04:15:45.507Z",TRUE,FALSE,FALSE,FALSE,33,2,0,2,605113,"Nick Ahmed","/api/v1/people/605113","R","Right",641627,"Trevor Gott","/api/v1/people/641627","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","New York Mets","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.8,87.4,7,0.78,0.3962,6.1833,28.4301,-25.7556,-8.0394,3.3114,-0.3965,1.8742,8.9748,-137.8545,-4.0831,-2.638,50.0065,5.0975,-15.597,27.6,6,24,2004,223,100.6,14,298,NA,NA,NA,FALSE,-25,5.4,12.8,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,605113,"Nick Ahmed","/api/v1/people/605113",NA,NA,NA
717470,"2023-07-07",1,"2023-07-07T04:15:19.060Z","2023-07-07T04:15:23.808Z",TRUE,"pitch","d949ffae-8164-407e-a4ba-86e5dcae926b",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,2,NA,NA,3.6248,1.7682,NA,47.74,196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Single","single","Nick Ahmed singles on a sharp line drive to center fielder Tommy Pham.",0,9,0,76,"bottom",9,"2023-07-07T04:15:00.377Z","2023-07-07T04:15:45.507Z",TRUE,FALSE,FALSE,FALSE,33,2,0,2,605113,"Nick Ahmed","/api/v1/people/605113","R","Right",641627,"Trevor Gott","/api/v1/people/641627","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","New York Mets","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",88.5,81.8,14,0.91,0.4253,6.0906,25.1964,-28.0827,0.9164,2.4305,1.8169,1.5844,10.3182,-128.5169,-3.8692,-2.3593,50.0025,5.2767,1.5395,7.2,7.2,24,2317,149,NA,NA,NA,NA,NA,NA,FALSE,-31.2,3.7,-3.8,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717470,"2023-07-07",0,"2023-07-07T04:15:06.739Z","2023-07-07T04:15:10.694Z",TRUE,"pitch","570a20ef-2621-4fe6-b86b-c036b20c4afb",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.6914,1.8342,NA,46.28,181.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Single","single","Nick Ahmed singles on a sharp line drive to center fielder Tommy Pham.",0,9,0,76,"bottom",9,"2023-07-07T04:15:00.377Z","2023-07-07T04:15:45.507Z",TRUE,FALSE,FALSE,FALSE,33,2,0,2,605113,"Nick Ahmed","/api/v1/people/605113","R","Right",641627,"Trevor Gott","/api/v1/people/641627","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","New York Mets","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",89.8,82.9,14,0.91,0.4192,6.2864,26.3635,-26.4315,1.909,3.3188,1.8553,2.1233,10.3407,-130.4659,-2.8916,-2.4009,50.0048,5.2292,3.3035,10.8,6,24,2305,172,NA,NA,NA,NA,NA,NA,FALSE,-28.3,5.6,-5.6,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717470,"2023-07-07",1,"2023-07-07T04:14:32.597Z","2023-07-07T04:14:42.062Z",TRUE,"pitch","ecaab59f-ed0e-409e-a1e7-392e83a9b4d3",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,0,1,NA,NA,3.38,1.56,NA,97.11,188.19,"fly_ball","medium","4",149.24,127.73,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Flyout","field_out","Geraldo Perdomo flies out to second baseman Jeff McNeil.",0,9,0,75,"bottom",9,"2023-07-07T04:14:20.555Z","2023-07-07T04:14:42.062Z",TRUE,FALSE,FALSE,TRUE,0,1,0,2,672695,"Geraldo Perdomo","/api/v1/people/672695","L","Left",641627,"Trevor Gott","/api/v1/people/641627","R","Right","vs_RHP","vs_LHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","New York Mets","true",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",90.3,83.6,9,0.9,0.4153,6.0221,25.4833,-21.8837,1.9805,5.8243,0.5218,1.8738,7.5957,-131.4407,-4.5282,-2.6518,50,5.225,3.4935,12,4.8,24,2434,191,60.6,29,192,NA,NA,NA,TRUE,-23.4,9.8,-5.2,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717470,"2023-07-07",0,"2023-07-07T04:14:20.555Z","2023-07-07T04:14:27.634Z",TRUE,"pitch","d17698ad-b2c9-42c7-864f-e304c65ebab7",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.5113,1.756,NA,163.15,205.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Flyout","field_out","Geraldo Perdomo flies out to second baseman Jeff McNeil.",0,9,0,75,"bottom",9,"2023-07-07T04:14:20.555Z","2023-07-07T04:14:42.062Z",TRUE,FALSE,FALSE,TRUE,0,1,0,2,672695,"Geraldo Perdomo","/api/v1/people/672695","L","Left",641627,"Trevor Gott","/api/v1/people/641627","R","Right","vs_RHP","vs_LHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","New York Mets","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",81.1,74.6,13,0.91,0.4652,5.979,23.8475,-40.815,5.1313,-6.1596,-1.2107,1.2455,1.9112,-118.0474,-0.6524,-2.6991,50.0055,5.3043,7.1947,10.8,12,24,1936,43,NA,NA,NA,NA,NA,NA,FALSE,-52.8,-11,-9.7,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
