"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","isSubstitution","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link"
718591,"2023-04-13",5,"2023-04-14T02:26:18.070Z","2023-04-14T02:26:27.183Z",TRUE,"pitch","9ecf4f91-9486-47d3-b99f-456579988fb2",5,"Swinging Strike (Blocked)",NA,NA,NA,NA,FALSE,"W","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"W","Swinging Strike (Blocked)",2,3,2,NA,NA,3.31,1.65,NA,103.68,221.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Strikeout","strikeout","Brendan Donovan strikes out swinging, catcher Jason Delay to first baseman Ji Man Choi.",0,5,0,76,"bottom",9,"2023-04-14T02:24:33.887Z","2023-04-14T02:26:27.183Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,680977,"Brendan Donovan","/api/v1/people/680977","L","Left",664294,"Dauri Moreta","/api/v1/people/664294","R","Right","vs_RHP","vs_LHB","Empty",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Pittsburgh Pirates",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.4,79.8,14,2,0.4356,6.2125,25.7358,-33.6724,-2.6474,-0.9409,0.3495,0.6335,4.0479,-125.7814,-5.701,-0.9374,50.0002,5.6628,-4.2379,6,8.4,24,2048,276,NA,NA,NA,NA,NA,NA,TRUE,-39.4,-2.8,3.8,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718591,"2023-04-13",3,"2023-04-14T02:25:45.806Z","2023-04-14T02:25:49.051Z",TRUE,"pitch","bde2b284-f8a9-47b2-b0b5-d3480466ffa2",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,2,NA,NA,3.31,1.65,NA,141.66,161.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Strikeout","strikeout","Brendan Donovan strikes out swinging, catcher Jason Delay to first baseman Ji Man Choi.",0,5,0,76,"bottom",9,"2023-04-14T02:24:33.887Z","2023-04-14T02:26:27.183Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,680977,"Brendan Donovan","/api/v1/people/680977","L","Left",664294,"Dauri Moreta","/api/v1/people/664294","R","Right","vs_RHP","vs_LHB","Empty",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Pittsburgh Pirates",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.9,87.4,1,2,0.3929,6.387,32.5266,-14.2105,-6.8391,9.1337,-0.6469,2.8472,3.2816,-139.6048,-5.4951,-0.9515,50.0023,5.7825,-13.4481,39.6,3.6,24,2307,207,NA,NA,NA,NA,NA,NA,FALSE,-14.3,15.6,11.6,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718591,"2023-04-13",2,"2023-04-14T02:25:20.751Z","2023-04-14T02:25:24.311Z",TRUE,"pitch","41561db0-fc7b-4da0-ab67-310f45421ef1",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,2,NA,NA,3.3341,1.7229,NA,165.63,126.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Strikeout","strikeout","Brendan Donovan strikes out swinging, catcher Jason Delay to first baseman Ji Man Choi.",0,5,0,76,"bottom",9,"2023-04-14T02:24:33.887Z","2023-04-14T02:26:27.183Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,680977,"Brendan Donovan","/api/v1/people/680977","L","Left",664294,"Dauri Moreta","/api/v1/people/664294","R","Right","vs_RHP","vs_LHB","Empty",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Pittsburgh Pirates",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84.9,77.9,11,2,0.4428,6.1576,24.2835,-33.6321,-1.9344,-0.94,-1.2757,4.1623,0.5467,-123.6286,2.6722,-1.2482,50.003,5.8873,-2.999,4.8,8.4,24,1984,283,NA,NA,NA,NA,NA,NA,FALSE,-38.6,-0.8,3.4,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718591,"2023-04-13",1,"2023-04-14T02:25:00.572Z","2023-04-14T02:25:04.270Z",TRUE,"pitch","70f1cb7e-a7d6-4844-8c3f-8f6f174b17ee",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.3097,1.6984,NA,109.13,123.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Strikeout","strikeout","Brendan Donovan strikes out swinging, catcher Jason Delay to first baseman Ji Man Choi.",0,5,0,76,"bottom",9,"2023-04-14T02:24:33.887Z","2023-04-14T02:26:27.183Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,680977,"Brendan Donovan","/api/v1/people/680977","L","Left",664294,"Dauri Moreta","/api/v1/people/664294","R","Right","vs_RHP","vs_LHB","Empty",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Pittsburgh Pirates",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.7,87.5,12,2,0.3928,6.342,30.8178,-13.0969,-4.379,9.6869,0.2063,4.2536,4.3225,-139.3338,-2.1726,-0.7949,50.0026,5.9071,-8.6243,30,3.6,24,2303,212,NA,NA,NA,NA,NA,NA,FALSE,-12.5,17.3,7.1,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718591,"2023-04-13",0,"2023-04-14T02:24:40.872Z","2023-04-14T02:24:44.776Z",TRUE,"pitch","c429d0a0-021c-4a2d-8bbc-d8a1479ce7ae",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.1876,1.6984,NA,107.89,180.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Strikeout","strikeout","Brendan Donovan strikes out swinging, catcher Jason Delay to first baseman Ji Man Choi.",0,5,0,76,"bottom",9,"2023-04-14T02:24:33.887Z","2023-04-14T02:26:27.183Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,680977,"Brendan Donovan","/api/v1/people/680977","L","Left",664294,"Dauri Moreta","/api/v1/people/664294","R","Right","vs_RHP","vs_LHB","Empty",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Pittsburgh Pirates",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84.6,78.5,5,2,0.4427,6.3127,22.4832,-33.9729,-3.0307,-1.1565,0.2391,2.1708,4.3282,-123.3173,-1.6816,-1.1379,50.003,5.7038,-4.7093,7.2,8.4,24,2058,280,NA,NA,NA,NA,NA,NA,FALSE,-40.1,-2.3,4.6,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718591,"2023-04-13",4,"2023-04-14T02:26:03.068Z","2023-04-14T02:26:18.070Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",5,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,2,2,2,680977,"/api/v1/people/680977",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"76","atBat","Strikeout","strikeout","Brendan Donovan strikes out swinging, catcher Jason Delay to first baseman Ji Man Choi.",0,5,0,76,"bottom",9,"2023-04-14T02:24:33.887Z","2023-04-14T02:26:27.183Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,680977,"Brendan Donovan","/api/v1/people/680977","L","Left",664294,"Dauri Moreta","/api/v1/people/664294","R","Right","vs_RHP","vs_LHB","Empty",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Pittsburgh Pirates",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718591,"2023-04-13",4,"2023-04-14T02:24:04.650Z","2023-04-14T02:24:15.362Z",TRUE,"pitch","8881d6bd-493d-4800-9674-69a76453470a",5,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,2,1,NA,NA,3.15,1.47,NA,126.39,184.27,"fly_ball","medium","8",109.27,77.37,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Flyout","field_out","Tommy Edman flies out to center fielder Ji Hwan Bae.",0,5,0,75,"bottom",9,"2023-04-14T02:22:24.272Z","2023-04-14T02:24:15.362Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,669242,"Tommy Edman","/api/v1/people/669242","L","Left",664294,"Dauri Moreta","/api/v1/people/664294","R","Right","vs_RHP","vs_LHB","RISP",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Pittsburgh Pirates","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85.6,78.6,5,2,0.4398,6.1647,25.6069,-32.6325,-2.3509,-0.2971,-0.2464,2.019,2.6659,-124.6502,-2.3794,-1.0255,50.0006,5.6866,-3.6906,6,8.4,24,2009,282,85.6,28,307,NA,NA,NA,TRUE,-38.2,-0.8,3.6,NA,NA,NA,NA,NA,TRUE,FALSE,641933,"Tyler O'Neill","/api/v1/people/641933",NA,NA,NA,NA,NA,NA
718591,"2023-04-13",3,"2023-04-14T02:23:39.222Z","2023-04-14T02:23:42.796Z",TRUE,"pitch","ba4490de-e4aa-44e9-a1ad-4de9044f3ba4",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,1,NA,NA,3.15,1.47,NA,126.26,139.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Flyout","field_out","Tommy Edman flies out to center fielder Ji Hwan Bae.",0,5,0,75,"bottom",9,"2023-04-14T02:22:24.272Z","2023-04-14T02:24:15.362Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,669242,"Tommy Edman","/api/v1/people/669242","L","Left",664294,"Dauri Moreta","/api/v1/people/664294","R","Right","vs_RHP","vs_LHB","RISP",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Pittsburgh Pirates","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.3,85.8,11,2,0.3996,6.3519,31.7428,-13.239,-3.456,9.9646,-0.243,3.6727,3.0366,-137.3117,-3.4128,-0.9167,50.0063,5.8386,-6.5697,22.8,3.6,24,2302,213,NA,NA,NA,NA,NA,NA,FALSE,-13.3,17.5,5.6,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718591,"2023-04-13",2,"2023-04-14T02:23:17.047Z","2023-04-14T02:23:20.991Z",TRUE,"pitch","2a8259a6-06c8-4f0a-b7f9-abf52c7e894e",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",2,1,1,NA,NA,3.2229,1.5428,NA,96.41,172.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Flyout","field_out","Tommy Edman flies out to center fielder Ji Hwan Bae.",0,5,0,75,"bottom",9,"2023-04-14T02:22:24.272Z","2023-04-14T02:24:15.362Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,669242,"Tommy Edman","/api/v1/people/669242","L","Left",664294,"Dauri Moreta","/api/v1/people/664294","R","Right","vs_RHP","vs_LHB","RISP",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Pittsburgh Pirates","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",85.1,77.6,6,2,0.4433,6.5765,25.7845,-18.8797,-6.2694,8.6089,0.54,2.4426,5.1861,-123.7853,-3.9943,-0.7724,50.0045,5.6672,-9.685,24,6,24,1767,224,NA,NA,NA,NA,NA,NA,FALSE,-23,14.9,10.1,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718591,"2023-04-13",1,"2023-04-14T02:22:55.088Z","2023-04-14T02:22:58.633Z",TRUE,"pitch","5dbffe7a-53f2-406f-9ccb-3e1b75848056",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,1,NA,NA,3.2717,1.5428,NA,197.79,156.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Flyout","field_out","Tommy Edman flies out to center fielder Ji Hwan Bae.",0,5,0,75,"bottom",9,"2023-04-14T02:22:24.272Z","2023-04-14T02:24:15.362Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,669242,"Tommy Edman","/api/v1/people/669242","L","Left",664294,"Dauri Moreta","/api/v1/people/664294","R","Right","vs_RHP","vs_LHB","RISP",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Pittsburgh Pirates","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",86.6,78.8,11,2,0.4358,6.4016,27.4524,-22.417,-8.3053,6.1112,-2.1195,3.0639,0.3751,-126.0498,-2.054,-1.1931,50.0031,5.7135,-13.2625,30,7.2,24,1740,229,NA,NA,NA,NA,NA,NA,FALSE,-25.9,10.8,14.9,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
