"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isSubstitution","base","replacedPlayer.id","replacedPlayer.link","details.disengagementNum","isBaseRunningPlay","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
717845,"2023-06-08",3,"2023-06-08T18:51:03.219Z","2023-06-08T18:51:07.239Z",TRUE,"pitch","6340f4ac-dff2-4472-bbf3-a027ba64e5a8",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,0,NA,NA,3.2588,1.4979,NA,118.67,144.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49","atBat","Lineout","field_out","Isaac Paredes lines out to center fielder Michael A. Taylor.",0,1,4,49,"bottom",7,"2023-06-08T18:51:00.937Z","2023-06-08T18:53:10.256Z",TRUE,FALSE,FALSE,TRUE,0,3,2,1,670623,"Isaac Paredes","/api/v1/people/670623","R","Right",592254,"José De León","/api/v1/people/592254","R","Right","vs_RHP","vs_RHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Minnesota Twins",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",79,72.3,11,0.91,0.4772,6.3021,22.2501,-30.4928,10.6179,1.2624,-0.0438,3.4843,2.0868,-114.9882,3.1351,-2.3433,50.004,5.0705,14.1516,26.4,9.6,24,2387,69,NA,NA,NA,NA,NA,NA,FALSE,-40.6,3.4,-19.8,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717845,"2023-06-08",0,"2023-06-08T18:50:23.356Z","2023-06-08T18:50:23.385Z",FALSE,"action",NA,NA,"Defensive switch from left field to right field for Willi Castro.","Defensive Switch",1,4,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,650489,"/api/v1/people/650489",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"defensive_switch",NA,"9","Outfielder","Outfielder","RF","100","49","atBat","Lineout","field_out","Isaac Paredes lines out to center fielder Michael A. Taylor.",0,1,4,49,"bottom",7,"2023-06-08T18:51:00.937Z","2023-06-08T18:53:10.256Z",TRUE,FALSE,FALSE,TRUE,0,3,2,1,670623,"Isaac Paredes","/api/v1/people/670623","R","Right",592254,"José De León","/api/v1/people/592254","R","Right","vs_RHP","vs_RHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Minnesota Twins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717845,"2023-06-08",1,"2023-06-08T18:50:23.385Z","2023-06-08T18:50:23.386Z",FALSE,"action",NA,NA,"Kyle Garlick remains in the game as the left fielder.","Defensive Switch",1,4,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,664247,"/api/v1/people/664247",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"defensive_switch",NA,"7","Outfielder","Outfielder","LF","701","49","atBat","Lineout","field_out","Isaac Paredes lines out to center fielder Michael A. Taylor.",0,1,4,49,"bottom",7,"2023-06-08T18:51:00.937Z","2023-06-08T18:53:10.256Z",TRUE,FALSE,FALSE,TRUE,0,3,2,1,670623,"Isaac Paredes","/api/v1/people/670623","R","Right",592254,"José De León","/api/v1/people/592254","R","Right","vs_RHP","vs_RHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Minnesota Twins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,TRUE,NA,596146,"/api/v1/people/596146",NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717845,"2023-06-08",2,"2023-06-08T18:50:23.386Z","2023-06-08T18:51:03.219Z",FALSE,"action",NA,NA,"Pitching Change: Jose De Leon replaces Griffin Jax.","Pitching Substitution",1,4,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,592254,"/api/v1/people/592254",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"49","atBat","Lineout","field_out","Isaac Paredes lines out to center fielder Michael A. Taylor.",0,1,4,49,"bottom",7,"2023-06-08T18:51:00.937Z","2023-06-08T18:53:10.256Z",TRUE,FALSE,FALSE,TRUE,0,3,2,1,670623,"Isaac Paredes","/api/v1/people/670623","R","Right",592254,"José De León","/api/v1/people/592254","R","Right","vs_RHP","vs_RHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Minnesota Twins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717845,"2023-06-08",5,"2023-06-08T18:51:30.083Z","2023-06-08T18:51:40.700Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",1,4,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,2,0,670623,"/api/v1/people/670623",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"49","atBat","Lineout","field_out","Isaac Paredes lines out to center fielder Michael A. Taylor.",0,1,4,49,"bottom",7,"2023-06-08T18:51:00.937Z","2023-06-08T18:53:10.256Z",TRUE,FALSE,FALSE,TRUE,0,3,2,1,670623,"Isaac Paredes","/api/v1/people/670623","R","Right",592254,"José De León","/api/v1/people/592254","R","Right","vs_RHP","vs_RHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Minnesota Twins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717845,"2023-06-08",7,"2023-06-08T18:48:22.235Z","2023-06-08T18:48:30.019Z",TRUE,"pitch","a35787ed-51b8-459d-82e2-e8f978fdd053",7,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",3,2,2,NA,NA,3.1,1.49,NA,86.37,161.83,"fly_ball","hard","8",120.1,40.91,NA,NA,NA,NA,NA,NA,NA,NA,"48","atBat","Flyout","field_out","Christian Vazquez flies out sharply to center fielder Manuel Margot.",0,1,4,48,"top",7,"2023-06-08T18:46:12.021Z","2023-06-08T18:48:30.019Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,543877,"Christian Vázquez","/api/v1/people/543877","R","Right",518617,"Jake Diekman","/api/v1/people/518617","L","Left","vs_LHP","vs_RHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Tampa Bay Rays",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.1,87.5,3,2,0.3933,6.5781,31.8465,-20.5462,11.3092,5.9207,0.8036,2.8501,-12.3113,-139.3611,-2.999,3.813,50.0013,5.3001,22.204,42,6,24,2179,116,102.2,23,392,NA,NA,NA,TRUE,-19.6,10.2,-17.9,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717845,"2023-06-08",6,"2023-06-08T18:48:02.959Z","2023-06-08T18:48:06.134Z",TRUE,"pitch","ca10b8f4-a91e-4107-85ed-6c2a3c0aeb79",6,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,2,NA,NA,3.275,1.5901,NA,123.23,234.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"48","atBat","Flyout","field_out","Christian Vazquez flies out sharply to center fielder Manuel Margot.",0,1,4,48,"top",7,"2023-06-08T18:46:12.021Z","2023-06-08T18:48:30.019Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,543877,"Christian Vázquez","/api/v1/people/543877","R","Right",518617,"Jake Diekman","/api/v1/people/518617","L","Left","vs_LHP","vs_RHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Tampa Bay Rays",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",82.2,75.3,13,0.91,0.4615,6.6542,26.2656,-30.0644,-8.7514,1.4864,-0.1633,0.1708,-7.5847,-119.3965,-4.999,4.2095,50.0053,5.0458,-12.4421,24,9.6,24,3135,302,NA,NA,NA,NA,NA,NA,FALSE,-39.6,1.6,17.9,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717845,"2023-06-08",5,"2023-06-08T18:47:40.338Z","2023-06-08T18:47:44.517Z",TRUE,"pitch","1427f6ef-36c3-46d1-9069-c0e57bdd05d7",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,2,NA,NA,3.1,1.49,NA,71.32,154.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"48","atBat","Flyout","field_out","Christian Vazquez flies out sharply to center fielder Manuel Margot.",0,1,4,48,"top",7,"2023-06-08T18:46:12.021Z","2023-06-08T18:48:30.019Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,543877,"Christian Vázquez","/api/v1/people/543877","R","Right",518617,"Jake Diekman","/api/v1/people/518617","L","Left","vs_LHP","vs_RHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Tampa Bay Rays",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.3,87.2,12,2,0.3931,6.6038,33.511,-19.3688,11.6998,6.5237,1.1985,3.1071,-11.3921,-139.71,-2.9207,3.8226,50.0039,5.4495,22.9703,45.6,6,24,2318,109,NA,NA,NA,NA,NA,NA,FALSE,-18.5,11.3,-18.6,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717845,"2023-06-08",3,"2023-06-08T18:47:12.776Z","2023-06-08T18:47:16.927Z",TRUE,"pitch","e29ba5e0-1657-425b-88e1-53ba5afbec57",4,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",2,2,2,NA,NA,3.2253,1.5403,NA,120.61,189.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"48","atBat","Flyout","field_out","Christian Vazquez flies out sharply to center fielder Manuel Margot.",0,1,4,48,"top",7,"2023-06-08T18:46:12.021Z","2023-06-08T18:48:30.019Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,543877,"Christian Vázquez","/api/v1/people/543877","R","Right",518617,"Jake Diekman","/api/v1/people/518617","L","Left","vs_LHP","vs_RHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Tampa Bay Rays",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96,87.3,8,2,0.3946,6.5094,32.0108,-17.5252,12.0466,7.5134,-0.0947,1.828,-14.7379,-138.9717,-5.893,3.7196,50.0066,5.1459,23.4993,46.8,6,24,2190,115,NA,NA,NA,NA,NA,NA,FALSE,-17.6,12.4,-18.6,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717845,"2023-06-08",2,"2023-06-08T18:46:51.773Z","2023-06-08T18:46:55.823Z",TRUE,"pitch","4e0b6a78-644c-4934-b0b4-e7f2f7d0c2ad",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,2,NA,NA,3.3247,1.5652,NA,-37.3,140.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"48","atBat","Flyout","field_out","Christian Vazquez flies out sharply to center fielder Manuel Margot.",0,1,4,48,"top",7,"2023-06-08T18:46:12.021Z","2023-06-08T18:48:30.019Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,543877,"Christian Vázquez","/api/v1/people/543877","R","Right",518617,"Jake Diekman","/api/v1/people/518617","L","Left","vs_LHP","vs_RHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Tampa Bay Rays",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",88.1,80.6,12,2,0.4272,6.3897,26.6288,-29.9178,10.2298,1.3537,4.0481,3.6227,-3.0771,-128.2483,1.3323,3.9348,50.0023,5.4307,17.032,28.8,8.4,24,1670,107,NA,NA,NA,NA,NA,NA,FALSE,-32.3,3,-17.9,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717845,"2023-06-08",1,"2023-06-08T18:46:33.123Z","2023-06-08T18:46:37.474Z",TRUE,"pitch","540f4630-3099-4a3b-8a20-be8d6f29ed4e",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,1,2,NA,NA,3.1,1.49,NA,77.8,176.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"48","atBat","Flyout","field_out","Christian Vazquez flies out sharply to center fielder Manuel Margot.",0,1,4,48,"top",7,"2023-06-08T18:46:12.021Z","2023-06-08T18:48:30.019Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,543877,"Christian Vázquez","/api/v1/people/543877","R","Right",518617,"Jake Diekman","/api/v1/people/518617","L","Left","vs_LHP","vs_RHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Tampa Bay Rays",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.9,86.9,12,2,0.3951,6.3875,33.3742,-18.9409,11.8486,6.8103,1.0283,2.3079,-11.7282,-139.0421,-4.5756,3.7771,50.0047,5.2451,23.0276,45.6,6,24,2232,120,NA,NA,NA,NA,NA,NA,FALSE,-18.7,11.4,-18.8,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717845,"2023-06-08",0,"2023-06-08T18:46:17.778Z","2023-06-08T18:46:22.960Z",TRUE,"pitch","e1bb5d14-367e-4de8-b313-cb0b39bfd9cb",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.1755,1.4405,NA,76.67,159.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"48","atBat","Flyout","field_out","Christian Vazquez flies out sharply to center fielder Manuel Margot.",0,1,4,48,"top",7,"2023-06-08T18:46:12.021Z","2023-06-08T18:48:30.019Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,543877,"Christian Vázquez","/api/v1/people/543877","R","Right",518617,"Jake Diekman","/api/v1/people/518617","L","Left","vs_LHP","vs_RHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Tampa Bay Rays",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",88.3,80.7,12,2,0.4274,6.5667,26.3554,-26.155,10.7648,3.6164,1.0581,2.9349,-10.2795,-128.1389,-0.9833,3.7221,50.001,5.3661,17.9085,31.2,7.2,24,1688,107,NA,NA,NA,NA,NA,NA,FALSE,-28.7,6.6,-17.2,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717845,"2023-06-08",4,"2023-06-08T18:47:22.128Z","2023-06-08T18:47:40.338Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",1,4,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,2,2,2,543877,"/api/v1/people/543877",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"48","atBat","Flyout","field_out","Christian Vazquez flies out sharply to center fielder Manuel Margot.",0,1,4,48,"top",7,"2023-06-08T18:46:12.021Z","2023-06-08T18:48:30.019Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,543877,"Christian Vázquez","/api/v1/people/543877","R","Right",518617,"Jake Diekman","/api/v1/people/518617","L","Left","vs_LHP","vs_RHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Tampa Bay Rays",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717845,"2023-06-08",4,"2023-06-08T18:45:50.855Z","2023-06-08T18:45:55.986Z",TRUE,"pitch","c1dc9c2c-9d86-4d6a-85e3-29a3c12a8cd6",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,3,1,NA,NA,3.33,1.61,NA,81.21,133.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47","atBat","Strikeout","strikeout","Kyle Garlick strikes out swinging.",0,1,4,47,"top",7,"2023-06-08T18:44:57.414Z","2023-06-08T18:45:55.986Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,664247,"Kyle Garlick","/api/v1/people/664247","R","Right",518617,"Jake Diekman","/api/v1/people/518617","L","Left","vs_LHP","vs_RHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Tampa Bay Rays",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.1,87.4,12,2,0.3908,6.5764,35.3759,-20.2245,11.8338,6.0229,0.9389,3.8836,-11.9819,-140.7644,-0.4981,3.737,50.0005,5.3856,23.4723,45.6,6,24,2354,117,NA,NA,NA,NA,NA,NA,TRUE,-18.5,10.9,-18.6,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717845,"2023-06-08",3,"2023-06-08T18:45:34.463Z","2023-06-08T18:45:39.423Z",TRUE,"pitch","2f2f40cc-22b0-4f89-a9ee-eb24a6f2fc71",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,2,1,NA,NA,3.4078,1.6364,NA,82.86,157.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47","atBat","Strikeout","strikeout","Kyle Garlick strikes out swinging.",0,1,4,47,"top",7,"2023-06-08T18:44:57.414Z","2023-06-08T18:45:55.986Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,664247,"Kyle Garlick","/api/v1/people/664247","R","Right",518617,"Jake Diekman","/api/v1/people/518617","L","Left","vs_LHP","vs_RHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Tampa Bay Rays",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",88.4,80.5,12,2,0.4276,6.4591,27.2561,-31.4277,11.5213,0.452,0.8957,3.0151,-10.7238,-128.2435,0.2616,3.6406,50.0041,5.369,19.1351,28.8,8.4,24,1662,102,NA,NA,NA,NA,NA,NA,FALSE,-34.2,1.1,-18.4,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717845,"2023-06-08",2,"2023-06-08T18:45:16.466Z","2023-06-08T18:45:19.606Z",TRUE,"pitch","095f0fc3-9bad-43c1-a5bf-c4b29f851beb",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,1,NA,NA,3.4056,1.6354,NA,191.28,177.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47","atBat","Strikeout","strikeout","Kyle Garlick strikes out swinging.",0,1,4,47,"top",7,"2023-06-08T18:44:57.414Z","2023-06-08T18:45:55.986Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,664247,"Kyle Garlick","/api/v1/people/664247","R","Right",518617,"Jake Diekman","/api/v1/people/518617","L","Left","vs_LHP","vs_RHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Tampa Bay Rays",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.4,88.6,13,2,0.3901,6.5888,32.0141,-20.5682,12.4321,5.8151,-1.9487,2.2803,-19.7609,-140.45,-4.2243,3.5653,50.0043,5.1427,24.8222,43.2,6,24,1625,188,NA,NA,NA,NA,NA,NA,FALSE,-19.7,9.7,-18.5,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717845,"2023-06-08",1,"2023-06-08T18:44:59.771Z","2023-06-08T18:45:03.099Z",TRUE,"pitch","ce91da27-47ff-4938-a462-30509e0c0455",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,1,NA,NA,3.33,1.61,NA,134.44,166.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47","atBat","Strikeout","strikeout","Kyle Garlick strikes out swinging.",0,1,4,47,"top",7,"2023-06-08T18:44:57.414Z","2023-06-08T18:45:55.986Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,664247,"Kyle Garlick","/api/v1/people/664247","R","Right",518617,"Jake Diekman","/api/v1/people/518617","L","Left","vs_LHP","vs_RHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Tampa Bay Rays",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96,87.1,4,0.95,0.3949,6.4999,32.3618,-15.4474,11.3772,8.5932,-0.4576,2.6748,-15.1674,-138.9202,-4.3673,3.6056,50.001,5.3005,22.1417,48,4.8,24,1931,117,NA,NA,NA,NA,NA,NA,FALSE,-15.4,14.6,-17.3,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
