"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","base","replacedPlayer.id","replacedPlayer.link","isBaseRunningPlay","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
744869,"2024-04-03",5,"2024-04-04T01:15:48.376Z","2024-04-04T01:15:52.611Z",TRUE,"pitch","4d1c15f4-4b03-432a-bbc7-f40a848332e6",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,3,2,NA,NA,3.44,1.62,NA,104.16,150.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Strikeout","strikeout","Michael A. Taylor strikes out swinging.",0,3,5,70,"top",9,"2024-04-04T01:14:00.581Z","2024-04-04T01:15:52.611Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,572191,"Michael A. Taylor","/api/v1/people/572191","R","Right",640448,"Kyle Finnegan","/api/v1/people/640448","R","Right","vs_RHP","vs_RHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Washington Nationals",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84.9,78.1,3,2,0.4424,6.6165,24.1569,-28.9484,3.3995,2.0747,0.3369,3.2774,4.4042,-123.6991,0.0042,-1.9066,50.001,5.6981,5.2787,12,7.2,24,2088,55,NA,NA,NA,NA,NA,NA,TRUE,-33.7,4,-7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
744869,"2024-04-03",4,"2024-04-04T01:15:25.342Z","2024-04-04T01:15:29.086Z",TRUE,"pitch","c8d43f5d-2ba4-4b42-b97d-8cf76897b021",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3.44,1.62,NA,121.88,186.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Strikeout","strikeout","Michael A. Taylor strikes out swinging.",0,3,5,70,"top",9,"2024-04-04T01:14:00.581Z","2024-04-04T01:15:52.611Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,572191,"Michael A. Taylor","/api/v1/people/572191","R","Right",640448,"Kyle Finnegan","/api/v1/people/640448","R","Right","vs_RHP","vs_RHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Washington Nationals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98,89.2,8,0.91,0.3852,6.6834,33.9928,-10.0064,-8.2539,10.8342,-0.1281,1.953,6.2101,-142.4293,-8.4328,-1.269,50.0029,5.5925,-16.8871,51.6,3.6,24,2178,215,NA,NA,NA,NA,NA,NA,FALSE,-10.7,18,13.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
744869,"2024-04-03",2,"2024-04-04T01:14:40.744Z","2024-04-04T01:14:45.688Z",TRUE,"pitch","dfccae4a-ed1b-46e4-a993-61611770369d",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,2,2,NA,NA,3.5904,1.7231,NA,118.22,176.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Strikeout","strikeout","Michael A. Taylor strikes out swinging.",0,3,5,70,"top",9,"2024-04-04T01:14:00.581Z","2024-04-04T01:15:52.611Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,572191,"Michael A. Taylor","/api/v1/people/572191","R","Right",640448,"Kyle Finnegan","/api/v1/people/640448","R","Right","vs_RHP","vs_RHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Washington Nationals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.6,88.9,8,0.91,0.3866,6.7228,33.0942,-10.1131,-6.7179,10.8589,-0.0321,2.296,5.9271,-141.8021,-7.6041,-1.2789,50.0064,5.6615,-13.6536,45.6,3.6,24,2018,211,NA,NA,NA,NA,NA,NA,FALSE,-10.6,18.2,10.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
744869,"2024-04-03",1,"2024-04-04T01:14:21.731Z","2024-04-04T01:14:25.778Z",TRUE,"pitch","b81481b0-8de3-499d-8f0c-10ac32cfc5ea",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,2,NA,NA,3.6676,1.7725,NA,133.72,155.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Strikeout","strikeout","Michael A. Taylor strikes out swinging.",0,3,5,70,"top",9,"2024-04-04T01:14:00.581Z","2024-04-04T01:15:52.611Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,572191,"Michael A. Taylor","/api/v1/people/572191","R","Right",640448,"Kyle Finnegan","/api/v1/people/640448","R","Right","vs_RHP","vs_RHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Washington Nationals",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",83.7,77.7,1,2,0.4467,6.4219,21.3361,-26.1579,3.3195,3.9411,-0.4386,3.0911,2.8157,-122.047,-1.0818,-2.0335,50.0021,5.7685,5.0672,12,7.2,24,2107,40,NA,NA,NA,NA,NA,NA,FALSE,-31.3,7.2,-6.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
744869,"2024-04-03",0,"2024-04-04T01:14:00.581Z","2024-04-04T01:14:05.581Z",FALSE,"no_pitch","eb9f7afa-8260-4c61-aa33-2d4c98b34a9a",0,"Automatic Ball - Pitcher Pitch Timer Violation",NA,NA,NA,NA,FALSE,"VP",NA,FALSE,FALSE,TRUE,"VP","Automatic Ball - Pitcher Pitch Timer Violation",1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Strikeout","strikeout","Michael A. Taylor strikes out swinging.",0,3,5,70,"top",9,"2024-04-04T01:14:00.581Z","2024-04-04T01:15:52.611Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,572191,"Michael A. Taylor","/api/v1/people/572191","R","Right",640448,"Kyle Finnegan","/api/v1/people/640448","R","Right","vs_RHP","vs_RHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Washington Nationals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitcher_pitch_timer","Pitcher Pitch Timer Violation",640448,"Kyle Finnegan",TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
744869,"2024-04-03",3,"2024-04-04T01:15:12.807Z","2024-04-04T01:15:25.342Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",3,5,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,1,2,2,572191,"/api/v1/people/572191",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"70","atBat","Strikeout","strikeout","Michael A. Taylor strikes out swinging.",0,3,5,70,"top",9,"2024-04-04T01:14:00.581Z","2024-04-04T01:15:52.611Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,572191,"Michael A. Taylor","/api/v1/people/572191","R","Right",640448,"Kyle Finnegan","/api/v1/people/640448","R","Right","vs_RHP","vs_RHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Washington Nationals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
744869,"2024-04-03",0,"2024-04-04T01:13:19.546Z","2024-04-04T01:13:30.549Z",TRUE,"pitch","4ed598cb-316a-4401-9a81-67d631035244",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,1,NA,NA,3.64,1.69,NA,124.29,163.21,"fly_ball","medium","9",172.78,94.02,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Flyout","field_out","Jared Triolo flies out to right fielder Lane Thomas.",0,3,5,69,"top",9,"2024-04-04T01:13:19.546Z","2024-04-04T01:13:30.549Z",TRUE,FALSE,FALSE,TRUE,0,0,0,2,669707,"Jared Triolo","/api/v1/people/669707","R","Right",640448,"Kyle Finnegan","/api/v1/people/640448","R","Right","vs_RHP","vs_RHB","RISP",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Washington Nationals","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84.2,77,5,2,0.4482,6.5841,25.7208,-34.1812,3.177,-1.33,-0.1912,2.7991,3.5052,-122.5275,-0.0979,-2.0566,50.0014,5.7766,4.798,9.6,9.6,24,2064,52,80.9,34,287,NA,NA,NA,TRUE,-40.9,-2.2,-6.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,680779,"Henry Davis","/api/v1/people/680779",NA,NA,NA,NA,NA,NA
744869,"2024-04-03",4,"2024-04-04T01:12:31.979Z","2024-04-04T01:12:41.500Z",TRUE,"pitch","9718a37b-d539-4397-aafa-cdcadcfa0093",5,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",3,1,1,NA,NA,3.29,1.62,NA,116.8,185.19,"ground_ball","medium","5",104.56,168.7,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Field Error","field_error","Henry Davis reaches on a throwing error by third baseman Trey Lipscomb. Henry Davis to 2nd.",0,3,5,68,"top",9,"2024-04-04T01:11:17.442Z","2024-04-04T01:12:41.500Z",TRUE,FALSE,FALSE,FALSE,0,3,1,1,680779,"Henry Davis","/api/v1/people/680779","R","Right",640448,"Kyle Finnegan","/api/v1/people/640448","R","Right","vs_RHP","vs_RHB","RISP",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Washington Nationals","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.8,87.4,8,0.87,0.3938,6.8031,31.8004,-11.4114,-6.0345,10.605,0.0051,1.9847,5.3892,-139.1774,-7.8239,-1.1741,50.0066,5.5918,-11.8185,38.4,3.6,24,2113,212,103.2,-13,10,NA,NA,NA,FALSE,-12.2,17.8,9.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,680779,"Henry Davis","/api/v1/people/680779",NA,NA,NA,NA,NA,NA
744869,"2024-04-03",3,"2024-04-04T01:12:14.910Z","2024-04-04T01:12:21.069Z",TRUE,"pitch","235cd147-45c1-45a8-8cd1-3144ea9625ca",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,1,1,NA,NA,3.2876,1.6899,NA,159.28,216.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Field Error","field_error","Henry Davis reaches on a throwing error by third baseman Trey Lipscomb. Henry Davis to 2nd.",0,3,5,68,"top",9,"2024-04-04T01:11:17.442Z","2024-04-04T01:12:41.500Z",TRUE,FALSE,FALSE,FALSE,0,3,1,1,680779,"Henry Davis","/api/v1/people/680779","R","Right",640448,"Kyle Finnegan","/api/v1/people/640448","R","Right","vs_RHP","vs_RHB","RISP",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Washington Nationals","false",NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",90.9,84.3,13,0.87,0.4124,6.7448,25.3721,-20.9925,-5.23,6.2405,-1.1093,0.8384,3.0974,-132.2753,-8.2849,-1.6095,50.0011,5.5225,-9.3665,21.6,6,24,1146,221,NA,NA,NA,NA,NA,NA,FALSE,-22.9,10,8.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
744869,"2024-04-03",2,"2024-04-04T01:11:56.226Z","2024-04-04T01:12:00.033Z",TRUE,"pitch","c8dcf6d3-a403-43f1-9c44-649e1e325238",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",2,1,1,NA,NA,3.3192,1.6659,NA,116.3,189.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Field Error","field_error","Henry Davis reaches on a throwing error by third baseman Trey Lipscomb. Henry Davis to 2nd.",0,3,5,68,"top",9,"2024-04-04T01:11:17.442Z","2024-04-04T01:12:41.500Z",TRUE,FALSE,FALSE,FALSE,0,3,1,1,680779,"Henry Davis","/api/v1/people/680779","R","Right",640448,"Kyle Finnegan","/api/v1/people/640448","R","Right","vs_RHP","vs_RHB","RISP",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Washington Nationals","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.1,90.1,8,0.9,0.3855,6.6996,27.4825,-12.686,-5.2758,9.4941,0.0184,1.8393,5.8392,-141.2638,-8.2297,-1.3747,50.0037,5.5767,-10.8299,34.8,3.6,24,1961,206,NA,NA,NA,NA,NA,NA,FALSE,-12.7,16,8.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
