"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isBaseRunningPlay","details.disengagementNum","isSubstitution","base","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
717681,"2023-06-20",7,"2023-06-21T00:52:10.577Z","2023-06-21T00:52:15.587Z",TRUE,"pitch","455fd2f8-01fa-45c2-8423-274b37799466",7,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",3,3,2,NA,NA,3.24,1.55,NA,75.57,210.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Strikeout","strikeout","Zach McKinstry strikes out swinging.",0,1,0,68,"bottom",9,"2023-06-21T00:50:00.599Z","2023-06-21T00:52:15.587Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,656716,"Zach McKinstry","/api/v1/people/656716","L","Left",605130,"Scott Barlow","/api/v1/people/605130","R","Right","vs_RHP","vs_LHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Kansas City Royals",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",82.6,76.1,14,2,0.4567,6.9657,24.1708,-35.4389,6.7275,-2.2398,1.0868,1.0428,5.829,-120.1303,-1.544,-2.2489,50.0048,4.8562,9.7927,16.8,10.8,24,2579,81,NA,NA,NA,NA,NA,NA,TRUE,-44.4,-4.2,-13.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717681,"2023-06-20",6,"2023-06-21T00:51:43.004Z","2023-06-21T00:51:47.029Z",TRUE,"pitch","5ef18396-79ff-477b-adae-fa51e39e3faa",6,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,2,NA,NA,3.24,1.55,NA,109.86,215.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Strikeout","strikeout","Zach McKinstry strikes out swinging.",0,1,0,68,"bottom",9,"2023-06-21T00:50:00.599Z","2023-06-21T00:52:15.587Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,656716,"Zach McKinstry","/api/v1/people/656716","L","Left",605130,"Scott Barlow","/api/v1/people/605130","R","Right","vs_RHP","vs_LHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Kansas City Royals",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",83,76.6,14,2,0.4532,6.8736,23.3681,-30.9943,6.0681,0.8003,0.1872,0.8632,3.8085,-120.8284,-2.7632,-2.1975,50.0055,4.743,8.9799,16.8,9.6,24,2561,86,NA,NA,NA,NA,NA,NA,FALSE,-38.6,1.1,-11.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717681,"2023-06-20",5,"2023-06-21T00:51:22.362Z","2023-06-21T00:51:26.203Z",TRUE,"pitch","b65db3b3-f0c3-4e1d-9fb4-51c598973f12",5,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",3,2,2,NA,NA,3.1055,1.4438,NA,124.55,186.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Strikeout","strikeout","Zach McKinstry strikes out swinging.",0,1,0,68,"bottom",9,"2023-06-21T00:50:00.599Z","2023-06-21T00:52:15.587Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,656716,"Zach McKinstry","/api/v1/people/656716","L","Left",605130,"Scott Barlow","/api/v1/people/605130","R","Right","vs_RHP","vs_LHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Kansas City Royals",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",79.6,72.8,8,2,0.4746,7.6294,23.8252,-37.707,9.3725,-4.1104,-0.1982,1.9256,1.6919,-115.8877,0.7968,-2.1566,50.0045,5.2101,12.6112,19.2,12,24,2525,65,NA,NA,NA,NA,NA,NA,FALSE,-50.4,-6.8,-17.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717681,"2023-06-20",4,"2023-06-21T00:51:02.239Z","2023-06-21T00:51:06.889Z",TRUE,"pitch","e3bae364-ebf8-4ceb-a285-118f12cf2c2e",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,1,2,NA,NA,2.9992,1.4438,NA,160.18,175.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Strikeout","strikeout","Zach McKinstry strikes out swinging.",0,1,0,68,"bottom",9,"2023-06-21T00:50:00.599Z","2023-06-21T00:52:15.587Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,656716,"Zach McKinstry","/api/v1/people/656716","L","Left",605130,"Scott Barlow","/api/v1/people/605130","R","Right","vs_RHP","vs_LHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Kansas City Royals",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",80,73.5,11,2,0.4706,7.6043,22.6646,-36.6818,8.4286,-3.2835,-1.1328,2.3294,-0.1045,-116.5448,1.4321,-2.1818,50.0052,5.1811,11.5533,18,10.8,24,2557,66,NA,NA,NA,NA,NA,NA,FALSE,-48,-5.3,-15.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717681,"2023-06-20",3,"2023-06-21T00:50:36.878Z","2023-06-21T00:50:42.424Z",TRUE,"pitch","a6e0ee14-30d4-4395-a79a-2009e23d83c2",3,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",2,1,2,NA,NA,3.0789,1.4438,NA,126.68,220.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Strikeout","strikeout","Zach McKinstry strikes out swinging.",0,1,0,68,"bottom",9,"2023-06-21T00:50:00.599Z","2023-06-21T00:52:15.587Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,656716,"Zach McKinstry","/api/v1/people/656716","L","Left",605130,"Scott Barlow","/api/v1/people/605130","R","Right","vs_RHP","vs_LHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Kansas City Royals",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",79.3,72.9,13,2,0.4763,7.1619,23.5564,-37.4236,8.3786,-3.9267,-0.2539,0.67,2.1184,-115.4532,-1.6238,-2.2741,50.004,5.0183,11.1951,16.8,12,24,2530,63,NA,NA,NA,NA,NA,NA,FALSE,-51,-7.2,-15.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717681,"2023-06-20",2,"2023-06-21T00:50:20.082Z","2023-06-21T00:50:23.603Z",TRUE,"pitch","1dd69d63-b7e4-42e7-9f25-bf092563b3b9",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,2,NA,NA,3.182,1.5478,NA,108.8,148.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Strikeout","strikeout","Zach McKinstry strikes out swinging.",0,1,0,68,"bottom",9,"2023-06-21T00:50:00.599Z","2023-06-21T00:52:15.587Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,656716,"Zach McKinstry","/api/v1/people/656716","L","Left",605130,"Scott Barlow","/api/v1/people/605130","R","Right","vs_RHP","vs_LHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Kansas City Royals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.5,84.9,12,2,0.406,6.7343,27.8658,-21.8706,-3.0523,5.5845,0.2152,3.3426,7.041,-134.6367,-0.0502,-2.0314,50.0019,4.9028,-5.6314,10.8,4.8,24,2347,220,NA,NA,NA,NA,NA,NA,FALSE,-21.5,10.3,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717681,"2023-06-20",1,"2023-06-21T00:50:02.969Z","2023-06-21T00:50:06.955Z",TRUE,"pitch","0e0ed37f-744e-43f6-9ed5-33205905a1a2",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.1055,1.4438,NA,116.72,139.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Strikeout","strikeout","Zach McKinstry strikes out swinging.",0,1,0,68,"bottom",9,"2023-06-21T00:50:00.599Z","2023-06-21T00:52:15.587Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,656716,"Zach McKinstry","/api/v1/people/656716","L","Left",605130,"Scott Barlow","/api/v1/people/605130","R","Right","vs_RHP","vs_LHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Kansas City Royals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.4,84.4,12,2,0.4074,6.7485,28.9364,-22.8105,-1.0713,5.1122,0.0073,3.6732,6.1066,-134.4092,1.1016,-2.154,50.0001,4.8769,-1.9619,1.2,4.8,24,2105,220,NA,NA,NA,NA,NA,NA,FALSE,-22.3,9.7,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717681,"2023-06-20",0,"2023-06-21T00:49:54.097Z","2023-06-21T00:50:02.969Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-hitter Zach McKinstry replaces Jonathan Schoop.","Offensive Substitution",1,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,656716,"/api/v1/people/656716",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"11","Pinch Hitter","Hitter","PH","601","68","atBat","Strikeout","strikeout","Zach McKinstry strikes out swinging.",0,1,0,68,"bottom",9,"2023-06-21T00:50:00.599Z","2023-06-21T00:52:15.587Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,656716,"Zach McKinstry","/api/v1/people/656716","L","Left",605130,"Scott Barlow","/api/v1/people/605130","R","Right","vs_RHP","vs_LHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Kansas City Royals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,570731,"/api/v1/people/570731",TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717681,"2023-06-20",3,"2023-06-21T00:49:16.013Z","2023-06-21T00:49:22.521Z",TRUE,"pitch","87f5e1c9-c9f9-4b0c-a102-b8fc860bb8c0",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,0,1,NA,NA,3.27,1.55,NA,103.59,179.68,"ground_ball","medium","3",156.98,164.4,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Groundout","field_out","Kerry Carpenter grounds out to first baseman Nick Pratto. Javier Baez to 3rd.",0,1,0,67,"bottom",9,"2023-06-21T00:48:32.598Z","2023-06-21T00:49:22.521Z",TRUE,FALSE,FALSE,TRUE,0,2,0,2,681481,"Kerry Carpenter","/api/v1/people/681481","L","Left",605130,"Scott Barlow","/api/v1/people/605130","R","Right","vs_RHP","vs_LHB","RISP",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Kansas City Royals",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",82.4,75.4,6,2,0.4581,6.7436,24.9341,-36.6682,5.8922,-3.1062,0.3518,2.1889,4.4581,-119.9402,1.3173,-2.3019,50.0042,4.9224,8.5168,14.4,10.8,24,2517,85,83,-14,9,NA,NA,NA,TRUE,-45.5,-5,-11.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,595879,"Javier Báez","/api/v1/people/595879"
717681,"2023-06-20",2,"2023-06-21T00:48:55.313Z","2023-06-21T00:48:59.649Z",TRUE,"pitch","f65b7e8d-7f25-48dd-aa2c-6c1db984ca25",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,1,NA,NA,3.162,1.4965,NA,109.29,127.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Groundout","field_out","Kerry Carpenter grounds out to first baseman Nick Pratto. Javier Baez to 3rd.",0,1,0,67,"bottom",9,"2023-06-21T00:48:32.598Z","2023-06-21T00:49:22.521Z",TRUE,FALSE,FALSE,TRUE,0,2,0,2,681481,"Kerry Carpenter","/api/v1/people/681481","L","Left",605130,"Scott Barlow","/api/v1/people/605130","R","Right","vs_RHP","vs_LHB","RISP",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Kansas City Royals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.2,84.5,12,2,0.4052,6.7915,31.5219,-19.0229,-1.3556,7.1188,0.2022,4.1155,6.5421,-135.5164,1.2649,-2.0742,50.0002,4.9778,-2.5037,3.6,3.6,24,2327,219,NA,NA,NA,NA,NA,NA,FALSE,-18.4,13.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
