"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isSubstitution","details.disengagementNum","replacedPlayer.id","replacedPlayer.link","isBaseRunningPlay","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
718170,"2023-05-16",0,"2023-05-16T04:18:52.246Z","2023-05-16T04:19:01.572Z",TRUE,"pitch","7d3e0d10-1b59-46cb-94e4-937228359e75",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,2,NA,NA,3.29,1.65,NA,134.46,171.89,"popup","medium","3",161.75,184.8,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Pop Out","field_out","Trea Turner pops out to first baseman LaMonte Wade Jr. in foul territory.",0,3,6,74,"top",9,"2023-05-16T04:18:45.841Z","2023-05-16T04:19:01.572Z",TRUE,FALSE,FALSE,TRUE,0,0,0,3,607208,"Trea Turner","/api/v1/people/607208","R","Right",666808,"Camilo Doval","/api/v1/people/666808","R","Right","vs_RHP","vs_RHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","San Francisco Giants","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.5,80.5,4,0.9,0.4267,6.3617,29.4764,-31.4846,3.4334,0.4107,-0.458,2.4773,1.6977,-128.8837,-1.1222,-1.5734,50.001,5.3739,5.7123,10.8,8.4,24,2418,91,78.2,74,88,NA,NA,NA,TRUE,-34.4,0.7,-6.6,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718170,"2023-05-16",6,"2023-05-16T04:18:18.589Z","2023-05-16T04:18:26.391Z",TRUE,"pitch","bc208260-9439-416c-ae19-21832bf9b6c9",5,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,2,1,NA,NA,3.17,1.54,NA,131.14,187.2,"line_drive","medium","5",84.79,141.01,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Lineout","field_out","Bryson Stott lines out to third baseman J. D. Davis.",0,3,6,73,"top",9,"2023-05-16T04:16:01.780Z","2023-05-16T04:18:26.391Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,681082,"Bryson Stott","/api/v1/people/681082","L","Left",666808,"Camilo Doval","/api/v1/people/666808","R","Right","vs_RHP","vs_LHB","RISP",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","San Francisco Giants",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",98.6,91.3,7,0.89,0.3798,6.5498,29.551,-19.3119,-5.8886,6.0864,-0.371,1.9102,5.517,-143.5839,-6.0753,-1.5413,50.0018,5.233,-12.4408,28.8,4.8,24,2349,213,97.5,9,181,NA,NA,NA,TRUE,-17.8,10.1,9.7,NA,NA,NA,NA,NA,TRUE,TRUE,669016,"Brandon Marsh","/api/v1/people/669016",NA,NA,NA,NA,NA,NA
718170,"2023-05-16",4,"2023-05-16T04:17:34.214Z","2023-05-16T04:17:41.993Z",TRUE,"pitch","a98637c2-6fc4-4636-be41-9e7683fbef13",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,1,NA,NA,3.1797,1.5298,NA,69.08,249.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Lineout","field_out","Bryson Stott lines out to third baseman J. D. Davis.",0,3,6,73,"top",9,"2023-05-16T04:16:01.780Z","2023-05-16T04:18:26.391Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,681082,"Bryson Stott","/api/v1/people/681082","L","Left",666808,"Camilo Doval","/api/v1/people/666808","R","Right","vs_RHP","vs_LHB","RISP",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","San Francisco Giants",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",89.9,82.5,14,0.9,0.4208,6.4481,29.8197,-31.727,1.5865,0.2622,1.2572,-0.3925,6.1555,-130.6163,-8.1835,-1.3449,50.0056,5.1971,2.7153,7.2,8.4,24,2545,81,NA,NA,NA,NA,NA,NA,FALSE,-35.5,-1.3,-4.3,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718170,"2023-05-16",3,"2023-05-16T04:17:14.808Z","2023-05-16T04:17:19.035Z",TRUE,"pitch","0b15a172-f055-48c5-8e19-58776213de0c",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,2,1,NA,NA,3.2373,1.6463,NA,141.01,194.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Lineout","field_out","Bryson Stott lines out to third baseman J. D. Davis.",0,3,6,73,"top",9,"2023-05-16T04:16:01.780Z","2023-05-16T04:18:26.391Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,681082,"Bryson Stott","/api/v1/people/681082","L","Left",666808,"Camilo Doval","/api/v1/people/666808","R","Right","vs_RHP","vs_LHB","RISP",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","San Francisco Giants",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",97.3,88.6,7,0.57,0.3879,6.6003,33.9507,-21.2904,-7.4108,5.3958,-0.6299,1.6568,5.273,-141.5046,-5.7622,-1.5599,50.0016,5.0945,-14.945,31.2,4.8,24,2347,230,NA,NA,NA,NA,NA,NA,FALSE,-20.4,8.8,12.2,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718170,"2023-05-16",2,"2023-05-16T04:16:52.823Z","2023-05-16T04:16:57.139Z",TRUE,"pitch","c35535da-6d94-45c7-b40b-412d52c651a9",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,1,NA,NA,3.2373,1.5881,NA,139.88,203.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Lineout","field_out","Bryson Stott lines out to third baseman J. D. Davis.",0,3,6,73,"top",9,"2023-05-16T04:16:01.780Z","2023-05-16T04:18:26.391Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,681082,"Bryson Stott","/api/v1/people/681082","L","Left",666808,"Camilo Doval","/api/v1/people/666808","R","Right","vs_RHP","vs_LHB","RISP",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","San Francisco Giants",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.2,80.7,13,0.9,0.4282,6.3717,28.6681,-34.1987,1.2724,-1.2287,-0.6001,1.3228,2.2471,-128.3395,-3.712,-1.6552,50,5.4756,2.1037,3.6,8.4,24,2389,83,NA,NA,NA,NA,NA,NA,FALSE,-38.3,-2.9,-2.9,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718170,"2023-05-16",0,"2023-05-16T04:16:19.845Z","2023-05-16T04:16:23.952Z",TRUE,"pitch","1dbebc31-c64b-46ce-adeb-eaf46be643b3",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.2661,1.6172,NA,97.19,170.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Lineout","field_out","Bryson Stott lines out to third baseman J. D. Davis.",0,3,6,73,"top",9,"2023-05-16T04:16:01.780Z","2023-05-16T04:18:26.391Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,681082,"Bryson Stott","/api/v1/people/681082","L","Left",666808,"Camilo Doval","/api/v1/people/666808","R","Right","vs_RHP","vs_LHB","RISP",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","San Francisco Giants",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",99.3,90.8,6,0.92,0.3793,6.6623,33.1896,-16.8208,-5.8942,7.265,0.5197,2.5318,7.9089,-144.3418,-4.457,-1.4883,50.0001,5.1296,-12.4522,31.2,3.6,24,2488,228,NA,NA,NA,NA,NA,NA,FALSE,-15.4,12.5,9.1,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718170,"2023-05-16",1,"2023-05-16T04:16:36.511Z","2023-05-16T04:16:52.823Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",3,6,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,1,1,681082,"/api/v1/people/681082",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"73","atBat","Lineout","field_out","Bryson Stott lines out to third baseman J. D. Davis.",0,3,6,73,"top",9,"2023-05-16T04:16:01.780Z","2023-05-16T04:18:26.391Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,681082,"Bryson Stott","/api/v1/people/681082","L","Left",666808,"Camilo Doval","/api/v1/people/666808","R","Right","vs_RHP","vs_LHB","RISP",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","San Francisco Giants",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718170,"2023-05-16",5,"2023-05-16T04:17:52.160Z","2023-05-16T04:18:18.589Z",FALSE,"action",NA,NA,"Wild pitch by pitcher Camilo Doval. Brandon Marsh to 2nd.","Wild Pitch",3,6,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,2,2,1,669016,"/api/v1/people/669016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a98637c2-6fc4-4636-be41-9e7683fbef13","wild_pitch",NA,NA,NA,NA,NA,NA,"73","atBat","Lineout","field_out","Bryson Stott lines out to third baseman J. D. Davis.",0,3,6,73,"top",9,"2023-05-16T04:16:01.780Z","2023-05-16T04:18:26.391Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,681082,"Bryson Stott","/api/v1/people/681082","L","Left",666808,"Camilo Doval","/api/v1/people/666808","R","Right","vs_RHP","vs_LHB","RISP",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","San Francisco Giants",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718170,"2023-05-16",9,"2023-05-16T04:15:47.418Z","2023-05-16T04:15:53.967Z",TRUE,"pitch","20077304-4e12-4f69-8ede-7998127a5505",8,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",3,3,0,NA,NA,3.41,1.69,NA,93.61,212.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","Kody Clemens strikes out swinging.",0,3,6,72,"top",9,"2023-05-16T04:12:57.003Z","2023-05-16T04:15:53.967Z",TRUE,FALSE,FALSE,TRUE,14,3,3,1,665019,"Kody Clemens","/api/v1/people/665019","L","Left",666808,"Camilo Doval","/api/v1/people/666808","R","Right","vs_RHP","vs_LHB","Men_On",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","San Francisco Giants",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.9,81.3,14,0.9,0.4272,6.5142,25.3218,-28.1017,2.6574,2.446,0.6137,0.9866,4.4628,-127.9898,-5.2215,-1.495,50.0051,5.242,4.4283,9.6,7.2,24,2482,64,NA,NA,NA,NA,NA,NA,TRUE,-31.7,3.5,-5.8,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,669016,"Brandon Marsh","/api/v1/people/669016",NA,NA,NA
718170,"2023-05-16",7,"2023-05-16T04:15:12.595Z","2023-05-16T04:15:17.830Z",TRUE,"pitch","843ecbc4-46d8-4a9a-834f-8a4a47b15a25",7,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,0,NA,NA,3.4098,1.6463,NA,115.57,211.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","Kody Clemens strikes out swinging.",0,3,6,72,"top",9,"2023-05-16T04:12:57.003Z","2023-05-16T04:15:53.967Z",TRUE,FALSE,FALSE,TRUE,14,3,3,1,665019,"Kody Clemens","/api/v1/people/665019","L","Left",666808,"Camilo Doval","/api/v1/people/666808","R","Right","vs_RHP","vs_LHB","Men_On",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","San Francisco Giants",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.6,81.7,14,0.9,0.4245,6.4408,26.9144,-33.3981,1.977,-0.725,0.0376,1.0227,2.7664,-129.0467,-4.5304,-1.3052,50.0041,5.3745,3.3333,6,8.4,24,2320,84,NA,NA,NA,NA,NA,NA,FALSE,-36.8,-2.2,-4.2,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
