"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","isBaseRunningPlay","base","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
718181,"2023-05-14",0,"2023-05-14T20:06:12.694Z","2023-05-14T20:06:16.604Z",TRUE,"pitch","6b8644a1-3ac7-42fc-92fc-1af38d298be8",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.4072,1.8256,NA,107.05,197.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Pop Out","field_out","Brandon Belt pops out to shortstop Orlando Arcia.",0,5,4,68,"bottom",7,"2023-05-14T20:05:57.306Z","2023-05-14T20:09:27.123Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,474832,"Brandon Belt","/api/v1/people/474832","L","Left",489446,"Kirby Yates","/api/v1/people/489446","R","Right","vs_RHP","vs_LHB","RISP",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Toronto Blue Jays","Atlanta Braves","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.8,86.8,14,0.91,0.3976,5.9212,29.6395,-17.038,-9.5607,7.8729,0.261,1.5288,10.4109,-137.5971,-6.1975,-2.3239,50.0069,4.959,-18.3939,42,4.8,24,2434,231,NA,NA,NA,NA,NA,NA,FALSE,-17.4,13.1,15.2,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718181,"2023-05-14",3,"2023-05-14T20:05:32.279Z","2023-05-14T20:05:42.298Z",TRUE,"pitch","0dc8a951-15c2-4a6b-8593-041ea7b59bf7",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,2,0,NA,NA,3.3,1.56,NA,128.57,170.49,"line_drive","hard","8",127.14,86.25,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Lineout","field_out","Whit Merrifield lines out sharply to center fielder Michael Harris II. Matt Chapman to 3rd.",0,5,4,67,"bottom",7,"2023-05-14T20:03:48.462Z","2023-05-14T20:05:42.298Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,593160,"Whit Merrifield","/api/v1/people/593160","R","Right",489446,"Kirby Yates","/api/v1/people/489446","R","Right","vs_RHP","vs_RHB","RISP",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Toronto Blue Jays","Atlanta Braves","true",NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",87.4,80.6,4,0.89,0.4294,5.995,24.281,-28.0462,-7.9671,2.5039,-0.3035,2.5292,7.6815,-127.2075,-1.4268,-2.3165,50.0053,5.3054,-13.1557,22.8,7.2,24,1257,245,101.2,16,283,NA,NA,NA,TRUE,-31.1,4.4,12.8,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,656305,"Matt Chapman","/api/v1/people/656305",NA,NA,NA,NA
718181,"2023-05-14",2,"2023-05-14T20:05:13.491Z","2023-05-14T20:05:16.491Z",TRUE,"pitch","f06400f6-3490-425e-b707-2f51046071e5",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,0,NA,NA,3.1884,1.5583,NA,64.93,139.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Lineout","field_out","Whit Merrifield lines out sharply to center fielder Michael Harris II. Matt Chapman to 3rd.",0,5,4,67,"bottom",7,"2023-05-14T20:03:48.462Z","2023-05-14T20:05:42.298Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,593160,"Whit Merrifield","/api/v1/people/593160","R","Right",489446,"Kirby Yates","/api/v1/people/489446","R","Right","vs_RHP","vs_RHB","RISP",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Toronto Blue Jays","Atlanta Braves","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.3,86.4,12,0.91,0.3994,6.0004,28.172,-16.6042,-9.9426,8.1631,1.3661,3.6827,12.651,-136.7644,-1.388,-2.0126,50.0047,5.3274,-18.9701,44.4,4.8,24,2387,222,NA,NA,NA,NA,NA,NA,FALSE,-16.1,14.8,15.6,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718181,"2023-05-14",1,"2023-05-14T20:04:48.474Z","2023-05-14T20:04:51.474Z",TRUE,"pitch","8cd3c730-47b7-4762-b3c7-100773765820",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,0,NA,NA,3.3,1.56,NA,105.7,163.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Lineout","field_out","Whit Merrifield lines out sharply to center fielder Michael Harris II. Matt Chapman to 3rd.",0,5,4,67,"bottom",7,"2023-05-14T20:03:48.462Z","2023-05-14T20:05:42.298Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,593160,"Whit Merrifield","/api/v1/people/593160","R","Right",489446,"Kirby Yates","/api/v1/people/489446","R","Right","vs_RHP","vs_RHB","RISP",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Toronto Blue Jays","Atlanta Braves","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.2,85.6,1,0.9,0.4034,5.8826,27.894,-19.4031,-10.7041,6.8281,-0.3276,2.8107,9.2304,-135.4761,-2.8023,-2.3779,50.003,5.2052,-20.0203,42,6,24,2273,229,NA,NA,NA,NA,NA,NA,FALSE,-19.4,12,17.5,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718181,"2023-05-14",0,"2023-05-14T20:04:30.672Z","2023-05-14T20:04:33.672Z",TRUE,"pitch","ec9ca7c8-92c7-4d21-9254-3b2e2a83f9a5",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,0,NA,NA,3.3,1.56,NA,106.13,161.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Lineout","field_out","Whit Merrifield lines out sharply to center fielder Michael Harris II. Matt Chapman to 3rd.",0,5,4,67,"bottom",7,"2023-05-14T20:03:48.462Z","2023-05-14T20:05:42.298Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,593160,"Whit Merrifield","/api/v1/people/593160","R","Right",489446,"Kirby Yates","/api/v1/people/489446","R","Right","vs_RHP","vs_RHB","RISP",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Toronto Blue Jays","Atlanta Braves","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.4,84.7,1,0.91,0.4047,5.8856,31.1005,-14.9654,-11.883,9.2906,-0.2769,3.2538,9.4972,-135.5988,-2.3365,-2.2899,50.0037,5.1773,-22.0139,51.6,6,24,2424,227,NA,NA,NA,NA,NA,NA,FALSE,-15.1,16.4,19.3,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718181,"2023-05-14",4,"2023-05-14T20:03:47.462Z","2023-05-14T20:04:04.294Z",TRUE,"pitch","98662e40-dcea-4e39-9bd2-bb6a115204f1",4,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",2,1,0,NA,NA,3.41,1.64,NA,106.57,159.27,"fly_ball","medium","7",113.65,81.15,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Field Error","field_error","Matt Chapman reaches on a fielding error by left fielder Kevin Pillar. Matt Chapman to 2nd.",0,5,4,66,"bottom",7,"2023-05-14T19:59:59.528Z","2023-05-14T20:04:04.294Z",TRUE,FALSE,FALSE,FALSE,0,2,1,0,656305,"Matt Chapman","/api/v1/people/656305","R","Right",489446,"Kirby Yates","/api/v1/people/489446","R","Right","vs_RHP","vs_RHB","RISP",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Toronto Blue Jays","Atlanta Braves",NA,NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",86.6,80.2,4,0.91,0.4329,6.0601,23.2534,-31.7027,-10.1238,0.2938,-0.6817,2.2904,7.4303,-126.0619,-1.0768,-2.3376,50.0063,5.2597,-16.4586,25.2,8.4,24,1189,256,87,33,317,NA,NA,NA,FALSE,-35.6,0.5,16.9,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,656305,"Matt Chapman","/api/v1/people/656305",NA,NA,NA,NA,NA,NA,NA
718181,"2023-05-14",3,"2023-05-14T20:03:28.665Z","2023-05-14T20:03:32.354Z",TRUE,"pitch","e3110c9c-e332-4edd-88a8-696940990bcc",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,0,NA,NA,3.3804,1.6382,NA,71.95,155.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Field Error","field_error","Matt Chapman reaches on a fielding error by left fielder Kevin Pillar. Matt Chapman to 2nd.",0,5,4,66,"bottom",7,"2023-05-14T19:59:59.528Z","2023-05-14T20:04:04.294Z",TRUE,FALSE,FALSE,FALSE,0,2,1,0,656305,"Matt Chapman","/api/v1/people/656305","R","Right",489446,"Kirby Yates","/api/v1/people/489446","R","Right","vs_RHP","vs_RHB","RISP",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Toronto Blue Jays","Atlanta Braves",NA,NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",85.8,79.7,12,0.91,0.4368,5.9857,21.7872,-34.5512,-8.2884,-1.4922,0.9526,2.5311,10.382,-124.7204,0.0124,-2.1601,50.0008,5.3428,-13.2408,18,9.6,24,1068,255,NA,NA,NA,NA,NA,NA,FALSE,-39.4,-2.5,13,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718181,"2023-05-14",2,"2023-05-14T20:03:09.458Z","2023-05-14T20:03:13.845Z",TRUE,"pitch","ad4111f4-0b79-45fb-8083-90d41a6a93f7",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,0,NA,NA,3.3529,1.6382,NA,72.38,155.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Field Error","field_error","Matt Chapman reaches on a fielding error by left fielder Kevin Pillar. Matt Chapman to 2nd.",0,5,4,66,"bottom",7,"2023-05-14T19:59:59.528Z","2023-05-14T20:04:04.294Z",TRUE,FALSE,FALSE,FALSE,0,2,1,0,656305,"Matt Chapman","/api/v1/people/656305","R","Right",489446,"Kirby Yates","/api/v1/people/489446","R","Right","vs_RHP","vs_RHB","RISP",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Toronto Blue Jays","Atlanta Braves",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.4,85.7,12,0.91,0.4026,5.9503,27.6336,-16.6447,-9.6608,8.2725,0.9499,3.8727,11.7804,-135.6544,-0.6538,-2.179,50.0031,5.2694,-18.1378,43.2,4.8,24,2330,219,NA,NA,NA,NA,NA,NA,FALSE,-16.2,15.1,15.2,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718181,"2023-05-14",1,"2023-05-14T20:02:53.771Z","2023-05-14T20:02:57.109Z",TRUE,"pitch","22b9f5d6-62cd-423c-8d19-8ac40c61cfc1",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,0,NA,NA,3.4626,1.6382,NA,96.05,162.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Field Error","field_error","Matt Chapman reaches on a fielding error by left fielder Kevin Pillar. Matt Chapman to 2nd.",0,5,4,66,"bottom",7,"2023-05-14T19:59:59.528Z","2023-05-14T20:04:04.294Z",TRUE,FALSE,FALSE,FALSE,0,2,1,0,656305,"Matt Chapman","/api/v1/people/656305","R","Right",489446,"Kirby Yates","/api/v1/people/489446","R","Right","vs_RHP","vs_RHB","RISP",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Toronto Blue Jays","Atlanta Braves",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.8,85.3,6,0.9,0.4052,6.0352,26.7223,-16.0509,-11.0807,8.6953,0.708,2.433,11.7529,-134.7092,-4.1431,-2.2527,50.0062,5.111,-20.5574,46.8,6,24,2291,225,NA,NA,NA,NA,NA,NA,FALSE,-16.6,15.1,17.9,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718181,"2023-05-14",0,"2023-05-14T19:57:04.020Z","2023-05-14T20:02:53.771Z",FALSE,"action",NA,NA,"Pitching Change: Kirby Yates replaces Jesse Chavez.","Pitching Substitution",5,4,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,489446,"/api/v1/people/489446",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"66","atBat","Field Error","field_error","Matt Chapman reaches on a fielding error by left fielder Kevin Pillar. Matt Chapman to 2nd.",0,5,4,66,"bottom",7,"2023-05-14T19:59:59.528Z","2023-05-14T20:04:04.294Z",TRUE,FALSE,FALSE,FALSE,0,2,1,0,656305,"Matt Chapman","/api/v1/people/656305","R","Right",489446,"Kirby Yates","/api/v1/people/489446","R","Right","vs_RHP","vs_RHB","RISP",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Toronto Blue Jays","Atlanta Braves",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718181,"2023-05-14",3,"2023-05-14T19:59:58.528Z","2023-05-14T20:00:04.491Z",TRUE,"pitch","a3a34604-f67e-48a5-9aae-b99f8aec7245",4,"Swinging Strike (Blocked)",NA,NA,NA,NA,FALSE,"W","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"W","Swinging Strike (Blocked)",1,3,2,NA,NA,3.46,1.6,NA,122.35,215.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Strikeout","strikeout","Michael Harris II strikes out swinging.",0,5,4,65,"top",7,"2023-05-14T19:58:05.862Z","2023-05-14T20:00:04.491Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,671739,"Michael Harris II","/api/v1/people/671739","L","Left",670950,"Trevor Richards","/api/v1/people/670950","R","Right","vs_RHP","vs_LHB","Empty",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","Toronto Blue Jays","true",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",83,77.1,13,0.89,0.4531,6.0831,21.7812,-29.4863,-10.6667,1.8153,-0.4494,0.5821,7.4811,-120.5277,-6.8714,-2.1961,50.005,6.0489,-15.8134,25.2,9.6,24,2400,245,NA,NA,NA,NA,NA,NA,TRUE,-37.7,1.9,17.8,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718181,"2023-05-14",2,"2023-05-14T19:59:37.113Z","2023-05-14T19:59:41.639Z",TRUE,"pitch","464aa71d-9b74-4898-a4dc-f4a692136b42",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3.46,1.6,NA,96.49,141.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Strikeout","strikeout","Michael Harris II strikes out swinging.",0,5,4,65,"top",7,"2023-05-14T19:58:05.862Z","2023-05-14T20:00:04.491Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,671739,"Michael Harris II","/api/v1/people/671739","L","Left",670950,"Trevor Richards","/api/v1/people/670950","R","Right","vs_RHP","vs_LHB","Empty",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","Toronto Blue Jays","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.4,84.1,11,0.91,0.4081,6.19,30.0118,-11.1199,-7.0827,11.5485,-0.903,3.3606,5.4614,-134.3834,-5.1391,-2.0448,50.0014,6.0925,-12.9108,43.2,3.6,24,2290,204,NA,NA,NA,NA,NA,NA,FALSE,-12.2,19.9,11.6,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718181,"2023-05-14",1,"2023-05-14T19:59:19.712Z","2023-05-14T19:59:22.788Z",TRUE,"pitch","f478f058-6d54-4853-b90a-09eaf7a72cf4",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.5127,1.5983,NA,156.98,144.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Strikeout","strikeout","Michael Harris II strikes out swinging.",0,5,4,65,"top",7,"2023-05-14T19:58:05.862Z","2023-05-14T20:00:04.491Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,671739,"Michael Harris II","/api/v1/people/671739","L","Left",670950,"Trevor Richards","/api/v1/people/670950","R","Right","vs_RHP","vs_LHB","Empty",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","Toronto Blue Jays","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.1,84.7,11,0.91,0.405,6.0231,30.8113,-10.1029,-5.8838,11.9254,-1.2162,4.1518,4.3494,-135.4749,-3.7298,-2.0816,50.0019,6.2577,-10.8883,42,3.6,24,2302,200,NA,NA,NA,NA,NA,NA,FALSE,-10.7,21,9.7,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718181,"2023-05-14",0,"2023-05-14T19:58:59.533Z","2023-05-14T19:59:02.637Z",TRUE,"pitch","12c58f6c-083b-42b0-b7a7-baac65273262",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,2,NA,NA,3.46,1.6,NA,110.08,155.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Strikeout","strikeout","Michael Harris II strikes out swinging.",0,5,4,65,"top",7,"2023-05-14T19:58:05.862Z","2023-05-14T20:00:04.491Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,671739,"Michael Harris II","/api/v1/people/671739","L","Left",670950,"Trevor Richards","/api/v1/people/670950","R","Right","vs_RHP","vs_LHB","Empty",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","Toronto Blue Jays","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.4,83.6,11,0.9,0.4094,5.9581,31.6062,-7.4141,-5.0893,13.6887,-0.3477,3.6064,6.0894,-134.2676,-5.5517,-1.9939,50.0028,6.2408,-9.2058,42,2.4,24,2207,194,NA,NA,NA,NA,NA,NA,FALSE,-8.8,23.6,7.8,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718181,"2023-05-14",2,"2023-05-14T19:58:04.862Z","2023-05-14T19:58:17.762Z",TRUE,"pitch","c24890ad-00b7-48ee-abc2-ef42ec9c8424",3,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",1,1,2,NA,NA,3.32,1.62,NA,115.78,169.17,"ground_ball","medium","5",95.9,158.23,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Field Error","field_error","Kevin Pillar reaches on a throwing error by third baseman Matt Chapman. Travis d'Arnaud to 3rd.",0,5,4,64,"top",7,"2023-05-14T19:56:59.406Z","2023-05-14T19:58:17.762Z",TRUE,FALSE,FALSE,FALSE,0,1,1,2,607680,"Kevin Pillar","/api/v1/people/607680","R","Right",670950,"Trevor Richards","/api/v1/people/670950","R","Right","vs_RHP","vs_RHB","RISP",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","Toronto Blue Jays","true",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",82.8,76.7,3,0.89,0.4531,6.3813,20.7296,-24.7474,-10.3337,5.0016,0.578,2.8544,9.2389,-120.3322,-2.8495,-1.9467,50.0009,6.2189,-15.3348,28.8,8.4,24,2418,254,83.8,-12,14,NA,NA,NA,FALSE,-31,8.6,16.8,NA,NA,NA,NA,NA,NA,FALSE,TRUE,607680,"Kevin Pillar","/api/v1/people/607680",NA,NA,NA,518595,"Travis d'Arnaud","/api/v1/people/518595",NA,NA,NA,NA
718181,"2023-05-14",1,"2023-05-14T19:57:47.367Z","2023-05-14T19:57:50.894Z",TRUE,"pitch","e6689706-012c-4f4d-8559-aac9b9b8e381",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,2,NA,NA,3.263,1.6182,NA,91.23,175.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Field Error","field_error","Kevin Pillar reaches on a throwing error by third baseman Matt Chapman. Travis d'Arnaud to 3rd.",0,5,4,64,"top",7,"2023-05-14T19:56:59.406Z","2023-05-14T19:58:17.762Z",TRUE,FALSE,FALSE,FALSE,0,1,1,2,607680,"Kevin Pillar","/api/v1/people/607680","R","Right",670950,"Trevor Richards","/api/v1/people/670950","R","Right","vs_RHP","vs_RHB","RISP",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","Toronto Blue Jays","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.6,84.6,6,0.9,0.4075,6.1681,29.0188,-9.5535,-5.4708,12.3635,0.7727,2.5648,8.718,-134.3765,-7.6149,-1.8023,50.0004,6.1133,-10.008,36,3.6,24,2099,199,NA,NA,NA,NA,NA,NA,FALSE,-11.2,20.9,8,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
