"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","base","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
746488,"2024-04-15",2,"2024-04-16T01:01:20.700Z","2024-04-16T01:01:29.161Z",TRUE,"pitch","678d9439-aeae-4858-9ec8-0a80c59ee887",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,1,2,NA,NA,3.5,1.69,NA,148.64,168.26,"fly_ball","medium","4",120.43,113.29,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Flyout","field_out","Javier Báez flies out to second baseman Marcus Semien.",0,1,0,68,"bottom",9,"2024-04-16T01:00:13.984Z","2024-04-16T01:01:29.161Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,595879,"Javier Báez","/api/v1/people/595879","R","Right",489446,"Kirby Yates","/api/v1/people/489446","R","Right","vs_RHP","vs_RHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Texas Rangers","true",NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",85.8,78.5,11,0.92,0.4393,6.6836,25.5296,-32.1569,-8.4549,0.0112,-0.8301,2.6117,6.257,-124.7816,0.5231,-2.2738,50.0029,5.0525,-13.3092,20.4,8.4,24,1260,264,71.6,42,219,NA,NA,NA,TRUE,-36.8,0.4,13.8,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746488,"2024-04-15",1,"2024-04-16T01:00:57.726Z","2024-04-16T01:01:01.704Z",TRUE,"pitch","4de47c0c-b39a-4f31-bfaf-ffd9bd6b17e0",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,1,2,NA,NA,3.5,1.69,NA,138.48,166.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Flyout","field_out","Javier Báez flies out to second baseman Marcus Semien.",0,1,0,68,"bottom",9,"2024-04-16T01:00:13.984Z","2024-04-16T01:01:29.161Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,595879,"Javier Báez","/api/v1/people/595879","R","Right",489446,"Kirby Yates","/api/v1/people/489446","R","Right","vs_RHP","vs_RHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Texas Rangers","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93,84.8,4,0.9,0.4051,6.6681,29.976,-16.8926,-7.9283,8.2562,-0.5634,2.662,7.3815,-135.2932,-2.9227,-2.2993,50.0008,4.9425,-14.6718,37.2,4.8,24,2233,230,NA,NA,NA,NA,NA,NA,FALSE,-17.2,14.5,12.7,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746488,"2024-04-15",0,"2024-04-16T01:00:38.209Z","2024-04-16T01:00:41.794Z",TRUE,"pitch","ce35ba22-85b1-4831-a283-2fea42f6cba2",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.3844,1.5103,NA,44.51,237.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Flyout","field_out","Javier Báez flies out to second baseman Marcus Semien.",0,1,0,68,"bottom",9,"2024-04-16T01:00:13.984Z","2024-04-16T01:01:29.161Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,595879,"Javier Báez","/api/v1/people/595879","R","Right",489446,"Kirby Yates","/api/v1/people/489446","R","Right","vs_RHP","vs_RHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Texas Rangers","false",NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",87.8,80.7,14,0.89,0.4306,6.5818,25.4963,-26.157,-10.3901,3.6688,1.9016,0.0455,12.9617,-127.1018,-6.7305,-1.9087,50.0022,4.7984,-17.0381,27.6,7.2,24,1836,251,NA,NA,NA,NA,NA,NA,FALSE,-30.6,5.3,16,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746488,"2024-04-15",1,"2024-04-16T01:00:00.788Z","2024-04-16T01:00:09.212Z",TRUE,"pitch","7970b500-f5b2-4eab-aadf-909f80a97c96",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,1,1,NA,NA,3.46,1.67,NA,92.05,204.33,"ground_ball","medium","4",146.69,151.91,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Groundout","field_out","Gio Urshela grounds out, second baseman Marcus Semien to first baseman Jared Walsh.",0,1,0,67,"bottom",9,"2024-04-16T00:59:21.753Z","2024-04-16T01:00:09.212Z",TRUE,FALSE,FALSE,TRUE,0,0,1,2,570482,"Gio Urshela","/api/v1/people/570482","R","Right",489446,"Kirby Yates","/api/v1/people/489446","R","Right","vs_RHP","vs_RHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Texas Rangers","true",NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",86.5,79.4,14,0.88,0.4362,6.7919,26.2739,-38.4665,-5.4675,-3.9451,0.6545,1.276,8.702,-125.7268,-1.2577,-2.1462,50.0019,4.9137,-8.7246,10.8,9.6,24,1089,269,77.7,-6,12,NA,NA,NA,TRUE,-43.9,-7.2,7.8,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746488,"2024-04-15",0,"2024-04-16T00:59:41.733Z","2024-04-16T00:59:45.456Z",TRUE,"pitch","c3bd3975-b5e9-4104-aacf-ebb34a51f23a",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.5463,1.5369,NA,92.64,158.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Groundout","field_out","Gio Urshela grounds out, second baseman Marcus Semien to first baseman Jared Walsh.",0,1,0,67,"bottom",9,"2024-04-16T00:59:21.753Z","2024-04-16T01:00:09.212Z",TRUE,FALSE,FALSE,TRUE,0,0,1,2,570482,"Gio Urshela","/api/v1/people/570482","R","Right",489446,"Kirby Yates","/api/v1/people/489446","R","Right","vs_RHP","vs_RHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Texas Rangers","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.6,83.8,3,0.9,0.4088,6.6052,31.841,-18.0483,-7.6112,7.7861,0.6391,2.9897,10.0502,-134.5009,-1.7278,-2.1742,50.0029,4.9335,-13.8093,32.4,4.8,24,2216,229,NA,NA,NA,NA,NA,NA,FALSE,-18.4,13.9,11.4,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746488,"2024-04-15",3,"2024-04-16T00:59:03.156Z","2024-04-16T00:59:10.701Z",TRUE,"pitch","1f037aa3-9778-48fa-810f-0a2a653bc622",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,1,0,NA,NA,3.47,1.72,NA,142.08,208.78,"ground_ball","medium","3",158.37,168.7,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Groundout","field_out","Colt Keith grounds out, first baseman Jared Walsh to pitcher Kirby Yates.",0,1,0,66,"bottom",9,"2024-04-16T00:58:26.274Z","2024-04-16T00:59:10.701Z",TRUE,FALSE,FALSE,TRUE,0,1,1,1,690993,"Colt Keith","/api/v1/people/690993","L","Left",489446,"Kirby Yates","/api/v1/people/489446","R","Right","vs_RHP","vs_LHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Texas Rangers",NA,NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",86.1,78.6,13,0.92,0.439,6.0804,26.8215,-33.107,-9.8654,-0.5919,-0.6579,1.1111,7.3713,-125.0979,-2.5951,-2.3708,50.0037,4.8941,-15.532,22.8,9.6,24,1345,260,80.8,-22,3,NA,NA,NA,TRUE,-38.6,-1.4,16,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746488,"2024-04-15",2,"2024-04-16T00:58:45.427Z","2024-04-16T00:58:50.441Z",TRUE,"pitch","765eac91-02d3-4be2-aa6c-a9a2499b48bf",2,"Foul Tip",NA,NA,NA,NA,FALSE,"T","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"T","Foul Tip",1,1,0,NA,NA,3.47,1.72,NA,107.36,177.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Groundout","field_out","Colt Keith grounds out, first baseman Jared Walsh to pitcher Kirby Yates.",0,1,0,66,"bottom",9,"2024-04-16T00:58:26.274Z","2024-04-16T00:59:10.701Z",TRUE,FALSE,FALSE,TRUE,0,1,1,1,690993,"Colt Keith","/api/v1/people/690993","L","Left",489446,"Kirby Yates","/api/v1/people/489446","R","Right","vs_RHP","vs_LHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Texas Rangers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.1,83.8,5,0.88,0.408,6.0064,33.5469,-18.2753,-10.4169,7.6395,0.253,2.2775,10.2644,-135.0368,-3.4164,-2.2719,50.0002,4.8692,-18.9452,40.8,6,24,2409,233,NA,NA,NA,NA,NA,NA,FALSE,-19,13.1,16.2,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746488,"2024-04-15",1,"2024-04-16T00:58:28.571Z","2024-04-16T00:58:32.914Z",TRUE,"pitch","4411000a-e97e-4511-95c1-1907972ec808",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,0,NA,NA,3.6543,1.6965,NA,118.69,212.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Groundout","field_out","Colt Keith grounds out, first baseman Jared Walsh to pitcher Kirby Yates.",0,1,0,66,"bottom",9,"2024-04-16T00:58:26.274Z","2024-04-16T00:59:10.701Z",TRUE,FALSE,FALSE,TRUE,0,1,1,1,690993,"Colt Keith","/api/v1/people/690993","L","Left",489446,"Kirby Yates","/api/v1/people/489446","R","Right","vs_RHP","vs_LHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Texas Rangers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92,83.3,13,0.84,0.412,5.9559,31.5632,-16.6056,-9.067,8.7163,-0.0443,0.9709,9.1279,-133.4899,-6.7705,-2.3473,50.0014,4.7575,-16.1905,38.4,4.8,24,2366,235,NA,NA,NA,NA,NA,NA,FALSE,-18.5,14.3,14.2,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746488,"2024-04-15",0,"2024-04-16T00:56:27.746Z","2024-04-16T00:58:28.571Z",FALSE,"action",NA,NA,"Pitching Change: Kirby Yates replaces David Robertson.","Pitching Substitution",1,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,489446,"/api/v1/people/489446",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"66","atBat","Groundout","field_out","Colt Keith grounds out, first baseman Jared Walsh to pitcher Kirby Yates.",0,1,0,66,"bottom",9,"2024-04-16T00:58:26.274Z","2024-04-16T00:59:10.701Z",TRUE,FALSE,FALSE,TRUE,0,1,1,1,690993,"Colt Keith","/api/v1/people/690993","L","Left",489446,"Kirby Yates","/api/v1/people/489446","R","Right","vs_RHP","vs_LHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Texas Rangers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746488,"2024-04-15",4,"2024-04-16T00:55:41.198Z","2024-04-16T00:55:49.223Z",TRUE,"pitch","8a7ec9c0-fca1-4ad6-a7b5-532c3370668e",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,2,2,NA,NA,3.51,1.64,NA,131.42,191.93,"line_drive","medium","8",136.99,79.24,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Lineout","field_out","Jonah Heim lines out to center fielder Parker Meadows.",0,1,0,65,"top",9,"2024-04-16T00:54:03.945Z","2024-04-16T00:55:49.223Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,641680,"Jonah Heim","/api/v1/people/641680","L","Left",656412,"Alex Faedo","/api/v1/people/656412","R","Right","vs_RHP","vs_LHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Detroit Tigers",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",88.7,81.5,7,2,0.4245,6.1692,25.7801,-23.1484,-9.806,5.3492,-0.3784,1.7352,8.3965,-128.8391,-5.1929,-2.3993,50.0053,5.5568,-16.5533,31.2,7.2,24,1799,248,98.6,16,301,NA,NA,NA,TRUE,-26,8.8,16,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
