"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","isSubstitution","replacedPlayer.id","replacedPlayer.link","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
746898,"2024-04-02",2,"2024-04-03T02:17:19.258Z","2024-04-03T02:17:27.047Z",TRUE,"pitch","8696b33f-8d8c-439f-8b4f-c662c9c89d10",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,2,2,NA,NA,3.42,1.65,NA,107.24,177.4,"ground_ball","medium","4",152.6,151.4,NA,NA,NA,NA,NA,NA,NA,NA,"81","atBat","Groundout","field_out","Brenton Doyle grounds out, second baseman Miles Mastrobuoni to first baseman Michael Busch.",0,2,12,81,"top",9,"2024-04-03T02:16:37.970Z","2024-04-03T02:17:27.047Z",TRUE,FALSE,FALSE,TRUE,0,0,2,3,686668,"Brenton Doyle","/api/v1/people/686668","R","Right",681432,"Luke Little","/api/v1/people/681432","L","Left","vs_LHP","vs_RHB","Empty",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Chicago Cubs","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.5,89.3,5,0.92,0.3865,7.4521,31.4776,-22.3776,8.2018,4.8104,0.256,2.2733,-10.4232,-141.5816,-4.3512,2.9147,50.0011,5.257,16.6968,31.2,6,24,2303,122,108,-19,6,NA,NA,NA,TRUE,-20.9,8,-12.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746898,"2024-04-02",1,"2024-04-03T02:16:53.759Z","2024-04-03T02:16:59.421Z",TRUE,"pitch","7180ebb1-10e3-4077-9d77-85a815df6044",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,2,NA,NA,3.42,1.65,NA,126.62,182.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"81","atBat","Groundout","field_out","Brenton Doyle grounds out, second baseman Miles Mastrobuoni to first baseman Michael Busch.",0,2,12,81,"top",9,"2024-04-03T02:16:37.970Z","2024-04-03T02:17:27.047Z",TRUE,FALSE,FALSE,TRUE,0,0,2,3,686668,"Brenton Doyle","/api/v1/people/686668","R","Right",681432,"Luke Little","/api/v1/people/681432","L","Left","vs_LHP","vs_RHB","Empty",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Chicago Cubs","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",79,71.3,8,0.9,0.4817,7.168,25.9697,-29.117,-6.5987,2.3491,-0.2525,2.0681,-5.8744,-114.7564,-0.7518,3.2206,50.0032,5.2974,-8.59,18,9.6,24,2243,291,NA,NA,NA,NA,NA,NA,FALSE,-40.4,4.3,13.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746898,"2024-04-02",0,"2024-04-03T02:16:38.869Z","2024-04-03T02:16:42.499Z",TRUE,"pitch","bcdd19b4-8e6b-4156-afe0-38ae6f19e3fc",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.3601,1.6982,NA,92.07,153.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"81","atBat","Groundout","field_out","Brenton Doyle grounds out, second baseman Miles Mastrobuoni to first baseman Michael Busch.",0,2,12,81,"top",9,"2024-04-03T02:16:37.970Z","2024-04-03T02:17:27.047Z",TRUE,FALSE,FALSE,TRUE,0,0,2,3,686668,"Brenton Doyle","/api/v1/people/686668","R","Right",681432,"Luke Little","/api/v1/people/681432","L","Left","vs_LHP","vs_RHB","Empty",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Chicago Cubs","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.7,87.6,3,0.91,0.3913,7.4518,34.8677,-23.0595,7.242,4.6031,0.6541,3.1629,-9.0167,-140.5327,-2.279,2.9787,50.0014,5.4985,14.3374,27.6,6,24,2250,124,NA,NA,NA,NA,NA,NA,FALSE,-21.6,8,-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746898,"2024-04-02",1,"2024-04-03T02:16:02.632Z","2024-04-03T02:16:13.268Z",TRUE,"pitch","e4dd5103-e7a6-419e-b41b-812a5038ec27",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,1,0,NA,NA,3.74,1.81,NA,144.02,173,"ground_ball","medium","5",101.77,160.48,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Grounded Into DP","grounded_into_double_play","Michael Toglia grounds into a double play, third baseman Nick Madrigal to second baseman Miles Mastrobuoni to first baseman Michael Busch. Ezequiel Tovar out at 2nd. Michael Toglia out at 1st.",0,2,12,80,"top",9,"2024-04-03T02:15:37.499Z","2024-04-03T02:16:13.268Z",TRUE,FALSE,FALSE,TRUE,24,0,1,2,669911,"Michael Toglia","/api/v1/people/669911","R","Right",681432,"Luke Little","/api/v1/people/681432","L","Left","vs_LHP","vs_RHB","Empty",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Chicago Cubs","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.8,87.4,4,0.91,0.3942,7.284,31.8965,-19.9038,6.7399,6.282,-0.7088,2.4361,-11.4337,-139.0674,-4.3803,2.5848,50.0045,5.3562,13.1702,26.4,4.8,24,2022,123,84.1,-6,19,NA,NA,NA,TRUE,-19.4,10.6,-9.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746898,"2024-04-02",0,"2024-04-03T02:15:49.349Z","2024-04-03T02:15:52.385Z",TRUE,"pitch","ce1bbf2c-6582-408c-9f91-4b09264cf115",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,0,NA,NA,3.491,1.6752,NA,134.4,175.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Grounded Into DP","grounded_into_double_play","Michael Toglia grounds into a double play, third baseman Nick Madrigal to second baseman Miles Mastrobuoni to first baseman Michael Busch. Ezequiel Tovar out at 2nd. Michael Toglia out at 1st.",0,2,12,80,"top",9,"2024-04-03T02:15:37.499Z","2024-04-03T02:16:13.268Z",TRUE,FALSE,FALSE,TRUE,24,0,1,2,669911,"Michael Toglia","/api/v1/people/669911","R","Right",681432,"Luke Little","/api/v1/people/681432","L","Left","vs_LHP","vs_RHB","Empty",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Chicago Cubs","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96,87.1,4,0.92,0.3945,7.4496,33.3505,-15.5254,6.769,8.5451,-0.4566,2.3424,-11.4192,-139.21,-5.5274,2.8327,50.0054,5.3938,13.1931,32.4,3.6,24,2133,124,NA,NA,NA,NA,NA,NA,FALSE,-15.7,14.4,-9.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746898,"2024-04-02",9,"2024-04-03T02:15:21.083Z","2024-04-03T02:15:24.542Z",TRUE,"pitch","294a6571-0b53-4497-a9a0-ee06518c857f",7,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",4,2,0,NA,NA,3.1091,1.4581,NA,165.44,173.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Walk","walk","Ezequiel Tovar walks.",0,2,12,79,"top",9,"2024-04-03T02:13:33.184Z","2024-04-03T02:15:24.542Z",TRUE,FALSE,FALSE,FALSE,0,4,2,0,678662,"Ezequiel Tovar","/api/v1/people/678662","R","Right",681432,"Luke Little","/api/v1/people/681432","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Chicago Cubs",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.8,87.8,11,0.91,0.3919,7.43,34.2416,-24.0682,6.7874,4.1051,-1.2708,2.4164,-13.221,-140.2206,-3.9189,2.6418,50.0034,5.4189,13.403,22.8,6,24,2133,129,NA,NA,NA,NA,NA,NA,FALSE,-22.9,6.7,-9.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,678662,"Ezequiel Tovar","/api/v1/people/678662",NA,NA,NA,NA,NA,NA
746898,"2024-04-02",8,"2024-04-03T02:14:54.325Z","2024-04-03T02:14:57.729Z",TRUE,"pitch","e15caa7e-8ffe-4880-abe2-1ae8ec4745a3",6,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,0,NA,NA,3.16,1.49,NA,122.12,185.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Walk","walk","Ezequiel Tovar walks.",0,2,12,79,"top",9,"2024-04-03T02:13:33.184Z","2024-04-03T02:15:24.542Z",TRUE,FALSE,FALSE,FALSE,0,4,2,0,678662,"Ezequiel Tovar","/api/v1/people/678662","R","Right",681432,"Luke Little","/api/v1/people/681432","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Chicago Cubs",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.1,88.8,8,0.9,0.3907,7.3215,28.1139,-23.0422,5.9394,4.5741,-0.1342,1.9871,-10.1001,-139.6109,-5.2029,2.7402,50.0036,5.3687,11.8587,22.8,4.8,24,2058,121,NA,NA,NA,NA,NA,NA,FALSE,-22,7.4,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,678662,"Ezequiel Tovar","/api/v1/people/678662",NA,NA,NA,NA,NA,NA
746898,"2024-04-02",7,"2024-04-03T02:14:38.927Z","2024-04-03T02:14:41.927Z",TRUE,"pitch","6ee0c61a-6899-4766-9590-5d0c0da2279b",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,0,NA,NA,3.0414,1.4817,NA,182.38,182.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Walk","walk","Ezequiel Tovar walks.",0,2,12,79,"top",9,"2024-04-03T02:13:33.184Z","2024-04-03T02:15:24.542Z",TRUE,FALSE,FALSE,FALSE,0,4,2,0,678662,"Ezequiel Tovar","/api/v1/people/678662","R","Right",681432,"Luke Little","/api/v1/people/681432","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Chicago Cubs",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.9,88.5,13,0.92,0.3905,7.4082,31.8592,-19.7596,7.5086,6.2304,-1.7153,2.0869,-14.9335,-140.2834,-5.6212,2.7025,50.0021,5.4056,14.9603,28.8,4.8,24,2175,131,NA,NA,NA,NA,NA,NA,FALSE,-19.2,10.2,-10.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,678662,"Ezequiel Tovar","/api/v1/people/678662",NA,NA,NA,NA,NA,NA
746898,"2024-04-02",6,"2024-04-03T02:14:22.161Z","2024-04-03T02:14:25.518Z",TRUE,"pitch","dcc12f03-4994-4727-8c46-08759f118950",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,0,NA,NA,3.1001,1.4835,NA,109.32,129.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Walk","walk","Ezequiel Tovar walks.",0,2,12,79,"top",9,"2024-04-03T02:13:33.184Z","2024-04-03T02:15:24.542Z",TRUE,FALSE,FALSE,FALSE,0,4,2,0,678662,"Ezequiel Tovar","/api/v1/people/678662","R","Right",681432,"Luke Little","/api/v1/people/681432","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Chicago Cubs",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.9,88,12,0.91,0.3897,7.4292,33.659,-23.702,6.1465,4.2394,0.2015,4.0651,-9.646,-140.8412,0.1097,2.881,50.0011,5.5655,12.2792,22.8,4.8,24,2126,127,NA,NA,NA,NA,NA,NA,FALSE,-21.4,7.9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,678662,"Ezequiel Tovar","/api/v1/people/678662",NA,NA,NA,NA,NA,NA
746898,"2024-04-02",5,"2024-04-03T02:14:02.945Z","2024-04-03T02:14:05.945Z",TRUE,"pitch","2e032683-0898-4192-adfd-0ef58520b0c7",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,0,NA,NA,3.16,1.49,NA,96.4,170.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Walk","walk","Ezequiel Tovar walks.",0,2,12,79,"top",9,"2024-04-03T02:13:33.184Z","2024-04-03T02:15:24.542Z",TRUE,FALSE,FALSE,FALSE,0,4,2,0,678662,"Ezequiel Tovar","/api/v1/people/678662","R","Right",681432,"Luke Little","/api/v1/people/681432","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Chicago Cubs",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.5,88.5,6,0.91,0.3899,7.3211,30.8085,-22.9977,6.7501,4.5861,0.5405,2.5166,-8.9062,-140.3206,-3.9879,2.8739,50.0022,5.4488,13.5038,26.4,4.8,24,2040,130,NA,NA,NA,NA,NA,NA,FALSE,-21.7,7.7,-10.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,678662,"Ezequiel Tovar","/api/v1/people/678662",NA,NA,NA,NA,NA,NA
