"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","isBaseRunningPlay","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
716495,"2023-09-20",2,"2023-09-21T02:09:12.097Z","2023-09-21T02:09:19.542Z",TRUE,"pitch","64fddf13-9d63-4141-bcfb-17024cadecf6",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,1,2,NA,NA,3.46,1.59,NA,142.13,190.25,"ground_ball","medium","5",97.45,170.73,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Groundout","field_out","Masyn Winn grounds out, third baseman Josh Donaldson to first baseman Carlos Santana.",0,8,2,73,"bottom",9,"2023-09-21T02:08:32.109Z","2023-09-21T02:09:19.542Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,691026,"Masyn Winn","/api/v1/people/691026","R","Right",656266,"J.B. Bukauskas","/api/v1/people/656266","R","Right","vs_RHP","vs_RHB","Empty",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Milwaukee Brewers","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94,85.8,7,0.91,0.4014,5.4887,31.8617,-33.1651,-9.3939,-0.5273,-0.6593,1.7976,6.1741,-136.7753,-3.1027,-1.7324,50.003,5.2353,-17.6913,25.2,8.4,24,1993,238,91.5,-10,12,NA,NA,NA,TRUE,-32.5,-1.4,15.6,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716495,"2023-09-20",1,"2023-09-21T02:08:53.389Z","2023-09-21T02:08:57.281Z",TRUE,"pitch","d342efdb-c2bd-4798-b5e4-7e9d72faef6d",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.2667,1.4999,NA,66.12,177.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Groundout","field_out","Masyn Winn grounds out, third baseman Josh Donaldson to first baseman Carlos Santana.",0,8,2,73,"bottom",9,"2023-09-21T02:08:32.109Z","2023-09-21T02:09:19.542Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,691026,"Masyn Winn","/api/v1/people/691026","R","Right",656266,"J.B. Bukauskas","/api/v1/people/656266","R","Right","vs_RHP","vs_RHB","Empty",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Milwaukee Brewers","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93.4,85.7,14,0.91,0.4034,5.5244,28.7863,-30.3951,-8.8015,0.9522,1.3348,2.2592,10.6979,-135.6215,-2.3273,-1.5116,50.0041,5.2418,-16.4497,25.2,7.2,24,2009,246,NA,NA,NA,NA,NA,NA,FALSE,-30,1.4,13.8,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716495,"2023-09-20",0,"2023-09-21T02:08:34.541Z","2023-09-21T02:08:38.116Z",TRUE,"pitch","ead4676d-1733-4443-bdc0-e77ab0090747",1,"Foul Tip",NA,NA,NA,NA,FALSE,"T","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"T","Foul Tip",0,1,2,NA,NA,3.46,1.59,NA,88.74,184.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Groundout","field_out","Masyn Winn grounds out, third baseman Josh Donaldson to first baseman Carlos Santana.",0,8,2,73,"bottom",9,"2023-09-21T02:08:32.109Z","2023-09-21T02:09:19.542Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,691026,"Masyn Winn","/api/v1/people/691026","R","Right",656266,"J.B. Bukauskas","/api/v1/people/656266","R","Right","vs_RHP","vs_RHB","Empty",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Milwaukee Brewers","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93.6,86.1,9,0.91,0.4019,5.4683,28.2724,-28.9289,-9.1455,1.7195,0.7413,2.0009,9.8722,-136.0074,-3.0161,-1.7377,50.0004,5.1185,-17.2275,27.6,7.2,24,2056,243,NA,NA,NA,NA,NA,NA,FALSE,-28.4,2.6,14.6,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716495,"2023-09-20",1,"2023-09-21T02:07:58.641Z","2023-09-21T02:08:05.392Z",TRUE,"pitch","ac00d7dc-3c55-4786-a9cc-46b5d1f7a799",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,1,1,NA,NA,3.285,1.487,NA,140.95,190.38,"ground_ball","medium","3",152.28,166.16,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Groundout","field_out","Juniel Querecuto grounds out, first baseman Carlos Santana to pitcher J. B. Bukauskas.",0,8,2,72,"bottom",9,"2023-09-21T02:07:29.572Z","2023-09-21T02:08:05.392Z",TRUE,FALSE,FALSE,TRUE,0,0,1,2,578570,"Juniel Querecuto","/api/v1/people/578570","L","Left",656266,"J.B. Bukauskas","/api/v1/people/656266","R","Right","vs_RHP","vs_LHB","Empty",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Milwaukee Brewers","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84.5,77.6,7,0.9,0.4458,5.4964,25.2788,-34.2398,1.069,-1.3527,-0.6282,1.7926,2.961,-123.0476,-1.7709,-1.9879,50.0035,5.4332,1.6323,3.6,9.6,24,2589,61,80.7,3,63,NA,NA,NA,TRUE,-40.9,-2.6,-2.6,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716495,"2023-09-20",0,"2023-09-21T02:07:43.816Z","2023-09-21T02:07:47.662Z",TRUE,"pitch","0cf5fb09-0a8a-47d4-aac2-721a5c54fadb",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.2846,1.5977,NA,125.82,191.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Groundout","field_out","Juniel Querecuto grounds out, first baseman Carlos Santana to pitcher J. B. Bukauskas.",0,8,2,72,"bottom",9,"2023-09-21T02:07:29.572Z","2023-09-21T02:08:05.392Z",TRUE,FALSE,FALSE,TRUE,0,0,1,2,578570,"Juniel Querecuto","/api/v1/people/578570","L","Left",656266,"J.B. Bukauskas","/api/v1/people/656266","R","Right","vs_RHP","vs_LHB","Empty",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Milwaukee Brewers","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.3,85.4,8,0.89,0.4021,5.2866,34.1074,-37.056,-11.203,-2.6038,-0.2313,1.7521,7.9964,-136.9396,-2.3844,-1.7541,50.0044,5.2035,-20.9873,26.4,9.6,24,2162,242,NA,NA,NA,NA,NA,NA,FALSE,-36.2,-5,18.2,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716495,"2023-09-20",7,"2023-09-21T02:07:16.345Z","2023-09-21T02:07:22.992Z",TRUE,"pitch","0e1e09c4-c966-4f48-a281-57085a3067bc",6,"Foul Tip",NA,NA,NA,NA,FALSE,"T","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"T","Foul Tip",3,3,0,NA,NA,3.13,1.48,NA,125.46,187.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Jose Fermin strikes out on a foul tip.",0,8,2,71,"bottom",9,"2023-09-21T02:05:42.420Z","2023-09-21T02:07:22.992Z",TRUE,FALSE,FALSE,TRUE,14,3,3,1,665877,"José Fermín","/api/v1/people/665877","R","Right",656266,"J.B. Bukauskas","/api/v1/people/656266","R","Right","vs_RHP","vs_RHB","Empty",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Milwaukee Brewers",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.7,86.2,8,0.9,0.3991,5.4241,32.954,-32.6196,-11.1184,-0.2345,-0.222,1.8928,7.818,-137.6931,-3.1293,-1.6656,50.0022,5.2705,-21.1707,30,8.4,24,2028,240,NA,NA,NA,NA,NA,NA,TRUE,-31.7,-1,18.4,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716495,"2023-09-20",6,"2023-09-21T02:06:52.941Z","2023-09-21T02:06:56.875Z",TRUE,"pitch","52527016-147f-4bec-9586-d34874fbc269",5,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",3,2,0,NA,NA,3.1295,1.4999,NA,128.97,197.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Jose Fermin strikes out on a foul tip.",0,8,2,71,"bottom",9,"2023-09-21T02:05:42.420Z","2023-09-21T02:07:22.992Z",TRUE,FALSE,FALSE,TRUE,14,3,3,1,665877,"José Fermín","/api/v1/people/665877","R","Right",656266,"J.B. Bukauskas","/api/v1/people/656266","R","Right","vs_RHP","vs_RHB","Empty",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Milwaukee Brewers",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.8,86,7,0.9,0.3996,5.2428,34.4304,-34.2899,-11.2193,-1.1112,-0.314,1.5147,7.7878,-137.7802,-3.4943,-1.7388,50.0054,5.1499,-21.2853,28.8,8.4,24,2157,241,NA,NA,NA,NA,NA,NA,FALSE,-33.5,-2.6,18.4,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716495,"2023-09-20",5,"2023-09-21T02:06:35.560Z","2023-09-21T02:06:39.255Z",TRUE,"pitch","5bbc6142-53cb-44d1-897d-b79c5b41d37a",4,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",3,1,0,NA,NA,3.1448,1.4265,NA,119.09,175.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Jose Fermin strikes out on a foul tip.",0,8,2,71,"bottom",9,"2023-09-21T02:05:42.420Z","2023-09-21T02:07:22.992Z",TRUE,FALSE,FALSE,TRUE,14,3,3,1,665877,"José Fermín","/api/v1/people/665877","R","Right",656266,"J.B. Bukauskas","/api/v1/people/656266","R","Right","vs_RHP","vs_RHB","Empty",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Milwaukee Brewers",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.6,85.6,5,0.9,0.4007,5.737,34.5247,-35.2485,-11.2613,-1.6309,-0.0548,2.3338,8.3152,-137.4502,-1.3803,-1.678,50.0025,5.2678,-21.2397,28.8,8.4,24,2105,245,NA,NA,NA,NA,NA,NA,FALSE,-34.1,-3,18.4,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716495,"2023-09-20",4,"2023-09-21T02:06:16.311Z","2023-09-21T02:06:20.128Z",TRUE,"pitch","3e92df61-977d-499d-a27f-a87c90b98d55",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,0,0,NA,NA,3.1295,1.4999,NA,66.14,188.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Jose Fermin strikes out on a foul tip.",0,8,2,71,"bottom",9,"2023-09-21T02:05:42.420Z","2023-09-21T02:07:22.992Z",TRUE,FALSE,FALSE,TRUE,14,3,3,1,665877,"José Fermín","/api/v1/people/665877","R","Right",656266,"J.B. Bukauskas","/api/v1/people/656266","R","Right","vs_RHP","vs_RHB","Empty",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Milwaukee Brewers",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.6,86.1,14,0.89,0.4002,5.6554,32.0431,-30.8846,-11.3213,0.6827,1.3342,1.8503,11.8478,-137.1834,-3.2453,-1.5821,50.0038,5.1674,-21.4503,31.2,8.4,24,2224,236,NA,NA,NA,NA,NA,NA,FALSE,-30.2,0.7,17.9,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716495,"2023-09-20",3,"2023-09-21T02:06:00.740Z","2023-09-21T02:06:04.899Z",TRUE,"pitch","3d0cc72d-47cf-4041-9765-6ece7c875862",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,0,NA,NA,3.1295,1.5488,NA,106.13,203.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Jose Fermin strikes out on a foul tip.",0,8,2,71,"bottom",9,"2023-09-21T02:05:42.420Z","2023-09-21T02:07:22.992Z",TRUE,FALSE,FALSE,TRUE,14,3,3,1,665877,"José Fermín","/api/v1/people/665877","R","Right",656266,"J.B. Bukauskas","/api/v1/people/656266","R","Right","vs_RHP","vs_RHB","Empty",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Milwaukee Brewers",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.2,86.6,14,0.89,0.3977,5.3558,33.2654,-30.5935,-11.4865,0.8216,0.2852,1.3143,9.276,-138.178,-4.8249,-1.6374,50.0017,5.1599,-22.0194,32.4,8.4,24,2138,243,NA,NA,NA,NA,NA,NA,FALSE,-30,0.6,18.6,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
