"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","isSubstitution","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
717661,"2023-06-22",0,"2023-06-22T22:04:28.852Z","2023-06-22T22:04:38.500Z",TRUE,"pitch","5c96c528-70c5-43fd-ac08-5c017a25a6d1",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,2,NA,NA,3.42,1.67,NA,132,180.66,"popup","medium","3",175.12,168.19,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Pop Out","field_out","Thairo Estrada pops out to first baseman Matt Carpenter in foul territory.",0,10,0,71,"bottom",9,"2023-06-22T22:04:15.980Z","2023-06-22T22:04:38.500Z",TRUE,FALSE,FALSE,TRUE,0,0,0,3,642731,"Thairo Estrada","/api/v1/people/642731","R","Right",678061,"Ray Kerr","/api/v1/people/678061","L","Left","vs_LHP","vs_RHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","San Diego Padres","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.5,90,7,2,0.385,5.9565,29.1803,-13.7369,4.1124,8.9696,-0.3935,2.1525,-8.2849,-141.7139,-7.6885,2.0197,50.0047,5.7588,8.4555,24,3.6,24,2250,142,80.7,72,126,NA,NA,NA,TRUE,-13.6,15,-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717661,"2023-06-22",1,"2023-06-22T22:03:56.432Z","2023-06-22T22:04:04.707Z",TRUE,"pitch","2f2560a9-b8f7-4a9f-87ce-a4f2d9b0f1a2",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,1,1,NA,NA,3.42,1.65,NA,91.57,170.01,"ground_ball","medium","6",113.7,148.86,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Groundout","field_out","Luis Matos grounds out, shortstop Ha-Seong Kim to first baseman Matt Carpenter.",0,10,0,70,"bottom",9,"2023-06-22T22:03:24.788Z","2023-06-22T22:04:04.707Z",TRUE,FALSE,FALSE,TRUE,0,0,1,2,682641,"Luis Matos","/api/v1/people/682641","R","Right",678061,"Ray Kerr","/api/v1/people/678061","L","Left","vs_LHP","vs_RHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","San Diego Padres","true",NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",91.1,83.6,6,2,0.413,5.9022,27.3464,-21.9532,10.042,5.7323,0.6672,2.5472,-7.6484,-132.4461,-3.9474,2.2826,50.0018,5.6553,17.9034,36,6,24,1666,129,83.6,-43,4,NA,NA,NA,TRUE,-23.2,9.7,-16.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717661,"2023-06-22",0,"2023-06-22T22:03:39.879Z","2023-06-22T22:03:44.782Z",TRUE,"pitch","2216be8e-e319-4197-96a9-52cc80a97a5a",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.5902,1.7295,NA,140.98,198.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Groundout","field_out","Luis Matos grounds out, shortstop Ha-Seong Kim to first baseman Matt Carpenter.",0,10,0,70,"bottom",9,"2023-06-22T22:03:24.788Z","2023-06-22T22:04:04.707Z",TRUE,FALSE,FALSE,TRUE,0,0,1,2,682641,"Luis Matos","/api/v1/people/682641","R","Right",678061,"Ray Kerr","/api/v1/people/678061","L","Left","vs_LHP","vs_RHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","San Diego Padres","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.5,87,13,2,0.3962,5.8683,31.9617,-12.2806,6.7638,10.2848,-0.6292,1.5069,-9.6755,-138.4461,-9.2436,2.038,50.0002,5.7183,13.0805,37.2,3.6,24,2178,143,NA,NA,NA,NA,NA,NA,FALSE,-13.6,16.7,-10.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717661,"2023-06-22",3,"2023-06-22T22:03:08.080Z","2023-06-22T22:03:15.671Z",TRUE,"pitch","04c5e11a-ac7d-494e-b8e4-bdaf9234c29c",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,0,NA,NA,3.4,1.7,NA,138.14,172.93,"ground_ball","medium","5",97.18,160.46,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Groundout","field_out","Austin Slater grounds out, third baseman Rougned Odor to first baseman Matt Carpenter.",0,10,0,69,"bottom",9,"2023-06-22T22:03:05.742Z","2023-06-22T22:03:15.671Z",TRUE,FALSE,FALSE,TRUE,0,0,0,1,596103,"Austin Slater","/api/v1/people/596103","R","Right",678061,"Ray Kerr","/api/v1/people/678061","L","Left","vs_LHP","vs_RHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","San Diego Padres",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.2,87.5,4,2,0.3952,5.744,28.8375,-15.4844,6.3568,8.561,-0.5546,2.439,-9.7264,-138.2489,-6.4278,2.1721,50.0013,5.8209,12.3902,32.4,3.6,24,2217,141,98.3,-8,16,NA,NA,NA,TRUE,-15.7,14.4,-9.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717661,"2023-06-22",0,"2023-06-22T22:02:54.511Z","2023-06-22T22:02:54.554Z",FALSE,"action",NA,NA,"Defensive switch from second base to third base for Rougned Odor.","Defensive Switch",10,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,596059,"/api/v1/people/596059",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"defensive_switch",NA,"5","Third Base","Infielder","3B","301","69","atBat","Groundout","field_out","Austin Slater grounds out, third baseman Rougned Odor to first baseman Matt Carpenter.",0,10,0,69,"bottom",9,"2023-06-22T22:03:05.742Z","2023-06-22T22:03:15.671Z",TRUE,FALSE,FALSE,TRUE,0,0,0,1,596103,"Austin Slater","/api/v1/people/596103","R","Right",678061,"Ray Kerr","/api/v1/people/678061","L","Left","vs_LHP","vs_RHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","San Diego Padres",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,665742,"/api/v1/people/665742",TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717661,"2023-06-22",1,"2023-06-22T22:02:54.554Z","2023-06-22T22:02:54.558Z",FALSE,"action",NA,NA,"Matt Carpenter remains in the game as the first baseman.","Defensive Switch",10,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,572761,"/api/v1/people/572761",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"defensive_switch",NA,"3","First Base","Infielder","1B","401","69","atBat","Groundout","field_out","Austin Slater grounds out, third baseman Rougned Odor to first baseman Matt Carpenter.",0,10,0,69,"bottom",9,"2023-06-22T22:03:05.742Z","2023-06-22T22:03:15.671Z",TRUE,FALSE,FALSE,TRUE,0,0,0,1,596103,"Austin Slater","/api/v1/people/596103","R","Right",678061,"Ray Kerr","/api/v1/people/678061","L","Left","vs_LHP","vs_RHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","San Diego Padres",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,592518,"/api/v1/people/592518",TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717661,"2023-06-22",2,"2023-06-22T22:02:54.558Z","2023-06-22T22:03:08.080Z",FALSE,"action",NA,NA,"Defensive switch from first base to second base for Jake Cronenworth.","Defensive Switch",10,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,630105,"/api/v1/people/630105",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"defensive_switch",NA,"4","Second Base","Infielder","2B","600","69","atBat","Groundout","field_out","Austin Slater grounds out, third baseman Rougned Odor to first baseman Matt Carpenter.",0,10,0,69,"bottom",9,"2023-06-22T22:03:05.742Z","2023-06-22T22:03:15.671Z",TRUE,FALSE,FALSE,TRUE,0,0,0,1,596103,"Austin Slater","/api/v1/people/596103","R","Right",678061,"Ray Kerr","/api/v1/people/678061","L","Left","vs_LHP","vs_RHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","San Diego Padres",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717661,"2023-06-22",1,"2023-06-22T22:00:44.608Z","2023-06-22T22:00:52.700Z",TRUE,"pitch","7db25616-e396-443c-a094-6ab37fb3e2fd",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,1,1,NA,NA,3.34,1.61,NA,148.29,180.6,"ground_ball","medium","4",149.23,152.93,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Grounded Into DP","grounded_into_double_play","Jake Cronenworth grounds into a double play, second baseman Thairo Estrada to shortstop Casey Schmitt to first baseman Joc Pederson. Matt Carpenter out at 2nd. Jake Cronenworth out at 1st.",0,10,0,68,"top",9,"2023-06-22T22:00:22.615Z","2023-06-22T22:00:52.700Z",TRUE,FALSE,FALSE,TRUE,24,0,1,3,630105,"Jake Cronenworth","/api/v1/people/630105","L","Left",681584,"David Villar","/api/v1/people/681584","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","San Francisco Giants","true",NA,"rgba(186, 1, 0, 1.0)","FA","Fastball",70.4,65.2,4,2,0.5325,4.0327,15.8748,-22.5271,-5.0391,8.9876,-0.8209,2.1548,4.2353,-102.5821,-1.4754,-2.2508,50.0017,5.6119,-5.4075,12,8.4,24,1797,232,93.3,0,40,NA,NA,NA,TRUE,-38.5,16.3,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717661,"2023-06-22",0,"2023-06-22T22:00:34.920Z","2023-06-22T22:00:39.514Z",TRUE,"pitch","85d9342e-3d25-4040-96c2-69a6d546f493",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.7858,1.8702,NA,150.47,172.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Grounded Into DP","grounded_into_double_play","Jake Cronenworth grounds into a double play, second baseman Thairo Estrada to shortstop Casey Schmitt to first baseman Joc Pederson. Matt Carpenter out at 2nd. Jake Cronenworth out at 1st.",0,10,0,68,"top",9,"2023-06-22T22:00:22.615Z","2023-06-22T22:00:52.700Z",TRUE,FALSE,FALSE,TRUE,24,0,1,3,630105,"Jake Cronenworth","/api/v1/people/630105","L","Left",681584,"David Villar","/api/v1/people/681584","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","San Francisco Giants","false",NA,"rgba(186, 1, 0, 1.0)","FA","Fastball",68.9,64.5,13,2,0.5417,4.0011,13.3253,-24.4553,-4.4628,7.4212,-0.878,2.4697,3.632,-100.383,-0.2453,-2.1146,50.0027,5.657,-4.6421,9.6,9.6,24,1737,231,NA,NA,NA,NA,NA,NA,FALSE,-42.8,13.8,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717661,"2023-06-22",0,"2023-06-22T22:00:05.085Z","2023-06-22T22:00:15.947Z",TRUE,"pitch","63a6b218-53c0-4f9d-a46f-b46a0c45e49b",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,0,NA,NA,3.34,1.63,NA,112.13,152.9,"fly_ball","hard","7",55.27,79.82,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Flyout","field_out","Gary Sanchez flies out sharply to left fielder Austin Slater.",0,10,0,67,"top",9,"2023-06-22T21:59:52.730Z","2023-06-22T22:00:15.947Z",TRUE,FALSE,FALSE,TRUE,0,0,0,1,596142,"Gary Sánchez","/api/v1/people/596142","R","Right",681584,"David Villar","/api/v1/people/681584","R","Right","vs_RHP","vs_RHB","Men_On",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","San Francisco Giants","true",NA,"rgba(186, 1, 0, 1.0)","FA","Fastball",66.5,61.4,2,2,0.5653,3.8783,14.29,-24.5876,-5.2027,7.9669,0.1277,3.1809,5.0602,-96.6854,1.4163,-1.8407,50.0018,5.7992,-4.9532,9.6,10.8,24,1668,233,102.6,45,343,NA,NA,NA,TRUE,-46.4,15.2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,572761,"Matt Carpenter","/api/v1/people/572761",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
