"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","base","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link"
747203,"2024-05-15",0,"2024-05-15T21:21:02.028Z","2024-05-15T21:21:06.008Z",FALSE,"pickoff","7fa62574-14df-493a-a2db-c5f8f7c8b107",NA,"Pickoff Attempt 1B",NA,NA,NA,NA,FALSE,"1",NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54","atBat","Pop Out","field_out","Jake Fraley pops out to catcher Gabriel Moreno in foul territory.",0,1,1,54,"top",8,"2024-05-15T21:21:18.090Z","2024-05-15T21:22:44.214Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,641584,"Jake Fraley","/api/v1/people/641584","L","Left",657044,"Ryan Thompson","/api/v1/people/657044","R","Right","vs_RHP","vs_LHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Arizona Diamondbacks",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,1,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA
747203,"2024-05-15",0,"2024-05-15T21:20:28.721Z","2024-05-15T21:20:39.226Z",TRUE,"pitch","5e4aa27a-b6aa-40eb-b648-7a0ecc243c78",1,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",0,0,2,NA,NA,3.67,1.73,NA,102.21,178.55,"ground_ball","medium","9",185.98,105.95,NA,NA,NA,NA,NA,NA,NA,NA,"53","atBat","Single","single","Will Benson singles on a ground ball to right fielder Randal Grichuk.",0,1,1,53,"top",8,"2024-05-15T21:20:22.805Z","2024-05-15T21:20:39.226Z",TRUE,FALSE,FALSE,FALSE,33,0,0,2,666181,"Will Benson","/api/v1/people/666181","L","Left",657044,"Ryan Thompson","/api/v1/people/657044","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Arizona Diamondbacks","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",91.1,82.5,9,0.9,0.4161,6.9209,29.9181,-34.1626,-11.1995,-1.1364,0.388,2.2307,12.929,-131.9945,2.6008,-3.1346,50.002,3.7598,-19.625,26.4,8.4,24,2108,274,104.2,-3,32,NA,NA,NA,FALSE,-34.6,-1.1,17.2,NA,NA,NA,NA,NA,FALSE,TRUE,666181,"Will Benson","/api/v1/people/666181",NA,NA,NA
747203,"2024-05-15",2,"2024-05-15T21:20:01.650Z","2024-05-15T21:20:06.117Z",TRUE,"pitch","5898e9eb-4806-49fc-91ff-5ced954096dc",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,3,1,NA,NA,3.301,1.504,NA,155.51,218.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52","atBat","Strikeout","strikeout","Jacob Hurtubise strikes out swinging.",0,1,1,52,"top",8,"2024-05-15T21:19:16.771Z","2024-05-15T21:20:06.117Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,674441,"Jacob Hurtubise","/api/v1/people/674441","L","Left",657044,"Ryan Thompson","/api/v1/people/657044","R","Right","vs_RHP","vs_LHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Arizona Diamondbacks","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",92.1,83.6,13,0.91,0.4112,6.7603,31.3811,-37.3873,-10.6255,-2.9093,-1.0103,0.7553,9.6887,-133.6803,-0.6579,-3.318,50.0021,3.711,-19.0472,24,9.6,24,2077,272,NA,NA,NA,NA,NA,NA,TRUE,-37.8,-5.2,16.9,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA
747203,"2024-05-15",1,"2024-05-15T21:19:40.898Z","2024-05-15T21:19:45.408Z",TRUE,"pitch","bd1d79e7-fe16-4835-9355-e7aa9e7b3d0c",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,1,NA,NA,3.301,1.504,NA,121.36,183.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52","atBat","Strikeout","strikeout","Jacob Hurtubise strikes out swinging.",0,1,1,52,"top",8,"2024-05-15T21:19:16.771Z","2024-05-15T21:20:06.117Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,674441,"Jacob Hurtubise","/api/v1/people/674441","L","Left",657044,"Ryan Thompson","/api/v1/people/657044","R","Right","vs_RHP","vs_LHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Arizona Diamondbacks","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",91.3,83.5,8,0.91,0.4133,6.6631,28.2015,-37.4589,-9.2117,-2.9684,-0.1144,2.0291,11.4336,-132.5022,2.4869,-3.2878,50.0053,3.8147,-16.39,20.4,9.6,24,2067,271,NA,NA,NA,NA,NA,NA,FALSE,-37.6,-4.6,14.2,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA
747203,"2024-05-15",0,"2024-05-15T21:19:25.946Z","2024-05-15T21:19:30.770Z",TRUE,"pitch","1befc2a7-f574-464c-b900-a8102ebd6ff0",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.2228,1.5685,NA,100.28,192.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52","atBat","Strikeout","strikeout","Jacob Hurtubise strikes out swinging.",0,1,1,52,"top",8,"2024-05-15T21:19:16.771Z","2024-05-15T21:20:06.117Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,674441,"Jacob Hurtubise","/api/v1/people/674441","L","Left",657044,"Ryan Thompson","/api/v1/people/657044","R","Right","vs_RHP","vs_LHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Arizona Diamondbacks","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",90.2,83,9,0.91,0.4175,6.8559,25.6984,-37.1631,-9.3364,-2.8525,0.4387,1.7284,12.7238,-130.8298,1.8703,-3.2582,50.0061,3.7748,-16.3079,20.4,9.6,24,2030,271,NA,NA,NA,NA,NA,NA,FALSE,-38.2,-4.6,14.4,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA
747203,"2024-05-15",4,"2024-05-15T21:18:51.695Z","2024-05-15T21:18:59.062Z",TRUE,"pitch","3566c023-754d-4578-9a4a-7ad7f4a6dd52",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,2,0,NA,NA,3.74,1.76,NA,108.02,205.19,"ground_ball","medium","3",159.62,169.83,NA,NA,NA,NA,NA,NA,NA,NA,"51","atBat","Groundout","field_out","Elly De La Cruz grounds out, first baseman Christian Walker to pitcher Ryan Thompson.",0,1,1,51,"top",8,"2024-05-15T21:18:15.982Z","2024-05-15T21:18:59.062Z",TRUE,FALSE,FALSE,TRUE,0,0,2,1,682829,"Elly De La Cruz","/api/v1/people/682829","L","Left",657044,"Ryan Thompson","/api/v1/people/657044","R","Right","vs_RHP","vs_LHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Arizona Diamondbacks",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",91.7,83.1,14,0.91,0.4138,6.6683,30.9048,-33.93,-10.577,-0.9937,0.2355,1.2441,12.3715,-132.8488,-0.1692,-3.1278,50.0011,3.7941,-18.7307,25.2,8.4,24,2107,269,100.7,-14,7,NA,NA,NA,TRUE,-34.7,-1.6,16.2,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA
747203,"2024-05-15",3,"2024-05-15T21:18:34.209Z","2024-05-15T21:18:37.680Z",TRUE,"pitch","810be86c-fc26-4d32-b6bb-e01a71ecebf1",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,0,NA,NA,3.74,1.76,NA,130.69,209.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51","atBat","Groundout","field_out","Elly De La Cruz grounds out, first baseman Christian Walker to pitcher Ryan Thompson.",0,1,1,51,"top",8,"2024-05-15T21:18:15.982Z","2024-05-15T21:18:59.062Z",TRUE,FALSE,FALSE,TRUE,0,0,2,1,682829,"Elly De La Cruz","/api/v1/people/682829","L","Left",657044,"Ryan Thompson","/api/v1/people/657044","R","Right","vs_RHP","vs_LHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Arizona Diamondbacks",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",91.9,83.4,13,0.9,0.4124,6.6502,31.4783,-41.6389,-9.4405,-5.3062,-0.3592,1.0816,11.0571,-133.3547,0.9431,-3.3533,50.0055,3.7518,-16.8279,19.2,9.6,24,2170,271,NA,NA,NA,NA,NA,NA,FALSE,-41.9,-9.1,14.4,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA
747203,"2024-05-15",2,"2024-05-15T21:18:18.173Z","2024-05-15T21:18:21.444Z",TRUE,"pitch","4d5b3dd9-59a4-4351-88b9-1d0c102fedf8",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,0,NA,NA,3.711,1.8388,NA,92.46,187.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51","atBat","Groundout","field_out","Elly De La Cruz grounds out, first baseman Christian Walker to pitcher Ryan Thompson.",0,1,1,51,"top",8,"2024-05-15T21:18:15.982Z","2024-05-15T21:18:59.062Z",TRUE,FALSE,FALSE,TRUE,0,0,2,1,682829,"Elly De La Cruz","/api/v1/people/682829","L","Left",657044,"Ryan Thompson","/api/v1/people/657044","R","Right","vs_RHP","vs_LHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Arizona Diamondbacks",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",90.2,82,9,0.9,0.4202,6.9643,28.5657,-38.5458,-10.4136,-3.7098,0.6439,1.8993,13.5711,-130.547,2.7487,-3.2791,50.0004,3.7425,-17.8963,21.6,9.6,24,2113,272,NA,NA,NA,NA,NA,NA,FALSE,-39.8,-5.8,15.7,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA
747203,"2024-05-15",0,"2024-05-15T21:17:00.794Z","2024-05-15T21:18:01.327Z",FALSE,"action",NA,NA,"Pitching Change: Ryan Thompson replaces Brandon Pfaadt.","Pitching Substitution",1,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,657044,"/api/v1/people/657044",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"51","atBat","Groundout","field_out","Elly De La Cruz grounds out, first baseman Christian Walker to pitcher Ryan Thompson.",0,1,1,51,"top",8,"2024-05-15T21:18:15.982Z","2024-05-15T21:18:59.062Z",TRUE,FALSE,FALSE,TRUE,0,0,2,1,682829,"Elly De La Cruz","/api/v1/people/682829","L","Left",657044,"Ryan Thompson","/api/v1/people/657044","R","Right","vs_RHP","vs_LHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Arizona Diamondbacks",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA
747203,"2024-05-15",1,"2024-05-15T21:18:01.327Z","2024-05-15T21:18:18.173Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-hitter Elly De La Cruz replaces Luke Maile.","Offensive Substitution",1,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,682829,"/api/v1/people/682829",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"11","Pinch Hitter","Hitter","PH","801","51","atBat","Groundout","field_out","Elly De La Cruz grounds out, first baseman Christian Walker to pitcher Ryan Thompson.",0,1,1,51,"top",8,"2024-05-15T21:18:15.982Z","2024-05-15T21:18:59.062Z",TRUE,FALSE,FALSE,TRUE,0,0,2,1,682829,"Elly De La Cruz","/api/v1/people/682829","L","Left",657044,"Ryan Thompson","/api/v1/people/657044","R","Right","vs_RHP","vs_LHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Arizona Diamondbacks",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,571912,"/api/v1/people/571912",NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA
747203,"2024-05-15",2,"2024-05-15T21:15:37.227Z","2024-05-15T21:15:42.310Z",TRUE,"pitch","05e0aa09-3045-476d-b903-71f332de3b25",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,3,2,NA,NA,3.42,1.63,NA,81.43,130.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50","atBat","Strikeout","strikeout","Jake McCarthy strikes out swinging.",0,1,1,50,"bottom",7,"2024-05-15T21:14:45.262Z","2024-05-15T21:15:42.310Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,664983,"Jake McCarthy","/api/v1/people/664983","L","Left",671096,"Andrew Abbott","/api/v1/people/671096","L","Left","vs_LHP","vs_LHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","Cincinnati Reds","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94,85.4,12,0.91,0.4012,6.8469,31.9829,-13.1356,5.9099,10.102,0.9333,4.024,-3.5452,-136.857,-2.0956,1.4819,50.0063,5.7062,11.142,37.2,3.6,24,2378,148,NA,NA,NA,NA,NA,NA,TRUE,-13.1,18,-9.8,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA
747203,"2024-05-15",1,"2024-05-15T21:15:12.085Z","2024-05-15T21:15:15.594Z",TRUE,"pitch","1ac5d39d-6800-484d-a383-db7ee54606e1",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,2,NA,NA,3.42,1.63,NA,88.68,133.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50","atBat","Strikeout","strikeout","Jake McCarthy strikes out swinging.",0,1,1,50,"bottom",7,"2024-05-15T21:14:45.262Z","2024-05-15T21:15:42.310Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,664983,"Jake McCarthy","/api/v1/people/664983","L","Left",671096,"Andrew Abbott","/api/v1/people/671096","L","Left","vs_LHP","vs_LHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","Cincinnati Reds","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.6,83.5,12,0.9,0.4086,6.835,33.1298,-13.7208,5.0632,10.1738,0.743,3.8966,-3.6878,-134.7767,-2.2452,1.481,50.0018,5.7258,9.1834,30,3.6,24,2283,146,NA,NA,NA,NA,NA,NA,FALSE,-14.2,18,-8.3,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA
747203,"2024-05-15",0,"2024-05-15T21:14:55.862Z","2024-05-15T21:14:59.783Z",TRUE,"pitch","2b7fbd76-5bda-473a-9750-119288efc7f9",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.3893,1.6904,NA,90.99,181.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50","atBat","Strikeout","strikeout","Jake McCarthy strikes out swinging.",0,1,1,50,"bottom",7,"2024-05-15T21:14:45.262Z","2024-05-15T21:15:42.310Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,664983,"Jake McCarthy","/api/v1/people/664983","L","Left",671096,"Andrew Abbott","/api/v1/people/671096","L","Left","vs_LHP","vs_LHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","Cincinnati Reds","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",83.3,75.7,9,0.83,0.4541,6.8167,26.4776,-28.9356,-5.3897,2.2065,0.6824,2.136,-1.0915,-121.197,-2.2441,1.8398,50.0039,5.6328,-7.9171,15.6,8.4,24,2687,271,NA,NA,NA,NA,NA,NA,FALSE,-36.1,3.7,10,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA
747203,"2024-05-15",3,"2024-05-15T21:14:19.306Z","2024-05-15T21:14:32.188Z",TRUE,"pitch","da2134d5-a823-487b-a422-14317b37b531",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,0,1,NA,NA,3.18,1.51,NA,92.3,173.82,"popup","medium","6",92.7,138.4,NA,NA,NA,NA,NA,NA,NA,NA,"49","atBat","Pop Out","field_out","Blaze Alexander pops out to shortstop Santiago Espinal.",0,1,1,49,"bottom",7,"2024-05-15T21:14:00.232Z","2024-05-15T21:14:32.188Z",TRUE,FALSE,FALSE,TRUE,0,1,0,2,677942,"Blaze Alexander","/api/v1/people/677942","R","Right",671096,"Andrew Abbott","/api/v1/people/671096","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","Cincinnati Reds",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",82.8,75.4,6,0.89,0.456,6.8409,24.7187,-18.7193,8.8521,9.2202,0.6481,2.4059,-5.0066,-120.401,-3.7598,1.611,50.0024,5.6569,12.9162,31.2,6,24,2004,132,76.4,58,183,NA,NA,NA,TRUE,-24.1,16,-14.8,NA,NA,NA,NA,NA,TRUE,FALSE,672515,"Gabriel Moreno","/api/v1/people/672515",NA,NA,NA
747203,"2024-05-15",2,"2024-05-15T21:14:02.409Z","2024-05-15T21:14:06.100Z",TRUE,"pitch","3101782a-f953-4abf-a752-d32f2b42b1dc",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.061,1.5034,NA,60.81,154.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49","atBat","Pop Out","field_out","Blaze Alexander pops out to shortstop Santiago Espinal.",0,1,1,49,"bottom",7,"2024-05-15T21:14:00.232Z","2024-05-15T21:14:32.188Z",TRUE,FALSE,FALSE,TRUE,0,1,0,2,677942,"Blaze Alexander","/api/v1/people/677942","R","Right",671096,"Andrew Abbott","/api/v1/people/671096","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","Cincinnati Reds",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.2,83.4,12,0.9,0.4102,6.6603,32.4041,-14.7379,5.9623,9.6893,1.4741,3.1396,-2.4427,-134.1544,-4.0457,1.6282,50.0058,5.7368,10.7339,32.4,4.8,24,2256,145,NA,NA,NA,NA,NA,NA,FALSE,-15.7,16.7,-10.2,1,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA
747203,"2024-05-15",0,"2024-05-15T21:12:59.339Z","2024-05-15T21:13:43.321Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",1,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"49","atBat","Pop Out","field_out","Blaze Alexander pops out to shortstop Santiago Espinal.",0,1,1,49,"bottom",7,"2024-05-15T21:14:00.232Z","2024-05-15T21:14:32.188Z",TRUE,FALSE,FALSE,TRUE,0,1,0,2,677942,"Blaze Alexander","/api/v1/people/677942","R","Right",671096,"Andrew Abbott","/api/v1/people/671096","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","Cincinnati Reds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA
747203,"2024-05-15",1,"2024-05-15T21:13:43.321Z","2024-05-15T21:13:47.588Z",FALSE,"pickoff","0463051e-8c18-48dd-bf9e-db5de5e4ac28",NA,"Pickoff Attempt 1B",NA,NA,NA,NA,FALSE,"1",NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49","atBat","Pop Out","field_out","Blaze Alexander pops out to shortstop Santiago Espinal.",0,1,1,49,"bottom",7,"2024-05-15T21:14:00.232Z","2024-05-15T21:14:32.188Z",TRUE,FALSE,FALSE,TRUE,0,1,0,2,677942,"Blaze Alexander","/api/v1/people/677942","R","Right",671096,"Andrew Abbott","/api/v1/people/671096","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","Cincinnati Reds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,1,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA
