"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","isSubstitution","replacedPlayer.id","replacedPlayer.link","reviewDetails.isOverturned.x","reviewDetails.inProgress.x","reviewDetails.reviewType.x","reviewDetails.challengeTeamId.x","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned.y","reviewDetails.inProgress.y","reviewDetails.reviewType.y","reviewDetails.challengeTeamId.y"
716729,"2023-09-03",2,"2023-09-03T23:21:32.139Z","2023-09-03T23:21:39.023Z",TRUE,"pitch","b5edb654-7d1c-46bc-9c1f-447fdb7a9da5",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,2,2,NA,NA,3.38,1.56,NA,132.58,185.26,"ground_ball","medium","4",147.21,149.65,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Groundout","field_out","Jose Ramirez grounds out, second baseman Brandon Lowe to first baseman Yandy Diaz.",0,6,2,79,"bottom",9,"2023-09-03T23:20:36.021Z","2023-09-03T23:21:39.023Z",TRUE,FALSE,FALSE,TRUE,0,0,2,3,608070,"José Ramírez","/api/v1/people/608070","L","Left",664126,"Pete Fairbanks","/api/v1/people/664126","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Tampa Bay Rays","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",100.4,92.7,7,0.91,0.3739,6.6033,30.8224,-8.9061,-1.2371,10.6768,-0.4088,1.982,1.1097,-145.8952,-11.3872,-0.6314,50.0005,6.4497,-2.6955,12,2.4,24,2528,191,98.4,2,53,NA,NA,NA,TRUE,-9.5,17.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716729,"2023-09-03",1,"2023-09-03T23:21:06.972Z","2023-09-03T23:21:11.237Z",TRUE,"pitch","dfebddaf-1ca5-401f-94ad-6244137650c2",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,2,NA,NA,3.38,1.56,NA,103.38,174.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Groundout","field_out","Jose Ramirez grounds out, second baseman Brandon Lowe to first baseman Yandy Diaz.",0,6,2,79,"bottom",9,"2023-09-03T23:20:36.021Z","2023-09-03T23:21:39.023Z",TRUE,FALSE,FALSE,TRUE,0,0,2,3,608070,"José Ramírez","/api/v1/people/608070","L","Left",664126,"Pete Fairbanks","/api/v1/people/664126","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Tampa Bay Rays","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.3,81.2,6,0.88,0.4293,6.6376,24.2085,-37.8549,0.2086,-3.4356,0.3573,2.3747,1.1187,-127.2093,-3.7388,-0.1139,50.0059,6.8407,0.3445,1.2,9.6,24,2501,54,NA,NA,NA,NA,NA,NA,FALSE,-42.4,-6.8,-0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716729,"2023-09-03",0,"2023-09-03T23:20:48.631Z","2023-09-03T23:20:53.588Z",TRUE,"pitch","5acf18b6-f358-4188-ab53-d7e9697accbc",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.1746,1.4446,NA,126.46,195.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Groundout","field_out","Jose Ramirez grounds out, second baseman Brandon Lowe to first baseman Yandy Diaz.",0,6,2,79,"bottom",9,"2023-09-03T23:20:36.021Z","2023-09-03T23:21:39.023Z",TRUE,FALSE,FALSE,TRUE,0,0,2,3,608070,"José Ramírez","/api/v1/people/608070","L","Left",664126,"Pete Fairbanks","/api/v1/people/664126","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Tampa Bay Rays","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87,81.4,8,0.89,0.4299,6.5319,23.0016,-36.0058,0.9579,-2.3275,-0.2481,1.6072,0.4136,-126.8338,-5.6675,-0.5371,50.0005,6.7019,1.5791,2.4,9.6,24,2470,64,NA,NA,NA,NA,NA,NA,FALSE,-40.8,-5.2,-1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716729,"2023-09-03",5,"2023-09-03T23:20:14.117Z","2023-09-03T23:20:25.881Z",TRUE,"pitch","23e50577-cbb2-4afd-b760-bd95cdea5274",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,2,1,NA,NA,3.24,1.52,NA,108.96,188.34,"line_drive","medium","9",167.15,88,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Lineout","field_out","Steven Kwan lines out to right fielder Josh Lowe.",0,6,2,78,"bottom",9,"2023-09-03T23:19:18.626Z","2023-09-03T23:20:25.881Z",TRUE,FALSE,FALSE,TRUE,0,1,2,2,680757,"Steven Kwan","/api/v1/people/680757","L","Left",664126,"Pete Fairbanks","/api/v1/people/664126","R","Right","vs_RHP","vs_LHB","RISP",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Tampa Bay Rays",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.3,80.7,8,0.9,0.4335,6.4996,22.7748,-37.7946,2.5235,-3.4731,0.2109,1.8682,0.4336,-125.7988,-4.6751,-0.2913,50.0006,6.7767,4.0898,6,9.6,24,2501,43,91,19,296,NA,NA,NA,TRUE,-43.3,-7.1,-4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,666310,"Bo Naylor","/api/v1/people/666310",672356,"Gabriel Arias","/api/v1/people/672356",NA,NA,NA,NA,NA,NA,NA
716729,"2023-09-03",4,"2023-09-03T23:19:54.392Z","2023-09-03T23:19:59.626Z",TRUE,"pitch","8880c4e7-279b-4af5-b783-06535400606f",3,"Foul Tip",NA,NA,NA,NA,FALSE,"T","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"T","Foul Tip",1,2,1,NA,NA,3.24,1.52,NA,123.28,152.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Lineout","field_out","Steven Kwan lines out to right fielder Josh Lowe.",0,6,2,78,"bottom",9,"2023-09-03T23:19:18.626Z","2023-09-03T23:20:25.881Z",TRUE,FALSE,FALSE,TRUE,0,1,2,2,680757,"Steven Kwan","/api/v1/people/680757","L","Left",664126,"Pete Fairbanks","/api/v1/people/664126","R","Right","vs_RHP","vs_LHB","RISP",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Tampa Bay Rays",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85.8,80.1,2,0.9,0.4356,6.3449,22.0906,-38.2185,1.177,-3.7598,-0.1649,3.206,0.4335,-125.1095,-1.5294,-0.4927,50.0052,6.92,1.8908,2.4,9.6,24,2421,51,NA,NA,NA,NA,NA,NA,FALSE,-43.6,-7,-2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716729,"2023-09-03",3,"2023-09-03T23:19:37.814Z","2023-09-03T23:19:42.928Z",TRUE,"pitch","f3501cae-1d30-4129-90fc-0cea58e8b92a",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,1,NA,NA,3.2402,1.4947,NA,129.43,178.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Lineout","field_out","Steven Kwan lines out to right fielder Josh Lowe.",0,6,2,78,"bottom",9,"2023-09-03T23:19:18.626Z","2023-09-03T23:20:25.881Z",TRUE,FALSE,FALSE,TRUE,0,1,2,2,680757,"Steven Kwan","/api/v1/people/680757","L","Left",664126,"Pete Fairbanks","/api/v1/people/664126","R","Right","vs_RHP","vs_LHB","RISP",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Tampa Bay Rays",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.6,89.9,4,0.9,0.385,6.7684,30.4909,-10.829,1.1181,10.3992,-0.3261,2.2394,0.4612,-141.9115,-9.9328,-0.6358,50.0057,6.4616,2.2958,10.8,2.4,24,2424,191,NA,NA,NA,NA,NA,NA,FALSE,-11.4,17.2,-2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716729,"2023-09-03",2,"2023-09-03T23:19:20.958Z","2023-09-03T23:19:31.902Z",TRUE,"pitch","a571ea91-8a6f-490c-9a82-0d3b0943254a",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.2402,1.526,NA,135.31,143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Lineout","field_out","Steven Kwan lines out to right fielder Josh Lowe.",0,6,2,78,"bottom",9,"2023-09-03T23:19:18.626Z","2023-09-03T23:20:25.881Z",TRUE,FALSE,FALSE,TRUE,0,1,2,2,680757,"Steven Kwan","/api/v1/people/680757","L","Left",664126,"Pete Fairbanks","/api/v1/people/664126","R","Right","vs_RHP","vs_LHB","RISP",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Tampa Bay Rays",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.2,80.5,11,0.9,0.4332,6.5788,21.5207,-36.115,2.7074,-2.4208,-0.4804,3.5472,-0.3356,-125.6514,-1.0353,-0.6988,50.0062,6.8567,4.4012,7.2,9.6,24,2368,66,NA,NA,NA,NA,NA,NA,FALSE,-40.7,-4.4,-4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716729,"2023-09-03",0,"2023-09-03T23:15:39.632Z","2023-09-03T23:17:19.874Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",6,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"78","atBat","Lineout","field_out","Steven Kwan lines out to right fielder Josh Lowe.",0,6,2,78,"bottom",9,"2023-09-03T23:19:18.626Z","2023-09-03T23:20:25.881Z",TRUE,FALSE,FALSE,TRUE,0,1,2,2,680757,"Steven Kwan","/api/v1/people/680757","L","Left",664126,"Pete Fairbanks","/api/v1/people/664126","R","Right","vs_RHP","vs_LHB","RISP",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Tampa Bay Rays",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716729,"2023-09-03",1,"2023-09-03T23:17:19.874Z","2023-09-03T23:19:20.958Z",FALSE,"action",NA,NA,"Pitching Change: Pete Fairbanks replaces Andrew Kittredge.","Pitching Substitution",6,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,664126,"/api/v1/people/664126",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"78","atBat","Lineout","field_out","Steven Kwan lines out to right fielder Josh Lowe.",0,6,2,78,"bottom",9,"2023-09-03T23:19:18.626Z","2023-09-03T23:20:25.881Z",TRUE,FALSE,FALSE,TRUE,0,1,2,2,680757,"Steven Kwan","/api/v1/people/680757","L","Left",664126,"Pete Fairbanks","/api/v1/people/664126","R","Right","vs_RHP","vs_LHB","RISP",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Tampa Bay Rays",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716729,"2023-09-03",2,"2023-09-03T23:14:57.386Z","2023-09-03T23:15:06.979Z",TRUE,"pitch","9c69c627-fa7d-4c53-b745-01b1e193beec",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,0,NA,NA,3.37,1.59,NA,129.47,174.09,"line_drive","medium","8",104.69,60.9,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Lineout","field_out","Will Brennan lines out to center fielder Jose Siri.",0,6,2,77,"bottom",9,"2023-09-03T23:14:54.973Z","2023-09-03T23:15:06.979Z",TRUE,FALSE,FALSE,TRUE,0,0,0,1,686823,"Will Brennan","/api/v1/people/686823","L","Left",552640,"Andrew Kittredge","/api/v1/people/552640","R","Right","vs_RHP","vs_LHB","RISP",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Tampa Bay Rays",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.1,87.6,4,0.91,0.3947,6.7646,29.0254,-20.941,-7.98,5.749,-0.327,2.3959,5.7742,-138.4377,-4.926,-1.3963,50.0018,5.5877,-15.589,33.6,6,24,2235,208,99.9,17,348,NA,NA,NA,TRUE,-20.4,9.6,13.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,666310,"Bo Naylor","/api/v1/people/666310",672356,"Gabriel Arias","/api/v1/people/672356",NA,NA,NA,NA,NA,NA,NA
