"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
718671,"2023-04-08",7,"2023-04-08T04:08:47.275Z","2023-04-08T04:08:52.759Z",TRUE,"pitch","234e1c54-162b-4096-9ee6-017f664687f9",7,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",3,3,2,NA,NA,3.18,1.57,NA,126.47,210.64,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"76","atBat","Strikeout","strikeout","Max Muncy strikes out swinging.",0,3,6,76,"top",9,"2023-04-08T04:06:05.904Z","2023-04-08T04:08:52.759Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,571970,"Max Muncy","/api/v1/people/571970","L","Left",605177,"Andrew Chafin","/api/v1/people/605177","L","Left","vs_LHP","vs_LHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","Arizona Diamondbacks",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84.3,77.8,13,0.86,0.4469,6.6825,24.3237,-30.9489,0.9811,0.802,-0.2484,1.0424,-5.6841,-122.5762,-5.7305,1.9735,50.0019,6.0545,1.4937,1.2,8.4,24,2608,2,NA,NA,NA,NA,NA,NA,TRUE,-38.3,0.4,-0.5,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718671,"2023-04-08",6,"2023-04-08T04:08:22.980Z","2023-04-08T04:08:28.946Z",TRUE,"pitch","dc5ecfaf-6a9d-4a8a-8afd-601705c3a134",6,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,2,NA,NA,3.1782,1.5833,NA,137.98,146.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Strikeout","strikeout","Max Muncy strikes out swinging.",0,3,6,76,"top",9,"2023-04-08T04:06:05.904Z","2023-04-08T04:08:52.759Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,571970,"Max Muncy","/api/v1/people/571970","L","Left",605177,"Andrew Chafin","/api/v1/people/605177","L","Left","vs_LHP","vs_LHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","Arizona Diamondbacks",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.8,84.7,11,2,0.4062,6.6645,29.7764,-14.9968,5.6584,9.3329,-0.5505,3.4053,-7.6384,-134.9173,-4.9483,1.5842,50.0039,6.3227,10.4164,28.8,3.6,24,2275,139,NA,NA,NA,NA,NA,NA,FALSE,-15.8,16,-8.6,NA,1,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718671,"2023-04-08",5,"2023-04-08T04:07:55.057Z","2023-04-08T04:07:59.395Z",TRUE,"pitch","994608c3-b7e9-4969-9f89-6427d25b7025",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,2,NA,NA,3.18,1.57,NA,125.41,197.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Strikeout","strikeout","Max Muncy strikes out swinging.",0,3,6,76,"top",9,"2023-04-08T04:06:05.904Z","2023-04-08T04:08:52.759Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,571970,"Max Muncy","/api/v1/people/571970","L","Left",605177,"Andrew Chafin","/api/v1/people/605177","L","Left","vs_LHP","vs_LHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","Arizona Diamondbacks",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",83.4,76.2,8,0.88,0.4537,6.7504,26.0411,-30.1797,1.3768,1.3577,-0.2207,1.5388,-5.8933,-121.2124,-4.537,2.0745,50.0045,6.1019,2.0273,1.2,8.4,24,2594,343,NA,NA,NA,NA,NA,NA,FALSE,-38.3,1.6,-1,NA,1,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718671,"2023-04-08",4,"2023-04-08T04:07:32.991Z","2023-04-08T04:07:37.721Z",TRUE,"pitch","189f115c-fb27-48f2-8857-d1742cfbe0d3",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,2,NA,NA,3.1782,1.6118,NA,167.62,200.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Strikeout","strikeout","Max Muncy strikes out swinging.",0,3,6,76,"top",9,"2023-04-08T04:06:05.904Z","2023-04-08T04:08:52.759Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,571970,"Max Muncy","/api/v1/people/571970","L","Left",605177,"Andrew Chafin","/api/v1/people/605177","L","Left","vs_LHP","vs_LHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","Arizona Diamondbacks",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84.3,77,13,0.85,0.4494,6.7698,26.4552,-29.2811,1.0401,1.9242,-1.328,1.4163,-7.8649,-122.3653,-5.4026,1.8067,50.0016,6.1927,1.5627,0,8.4,24,2716,264,NA,NA,NA,NA,NA,NA,FALSE,-36.7,2.3,0.1,NA,1,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718671,"2023-04-08",3,"2023-04-08T04:07:13.494Z","2023-04-08T04:07:18.692Z",TRUE,"pitch","bd77eb2e-9b46-4194-a395-c42adfdac4f9",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,2,2,NA,NA,3.18,1.57,NA,106.24,155.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Strikeout","strikeout","Max Muncy strikes out swinging.",0,3,6,76,"top",9,"2023-04-08T04:06:05.904Z","2023-04-08T04:08:52.759Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,571970,"Max Muncy","/api/v1/people/571970","L","Left",605177,"Andrew Chafin","/api/v1/people/605177","L","Left","vs_LHP","vs_LHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","Arizona Diamondbacks",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",91.7,83.3,3,2,0.412,6.7532,30.4672,-14.3945,5.9875,9.9505,0.2823,3.0874,-5.7591,-133.2792,-5.5835,1.7003,50.0019,6.2609,10.698,31.2,3.6,24,2189,134,NA,NA,NA,NA,NA,NA,FALSE,-15.8,16.9,-9.5,NA,1,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718671,"2023-04-08",1,"2023-04-08T04:06:37.360Z","2023-04-08T04:06:42.527Z",TRUE,"pitch","db7a10eb-7398-4234-a219-ec45fb31c55d",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,2,NA,NA,3.3299,1.6403,NA,122.22,165.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Strikeout","strikeout","Max Muncy strikes out swinging.",0,3,6,76,"top",9,"2023-04-08T04:06:05.904Z","2023-04-08T04:08:52.759Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,571970,"Max Muncy","/api/v1/people/571970","L","Left",605177,"Andrew Chafin","/api/v1/people/605177","L","Left","vs_LHP","vs_LHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","Arizona Diamondbacks",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84,75.5,5,0.88,0.4532,6.6134,29.7796,-30.3925,0.9358,1.2104,-0.1369,2.6993,-5.4374,-122.0715,-1.9019,2.0228,50.0026,6.1708,1.3769,0,8.4,24,2414,328,NA,NA,NA,NA,NA,NA,FALSE,-37.7,1.9,-0.1,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718671,"2023-04-08",0,"2023-04-08T04:06:20.984Z","2023-04-08T04:06:27.873Z",TRUE,"pitch","647adf45-61c7-4728-80c6-aeb288826446",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.1782,1.5833,NA,164.48,184.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Strikeout","strikeout","Max Muncy strikes out swinging.",0,3,6,76,"top",9,"2023-04-08T04:06:05.904Z","2023-04-08T04:08:52.759Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,571970,"Max Muncy","/api/v1/people/571970","L","Left",605177,"Andrew Chafin","/api/v1/people/605177","L","Left","vs_LHP","vs_LHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","Arizona Diamondbacks",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.2,83.7,13,2,0.411,6.7201,31.2042,-15.2629,5.0441,9.4221,-1.2455,2.0068,-9.1255,-133.7268,-8.3587,1.5696,50.0064,6.288,9.0578,22.8,4.8,24,2288,146,NA,NA,NA,NA,NA,NA,FALSE,-17.4,15.2,-7,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718671,"2023-04-08",2,"2023-04-08T04:06:55.746Z","2023-04-08T04:07:00.746Z",FALSE,"stepoff","283fb79d-66d3-4f5d-ba6c-29da7c70bf91",NA,"Pitcher Step Off",NA,NA,NA,NA,FALSE,"PSO",NA,NA,NA,NA,NA,NA,1,1,2,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Strikeout","strikeout","Max Muncy strikes out swinging.",0,3,6,76,"top",9,"2023-04-08T04:06:05.904Z","2023-04-08T04:08:52.759Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,571970,"Max Muncy","/api/v1/people/571970","L","Left",605177,"Andrew Chafin","/api/v1/people/605177","L","Left","vs_LHP","vs_LHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","Arizona Diamondbacks",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,1,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718671,"2023-04-08",5,"2023-04-08T04:05:48.335Z","2023-04-08T04:05:53.876Z",TRUE,"pitch","2e028702-76c2-496d-8fbf-943dfac3dbf3",6,"Swinging Strike (Blocked)",NA,NA,NA,NA,FALSE,"W","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"W","Swinging Strike (Blocked)",3,3,1,NA,NA,3.59,1.78,NA,115.41,220.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Strikeout","strikeout","J.D. Martinez strikes out swinging.",0,3,6,75,"top",9,"2023-04-08T04:03:54.565Z","2023-04-08T04:05:53.876Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,502110,"J.D. Martinez","/api/v1/people/502110","R","Right",605177,"Andrew Chafin","/api/v1/people/605177","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","Arizona Diamondbacks","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",83.4,77,14,0.89,0.4522,6.5987,24.4622,-32.7984,-0.0945,-0.4217,0.0416,0.6834,-4.6251,-121.2679,-5.9601,1.9885,50.002,6.0456,-0.1399,1.2,9.6,24,2629,355,NA,NA,NA,NA,NA,NA,TRUE,-41.4,-1.9,1.3,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,518692,"Freddie Freeman","/api/v1/people/518692",NA,NA,NA,NA
718671,"2023-04-08",4,"2023-04-08T04:05:27.597Z","2023-04-08T04:05:33.981Z",TRUE,"pitch","c7abc761-547e-4409-87a7-0f1c0a45f940",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,1,NA,NA,3.7889,1.8398,NA,149.26,217.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Strikeout","strikeout","J.D. Martinez strikes out swinging.",0,3,6,75,"top",9,"2023-04-08T04:03:54.565Z","2023-04-08T04:05:53.876Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,502110,"J.D. Martinez","/api/v1/people/502110","R","Right",605177,"Andrew Chafin","/api/v1/people/605177","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","Arizona Diamondbacks","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85.2,78.2,13,0.82,0.4438,6.7076,26.6096,-30.472,0.5216,1.1022,-0.8463,0.8023,-7.1339,-123.815,-6.2932,2.0145,50.0019,5.9532,0.8047,1.2,8.4,24,2633,318,NA,NA,NA,NA,NA,NA,FALSE,-37.4,0.6,0.8,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
