"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","base","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
718088,"2023-05-21",3,"2023-05-21T20:14:23.488Z","2023-05-21T20:14:32.397Z",TRUE,"pitch","c8ece5af-3096-4596-9f54-931eef23adce",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,1,2,NA,NA,3.34,1.53,NA,149.06,183.64,"popup","medium","2",136.72,210.46,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Pop Out","field_out","Patrick Wisdom pops out to catcher J. T. Realmuto in foul territory.",0,1,2,67,"top",9,"2023-05-21T20:13:43.303Z","2023-05-21T20:14:32.397Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,621550,"Patrick Wisdom","/api/v1/people/621550","R","Right",518886,"Craig Kimbrel","/api/v1/people/518886","R","Right","vs_RHP","vs_RHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","Philadelphia Phillies",NA,NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",86.5,78.3,13,0.89,0.4384,6.5197,29.8688,-40.9374,3.2031,-5.5657,-0.8411,2.0421,3.7402,-125.814,1.4584,-2.7735,50.0036,4.8192,5.0416,8.4,10.8,24,2604,57,69.7,86,35,NA,NA,NA,TRUE,-46.4,-9.4,-6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718088,"2023-05-21",2,"2023-05-21T20:14:06.554Z","2023-05-21T20:14:10.786Z",TRUE,"pitch","c29f27b8-8861-46e2-bed6-a62db2d8ae28",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,2,NA,NA,3.3388,1.5532,NA,93.54,192.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Pop Out","field_out","Patrick Wisdom pops out to catcher J. T. Realmuto in foul territory.",0,1,2,67,"top",9,"2023-05-21T20:13:43.303Z","2023-05-21T20:14:32.397Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,621550,"Patrick Wisdom","/api/v1/people/621550","R","Right",518886,"Craig Kimbrel","/api/v1/people/518886","R","Right","vs_RHP","vs_RHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","Philadelphia Phillies",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.1,87.3,9,0.91,0.3915,6.6698,36.725,-10.6323,-7.3844,10.9099,0.6155,1.7166,11.4677,-140.77,-5.8305,-2.5821,50.0065,4.5266,-14.5865,43.2,3.6,24,2455,222,NA,NA,NA,NA,NA,NA,FALSE,-11.2,18.4,10.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718088,"2023-05-21",1,"2023-05-21T20:13:45.433Z","2023-05-21T20:13:49.523Z",TRUE,"pitch","d61daa79-b35b-486b-94b3-cb6807fa6ff3",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.3196,1.5051,NA,35.46,191.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Pop Out","field_out","Patrick Wisdom pops out to catcher J. T. Realmuto in foul territory.",0,1,2,67,"top",9,"2023-05-21T20:13:43.303Z","2023-05-21T20:14:32.397Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,621550,"Patrick Wisdom","/api/v1/people/621550","R","Right",518886,"Craig Kimbrel","/api/v1/people/518886","R","Right","vs_RHP","vs_RHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","Philadelphia Phillies",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.1,87.8,14,0.91,0.3913,7.0515,34.5992,-12.6226,-7.9669,9.8728,2.1393,1.7616,15.2575,-140.4942,-5.3656,-2.3498,50.0029,4.5304,-15.7785,40.8,3.6,24,2436,224,NA,NA,NA,NA,NA,NA,FALSE,-12.8,16.7,10.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718088,"2023-05-21",0,"2023-05-21T20:13:32.434Z","2023-05-21T20:13:45.433Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-hitter Patrick Wisdom replaces Nick Madrigal.","Offensive Substitution",1,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,621550,"/api/v1/people/621550",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"11","Pinch Hitter","Hitter","PH","802","67","atBat","Pop Out","field_out","Patrick Wisdom pops out to catcher J. T. Realmuto in foul territory.",0,1,2,67,"top",9,"2023-05-21T20:13:43.303Z","2023-05-21T20:14:32.397Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,621550,"Patrick Wisdom","/api/v1/people/621550","R","Right",518886,"Craig Kimbrel","/api/v1/people/518886","R","Right","vs_RHP","vs_RHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","Philadelphia Phillies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,663611,"/api/v1/people/663611",NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718088,"2023-05-21",8,"2023-05-21T20:13:10.987Z","2023-05-21T20:13:17.451Z",TRUE,"pitch","03fa0926-9dfe-440f-bf91-d99a9c11ea80",8,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",4,2,2,NA,NA,3.4393,1.5532,NA,44.51,198.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Walk","walk","Trey Mancini walks.",0,1,2,66,"top",9,"2023-05-21T20:09:56.192Z","2023-05-21T20:13:17.451Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,641820,"Trey Mancini","/api/v1/people/641820","R","Right",518886,"Craig Kimbrel","/api/v1/people/518886","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","Philadelphia Phillies",NA,NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",87.2,80.1,14,0.88,0.4333,6.5853,27.0313,-38.5017,2.6397,-3.9121,1.9019,1.4796,10.1012,-126.6469,-0.2483,-2.4892,50.0046,4.671,4.266,9.6,9.6,24,2680,56,NA,NA,NA,NA,NA,NA,FALSE,-43.1,-6.8,-7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,641820,"Trey Mancini","/api/v1/people/641820",NA,NA,NA,NA,NA,NA
718088,"2023-05-21",7,"2023-05-21T20:12:50.630Z","2023-05-21T20:12:55.454Z",TRUE,"pitch","adc6caec-9726-4b63-8698-cdd81ea014f4",7,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,2,NA,NA,3.62,1.67,NA,121.67,190.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Walk","walk","Trey Mancini walks.",0,1,2,66,"top",9,"2023-05-21T20:09:56.192Z","2023-05-21T20:13:17.451Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,641820,"Trey Mancini","/api/v1/people/641820","R","Right",518886,"Craig Kimbrel","/api/v1/people/518886","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","Philadelphia Phillies",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.4,86.9,8,0.91,0.3936,6.7369,35.8907,-17.5186,-9.1713,7.4988,-0.1224,1.7872,9.8206,-139.9486,-4.4336,-2.5103,50.0037,4.5634,-17.9274,39.6,4.8,24,2371,225,NA,NA,NA,NA,NA,NA,FALSE,-17.3,12.6,14.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718088,"2023-05-21",5,"2023-05-21T20:11:48.108Z","2023-05-21T20:11:52.244Z",TRUE,"pitch","f9ab3019-b19f-49c9-b854-661c0b1c84ea",6,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,2,NA,NA,3.62,1.67,NA,109.15,210.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Walk","walk","Trey Mancini walks.",0,1,2,66,"top",9,"2023-05-21T20:09:56.192Z","2023-05-21T20:13:17.451Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,641820,"Trey Mancini","/api/v1/people/641820","R","Right",518886,"Craig Kimbrel","/api/v1/people/518886","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","Philadelphia Phillies",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.6,90,14,0.91,0.3849,6.7612,28.9091,-13.7223,-11.2274,8.9743,0.2059,1.046,11.6134,-141.6788,-7.2143,-2.4652,50.0055,4.4822,-23.0899,54,4.8,24,2362,224,NA,NA,NA,NA,NA,NA,FALSE,-13.6,15.1,18.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718088,"2023-05-21",4,"2023-05-21T20:11:19.995Z","2023-05-21T20:11:24.312Z",TRUE,"pitch","62bb0b63-8418-4a3d-afed-619d357d322b",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,2,NA,NA,3.62,1.67,NA,93.58,208.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Walk","walk","Trey Mancini walks.",0,1,2,66,"top",9,"2023-05-21T20:09:56.192Z","2023-05-21T20:13:17.451Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,641820,"Trey Mancini","/api/v1/people/641820","R","Right",518886,"Craig Kimbrel","/api/v1/people/518886","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","Philadelphia Phillies",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.3,89,14,0.91,0.3878,6.7849,31.31,-15.6306,-8.7441,8.1782,0.6143,1.1035,11.9317,-141.1176,-6.5785,-2.5272,50.0005,4.4669,-17.6824,42,4.8,24,2414,223,NA,NA,NA,NA,NA,NA,FALSE,-15.5,13.6,13.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718088,"2023-05-21",3,"2023-05-21T20:10:58.599Z","2023-05-21T20:11:03.155Z",TRUE,"pitch","025b7445-c5df-4e70-a2bd-e68d376158db",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,1,2,NA,NA,3.6056,1.6008,NA,93.93,199.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Walk","walk","Trey Mancini walks.",0,1,2,66,"top",9,"2023-05-21T20:09:56.192Z","2023-05-21T20:13:17.451Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,641820,"Trey Mancini","/api/v1/people/641820","R","Right",518886,"Craig Kimbrel","/api/v1/people/518886","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","Philadelphia Phillies",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.5,89.1,14,0.91,0.387,6.7078,31.7224,-14.5927,-7.7865,8.6662,0.6051,1.4692,11.5949,-141.4207,-5.959,-2.533,50.004,4.5367,-15.8004,39.6,3.6,24,2363,227,NA,NA,NA,NA,NA,NA,FALSE,-14.3,14.6,11.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718088,"2023-05-21",2,"2023-05-21T20:10:40.053Z","2023-05-21T20:10:44.341Z",TRUE,"pitch","b77cedb0-8e5f-48b3-b7ec-d617d5064887",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,2,NA,NA,3.5591,1.6012,NA,90.17,200.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Walk","walk","Trey Mancini walks.",0,1,2,66,"top",9,"2023-05-21T20:09:56.192Z","2023-05-21T20:13:17.451Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,641820,"Trey Mancini","/api/v1/people/641820","R","Right",518886,"Craig Kimbrel","/api/v1/people/518886","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","Philadelphia Phillies",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.6,89.7,14,0.91,0.3857,6.7501,29.9765,-15.6282,-9.2767,8.0876,0.7039,1.4196,12.0055,-141.5747,-5.9826,-2.371,50.001,4.5471,-18.9757,44.4,4.8,24,2371,224,NA,NA,NA,NA,NA,NA,FALSE,-15.1,13.7,14.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
