"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","reviewDetails.isOverturned.x","reviewDetails.inProgress.x","reviewDetails.reviewType.x","isSubstitution","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","reviewDetails.isOverturned.y","reviewDetails.inProgress.y","reviewDetails.reviewType.y","reviewDetails.challengeTeamId"
746801,"2024-05-10",4,"2024-05-11T01:55:37.567Z","2024-05-11T01:55:46.421Z",TRUE,"pitch","bd8eb04f-0e6c-425c-901a-62ac9c4fdf6e",5,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",3,1,2,NA,NA,3.371,1.535,NA,74.98,167.42,"popup","medium","3",159.14,189.16,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Pop Out","field_out","Kyle Manzardo pops out to first baseman Andrew Vaughn in foul territory.",0,3,6,68,"top",9,"2024-05-11T01:54:23.952Z","2024-05-11T01:55:46.421Z",TRUE,FALSE,FALSE,TRUE,0,3,1,3,700932,"Kyle Manzardo","/api/v1/people/700932","L","Left",673929,"Jordan Leasure","/api/v1/people/673929","R","Right","vs_RHP","vs_LHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Chicago White Sox","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.2,88,12,0.83,0.3915,6.8872,31.596,-13.3658,-0.1517,9.4893,1.1023,2.643,6.4637,-139.9183,-6.042,-1.2183,50.0063,5.7065,-0.3006,4.8,3.6,24,2243,194,69.9,74,71,NA,NA,NA,TRUE,-13.4,16.1,-1.1,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746801,"2024-05-10",3,"2024-05-11T01:55:20.137Z","2024-05-11T01:55:23.512Z",TRUE,"pitch","2c84f389-224f-42b2-8a74-e5c43e429f54",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,1,2,NA,NA,3.2255,1.4819,NA,135.65,132.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Pop Out","field_out","Kyle Manzardo pops out to first baseman Andrew Vaughn in foul territory.",0,3,6,68,"top",9,"2024-05-11T01:54:23.952Z","2024-05-11T01:55:46.421Z",TRUE,FALSE,FALSE,TRUE,0,3,1,3,700932,"Kyle Manzardo","/api/v1/people/700932","L","Left",673929,"Jordan Leasure","/api/v1/people/673929","R","Right","vs_RHP","vs_LHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Chicago White Sox","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.9,87.7,11,0.86,0.392,6.9478,31.1104,-13.2714,-1.1407,9.5564,-0.4892,3.9209,3.0817,-139.6591,-2.8879,-1.4581,50.0004,5.8399,-2.2563,6,2.4,24,2207,199,NA,NA,NA,NA,NA,NA,FALSE,-12.7,16.9,1.4,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746801,"2024-05-10",2,"2024-05-11T01:55:04.175Z","2024-05-11T01:55:07.762Z",TRUE,"pitch","6f1e8ea7-7f3b-4bb7-a211-2012a2f4a2f3",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,2,NA,NA,3.2287,1.3999,NA,133.33,210.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Pop Out","field_out","Kyle Manzardo pops out to first baseman Andrew Vaughn in foul territory.",0,3,6,68,"top",9,"2024-05-11T01:54:23.952Z","2024-05-11T01:55:46.421Z",TRUE,FALSE,FALSE,TRUE,0,3,1,3,700932,"Kyle Manzardo","/api/v1/people/700932","L","Left",673929,"Jordan Leasure","/api/v1/people/673929","R","Right","vs_RHP","vs_LHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Chicago White Sox","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",89.2,83.1,13,0.9,0.4195,6.8373,23.8442,-25.9295,3.5835,3.6083,-0.4283,1.0559,1.5532,-129.9041,-6.9982,-1.4973,50.005,5.7198,6.2059,13.2,6,24,2328,175,NA,NA,NA,NA,NA,NA,FALSE,-28.6,5.4,-6.8,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746801,"2024-05-10",1,"2024-05-11T01:54:46.770Z","2024-05-11T01:54:51.340Z",TRUE,"pitch","1d64aadd-605e-4f65-b217-90953186bd70",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,2,NA,NA,3.2264,1.4265,NA,126.16,158.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Pop Out","field_out","Kyle Manzardo pops out to first baseman Andrew Vaughn in foul territory.",0,3,6,68,"top",9,"2024-05-11T01:54:23.952Z","2024-05-11T01:55:46.421Z",TRUE,FALSE,FALSE,TRUE,0,3,1,3,700932,"Kyle Manzardo","/api/v1/people/700932","L","Left",673929,"Jordan Leasure","/api/v1/people/673929","R","Right","vs_RHP","vs_LHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Chicago White Sox","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",89.6,83.1,2,0.9,0.4175,6.8134,24.4661,-26.4335,3.3842,3.2829,-0.2403,2.9837,1.9722,-130.6006,-2.438,-1.442,50.0017,5.8935,5.9139,13.2,6,24,2314,167,NA,NA,NA,NA,NA,NA,FALSE,-28,5.6,-6.5,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746801,"2024-05-10",0,"2024-05-11T01:54:30.741Z","2024-05-11T01:54:34.130Z",TRUE,"pitch","06e4c1a0-95fd-4cae-a07b-5e85e4fbd60d",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.243,1.3936,NA,146.53,122.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Pop Out","field_out","Kyle Manzardo pops out to first baseman Andrew Vaughn in foul territory.",0,3,6,68,"top",9,"2024-05-11T01:54:23.952Z","2024-05-11T01:55:46.421Z",TRUE,FALSE,FALSE,TRUE,0,3,1,3,700932,"Kyle Manzardo","/api/v1/people/700932","L","Left",673929,"Jordan Leasure","/api/v1/people/673929","R","Right","vs_RHP","vs_LHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Chicago White Sox","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.4,88.7,11,0.86,0.3888,6.8173,29.6077,-13.1165,-1.3119,9.4672,-0.7747,4.3222,2.2211,-140.4785,-2.1738,-1.4024,50.0063,5.951,-2.6421,9.6,2.4,24,2149,201,NA,NA,NA,NA,NA,NA,FALSE,-12.2,16.9,1.9,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746801,"2024-05-10",4,"2024-05-11T01:53:55.329Z","2024-05-11T01:54:03.561Z",TRUE,"pitch","369f94a4-c95d-46bf-b3f2-5a03e884642d",5,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,2,1,NA,NA,3.28,1.51,NA,117.94,177.68,"fly_ball","medium","7",55.31,127.31,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Flyout","field_out","Will Brennan flies out to left fielder Andrew Benintendi.",0,3,6,67,"top",9,"2024-05-11T01:52:37.575Z","2024-05-11T01:54:03.561Z",TRUE,FALSE,FALSE,TRUE,0,1,2,2,686823,"Will Brennan","/api/v1/people/686823","L","Left",673929,"Jordan Leasure","/api/v1/people/673929","R","Right","vs_RHP","vs_LHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Chicago White Sox","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.3,81.9,5,0.9,0.4242,6.7927,24.2352,-27.7014,3.0943,2.6436,-0.0246,2.2629,2.5471,-128.6261,-3.7254,-1.4263,50.0042,5.8549,5.2349,10.8,7.2,24,2246,158,80.8,41,251,NA,NA,NA,TRUE,-30.5,4.2,-6.1,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746801,"2024-05-10",3,"2024-05-11T01:53:37.412Z","2024-05-11T01:53:41.688Z",TRUE,"pitch","89df82df-9b1d-4047-8bb0-26392dc571f4",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,1,NA,NA,3.2838,1.5454,NA,133.6,138.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Flyout","field_out","Will Brennan flies out to left fielder Andrew Benintendi.",0,3,6,67,"top",9,"2024-05-11T01:52:37.575Z","2024-05-11T01:54:03.561Z",TRUE,FALSE,FALSE,TRUE,0,1,2,2,686823,"Will Brennan","/api/v1/people/686823","L","Left",673929,"Jordan Leasure","/api/v1/people/673929","R","Right","vs_RHP","vs_LHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Chicago White Sox","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",80.6,74.2,11,0.89,0.4667,6.7636,22.2742,-42.3385,5.3271,-7.2903,-0.4354,3.7278,0.9725,-117.3852,3.5888,-1.547,50.0003,6.1216,7.4306,10.8,12,24,2807,33,NA,NA,NA,NA,NA,NA,FALSE,-54.1,-12,-9.8,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746801,"2024-05-10",2,"2024-05-11T01:53:17.865Z","2024-05-11T01:53:21.067Z",TRUE,"pitch","fc64848c-0a51-47a8-ae1b-5e9f4d44fd1d",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,1,NA,NA,3.28,1.51,NA,144.75,176.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Flyout","field_out","Will Brennan flies out to left fielder Andrew Benintendi.",0,3,6,67,"top",9,"2024-05-11T01:52:37.575Z","2024-05-11T01:54:03.561Z",TRUE,FALSE,FALSE,TRUE,0,1,2,2,686823,"Will Brennan","/api/v1/people/686823","L","Left",673929,"Jordan Leasure","/api/v1/people/673929","R","Right","vs_RHP","vs_LHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Chicago White Sox","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.5,88.5,4,0.9,0.3897,6.9451,31.1184,-10.9612,-4.5717,10.597,-0.7281,2.3123,3.8901,-140.432,-7.5748,-1.5357,50.0067,5.754,-9.1544,33.6,3.6,24,2207,204,NA,NA,NA,NA,NA,NA,FALSE,-11.4,17.9,7.6,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746801,"2024-05-10",1,"2024-05-11T01:53:01.091Z","2024-05-11T01:53:04.466Z",TRUE,"pitch","1d926ed3-e358-43ea-ab8d-d0279364f414",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,2,1,NA,NA,3.3797,1.5089,NA,156.69,174.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Flyout","field_out","Will Brennan flies out to left fielder Andrew Benintendi.",0,3,6,67,"top",9,"2024-05-11T01:52:37.575Z","2024-05-11T01:54:03.561Z",TRUE,FALSE,FALSE,TRUE,0,1,2,2,686823,"Will Brennan","/api/v1/people/686823","L","Left",673929,"Jordan Leasure","/api/v1/people/673929","R","Right","vs_RHP","vs_LHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Chicago White Sox","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96,87.6,13,0.9,0.3924,6.8723,32.0847,-10.7536,-3.1672,10.8636,-1.0413,2.3636,2.3739,-139.6845,-7.5296,-1.4916,50.0053,5.8049,-6.2465,25.2,2.4,24,2201,205,NA,NA,NA,NA,NA,NA,FALSE,-11.5,18.2,5.3,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746801,"2024-05-10",0,"2024-05-11T01:52:41.699Z","2024-05-11T01:52:44.699Z",TRUE,"pitch","2cec359d-08ad-4e29-b6e5-3c233855d78b",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,1,NA,NA,3.28,1.51,NA,104.65,151.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Flyout","field_out","Will Brennan flies out to left fielder Andrew Benintendi.",0,3,6,67,"top",9,"2024-05-11T01:52:37.575Z","2024-05-11T01:54:03.561Z",TRUE,FALSE,FALSE,TRUE,0,1,2,2,686823,"Will Brennan","/api/v1/people/686823","L","Left",673929,"Jordan Leasure","/api/v1/people/673929","R","Right","vs_RHP","vs_LHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Chicago White Sox","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.5,88.3,3,0.89,0.3899,6.8559,31.3685,-13.7305,-2.882,9.224,0.324,3.241,5.8869,-140.4175,-4.9661,-1.4239,50.0055,5.9238,-5.7649,16.8,3.6,24,2111,202,NA,NA,NA,NA,NA,NA,FALSE,-13.4,15.8,4.1,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
