"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","isSubstitution","details.disengagementNum","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
717450,"2023-07-08",0,"2023-07-08T23:08:14.353Z","2023-07-08T23:08:20.433Z",TRUE,"pitch","433f71b7-3b8d-4f08-a8e4-a772dc06e3f3",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,1,NA,NA,3.45,1.5,NA,68.37,157.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57","atBat","Strikeout","strikeout","Corey Seager strikes out swinging.",0,3,8,57,"top",7,"2023-07-08T23:07:58.600Z","2023-07-08T23:09:57.900Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,608369,"Corey Seager","/api/v1/people/608369","L","Left",607179,"Jordan Weems","/api/v1/people/607179","R","Right","vs_RHP","vs_LHB","RISP",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Washington Nationals","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.4,81.9,12,0.9,0.4239,6.0973,24.7385,-27.728,2.328,2.6258,1.2758,3.028,5.0953,-128.8145,-2.4706,-1.0241,50.0052,6.1259,3.9426,9.6,7.2,24,2360,127,NA,NA,NA,NA,NA,NA,FALSE,-30.2,4.4,-5.3,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717450,"2023-07-08",6,"2023-07-08T23:07:39.945Z","2023-07-08T23:07:47.299Z",TRUE,"pitch","cf4ee7e8-224d-4b32-b983-17fe2df26078",6,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",3,2,0,NA,NA,3.27,1.6,NA,118.52,173.2,"ground_ball","medium","5",98.39,174.45,NA,NA,NA,NA,NA,NA,NA,NA,"56","atBat","Groundout","field_out","Marcus Semien grounds out, third baseman Ildemaro Vargas to first baseman Joey Meneses.",0,3,8,56,"top",7,"2023-07-08T23:05:59.783Z","2023-07-08T23:07:47.299Z",TRUE,FALSE,FALSE,TRUE,0,3,2,1,543760,"Marcus Semien","/api/v1/people/543760","R","Right",607179,"Jordan Weems","/api/v1/people/607179","R","Right","vs_RHP","vs_RHB","RISP",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Washington Nationals",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85.5,79.5,5,0.9,0.4376,6.4529,22.4046,-31.7271,3.0784,0.2803,-0.0399,2.4288,1.8586,-124.618,-2.5075,-1.1925,50.0026,6.04,4.8957,9.6,8.4,24,2311,117,93.7,-7,19,NA,NA,NA,TRUE,-36.7,0.2,-6,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,665750,"Leody Taveras","/api/v1/people/665750",NA,NA,NA,NA
717450,"2023-07-08",5,"2023-07-08T23:07:20.845Z","2023-07-08T23:07:27.189Z",TRUE,"pitch","08c2b0bd-7a6e-4792-bdc8-a87b32e7aeda",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,0,NA,NA,3.3196,1.4946,NA,57.39,169.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","atBat","Groundout","field_out","Marcus Semien grounds out, third baseman Ildemaro Vargas to first baseman Joey Meneses.",0,3,8,56,"top",7,"2023-07-08T23:05:59.783Z","2023-07-08T23:07:47.299Z",TRUE,FALSE,FALSE,TRUE,0,3,2,1,543760,"Marcus Semien","/api/v1/people/543760","R","Right",607179,"Jordan Weems","/api/v1/people/607179","R","Right","vs_RHP","vs_RHB","RISP",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Washington Nationals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.5,88.1,12,0.9,0.3908,6.5384,31.8536,-10.1039,-4.0391,11.0983,1.5638,2.5551,7.3149,-140.1732,-7.563,-0.5556,50.0052,5.9489,-8.0345,28.8,2.4,24,2169,205,NA,NA,NA,NA,NA,NA,FALSE,-10.8,18.7,5.8,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717450,"2023-07-08",4,"2023-07-08T23:06:59.454Z","2023-07-08T23:07:04.201Z",TRUE,"pitch","d17cd761-a5e8-42fc-9123-de810a3315a4",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,0,NA,NA,3.2675,1.4688,NA,66.28,145.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","atBat","Groundout","field_out","Marcus Semien grounds out, third baseman Ildemaro Vargas to first baseman Joey Meneses.",0,3,8,56,"top",7,"2023-07-08T23:05:59.783Z","2023-07-08T23:07:47.299Z",TRUE,FALSE,FALSE,TRUE,0,3,2,1,543760,"Marcus Semien","/api/v1/people/543760","R","Right",607179,"Jordan Weems","/api/v1/people/607179","R","Right","vs_RHP","vs_RHB","RISP",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Washington Nationals",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.6,80.4,12,0.9,0.4325,6.3029,23.0669,-33.3277,3.5563,-0.7072,1.3306,3.4711,4.2879,-126.116,-0.1292,-0.847,50.0046,6.1871,5.7895,10.8,8.4,24,2271,94,NA,NA,NA,NA,NA,NA,FALSE,-37.2,-1.1,-7.3,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717450,"2023-07-08",3,"2023-07-08T23:06:37.629Z","2023-07-08T23:06:41.865Z",TRUE,"pitch","1d270cba-9ed5-4a6c-acde-cb9cf7d68c27",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,2,0,NA,NA,3.27,1.6,NA,109.59,200.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","atBat","Groundout","field_out","Marcus Semien grounds out, third baseman Ildemaro Vargas to first baseman Joey Meneses.",0,3,8,56,"top",7,"2023-07-08T23:05:59.783Z","2023-07-08T23:07:47.299Z",TRUE,FALSE,FALSE,TRUE,0,3,2,1,543760,"Marcus Semien","/api/v1/people/543760","R","Right",607179,"Jordan Weems","/api/v1/people/607179","R","Right","vs_RHP","vs_RHB","RISP",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Washington Nationals",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84.1,78.5,14,0.87,0.4451,6.4855,21.6335,-33.8826,2.382,-1.1086,0.1943,1.4115,1.9131,-122.5265,-4.0522,-0.903,50.0043,5.9471,3.663,6,9.6,24,2314,81,NA,NA,NA,NA,NA,NA,FALSE,-40.9,-2.6,-4.7,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717450,"2023-07-08",2,"2023-07-08T23:06:19.112Z","2023-07-08T23:06:22.757Z",TRUE,"pitch","f1fca308-ff02-446e-8e0f-aebeac0fff89",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,0,NA,NA,3.2414,1.4688,NA,30.48,198.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","atBat","Groundout","field_out","Marcus Semien grounds out, third baseman Ildemaro Vargas to first baseman Joey Meneses.",0,3,8,56,"top",7,"2023-07-08T23:05:59.783Z","2023-07-08T23:07:47.299Z",TRUE,FALSE,FALSE,TRUE,0,3,2,1,543760,"Marcus Semien","/api/v1/people/543760","R","Right",607179,"Jordan Weems","/api/v1/people/607179","R","Right","vs_RHP","vs_RHB","RISP",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Washington Nationals",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.3,81.2,14,0.9,0.4297,6.5385,23.8042,-29.0951,2.551,1.8689,2.2698,1.5041,7.0636,-127.0285,-5.3439,-0.8684,50.0053,5.923,4.2061,9.6,7.2,24,2331,125,NA,NA,NA,NA,NA,NA,FALSE,-33.1,2.5,-6.1,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717450,"2023-07-08",1,"2023-07-08T23:06:02.110Z","2023-07-08T23:06:07.920Z",TRUE,"pitch","68a84fff-ba0f-47eb-845b-caed35c301b8",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,0,NA,NA,3.2414,1.4431,NA,87.15,178.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","atBat","Groundout","field_out","Marcus Semien grounds out, third baseman Ildemaro Vargas to first baseman Joey Meneses.",0,3,8,56,"top",7,"2023-07-08T23:05:59.783Z","2023-07-08T23:07:47.299Z",TRUE,FALSE,FALSE,TRUE,0,3,2,1,543760,"Marcus Semien","/api/v1/people/543760","R","Right",607179,"Jordan Weems","/api/v1/people/607179","R","Right","vs_RHP","vs_RHB","RISP",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Washington Nationals",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.9,81.4,6,0.9,0.4267,6.444,24.5077,-27.8783,2.8203,2.5665,0.7831,2.2361,3.6517,-127.9809,-3.922,-1.0244,50.0001,5.953,4.7129,10.8,7.2,24,2258,141,NA,NA,NA,NA,NA,NA,FALSE,-31.1,4.1,-5.9,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717450,"2023-07-08",0,"2023-07-08T23:05:08.396Z","2023-07-08T23:06:02.110Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",3,8,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"56","atBat","Groundout","field_out","Marcus Semien grounds out, third baseman Ildemaro Vargas to first baseman Joey Meneses.",0,3,8,56,"top",7,"2023-07-08T23:05:59.783Z","2023-07-08T23:07:47.299Z",TRUE,FALSE,FALSE,TRUE,0,3,2,1,543760,"Marcus Semien","/api/v1/people/543760","R","Right",607179,"Jordan Weems","/api/v1/people/607179","R","Right","vs_RHP","vs_RHB","RISP",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Washington Nationals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717450,"2023-07-08",0,"2023-07-08T23:04:29.574Z","2023-07-08T23:04:42.601Z",TRUE,"pitch","5f2eb2a4-951a-4e04-9771-f453f0c91ed5",1,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",0,0,0,NA,NA,3.6,1.76,NA,125.55,154.48,"line_drive","medium","7",40.81,115.61,NA,NA,NA,NA,NA,NA,NA,NA,"55","atBat","Double","double","Leody Taveras doubles (15) on a line drive to left fielder Stone Garrett.",0,3,8,55,"top",7,"2023-07-08T23:04:16.923Z","2023-07-08T23:04:42.601Z",TRUE,FALSE,FALSE,FALSE,34,0,0,0,665750,"Leody Taveras","/api/v1/people/665750","L","Left",607179,"Jordan Weems","/api/v1/people/607179","R","Right","vs_RHP","vs_LHB","RISP",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Washington Nationals","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85.9,79.9,2,0.9,0.435,6.3213,22.1273,-30.7281,3.4303,0.9034,-0.2244,3.1223,1.0373,-125.2581,-1.2482,-1.0884,50.0062,6.109,5.5251,10.8,8.4,24,2195,135,91.9,15,234,NA,NA,NA,FALSE,-34.9,1.6,-6.5,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,665750,"Leody Taveras","/api/v1/people/665750",NA,NA,NA,NA
717450,"2023-07-08",3,"2023-07-08T23:02:13.226Z","2023-07-08T23:02:18.659Z",TRUE,"pitch","fce51034-224f-49bf-a7ff-4b4b41a470a3",4,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,3,1,NA,NA,2.9674,1.3075,NA,94.92,190.72,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"54","atBat","Strikeout Double Play","strikeout_double_play","Lane Thomas called out on strikes and Alex Call caught stealing 2nd, catcher Jonah Heim to second baseman Marcus Semien to catcher Jonah Heim.",0,3,8,54,"bottom",6,"2023-07-08T23:00:45.521Z","2023-07-08T23:02:18.659Z",TRUE,FALSE,FALSE,TRUE,0,1,3,3,657041,"Lane Thomas","/api/v1/people/657041","R","Right",681982,"Grant Anderson","/api/v1/people/681982","R","Right","vs_RHP","vs_RHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Washington Nationals","Texas Rangers","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.1,86.6,9,2,0.4,6.7494,28.1664,-31.6483,-10.3945,0.2754,0.5792,1.78,11.3335,-136.5853,-1.8586,-2.2601,50.0028,4.6315,-19.7742,28.8,7.2,24,2176,251,NA,NA,NA,NA,NA,NA,TRUE,-30.6,0.4,16.7,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717450,"2023-07-08",2,"2023-07-08T23:01:50.038Z","2023-07-08T23:01:54.244Z",TRUE,"pitch","b5c4f76a-f0da-42c7-8da7-b35be942a8f7",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,2,1,NA,NA,3.1,1.49,NA,80.98,187.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54","atBat","Strikeout Double Play","strikeout_double_play","Lane Thomas called out on strikes and Alex Call caught stealing 2nd, catcher Jonah Heim to second baseman Marcus Semien to catcher Jonah Heim.",0,3,8,54,"bottom",6,"2023-07-08T23:00:45.521Z","2023-07-08T23:02:18.659Z",TRUE,FALSE,FALSE,TRUE,0,1,3,3,657041,"Lane Thomas","/api/v1/people/657041","R","Right",681982,"Grant Anderson","/api/v1/people/681982","R","Right","vs_RHP","vs_RHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Washington Nationals","Texas Rangers","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85,79.9,14,2,0.438,6.6762,18.5639,-27.5464,0.9395,2.9022,0.9449,1.893,7.8341,-123.8016,-0.0599,-2.3482,50.0013,4.1733,1.4954,4.8,7.2,24,2477,114,NA,NA,NA,NA,NA,NA,FALSE,-31.6,5.5,-3,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717450,"2023-07-08",1,"2023-07-08T23:01:29.777Z","2023-07-08T23:01:37.153Z",TRUE,"pitch","5a2af422-2826-4751-b50b-b8d82dcd6014",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,1,NA,NA,3.1495,1.4104,NA,79.93,199.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54","atBat","Strikeout Double Play","strikeout_double_play","Lane Thomas called out on strikes and Alex Call caught stealing 2nd, catcher Jonah Heim to second baseman Marcus Semien to catcher Jonah Heim.",0,3,8,54,"bottom",6,"2023-07-08T23:00:45.521Z","2023-07-08T23:02:18.659Z",TRUE,FALSE,FALSE,TRUE,0,1,3,3,657041,"Lane Thomas","/api/v1/people/657041","R","Right",681982,"Grant Anderson","/api/v1/people/681982","R","Right","vs_RHP","vs_RHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Washington Nationals","Texas Rangers","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85.9,80.7,14,2,0.4338,6.5433,18.8212,-27.079,-1.3235,3.1391,0.9726,1.4532,8.9366,-124.9844,-1.4895,-2.4369,50.0049,4.2254,-2.1506,2.4,7.2,24,2341,151,NA,NA,NA,NA,NA,NA,FALSE,-30.7,5.6,1,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717450,"2023-07-08",0,"2023-07-08T23:01:01.740Z","2023-07-08T23:01:07.276Z",TRUE,"pitch","02fc973a-af21-400e-a44a-ff8064589fb0",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,1,NA,NA,3.1,1.49,NA,100.38,174.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54","atBat","Strikeout Double Play","strikeout_double_play","Lane Thomas called out on strikes and Alex Call caught stealing 2nd, catcher Jonah Heim to second baseman Marcus Semien to catcher Jonah Heim.",0,3,8,54,"bottom",6,"2023-07-08T23:00:45.521Z","2023-07-08T23:02:18.659Z",TRUE,FALSE,FALSE,TRUE,0,1,3,3,657041,"Lane Thomas","/api/v1/people/657041","R","Right",681982,"Grant Anderson","/api/v1/people/681982","R","Right","vs_RHP","vs_RHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Washington Nationals","Texas Rangers","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.3,81.2,6,2,0.428,6.6829,21.7627,-24.9372,-2.2936,4.3466,0.436,2.3665,7.6949,-127.124,-0.1831,-2.3092,50.0034,4.39,-3.8201,6,6,24,2505,176,NA,NA,NA,NA,NA,NA,FALSE,-27.2,8,2.8,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717450,"2023-07-08",0,"2023-07-08T23:00:27.588Z","2023-07-08T23:00:37.476Z",TRUE,"pitch","c0c87608-72f5-4e88-8f5f-1f214b94a236",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,0,NA,NA,3.51,1.63,NA,139.26,156.78,"line_drive","hard","7",72.01,101.59,NA,NA,NA,NA,NA,NA,NA,NA,"53","atBat","Lineout","field_out","CJ Abrams lines out sharply to left fielder Travis Jankowski.",0,3,8,53,"bottom",6,"2023-07-08T23:00:18.304Z","2023-07-08T23:00:37.476Z",TRUE,FALSE,FALSE,TRUE,0,0,0,1,682928,"CJ Abrams","/api/v1/people/682928","L","Left",681982,"Grant Anderson","/api/v1/people/681982","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Washington Nationals","Texas Rangers","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.5,85.8,1,2,0.4017,6.5739,28.2213,-20.7651,-8.3066,6.0523,-0.5841,3.037,7.561,-136.0477,-1.1573,-2.3122,50.0048,4.8992,-15.664,33.6,6,24,2361,245,100.2,16,278,NA,NA,NA,TRUE,-20.2,10.9,13.6,NA,NA,NA,NA,NA,TRUE,FALSE,669743,"Alex Call","/api/v1/people/669743",NA,NA,NA,NA,NA,NA,NA
717450,"2023-07-08",5,"2023-07-08T22:59:54.090Z","2023-07-08T23:00:04.402Z",TRUE,"pitch","dffe82a6-7f63-4965-895b-8e2caf83ffec",5,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",2,2,0,NA,NA,3.34,1.62,NA,88.77,186.84,"line_drive","medium","7",72.02,112.58,NA,NA,NA,NA,NA,NA,NA,NA,"52","atBat","Single","single","Alex Call singles on a line drive to left fielder Travis Jankowski.",0,3,8,52,"bottom",6,"2023-07-08T22:58:03.570Z","2023-07-08T23:00:04.402Z",TRUE,FALSE,FALSE,FALSE,33,2,2,0,669743,"Alex Call","/api/v1/people/669743","R","Right",681982,"Grant Anderson","/api/v1/people/681982","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Washington Nationals","Texas Rangers",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84.6,79.2,9,2,0.4405,6.9553,19.3255,-24.9439,0.095,4.5957,0.7406,1.9237,7.5338,-123.2761,-0.1167,-2.339,50.0052,4.0383,0.1476,2.4,6,24,2556,133,92.2,12,172,NA,NA,NA,FALSE,-28.9,8.5,-1.6,NA,NA,NA,NA,NA,FALSE,FALSE,669743,"Alex Call","/api/v1/people/669743",NA,NA,NA,NA,NA,NA,NA
717450,"2023-07-08",3,"2023-07-08T22:59:25.851Z","2023-07-08T22:59:31.717Z",TRUE,"pitch","6bcf72ff-6b10-4727-a0c4-7417ebc17ffd",4,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",2,2,0,NA,NA,3.4418,1.4888,NA,92.95,152.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52","atBat","Single","single","Alex Call singles on a line drive to left fielder Travis Jankowski.",0,3,8,52,"bottom",6,"2023-07-08T22:58:03.570Z","2023-07-08T23:00:04.402Z",TRUE,FALSE,FALSE,FALSE,33,2,2,0,669743,"Alex Call","/api/v1/people/669743","R","Right",681982,"Grant Anderson","/api/v1/people/681982","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Washington Nationals","Texas Rangers",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85.8,80.5,3,2,0.4337,6.7802,18.3211,-25.6652,-2.2295,3.9997,0.6311,3.1816,8.3469,-124.929,2.2721,-2.4221,50.0005,4.3313,-3.6267,6,6,24,2504,130,NA,NA,NA,NA,NA,NA,FALSE,-28.4,7.9,2.6,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
