"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.disengagementNum","isSubstitution","base","replacedPlayer.id","replacedPlayer.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link"
746799,"2024-05-14",1,"2024-05-15T01:47:41.323Z","2024-05-15T01:47:51.752Z",TRUE,"pitch","090f3605-240f-4596-96fe-294474a29297",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.11,1.3118,NA,184.97,169.42,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"50","atBat","Flyout","field_out","Nicky Lopez flies out to left fielder Ildemaro Vargas.",0,0,3,50,"bottom",7,"2024-05-15T01:47:13.435Z","2024-05-15T01:48:59.479Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,670032,"Nicky Lopez","/api/v1/people/670032","L","Left",606930,"Jacob Barnes","/api/v1/people/606930","R","Right","vs_RHP","vs_LHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Chicago White Sox","Washington Nationals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.2,87.1,11,0.92,0.3951,6.622,30.9519,-12.5528,-0.8069,10.0781,-1.7832,2.5689,-0.6339,-138.6373,-5.6719,-1.4468,50.0028,5.4789,-1.5707,7.2,2.4,24,2368,204,NA,NA,NA,NA,NA,NA,FALSE,-12.8,17.3,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746799,"2024-05-14",0,"2024-05-15T01:47:20.073Z","2024-05-15T01:47:23.766Z",TRUE,"pitch","1e2dfbb6-01aa-4cae-9b13-0f53e99436e1",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,2,NA,NA,3.01,1.33,NA,112.7,183.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50","atBat","Flyout","field_out","Nicky Lopez flies out to left fielder Ildemaro Vargas.",0,0,3,50,"bottom",7,"2024-05-15T01:47:13.435Z","2024-05-15T01:48:59.479Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,670032,"Nicky Lopez","/api/v1/people/670032","L","Left",606930,"Jacob Barnes","/api/v1/people/606930","R","Right","vs_RHP","vs_LHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Chicago White Sox","Washington Nationals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.5,85.4,5,0.83,0.4054,6.7383,26.6024,-16.2596,-1.7212,8.5891,0.1129,2.0436,4.5142,-134.6109,-5.873,-1.3551,50.0027,5.387,-3.1897,7.2,3.6,24,2414,200,NA,NA,NA,NA,NA,NA,FALSE,-17,14.6,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746799,"2024-05-14",2,"2024-05-15T01:47:51.752Z","2024-05-15T01:48:13.000Z",FALSE,"action",NA,NA,"Rafael Ortega steals (2) 2nd base.","Stolen Base 2B",0,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,1,1,2,542364,"/api/v1/people/542364",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"090f3605-240f-4596-96fe-294474a29297","stolen_base_2b",NA,NA,NA,NA,NA,NA,"50","atBat","Flyout","field_out","Nicky Lopez flies out to left fielder Ildemaro Vargas.",0,0,3,50,"bottom",7,"2024-05-15T01:47:13.435Z","2024-05-15T01:48:59.479Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,670032,"Nicky Lopez","/api/v1/people/670032","L","Left",606930,"Jacob Barnes","/api/v1/people/606930","R","Right","vs_RHP","vs_LHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Chicago White Sox","Washington Nationals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746799,"2024-05-14",4,"2024-05-15T01:46:51.995Z","2024-05-15T01:46:54.995Z",TRUE,"pitch","da26f427-667b-4c89-8b78-160e59586279",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,3,1,NA,NA,3.15,1.44,NA,66.34,212.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49","atBat","Strikeout","strikeout","Martín Maldonado strikes out swinging.",0,0,3,49,"bottom",7,"2024-05-15T01:45:52.591Z","2024-05-15T01:46:54.995Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,455117,"Martín Maldonado","/api/v1/people/455117","R","Right",606930,"Jacob Barnes","/api/v1/people/606930","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Chicago White Sox","Washington Nationals",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",89.8,83.2,14,0.87,0.4181,6.8442,25.5151,-22.536,0.5307,5.5334,1.3291,0.9701,6.1485,-130.6174,-7.1038,-1.1166,50.0003,5.3997,0.9236,4.8,6,24,2529,180,NA,NA,NA,NA,NA,NA,TRUE,-25,8.8,-2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,542364,"Rafael Ortega","/api/v1/people/542364",NA,NA,NA,NA,NA,NA
746799,"2024-05-14",3,"2024-05-15T01:46:32.861Z","2024-05-15T01:46:36.060Z",TRUE,"pitch","953a145b-3cf8-44f6-8c3c-c764cb6888a0",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,1,NA,NA,3.1431,1.4816,NA,53.05,199.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49","atBat","Strikeout","strikeout","Martín Maldonado strikes out swinging.",0,0,3,49,"bottom",7,"2024-05-15T01:45:52.591Z","2024-05-15T01:46:54.995Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,455117,"Martín Maldonado","/api/v1/people/455117","R","Right",606930,"Jacob Barnes","/api/v1/people/606930","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Chicago White Sox","Washington Nationals",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",89.9,83,14,0.91,0.4183,6.7817,26.309,-24.6662,1.4468,4.3179,1.6776,1.4629,6.6757,-130.707,-5.4591,-1.0925,50.0036,5.4192,2.5139,8.4,6,24,2442,168,NA,NA,NA,NA,NA,NA,FALSE,-26.9,6.8,-4.1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746799,"2024-05-14",2,"2024-05-15T01:46:14.257Z","2024-05-15T01:46:17.420Z",TRUE,"pitch","2951032d-330e-48d5-b5d7-ad4897f295f8",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,1,NA,NA,3.15,1.44,NA,75.24,209.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49","atBat","Strikeout","strikeout","Martín Maldonado strikes out swinging.",0,0,3,49,"bottom",7,"2024-05-15T01:45:52.591Z","2024-05-15T01:46:54.995Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,455117,"Martín Maldonado","/api/v1/people/455117","R","Right",606930,"Jacob Barnes","/api/v1/people/606930","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Chicago White Sox","Washington Nationals",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",88,81.4,14,0.85,0.427,6.7291,25.1374,-26.0548,0.5392,3.67,1.0955,1.0879,5.8129,-128.0218,-5.8988,-1.2698,50.0047,5.4474,0.8998,3.6,7.2,24,2434,162,NA,NA,NA,NA,NA,NA,FALSE,-29.6,5.6,-2.2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746799,"2024-05-14",1,"2024-05-15T01:45:54.909Z","2024-05-15T01:45:58.065Z",TRUE,"pitch","0a408696-4ab8-4799-baab-8eba816b24a6",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.1961,1.5644,NA,113.55,163.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49","atBat","Strikeout","strikeout","Martín Maldonado strikes out swinging.",0,0,3,49,"bottom",7,"2024-05-15T01:45:52.591Z","2024-05-15T01:46:54.995Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,455117,"Martín Maldonado","/api/v1/people/455117","R","Right",606930,"Jacob Barnes","/api/v1/people/606930","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Chicago White Sox","Washington Nationals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.4,86.2,2,0.9,0.3991,6.7414,30.777,-12.282,-2.8736,10.4319,0.0905,2.7699,4.9149,-137.3055,-5.262,-1.3504,50.0011,5.5488,-5.479,18,3.6,24,2436,206,NA,NA,NA,NA,NA,NA,FALSE,-12.8,18,4.2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746799,"2024-05-14",0,"2024-05-15T01:45:37.543Z","2024-05-15T01:45:41.270Z",FALSE,"pickoff","32de27dc-722a-491f-b986-13a71f02fa49",NA,"Pickoff Attempt 1B",NA,NA,NA,NA,FALSE,"1",NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49","atBat","Strikeout","strikeout","Martín Maldonado strikes out swinging.",0,0,3,49,"bottom",7,"2024-05-15T01:45:52.591Z","2024-05-15T01:46:54.995Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,455117,"Martín Maldonado","/api/v1/people/455117","R","Right",606930,"Jacob Barnes","/api/v1/people/606930","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Chicago White Sox","Washington Nationals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746799,"2024-05-14",4,"2024-05-15T01:45:04.226Z","2024-05-15T01:45:08.129Z",TRUE,"pitch","68e6d62c-d7ec-4c27-b599-bbfe0feaa800",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",4,1,1,NA,NA,3.3844,1.5911,NA,147.13,156.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"48","atBat","Walk","walk","Rafael Ortega walks.",0,0,3,48,"bottom",7,"2024-05-15T01:43:55.772Z","2024-05-15T01:45:08.129Z",TRUE,FALSE,FALSE,FALSE,0,4,1,1,542364,"Rafael Ortega","/api/v1/people/542364","L","Left",606930,"Jacob Barnes","/api/v1/people/606930","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Chicago White Sox","Washington Nationals","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93,85.1,1,0.87,0.4043,6.7302,29.3791,-13.8185,-2.9652,9.8731,-0.7904,3.0579,3.0509,-135.4357,-3.8238,-1.5458,50.002,5.4535,-5.5124,18,3.6,24,2454,203,NA,NA,NA,NA,NA,NA,FALSE,-14.3,17.3,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,542364,"Rafael Ortega","/api/v1/people/542364",NA,NA,NA,NA,NA,NA
746799,"2024-05-14",3,"2024-05-15T01:44:49.081Z","2024-05-15T01:44:52.316Z",TRUE,"pitch","5d89fea8-d2b1-4cb1-b533-2d59f81a725c",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,1,1,NA,NA,3.4772,1.5309,NA,130.14,217.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"48","atBat","Walk","walk","Rafael Ortega walks.",0,0,3,48,"bottom",7,"2024-05-15T01:43:55.772Z","2024-05-15T01:45:08.129Z",TRUE,FALSE,FALSE,FALSE,0,4,1,1,542364,"Rafael Ortega","/api/v1/people/542364","L","Left",606930,"Jacob Barnes","/api/v1/people/606930","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Chicago White Sox","Washington Nationals","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",90.4,83.6,13,0.87,0.4153,6.6761,26.179,-24.028,0.2481,4.6164,-0.3446,0.8029,3.2429,-131.5634,-6.9726,-1.6221,50.0038,5.2513,0.4372,2.4,6,24,2484,188,NA,NA,NA,NA,NA,NA,FALSE,-26.2,7.2,-1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746799,"2024-05-14",2,"2024-05-15T01:44:34.216Z","2024-05-15T01:44:37.556Z",TRUE,"pitch","d8fcfe1c-97f5-4b90-ab1c-54492f7d470f",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,1,NA,NA,3.4106,1.5516,NA,139.48,205.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"48","atBat","Walk","walk","Rafael Ortega walks.",0,0,3,48,"bottom",7,"2024-05-15T01:43:55.772Z","2024-05-15T01:45:08.129Z",TRUE,FALSE,FALSE,FALSE,0,4,1,1,542364,"Rafael Ortega","/api/v1/people/542364","L","Left",606930,"Jacob Barnes","/api/v1/people/606930","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Chicago White Sox","Washington Nationals","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",88.8,82.3,13,0.85,0.422,6.6176,24.607,-24.7592,-0.299,4.3362,-0.5898,1.2309,2.8616,-129.3209,-5.4936,-1.6674,50.0028,5.2591,-0.5116,0,6,24,2417,187,NA,NA,NA,NA,NA,NA,FALSE,-27.4,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746799,"2024-05-14",1,"2024-05-15T01:44:14.338Z","2024-05-15T01:44:17.642Z",TRUE,"pitch","34a7b781-34b4-4bd0-9ad1-dfef684fcd3c",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,1,1,NA,NA,3.35,1.58,NA,102.24,199.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"48","atBat","Walk","walk","Rafael Ortega walks.",0,0,3,48,"bottom",7,"2024-05-15T01:43:55.772Z","2024-05-15T01:45:08.129Z",TRUE,FALSE,FALSE,FALSE,0,4,1,1,542364,"Rafael Ortega","/api/v1/people/542364","L","Left",606930,"Jacob Barnes","/api/v1/people/606930","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Chicago White Sox","Washington Nationals","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",89.5,83.3,9,0.9,0.4179,6.6247,23.6704,-23.0862,1.8438,5.2054,0.3873,1.4729,4.5676,-130.3438,-5.6329,-1.6173,50.0024,5.3713,3.2178,9.6,6,24,2493,175,NA,NA,NA,NA,NA,NA,FALSE,-25.1,8.6,-4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746799,"2024-05-14",0,"2024-05-15T01:44:01.454Z","2024-05-15T01:44:04.454Z",TRUE,"pitch","86e40532-a7c9-4d7d-8309-ef21ea4ea441",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.3736,1.5142,NA,186.46,188.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"48","atBat","Walk","walk","Rafael Ortega walks.",0,0,3,48,"bottom",7,"2024-05-15T01:43:55.772Z","2024-05-15T01:45:08.129Z",TRUE,FALSE,FALSE,FALSE,0,4,1,1,542364,"Rafael Ortega","/api/v1/people/542364","L","Left",606930,"Jacob Barnes","/api/v1/people/606930","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Chicago White Sox","Washington Nationals","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.9,86.9,13,0.91,0.3966,6.5612,30.6488,-11.6917,-4.0334,10.6007,-1.8222,1.8656,0.8064,-138.0975,-7.6559,-1.5938,50.0054,5.4599,-7.7939,30,3.6,24,2456,207,NA,NA,NA,NA,NA,NA,FALSE,-12.6,17.8,7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746799,"2024-05-14",4,"2024-05-15T01:43:26.088Z","2024-05-15T01:43:34.221Z",TRUE,"pitch","20f75e3c-e61e-4c56-9586-5bba8ee9eb2d",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,2,0,NA,NA,3.55,1.62,NA,75.72,162.04,"ground_ball","medium","4",147.64,148.98,NA,NA,NA,NA,NA,NA,NA,NA,"47","atBat","Groundout","field_out","Zach Remillard grounds out, second baseman Luis García Jr. to first baseman Joey Meneses.",0,0,3,47,"bottom",7,"2024-05-15T01:42:36.602Z","2024-05-15T01:43:34.221Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,621545,"Zach Remillard","/api/v1/people/621545","R","Right",606930,"Jacob Barnes","/api/v1/people/606930","R","Right","vs_RHP","vs_RHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Chicago White Sox","Washington Nationals",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",88.4,81.9,12,0.9,0.4237,6.7119,24.2406,-26.4088,2.3922,3.4022,1.0831,2.8424,4.8513,-128.776,-1.7965,-1.1288,50.006,5.5723,4.0581,10.8,6,24,2372,159,82.7,9,135,NA,NA,NA,TRUE,-28.7,6,-5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746799,"2024-05-14",3,"2024-05-15T01:43:07.267Z","2024-05-15T01:43:10.267Z",TRUE,"pitch","a946304f-1929-43c4-a18e-a80cb81ff662",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,0,NA,NA,3.55,1.62,NA,91.83,182.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47","atBat","Groundout","field_out","Zach Remillard grounds out, second baseman Luis García Jr. to first baseman Joey Meneses.",0,0,3,47,"bottom",7,"2024-05-15T01:42:36.602Z","2024-05-15T01:43:34.221Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,621545,"Zach Remillard","/api/v1/people/621545","R","Right",606930,"Jacob Barnes","/api/v1/people/606930","R","Right","vs_RHP","vs_RHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Chicago White Sox","Washington Nationals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.5,87.9,9,0.91,0.3934,6.7569,28.8216,-11.9433,-2.6104,10.2826,0.6602,2.0704,5.9178,-138.8381,-7.3667,-1.1524,50.0048,5.5394,-5.1377,16.8,2.4,24,2522,203,NA,NA,NA,NA,NA,NA,FALSE,-12.5,17.4,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746799,"2024-05-14",2,"2024-05-15T01:42:53.016Z","2024-05-15T01:42:56.016Z",TRUE,"pitch","b9b6c21e-24b6-49ef-8b82-2609e150e59f",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,0,NA,NA,3.5684,1.6881,NA,113.04,188.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47","atBat","Groundout","field_out","Zach Remillard grounds out, second baseman Luis García Jr. to first baseman Joey Meneses.",0,0,3,47,"bottom",7,"2024-05-15T01:42:36.602Z","2024-05-15T01:43:34.221Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,621545,"Zach Remillard","/api/v1/people/621545","R","Right",606930,"Jacob Barnes","/api/v1/people/606930","R","Right","vs_RHP","vs_RHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Chicago White Sox","Washington Nationals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95,86.9,8,0.91,0.3966,6.6935,30.4978,-9.4176,-3.226,11.7766,0.1039,1.8663,4.6081,-138.0755,-8.3085,-1.1668,50.0051,5.5468,-6.2353,25.2,2.4,24,2485,208,NA,NA,NA,NA,NA,NA,FALSE,-10.6,19.8,4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746799,"2024-05-14",1,"2024-05-15T01:42:38.996Z","2024-05-15T01:42:42.959Z",TRUE,"pitch","5961317b-9ff9-4fb0-81c1-aafd595d614c",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,0,NA,NA,3.833,1.7089,NA,88.88,216.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47","atBat","Groundout","field_out","Zach Remillard grounds out, second baseman Luis García Jr. to first baseman Joey Meneses.",0,0,3,47,"bottom",7,"2024-05-15T01:42:36.602Z","2024-05-15T01:43:34.221Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,621545,"Zach Remillard","/api/v1/people/621545","R","Right",606930,"Jacob Barnes","/api/v1/people/606930","R","Right","vs_RHP","vs_RHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Chicago White Sox","Washington Nationals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95,87.5,14,0.9,0.3959,6.8408,28.915,-11.8471,-2.3663,10.4718,0.7377,0.8156,5.9742,-138.0108,-10.5538,-1.1416,50.0025,5.4729,-4.5936,13.2,3.6,24,2369,202,NA,NA,NA,NA,NA,NA,FALSE,-13.2,17,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
