"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","isBaseRunningPlay","replacedPlayer.id","replacedPlayer.link","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
718624,"2023-04-12",6,"2023-04-12T04:24:57.833Z","2023-04-12T04:25:03.781Z",TRUE,"pitch","0a8d5788-b369-40e3-9fb1-6078276236b5",6,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",3,3,2,NA,NA,3.64,1.8,NA,89.64,202.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Strikeout","strikeout","Freddie Freeman strikes out swinging.",0,0,5,73,"top",9,"2023-04-12T04:22:59.515Z","2023-04-12T04:25:03.781Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,518692,"Freddie Freeman","/api/v1/people/518692","L","Left",666808,"Camilo Doval","/api/v1/people/666808","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","San Francisco Giants",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",89.2,82.3,14,2,0.4215,6.5921,26.2846,-29.1574,-2.0037,1.7656,0.7177,1.3333,6.0384,-129.7783,-4.7787,-1.3754,50.0062,5.4106,-3.4309,4.8,7.2,24,2630,284,NA,NA,NA,NA,NA,NA,TRUE,-31.9,2.4,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718624,"2023-04-12",5,"2023-04-12T04:24:21.679Z","2023-04-12T04:24:26.158Z",TRUE,"pitch","c09876d9-bb33-481d-a8d7-4f1bfe61a951",5,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",3,2,2,NA,NA,3.5365,1.8039,NA,125.59,192.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Strikeout","strikeout","Freddie Freeman strikes out swinging.",0,0,5,73,"top",9,"2023-04-12T04:22:59.515Z","2023-04-12T04:25:03.781Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,518692,"Freddie Freeman","/api/v1/people/518692","L","Left",666808,"Camilo Doval","/api/v1/people/666808","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","San Francisco Giants",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",97.3,89.5,8,2,0.3861,6.8283,30.3704,-15.1779,-4.7592,8.3269,-0.2253,1.7311,5.2375,-141.5068,-6.9178,-1.4763,50.0021,5.1682,-9.7131,27.6,3.6,24,2557,211,NA,NA,NA,NA,NA,NA,FALSE,-14.9,13.9,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718624,"2023-04-12",4,"2023-04-12T04:24:07.987Z","2023-04-12T04:24:12.417Z",TRUE,"pitch","a17ce720-ff93-4f36-a4d8-4fcc7b68b71b",4,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",3,1,2,NA,NA,3.5934,1.8325,NA,132.57,157.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Strikeout","strikeout","Freddie Freeman strikes out swinging.",0,0,5,73,"top",9,"2023-04-12T04:22:59.515Z","2023-04-12T04:25:03.781Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,518692,"Freddie Freeman","/api/v1/people/518692","L","Left",666808,"Camilo Doval","/api/v1/people/666808","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","San Francisco Giants",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",97.8,89.4,4,2,0.3846,7.1048,32.2915,-13.4566,-5.9054,9.1122,-0.4085,3.0279,5.0417,-142.3471,-3.9422,-1.4343,50.0066,5.2812,-12.1367,37.2,3.6,24,2535,204,NA,NA,NA,NA,NA,NA,FALSE,-12.7,15.8,9.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718624,"2023-04-12",3,"2023-04-12T04:23:47.957Z","2023-04-12T04:23:52.163Z",TRUE,"pitch","19d74ac0-48b4-4c6e-89da-4a19ab0db01d",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,0,2,NA,NA,3.5074,1.7972,NA,152.19,157.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Strikeout","strikeout","Freddie Freeman strikes out swinging.",0,0,5,73,"top",9,"2023-04-12T04:22:59.515Z","2023-04-12T04:25:03.781Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,518692,"Freddie Freeman","/api/v1/people/518692","L","Left",666808,"Camilo Doval","/api/v1/people/666808","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","San Francisco Giants",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",97.7,90.2,11,2,0.3833,6.87,29.2404,-18.3753,-5.2977,6.6537,-0.9233,2.9982,3.7742,-142.3057,-3.0318,-1.571,50.0022,5.2257,-10.9865,28.8,4.8,24,2581,222,NA,NA,NA,NA,NA,NA,FALSE,-16.7,11.8,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718624,"2023-04-12",2,"2023-04-12T04:23:32.982Z","2023-04-12T04:23:37.247Z",TRUE,"pitch","74bdc9fe-cbf7-4b94-a9fb-843cf8886ad8",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,2,NA,NA,3.5074,1.7744,NA,163.46,134.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Strikeout","strikeout","Freddie Freeman strikes out swinging.",0,0,5,73,"top",9,"2023-04-12T04:22:59.515Z","2023-04-12T04:25:03.781Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,518692,"Freddie Freeman","/api/v1/people/518692","L","Left",666808,"Camilo Doval","/api/v1/people/666808","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","San Francisco Giants",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",97,89,11,2,0.3871,7.1764,31.0276,-26.9214,-7.3334,2.5885,-1.2188,3.8547,3.4521,-141.2676,0.543,-1.5014,50.0017,5.3853,-14.8778,27.6,6,24,2448,219,NA,NA,NA,NA,NA,NA,FALSE,-24,5,12.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718624,"2023-04-12",0,"2023-04-12T04:23:14.311Z","2023-04-12T04:23:23.861Z",TRUE,"pitch","defafad0-bd3b-4746-a0e6-1842c18fd821",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.4787,1.7972,NA,121.26,137.24,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"73","atBat","Strikeout","strikeout","Freddie Freeman strikes out swinging.",0,0,5,73,"top",9,"2023-04-12T04:22:59.515Z","2023-04-12T04:25:03.781Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,518692,"Freddie Freeman","/api/v1/people/518692","L","Left",666808,"Camilo Doval","/api/v1/people/666808","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","San Francisco Giants",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",98.4,89.9,11,2,0.3823,6.728,33.0934,-20.4507,-5.0821,5.6378,-0.1117,3.7607,5.7462,-143.2786,-1.138,-1.4829,50.001,5.4409,-10.5657,24,4.8,24,2578,195,NA,NA,NA,NA,NA,NA,FALSE,-18,10.2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718624,"2023-04-12",1,"2023-04-12T04:23:29.790Z","2023-04-12T04:23:32.982Z",FALSE,"action",NA,NA,"Mookie Betts advances to 2nd on defensive indifference.","Defensive Indiff",0,5,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,1,0,2,605141,"/api/v1/people/605141",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"defafad0-bd3b-4746-a0e6-1842c18fd821","defensive_indiff",NA,NA,NA,NA,NA,NA,"73","atBat","Strikeout","strikeout","Freddie Freeman strikes out swinging.",0,0,5,73,"top",9,"2023-04-12T04:22:59.515Z","2023-04-12T04:25:03.781Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,518692,"Freddie Freeman","/api/v1/people/518692","L","Left",666808,"Camilo Doval","/api/v1/people/666808","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","San Francisco Giants",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718624,"2023-04-12",4,"2023-04-12T04:22:46.042Z","2023-04-12T04:22:53.997Z",TRUE,"pitch","9d9c7314-9013-4670-b6f3-0d50c28993ae",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",4,1,2,NA,NA,3.1625,1.4831,NA,172.72,143.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Walk","walk","Mookie Betts walks.",0,0,5,72,"top",9,"2023-04-12T04:21:13.201Z","2023-04-12T04:22:53.997Z",TRUE,FALSE,FALSE,FALSE,0,4,1,2,605141,"Mookie Betts","/api/v1/people/605141","R","Right",666808,"Camilo Doval","/api/v1/people/666808","R","Right","vs_RHP","vs_RHB","Men_On",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","San Francisco Giants","true",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",96.7,88.9,11,2,0.3879,7.1641,30.1173,-22.1927,-4.6914,4.9364,-1.4617,3.5377,2.5401,-140.8548,-1.0479,-1.7627,50.0021,5.3411,-9.4853,21.6,4.8,24,2413,182,NA,NA,NA,NA,NA,NA,FALSE,-20.2,8.9,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,605141,"Mookie Betts","/api/v1/people/605141",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718624,"2023-04-12",3,"2023-04-12T04:22:24.128Z","2023-04-12T04:22:27.812Z",TRUE,"pitch","4fd8a58c-de5c-4fdb-8a26-aaa35d71ab1d",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,1,2,NA,NA,3.0472,1.3956,NA,11.65,187.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Walk","walk","Mookie Betts walks.",0,0,5,72,"top",9,"2023-04-12T04:21:13.201Z","2023-04-12T04:22:53.997Z",TRUE,FALSE,FALSE,FALSE,0,4,1,2,605141,"Mookie Betts","/api/v1/people/605141","R","Right",666808,"Camilo Doval","/api/v1/people/666808","R","Right","vs_RHP","vs_RHB","Men_On",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","San Francisco Giants","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",99.1,90.8,14,0.91,0.3808,6.8826,32.314,-15.9552,-3.85,7.734,2.7637,1.9088,12.552,-143.6713,-6.5768,-1.1556,50.0034,5.2137,-8.0756,16.8,3.6,24,2668,226,NA,NA,NA,NA,NA,NA,FALSE,-15.1,12.8,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718624,"2023-04-12",2,"2023-04-12T04:22:10.708Z","2023-04-12T04:22:14.532Z",TRUE,"pitch","1b6cae60-454b-4594-8fe3-ec5a83ed909c",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",2,1,2,NA,NA,3.1048,1.4773,NA,117.23,154.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Walk","walk","Mookie Betts walks.",0,0,5,72,"top",9,"2023-04-12T04:21:13.201Z","2023-04-12T04:22:53.997Z",TRUE,FALSE,FALSE,FALSE,0,4,1,2,605141,"Mookie Betts","/api/v1/people/605141","R","Right",666808,"Camilo Doval","/api/v1/people/666808","R","Right","vs_RHP","vs_RHB","Men_On",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","San Francisco Giants","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",97.2,89.3,2,0.89,0.3864,7.243,30.6567,-22.485,-6.9599,4.7559,-0.0061,3.1228,6.7632,-141.4722,-2.2217,-1.5173,50.0046,5.3514,-14.1851,28.8,4.8,24,2313,214,NA,NA,NA,NA,NA,NA,FALSE,-20.4,8.4,11.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
