"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isSubstitution","isBaseRunningPlay","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
717479,"2023-07-06",5,"2023-07-06T04:54:43.897Z","2023-07-06T04:54:49.805Z",TRUE,"pitch","742ad876-5636-464d-bbca-e6c00d8549ae",6,"Swinging Strike (Blocked)",NA,NA,NA,NA,FALSE,"W","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"W","Swinging Strike (Blocked)",3,3,2,NA,NA,3.42,1.58,NA,73.04,222.7,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"77","atBat","Strikeout","strikeout","Jack Suwinski strikes out swinging.",0,4,6,77,"top",9,"2023-07-06T04:52:42.852Z","2023-07-06T04:54:49.805Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,669261,"Jack Suwinski","/api/v1/people/669261","L","Left",543339,"Daniel Hudson","/api/v1/people/543339","R","Right","vs_RHP","vs_LHB","Empty",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Los Angeles Dodgers","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.3,80.4,14,2,0.435,6.4715,23.1025,-28.5071,2.7032,2.2829,1.1532,0.5955,8.3599,-125.4465,-6.5081,-2.5612,50.0063,5.5188,4.3498,10.8,7.2,24,2455,176,NA,NA,NA,NA,NA,NA,TRUE,-33.6,3,-6.6,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717479,"2023-07-06",4,"2023-07-06T04:54:23.644Z","2023-07-06T04:54:28.676Z",TRUE,"pitch","2313426a-fe5e-4700-b2fd-09121c4106b3",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,2,NA,NA,3.3698,1.5468,NA,120.3,125.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Strikeout","strikeout","Jack Suwinski strikes out swinging.",0,4,6,77,"top",9,"2023-07-06T04:52:42.852Z","2023-07-06T04:54:49.805Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,669261,"Jack Suwinski","/api/v1/people/669261","L","Left",543339,"Daniel Hudson","/api/v1/people/543339","R","Right","vs_RHP","vs_LHB","Empty",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Los Angeles Dodgers","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94,85.6,11,0.92,0.4011,6.1601,30.6878,-15.8698,-6.3951,8.6339,-0.0867,4.2087,9.2407,-136.6779,-1.0621,-2.6836,50.0002,5.6942,-12.0736,32.4,3.6,24,2341,221,NA,NA,NA,NA,NA,NA,FALSE,-15.5,15.6,9.6,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717479,"2023-07-06",3,"2023-07-06T04:53:57.714Z","2023-07-06T04:54:02.550Z",TRUE,"pitch","8bb2bee3-9752-4617-b30f-8e04aa49e95b",4,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",2,2,2,NA,NA,3.3361,1.5468,NA,116.25,237.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Strikeout","strikeout","Jack Suwinski strikes out swinging.",0,4,6,77,"top",9,"2023-07-06T04:52:42.852Z","2023-07-06T04:54:49.805Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,669261,"Jack Suwinski","/api/v1/people/669261","L","Left",543339,"Daniel Hudson","/api/v1/people/543339","R","Right","vs_RHP","vs_LHB","Empty",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Los Angeles Dodgers","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.8,80.2,14,2,0.434,6.4664,25.2161,-27.1415,-0.777,3.1175,0.0196,0.0579,6.9308,-126.1202,-7.9449,-2.661,50.0023,5.4321,-1.2545,0,7.2,24,2340,218,NA,NA,NA,NA,NA,NA,FALSE,-32.3,4.1,-0.1,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717479,"2023-07-06",2,"2023-07-06T04:53:27.111Z","2023-07-06T04:53:32.830Z",TRUE,"pitch","bf339edf-6704-41be-9b6f-932335803866",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3.42,1.58,NA,109.8,180.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Strikeout","strikeout","Jack Suwinski strikes out swinging.",0,4,6,77,"top",9,"2023-07-06T04:52:42.852Z","2023-07-06T04:54:49.805Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,669261,"Jack Suwinski","/api/v1/people/669261","L","Left",543339,"Daniel Hudson","/api/v1/people/543339","R","Right","vs_RHP","vs_LHB","Empty",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Los Angeles Dodgers","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.6,86.7,5,0.92,0.396,6.5531,33.4908,-16.199,-7.655,8.2658,0.189,2.1733,10.6222,-138.7506,-5.7664,-2.7096,50.0056,5.3731,-14.8016,34.8,4.8,24,2394,226,NA,NA,NA,NA,NA,NA,FALSE,-16.6,13.8,11.4,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717479,"2023-07-06",1,"2023-07-06T04:53:08.306Z","2023-07-06T04:53:13.260Z",TRUE,"pitch","5c250829-5776-4ecc-8dd5-ee94944cf520",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.4708,1.6811,NA,157.66,212.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Strikeout","strikeout","Jack Suwinski strikes out swinging.",0,4,6,77,"top",9,"2023-07-06T04:52:42.852Z","2023-07-06T04:54:49.805Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,669261,"Jack Suwinski","/api/v1/people/669261","L","Left",543339,"Daniel Hudson","/api/v1/people/543339","R","Right","vs_RHP","vs_LHB","Empty",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Los Angeles Dodgers","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",88.8,81.1,13,0.91,0.4256,6.9277,28.0137,-21.8809,-11.2176,6.1435,-1.0668,0.979,7.5607,-128.9462,-6.8943,-2.5866,50.0061,5.3881,-18.8031,36,7.2,24,2351,244,NA,NA,NA,NA,NA,NA,FALSE,-25.3,9.7,18.5,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717479,"2023-07-06",0,"2023-07-06T04:52:50.958Z","2023-07-06T04:52:55.802Z",TRUE,"pitch","51e02c84-72d3-46c9-a34e-da4719b98df5",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,2,NA,NA,3.42,1.58,NA,127.37,181.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Strikeout","strikeout","Jack Suwinski strikes out swinging.",0,4,6,77,"top",9,"2023-07-06T04:52:42.852Z","2023-07-06T04:54:49.805Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,669261,"Jack Suwinski","/api/v1/people/669261","L","Left",543339,"Daniel Hudson","/api/v1/people/543339","R","Right","vs_RHP","vs_LHB","Empty",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Los Angeles Dodgers","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",89.8,82.4,8,2,0.4193,6.4366,27.7891,-23.2619,0.1255,5.1605,-0.2721,2.1386,6.537,-130.6707,-4.4815,-2.8236,50.004,5.6256,0.2168,3.6,6,24,2345,211,NA,NA,NA,NA,NA,NA,FALSE,-25.4,8.5,-1.7,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717479,"2023-07-06",0,"2023-07-06T04:52:01.064Z","2023-07-06T04:52:14.971Z",TRUE,"pitch","5092c033-36b4-4214-86dd-a3bb543fea07",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,1,NA,NA,3.38,1.56,NA,147.53,174.46,"fly_ball","medium","7",94.98,102.41,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Flyout","field_out","Carlos Santana flies out to left fielder David Peralta.",0,4,6,76,"top",9,"2023-07-06T04:52:01.064Z","2023-07-06T04:52:14.971Z",TRUE,FALSE,FALSE,TRUE,0,0,0,2,467793,"Carlos Santana","/api/v1/people/467793","L","Left",543339,"Daniel Hudson","/api/v1/people/543339","R","Right","vs_RHP","vs_LHB","Loaded",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Los Angeles Dodgers","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.1,86.4,4,0.91,0.3972,6.6825,32.4547,-14.1811,-6.5309,9.3565,-0.801,2.3822,7.9148,-138.2069,-5.6436,-2.8612,50.0067,5.4128,-12.5649,34.8,3.6,24,2501,225,93.6,53,255,NA,NA,NA,TRUE,-14.6,15.8,10.1,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,457705,"Andrew McCutchen","/api/v1/people/457705",668804,"Bryan Reynolds","/api/v1/people/668804",656582,"Connor Joe","/api/v1/people/656582"
717479,"2023-07-06",5,"2023-07-06T04:51:28.195Z","2023-07-06T04:51:34.420Z",TRUE,"pitch","8f535221-2325-4fa4-bec6-870030381e61",5,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",2,3,0,NA,NA,3.2913,1.57,NA,107.92,196.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Strikeout","strikeout","Henry Davis called out on strikes.",0,4,6,75,"top",9,"2023-07-06T04:49:52.562Z","2023-07-06T04:51:34.420Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,680779,"Henry Davis","/api/v1/people/680779","R","Right",543339,"Daniel Hudson","/api/v1/people/543339","R","Right","vs_RHP","vs_RHB","Loaded",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Los Angeles Dodgers",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.8,81.2,8,2,0.4279,6.4731,24.6254,-27.5148,-0.5587,2.805,0.2381,1.5762,7.6957,-127.6616,-4.6043,-2.7343,50.0032,5.5518,-0.9286,1.2,7.2,24,2388,175,NA,NA,NA,NA,NA,NA,TRUE,-31.1,4.3,-0.6,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,457705,"Andrew McCutchen","/api/v1/people/457705",668804,"Bryan Reynolds","/api/v1/people/668804",656582,"Connor Joe","/api/v1/people/656582"
717479,"2023-07-06",4,"2023-07-06T04:51:04.686Z","2023-07-06T04:51:08.171Z",TRUE,"pitch","5dc43505-d086-4bfb-a658-d18830238637",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,0,NA,NA,3.19,1.62,NA,83.36,163.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Strikeout","strikeout","Henry Davis called out on strikes.",0,4,6,75,"top",9,"2023-07-06T04:49:52.562Z","2023-07-06T04:51:34.420Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,680779,"Henry Davis","/api/v1/people/680779","R","Right",543339,"Daniel Hudson","/api/v1/people/543339","R","Right","vs_RHP","vs_RHB","Loaded",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Los Angeles Dodgers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.3,87.3,12,0.93,0.3954,6.6171,29.474,-15.0423,-7.9392,8.8035,0.8826,2.77,12.5329,-138.277,-4.6556,-2.6672,50.0009,5.4775,-15.4471,38.4,4.8,24,2399,222,NA,NA,NA,NA,NA,NA,FALSE,-15,15.1,11.9,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717479,"2023-07-06",3,"2023-07-06T04:50:40.934Z","2023-07-06T04:50:44.144Z",TRUE,"pitch","93142c28-9452-4053-b764-6b58957a443f",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,1,0,NA,NA,3.19,1.62,NA,105.05,153.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Strikeout","strikeout","Henry Davis called out on strikes.",0,4,6,75,"top",9,"2023-07-06T04:49:52.562Z","2023-07-06T04:51:34.420Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,680779,"Henry Davis","/api/v1/people/680779","R","Right",543339,"Daniel Hudson","/api/v1/people/543339","R","Right","vs_RHP","vs_RHB","Loaded",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Los Angeles Dodgers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.7,86.7,3,0.91,0.3976,6.8214,29.3508,-13.9879,-6.0105,9.4537,0.3134,3.1408,10.546,-137.5423,-3.6959,-2.7826,50.0015,5.4449,-11.5617,32.4,3.6,24,2429,218,NA,NA,NA,NA,NA,NA,FALSE,-13.9,16.6,8.8,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
