"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isBaseRunningPlay","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
718061,"2023-05-23",2,"2023-05-24T01:11:09.323Z","2023-05-24T01:11:17.528Z",TRUE,"pitch","f9540ed4-1913-476b-9c6e-70f95a1fe840",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,2,2,NA,NA,3.21,1.54,NA,93.83,174.16,"ground_ball","medium","6",106.24,149.76,NA,NA,NA,NA,NA,NA,NA,NA,"88","atBat","Groundout","field_out","Isaac Paredes grounds out, shortstop Ernie Clement to first baseman Cavan Biggio.",0,20,1,88,"bottom",9,"2023-05-24T01:10:14.892Z","2023-05-24T01:11:17.528Z",TRUE,FALSE,FALSE,TRUE,0,0,2,3,670623,"Isaac Paredes","/api/v1/people/670623","R","Right",643256,"Adam Cimber","/api/v1/people/643256","R","Right","vs_RHP","vs_RHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Toronto Blue Jays","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",75.8,69.1,6,0.9,0.4988,6.1147,20.2338,-23.4976,3.9386,7.1113,0.6079,2.3932,8.2391,-109.9775,6.0624,-3.7045,50.0018,2.0968,4.8042,15.6,7.2,24,2617,110,NA,NA,NA,NA,NA,NA,TRUE,-33.1,15,-9.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718061,"2023-05-23",1,"2023-05-24T01:10:52.337Z","2023-05-24T01:10:55.638Z",TRUE,"pitch","80bb5cc3-d69b-4343-bfd1-1efdd5b341c1",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,2,2,NA,NA,3.281,1.5398,NA,92.48,175.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"88","atBat","Groundout","field_out","Isaac Paredes grounds out, shortstop Ernie Clement to first baseman Cavan Biggio.",0,20,1,88,"bottom",9,"2023-05-24T01:10:14.892Z","2023-05-24T01:11:17.528Z",TRUE,FALSE,FALSE,TRUE,0,0,2,3,670623,"Isaac Paredes","/api/v1/people/670623","R","Right",643256,"Adam Cimber","/api/v1/people/643256","R","Right","vs_RHP","vs_RHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Toronto Blue Jays","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",75.6,68.6,6,0.91,0.5013,6.3844,21.3667,-20.9839,6.8047,9.2826,0.6433,2.3594,7.6966,-109.7144,5.4877,-3.809,50.0047,2.0707,8.2076,26.4,7.2,24,2645,111,NA,NA,NA,NA,NA,NA,FALSE,-29.8,18.8,-14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718061,"2023-05-23",0,"2023-05-24T01:10:32.213Z","2023-05-24T01:10:35.308Z",TRUE,"pitch","97d8df67-75a9-49ea-963d-96c53192d079",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,2,NA,NA,3.21,1.54,NA,137.51,177.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"88","atBat","Groundout","field_out","Isaac Paredes grounds out, shortstop Ernie Clement to first baseman Cavan Biggio.",0,20,1,88,"bottom",9,"2023-05-24T01:10:14.892Z","2023-05-24T01:11:17.528Z",TRUE,FALSE,FALSE,TRUE,0,0,2,3,670623,"Isaac Paredes","/api/v1/people/670623","R","Right",643256,"Adam Cimber","/api/v1/people/643256","R","Right","vs_RHP","vs_RHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Toronto Blue Jays","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",86.2,78,4,0.92,0.4401,6.6364,26.4776,-42.1407,-9.0584,-6.363,-0.5381,2.2655,10.6214,-124.7302,8.4596,-3.6866,50.0032,2.3134,-14.1898,16.8,10.8,24,2057,280,NA,NA,NA,NA,NA,NA,FALSE,-46.3,-9,13.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718061,"2023-05-23",3,"2023-05-24T01:10:03.496Z","2023-05-24T01:10:07.849Z",TRUE,"pitch","f0f6200a-51c1-4753-bfa3-e52025d37b18",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",4,0,2,NA,NA,3.6086,1.6586,NA,78.63,143.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"87","atBat","Walk","walk","Taylor Walls walks.",0,20,1,87,"bottom",9,"2023-05-24T01:09:04.129Z","2023-05-24T01:10:07.849Z",TRUE,FALSE,FALSE,FALSE,0,4,0,2,670764,"Taylor Walls","/api/v1/people/670764","L","Left",643256,"Adam Cimber","/api/v1/people/643256","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Toronto Blue Jays","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",84.5,77,12,0.9,0.4481,6.6759,23.1728,-30.5769,-6.5069,1.0523,1.0067,3.5106,13.2342,-122.0518,9.1547,-3.6311,50.0007,2.3422,-9.8555,14.4,8.4,24,2224,282,NA,NA,NA,NA,NA,NA,FALSE,-34.2,4.6,8.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,670764,"Taylor Walls","/api/v1/people/670764",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718061,"2023-05-23",2,"2023-05-24T01:09:47.059Z","2023-05-24T01:09:50.139Z",TRUE,"pitch","c7be64bc-e23b-47f4-935f-05af8d3cf572",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,0,2,NA,NA,3.67,1.6994,NA,182.69,152.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"87","atBat","Walk","walk","Taylor Walls walks.",0,20,1,87,"bottom",9,"2023-05-24T01:09:04.129Z","2023-05-24T01:10:07.849Z",TRUE,FALSE,FALSE,FALSE,0,4,0,2,670764,"Taylor Walls","/api/v1/people/670764","L","Left",643256,"Adam Cimber","/api/v1/people/643256","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Toronto Blue Jays","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",85.3,77.8,11,0.92,0.4419,6.3453,23.8605,-28.7583,-6.3113,2.1954,-1.7234,3.1827,7.5183,-123.7782,7.9834,-3.9751,50.0041,2.3211,-9.8302,16.8,7.2,24,2194,279,NA,NA,NA,NA,NA,NA,FALSE,-31.6,6.1,9.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,670764,"Taylor Walls","/api/v1/people/670764",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718061,"2023-05-23",1,"2023-05-24T01:09:32.056Z","2023-05-24T01:09:35.602Z",TRUE,"pitch","e0359054-f56a-42d8-b957-a050117cb7e7",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,2,NA,NA,3.5676,1.679,NA,84.11,165.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"87","atBat","Walk","walk","Taylor Walls walks.",0,20,1,87,"bottom",9,"2023-05-24T01:09:04.129Z","2023-05-24T01:10:07.849Z",TRUE,FALSE,FALSE,FALSE,0,4,0,2,670764,"Taylor Walls","/api/v1/people/670764","L","Left",643256,"Adam Cimber","/api/v1/people/643256","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Toronto Blue Jays","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",75.9,68.8,12,0.89,0.5003,6.3599,20.6251,-30.8949,2.3086,1.0557,0.8629,2.711,9.3925,-109.75,8.308,-3.7836,50.0027,2.1746,2.7954,8.4,9.6,24,2503,109,NA,NA,NA,NA,NA,NA,FALSE,-43.6,4.8,-6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,670764,"Taylor Walls","/api/v1/people/670764",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718061,"2023-05-23",0,"2023-05-24T01:09:16.376Z","2023-05-24T01:09:19.436Z",TRUE,"pitch","36fadb54-d1fb-463c-a898-9637310ea65a",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.6086,1.6586,NA,39.65,183.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"87","atBat","Walk","walk","Taylor Walls walks.",0,20,1,87,"bottom",9,"2023-05-24T01:09:04.129Z","2023-05-24T01:10:07.849Z",TRUE,FALSE,FALSE,FALSE,0,4,0,2,670764,"Taylor Walls","/api/v1/people/670764","L","Left",643256,"Adam Cimber","/api/v1/people/643256","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Toronto Blue Jays","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",75.1,68,14,0.89,0.507,6.1005,21.2851,-30.2787,4.6098,1.6114,2.0292,2.0611,10.6953,-108.5708,6.8685,-3.5855,50.0045,2.1699,5.4317,14.4,10.8,24,2547,104,NA,NA,NA,NA,NA,NA,FALSE,-44,5.5,-11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,670764,"Taylor Walls","/api/v1/people/670764",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718061,"2023-05-23",3,"2023-05-24T01:08:45.783Z","2023-05-24T01:08:54.322Z",TRUE,"pitch","08c5f693-46c4-47bd-a4f7-085251958170",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,2,0,NA,NA,3.11,1.43,NA,134.91,168.79,"ground_ball","medium","6",111.81,146.21,NA,NA,NA,NA,NA,NA,NA,NA,"86","atBat","Grounded Into DP","grounded_into_double_play","Harold Ramirez grounds into a double play, shortstop Ernie Clement to second baseman Whit Merrifield to first baseman Cavan Biggio. Christian Bethancourt out at 2nd. Harold Ramirez out at 1st.",0,20,1,86,"bottom",9,"2023-05-24T01:07:44.690Z","2023-05-24T01:08:54.322Z",TRUE,FALSE,FALSE,TRUE,24,1,2,2,623912,"Harold Ramírez","/api/v1/people/623912","R","Right",643256,"Adam Cimber","/api/v1/people/643256","R","Right","vs_RHP","vs_RHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Toronto Blue Jays","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",76,69.3,1,0.9,0.4966,6.1797,19.939,-25.4311,4.1406,5.4766,-0.4699,2.5923,6.1134,-110.3601,6.6015,-3.8156,50.0034,2.2424,5.0979,14.4,8.4,24,2653,109,83.1,3,78,NA,NA,NA,TRUE,-35.5,12,-9.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,670764,"Taylor Walls","/api/v1/people/670764",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718061,"2023-05-23",2,"2023-05-24T01:08:29.960Z","2023-05-24T01:08:32.960Z",TRUE,"pitch","368f77f4-c0f8-41f7-9a74-891415d9f3e3",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,2,0,NA,NA,3.0763,1.4298,NA,148.07,179.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"86","atBat","Grounded Into DP","grounded_into_double_play","Harold Ramirez grounds into a double play, shortstop Ernie Clement to second baseman Whit Merrifield to first baseman Cavan Biggio. Christian Bethancourt out at 2nd. Harold Ramirez out at 1st.",0,20,1,86,"bottom",9,"2023-05-24T01:07:44.690Z","2023-05-24T01:08:54.322Z",TRUE,FALSE,FALSE,TRUE,24,1,2,2,623912,"Harold Ramírez","/api/v1/people/623912","R","Right",643256,"Adam Cimber","/api/v1/people/643256","R","Right","vs_RHP","vs_RHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Toronto Blue Jays","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",85.6,77.8,4,0.91,0.442,6.2544,25.1667,-40.5322,-7.1844,-5.3765,-0.8151,2.1818,9.6405,-123.9982,7.8893,-3.8228,50.0024,2.343,-11.17,13.2,10.8,24,2168,277,NA,NA,NA,NA,NA,NA,FALSE,-45.1,-7.4,10.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,670764,"Taylor Walls","/api/v1/people/670764",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718061,"2023-05-23",1,"2023-05-24T01:08:14.428Z","2023-05-24T01:08:17.428Z",TRUE,"pitch","26eb29b8-475e-4dd4-ab39-78b4ed03c802",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,0,NA,NA,3.3424,1.5973,NA,187.3,172.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"86","atBat","Grounded Into DP","grounded_into_double_play","Harold Ramirez grounds into a double play, shortstop Ernie Clement to second baseman Whit Merrifield to first baseman Cavan Biggio. Christian Bethancourt out at 2nd. Harold Ramirez out at 1st.",0,20,1,86,"bottom",9,"2023-05-24T01:07:44.690Z","2023-05-24T01:08:54.322Z",TRUE,FALSE,FALSE,TRUE,24,1,2,2,623912,"Harold Ramírez","/api/v1/people/623912","R","Right",643256,"Adam Cimber","/api/v1/people/643256","R","Right","vs_RHP","vs_RHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Toronto Blue Jays","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",87.1,79.5,13,0.9,0.4332,6.3318,24.8273,-40.9941,-9.0618,-5.4406,-1.8443,2.4547,7.84,-126.2507,8.2501,-3.8071,50.0047,2.4388,-14.6836,18,10.8,24,2075,267,NA,NA,NA,NA,NA,NA,FALSE,-43.9,-7.7,14.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,670764,"Taylor Walls","/api/v1/people/670764",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
