"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isSubstitution","details.disengagementNum","isBaseRunningPlay","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
718094,"2023-05-20",4,"2023-05-21T02:02:54.134Z","2023-05-21T02:03:01.833Z",TRUE,"pitch","16fee786-1fab-4df1-8848-0067a0e0c2e8",5,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,2,1,NA,NA,3.42,1.63,NA,105.72,193.65,"ground_ball","medium","5",101.15,164.2,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Grounded Into DP","grounded_into_double_play","Orlando Arcia grounds into a double play, third baseman Eugenio Suarez to second baseman Jose Caballero to first baseman Ty France. Marcell Ozuna out at 2nd. Orlando Arcia out at 1st.",0,7,3,76,"bottom",9,"2023-05-21T02:01:31.300Z","2023-05-21T02:03:01.833Z",TRUE,FALSE,FALSE,TRUE,24,2,2,3,606115,"Orlando Arcia","/api/v1/people/606115","R","Right",623149,"Paul Sewald","/api/v1/people/623149","R","Right","vs_RHP","vs_RHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves","Seattle Mariners","true",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",85.3,78.9,9,0.88,0.4404,6.8281,23.4787,-29.4645,3.0229,1.7261,0.2958,1.6714,8.2386,-124.0883,-1.028,-3.4521,50.0008,4.5329,4.741,12,8.4,24,2444,109,96.1,-38,4,NA,NA,NA,TRUE,-34.3,3.1,-7.3,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718094,"2023-05-20",3,"2023-05-21T02:02:36.600Z","2023-05-21T02:02:39.789Z",TRUE,"pitch","400c2f87-3889-47a8-8f21-b7ec8769947e",4,"Foul Tip",NA,NA,NA,NA,FALSE,"T","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"T","Foul Tip",2,2,1,NA,NA,3.42,1.63,NA,116.11,155.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Grounded Into DP","grounded_into_double_play","Orlando Arcia grounds into a double play, third baseman Eugenio Suarez to second baseman Jose Caballero to first baseman Ty France. Marcell Ozuna out at 2nd. Orlando Arcia out at 1st.",0,7,3,76,"bottom",9,"2023-05-21T02:01:31.300Z","2023-05-21T02:03:01.833Z",TRUE,FALSE,FALSE,TRUE,24,2,2,3,606115,"Orlando Arcia","/api/v1/people/606115","R","Right",623149,"Paul Sewald","/api/v1/people/623149","R","Right","vs_RHP","vs_RHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves","Seattle Mariners","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.2,84.2,2,0.9,0.409,6.9646,28.1352,-18.1858,-7.6441,7.6934,0.0234,3.0999,11.3788,-133.7936,-0.3488,-3.2861,50.0005,4.5321,-13.8954,32.4,4.8,24,2574,237,NA,NA,NA,NA,NA,NA,FALSE,-18.2,14,11.5,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718094,"2023-05-20",2,"2023-05-21T02:02:21.150Z","2023-05-21T02:02:24.368Z",TRUE,"pitch","0d899906-fc91-401d-8e58-b4dbe9b4d8de",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,1,NA,NA,3.3305,1.5851,NA,93.65,215.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Grounded Into DP","grounded_into_double_play","Orlando Arcia grounds into a double play, third baseman Eugenio Suarez to second baseman Jose Caballero to first baseman Ty France. Marcell Ozuna out at 2nd. Orlando Arcia out at 1st.",0,7,3,76,"bottom",9,"2023-05-21T02:01:31.300Z","2023-05-21T02:03:01.833Z",TRUE,FALSE,FALSE,TRUE,24,2,2,3,606115,"Orlando Arcia","/api/v1/people/606115","R","Right",623149,"Paul Sewald","/api/v1/people/623149","R","Right","vs_RHP","vs_RHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves","Seattle Mariners","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",84.2,77.5,14,0.88,0.4478,6.7826,24.5695,-29.4326,2.5737,1.8096,0.6127,0.8533,8.6042,-122.4028,-2.8262,-3.2849,50.0021,4.5476,3.8975,10.8,8.4,24,2448,96,NA,NA,NA,NA,NA,NA,FALSE,-35.9,2.9,-6.7,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718094,"2023-05-20",1,"2023-05-21T02:02:05.963Z","2023-05-21T02:02:10.213Z",TRUE,"pitch","4b710f28-28b9-49da-b9d4-87320cd8e749",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,1,NA,NA,3.3753,1.6076,NA,84.49,172.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Grounded Into DP","grounded_into_double_play","Orlando Arcia grounds into a double play, third baseman Eugenio Suarez to second baseman Jose Caballero to first baseman Ty France. Marcell Ozuna out at 2nd. Orlando Arcia out at 1st.",0,7,3,76,"bottom",9,"2023-05-21T02:01:31.300Z","2023-05-21T02:03:01.833Z",TRUE,FALSE,FALSE,TRUE,24,2,2,3,606115,"Orlando Arcia","/api/v1/people/606115","R","Right",623149,"Paul Sewald","/api/v1/people/623149","R","Right","vs_RHP","vs_RHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves","Seattle Mariners","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",91.3,83.4,14,0.9,0.4135,6.947,27.9792,-17.0551,-7.2279,8.507,0.8528,2.4425,13.0573,-132.4016,-2.1853,-3.2012,50.0034,4.5251,-12.8481,30,4.8,24,2411,237,NA,NA,NA,NA,NA,NA,FALSE,-17.9,15.1,10.3,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718094,"2023-05-20",0,"2023-05-21T02:01:51.676Z","2023-05-21T02:01:55.763Z",TRUE,"pitch","12022337-6d76-4d29-afc5-48e919b29248",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.4649,1.7422,NA,97.36,179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Grounded Into DP","grounded_into_double_play","Orlando Arcia grounds into a double play, third baseman Eugenio Suarez to second baseman Jose Caballero to first baseman Ty France. Marcell Ozuna out at 2nd. Orlando Arcia out at 1st.",0,7,3,76,"bottom",9,"2023-05-21T02:01:31.300Z","2023-05-21T02:03:01.833Z",TRUE,FALSE,FALSE,TRUE,24,2,2,3,606115,"Orlando Arcia","/api/v1/people/606115","R","Right",623149,"Paul Sewald","/api/v1/people/623149","R","Right","vs_RHP","vs_RHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves","Seattle Mariners","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",90.8,82.8,9,0.9,0.4162,6.7792,28.0727,-17.3994,-7.7156,8.4258,0.5153,2.214,12.1652,-131.6395,-2.5917,-3.1646,50.0061,4.5001,-13.5368,31.2,4.8,24,2515,241,NA,NA,NA,NA,NA,NA,FALSE,-18.6,14.9,11.3,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718094,"2023-05-20",1,"2023-05-21T02:01:18.515Z","2023-05-21T02:01:29.144Z",TRUE,"pitch","e14c2c6e-6442-4914-951f-be0f401b6b20",2,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",1,0,1,NA,NA,3.5,1.74,NA,111.69,181.12,"line_drive","medium","7",54.62,99.13,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Single","single","Marcell Ozuna singles on a line drive to left fielder Taylor Trammell.",0,7,3,75,"bottom",9,"2023-05-21T02:00:47.092Z","2023-05-21T02:01:29.144Z",TRUE,FALSE,FALSE,FALSE,33,1,0,1,542303,"Marcell Ozuna","/api/v1/people/542303","R","Right",623149,"Paul Sewald","/api/v1/people/623149","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves","Seattle Mariners","true",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",83.6,76.5,8,0.89,0.4512,6.8887,24.675,-24.5557,3.4878,5.1106,0.1393,2.1357,7.438,-121.5718,-0.9879,-3.4177,50.0038,4.6861,5.2009,14.4,7.2,24,2442,72,99.1,15,256,NA,NA,NA,FALSE,-30,9.2,-8.2,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,542303,"Marcell Ozuna","/api/v1/people/542303",NA,NA,NA,NA,NA,NA
718094,"2023-05-20",0,"2023-05-21T02:01:06.613Z","2023-05-21T02:01:11.834Z",TRUE,"pitch","dd2c7cbb-01f6-4701-acc3-ea69b4a64266",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.5449,1.7849,NA,116.14,199.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Single","single","Marcell Ozuna singles on a line drive to left fielder Taylor Trammell.",0,7,3,75,"bottom",9,"2023-05-21T02:00:47.092Z","2023-05-21T02:01:29.144Z",TRUE,FALSE,FALSE,FALSE,33,1,0,1,542303,"Marcell Ozuna","/api/v1/people/542303","R","Right",623149,"Paul Sewald","/api/v1/people/623149","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves","Seattle Mariners","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",83.2,76.3,14,0.89,0.4533,6.3603,24.1901,-22.6928,3.3896,6.4169,0.0225,1.4485,7.2334,-120.9441,-2.7408,-3.4505,50.0013,4.5923,5.0072,15.6,7.2,24,2349,106,NA,NA,NA,NA,NA,NA,FALSE,-28.4,11.2,-7.9,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,542303,"Marcell Ozuna","/api/v1/people/542303",NA,NA,NA,NA,NA,NA
718094,"2023-05-20",3,"2023-05-21T02:00:37.824Z","2023-05-21T02:00:42.346Z",TRUE,"pitch","2b2b937a-011f-4ee3-81af-05dfc4650793",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,3,0,NA,NA,3.2274,1.6188,NA,164.94,188.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Strikeout","strikeout","Ozzie Albies called out on strikes.",0,7,3,74,"bottom",9,"2023-05-21T02:00:06.777Z","2023-05-21T02:00:42.346Z",TRUE,FALSE,FALSE,TRUE,14,0,3,1,645277,"Ozzie Albies","/api/v1/people/645277","L","Left",623149,"Paul Sewald","/api/v1/people/623149","R","Right","vs_RHP","vs_LHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves","Seattle Mariners",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",83.9,76.5,13,0.89,0.4498,6.7523,25.7617,-24.2552,3.5901,5.2823,-1.2577,1.871,4.4208,-122.1367,-1.7461,-3.5628,50.0034,4.6967,5.3823,14.4,7.2,24,2448,121,NA,NA,NA,NA,NA,NA,TRUE,-29.6,9.4,-7.6,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,542303,"Marcell Ozuna","/api/v1/people/542303",NA,NA,NA,NA,NA,NA
718094,"2023-05-20",2,"2023-05-21T02:00:21.637Z","2023-05-21T02:00:25.404Z",TRUE,"pitch","ba6f0c6d-5b5e-452f-9089-6a65c46ff681",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,0,NA,NA,3.2,1.6,NA,152.06,152.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Strikeout","strikeout","Ozzie Albies called out on strikes.",0,7,3,74,"bottom",9,"2023-05-21T02:00:06.777Z","2023-05-21T02:00:42.346Z",TRUE,FALSE,FALSE,TRUE,14,0,3,1,645277,"Ozzie Albies","/api/v1/people/645277","L","Left",623149,"Paul Sewald","/api/v1/people/623149","R","Right","vs_RHP","vs_LHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves","Seattle Mariners",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",90.9,83.1,11,0.9,0.4142,6.984,27.6772,-18.717,-7.8481,7.5979,-0.9199,3.1912,9.2746,-132.1413,-0.0385,-3.4526,50.005,4.579,-13.9062,32.4,4.8,24,2488,239,NA,NA,NA,NA,NA,NA,FALSE,-19.2,13.9,12.2,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,542303,"Marcell Ozuna","/api/v1/people/542303",NA,NA,NA,NA,NA,NA
718094,"2023-05-20",1,"2023-05-21T02:00:09.104Z","2023-05-21T02:00:12.681Z",TRUE,"pitch","f0139c35-4f48-41e8-a50c-31f2bbaa1d8c",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,0,NA,NA,3.2,1.6,NA,140.69,157.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Strikeout","strikeout","Ozzie Albies called out on strikes.",0,7,3,74,"bottom",9,"2023-05-21T02:00:06.777Z","2023-05-21T02:00:42.346Z",TRUE,FALSE,FALSE,TRUE,14,0,3,1,645277,"Ozzie Albies","/api/v1/people/645277","L","Left",623149,"Paul Sewald","/api/v1/people/623149","R","Right","vs_RHP","vs_LHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves","Seattle Mariners",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",90.5,82.5,1,0.9,0.4168,6.9908,28.1295,-18.4202,-8.1002,7.8693,-0.6214,3.0035,9.7809,-131.4547,-0.7288,-3.3398,50.0053,4.653,-14.164,33.6,4.8,24,2524,236,NA,NA,NA,NA,NA,NA,FALSE,-19.2,14.3,12.5,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,542303,"Marcell Ozuna","/api/v1/people/542303",NA,NA,NA,NA,NA,NA
