"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","base","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
716523,"2023-09-19",3,"2023-09-20T01:26:48.067Z","2023-09-20T01:26:57.660Z",TRUE,"pitch","fc5642af-9c63-48a6-a4c0-869f27cd2bdc",3,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",0,2,2,NA,NA,3.3,1.55,NA,85.01,151.67,"line_drive","medium","8",129.68,80.46,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Single","single","Jake Burger singles on a line drive to center fielder Brandon Nimmo. Joey Wendle scores. Jorge Soler to 3rd.",1,3,4,76,"bottom",9,"2023-09-20T01:25:28.502Z","2023-09-20T01:26:57.660Z",TRUE,TRUE,FALSE,FALSE,60,0,2,2,669394,"Jake Burger","/api/v1/people/669394","R","Right",641627,"Trevor Gott","/api/v1/people/641627","R","Right","vs_RHP","vs_RHB","RISP",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","New York Mets",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",89.5,82.3,12,0.9,0.4202,6.0323,26.2583,-23.5483,-1.0688,5.0055,0.8392,3.2264,8.6597,-130.1508,-1.076,-2.3862,50.0002,5.4216,-1.8412,0,6,24,2281,180,94.1,13,251,NA,NA,NA,FALSE,-25,9.1,0.1,NA,NA,NA,NA,NA,NA,FALSE,FALSE,669394,"Jake Burger","/api/v1/people/669394",NA,NA,NA,624585,"Jorge Soler","/api/v1/people/624585"
716523,"2023-09-19",2,"2023-09-20T01:26:25.280Z","2023-09-20T01:26:29.021Z",TRUE,"pitch","12e593bf-865a-411b-8161-0a015fc57779",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,2,NA,NA,3.3,1.55,NA,74.37,176.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Single","single","Jake Burger singles on a line drive to center fielder Brandon Nimmo. Joey Wendle scores. Jorge Soler to 3rd.",1,3,4,76,"bottom",9,"2023-09-20T01:25:28.502Z","2023-09-20T01:26:57.660Z",TRUE,TRUE,FALSE,FALSE,60,0,2,2,669394,"Jake Burger","/api/v1/people/669394","R","Right",641627,"Trevor Gott","/api/v1/people/641627","R","Right","vs_RHP","vs_RHB","RISP",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","New York Mets",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",90.3,82.9,14,0.9,0.4172,6.1293,27.6198,-21.4893,0.3209,6.1209,1.1184,2.3144,9.2681,-131.2705,-3.5082,-2.4989,50.0056,5.2668,0.5598,6,4.8,24,2197,194,NA,NA,NA,NA,NA,NA,FALSE,-23,10.6,-2.6,NA,NA,NA,NA,NA,NA,FALSE,FALSE,669394,"Jake Burger","/api/v1/people/669394",NA,NA,NA,NA,NA,NA
716523,"2023-09-19",1,"2023-09-20T01:25:30.782Z","2023-09-20T01:25:40.147Z",TRUE,"pitch","78c93dfd-6011-4a10-b9e0-8b65f556fab5",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,2,NA,NA,3.3,1.55,NA,156.63,165.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Single","single","Jake Burger singles on a line drive to center fielder Brandon Nimmo. Joey Wendle scores. Jorge Soler to 3rd.",1,3,4,76,"bottom",9,"2023-09-20T01:25:28.502Z","2023-09-20T01:26:57.660Z",TRUE,TRUE,FALSE,FALSE,60,0,2,2,669394,"Jake Burger","/api/v1/people/669394","R","Right",641627,"Trevor Gott","/api/v1/people/641627","R","Right","vs_RHP","vs_RHB","RISP",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","New York Mets",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93.6,85.2,11,0.91,0.4033,6.0272,31.2597,-23.4614,-10.67,4.672,-1.0396,2.696,7.7718,-136.0661,-2.3911,-2.5539,50.0037,5.2204,-19.9073,37.2,6,24,2057,223,NA,NA,NA,NA,NA,NA,FALSE,-23.3,8.2,17.5,NA,NA,NA,NA,NA,NA,FALSE,FALSE,669394,"Jake Burger","/api/v1/people/669394",NA,NA,NA,NA,NA,NA
716523,"2023-09-19",0,"2023-09-20T01:24:21.953Z","2023-09-20T01:25:30.782Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",3,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"76","atBat","Single","single","Jake Burger singles on a line drive to center fielder Brandon Nimmo. Joey Wendle scores. Jorge Soler to 3rd.",1,3,4,76,"bottom",9,"2023-09-20T01:25:28.502Z","2023-09-20T01:26:57.660Z",TRUE,TRUE,FALSE,FALSE,60,0,2,2,669394,"Jake Burger","/api/v1/people/669394","R","Right",641627,"Trevor Gott","/api/v1/people/641627","R","Right","vs_RHP","vs_RHB","RISP",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","New York Mets",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,669394,"Jake Burger","/api/v1/people/669394",NA,NA,NA,NA,NA,NA
716523,"2023-09-19",2,"2023-09-20T01:23:41.844Z","2023-09-20T01:23:50.390Z",TRUE,"pitch","28b77830-33f8-4369-8b0c-6e286d88be89",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,1,1,NA,NA,3.41,1.62,NA,80.28,170.31,"ground_ball","medium","4",134.39,155.99,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Groundout","field_out","Yuli Gurriel grounds out, second baseman Jeff McNeil to first baseman Pete Alonso. Joey Wendle to 3rd. Jorge Soler to 2nd.",0,3,3,75,"bottom",9,"2023-09-20T01:23:21.217Z","2023-09-20T01:23:50.390Z",TRUE,FALSE,FALSE,TRUE,0,0,1,2,493329,"Yuli Gurriel","/api/v1/people/493329","R","Right",641627,"Trevor Gott","/api/v1/people/641627","R","Right","vs_RHP","vs_RHB","RISP",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","New York Mets",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",90.2,82.6,12,0.86,0.4179,6.1133,27.8188,-19.4347,-2.4596,7.3233,0.9633,2.5358,9.7186,-131.0881,-3.4607,-2.4732,50.0028,5.3247,-4.2794,6,4.8,24,2224,204,71.4,-44,5,NA,NA,NA,TRUE,-21,12.7,2.3,NA,NA,NA,NA,NA,NA,TRUE,FALSE,669394,"Jake Burger","/api/v1/people/669394",624585,"Jorge Soler","/api/v1/people/624585",621563,"Joey Wendle","/api/v1/people/621563"
716523,"2023-09-19",1,"2023-09-20T01:23:23.462Z","2023-09-20T01:23:27.864Z",TRUE,"pitch","9968a266-1180-4f6a-bab8-2bc401ae1506",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,1,NA,NA,3.41,1.62,NA,89.44,195.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Groundout","field_out","Yuli Gurriel grounds out, second baseman Jeff McNeil to first baseman Pete Alonso. Joey Wendle to 3rd. Jorge Soler to 2nd.",0,3,3,75,"bottom",9,"2023-09-20T01:23:21.217Z","2023-09-20T01:23:50.390Z",TRUE,FALSE,FALSE,TRUE,0,0,1,2,493329,"Yuli Gurriel","/api/v1/people/493329","R","Right",641627,"Trevor Gott","/api/v1/people/641627","R","Right","vs_RHP","vs_RHB","RISP",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","New York Mets",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",90.4,82.9,9,0.9,0.4173,6.0258,27.8581,-20.1743,-0.7166,6.8766,0.7231,1.6048,8.6382,-131.2776,-5.5862,-2.5173,50.0035,5.2627,-1.252,1.2,4.8,24,2097,206,NA,NA,NA,NA,NA,NA,FALSE,-22.2,11.4,-0.6,NA,NA,NA,NA,NA,NA,TRUE,FALSE,669394,"Jake Burger","/api/v1/people/669394",NA,NA,NA,NA,NA,NA
716523,"2023-09-19",0,"2023-09-20T01:23:00.647Z","2023-09-20T01:23:23.462Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-runner Joey Wendle replaces Nick Fortes.","Offensive Substitution",3,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,621563,"/api/v1/people/621563",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"12","Pinch Runner","Runner","PR","801","75","atBat","Groundout","field_out","Yuli Gurriel grounds out, second baseman Jeff McNeil to first baseman Pete Alonso. Joey Wendle to 3rd. Jorge Soler to 2nd.",0,3,3,75,"bottom",9,"2023-09-20T01:23:21.217Z","2023-09-20T01:23:50.390Z",TRUE,FALSE,FALSE,TRUE,0,0,1,2,493329,"Yuli Gurriel","/api/v1/people/493329","R","Right",641627,"Trevor Gott","/api/v1/people/641627","R","Right","vs_RHP","vs_RHB","RISP",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","New York Mets",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,663743,"/api/v1/people/663743",2,TRUE,FALSE,669394,"Jake Burger","/api/v1/people/669394",NA,NA,NA,NA,NA,NA
716523,"2023-09-19",0,"2023-09-20T01:22:41.945Z","2023-09-20T01:22:42.009Z",FALSE,"no_pitch","07165236-0756-1003-000c-f08cd117d70a",0,"Automatic Ball - Intentional",NA,NA,NA,NA,FALSE,"VB",NA,FALSE,FALSE,TRUE,"VB","Automatic Ball - Intentional",1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Intent Walk","intent_walk","Trevor Gott intentionally walks Jorge Soler.",0,3,3,74,"bottom",9,"2023-09-20T01:22:37.455Z","2023-09-20T01:22:45.449Z",TRUE,FALSE,FALSE,FALSE,0,4,0,1,624585,"Jorge Soler","/api/v1/people/624585","R","Right",641627,"Trevor Gott","/api/v1/people/641627","R","Right","vs_RHP","vs_RHB","RISP",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","New York Mets","true",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,624585,"Jorge Soler","/api/v1/people/624585",NA,NA,NA,NA,NA,NA
716523,"2023-09-19",1,"2023-09-20T01:22:42.009Z","2023-09-20T01:22:42.012Z",FALSE,"no_pitch","07165236-0756-1013-000c-f08cd117d70a",0,"Automatic Ball - Intentional",NA,NA,NA,NA,FALSE,"VB",NA,FALSE,FALSE,TRUE,"VB","Automatic Ball - Intentional",2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Intent Walk","intent_walk","Trevor Gott intentionally walks Jorge Soler.",0,3,3,74,"bottom",9,"2023-09-20T01:22:37.455Z","2023-09-20T01:22:45.449Z",TRUE,FALSE,FALSE,FALSE,0,4,0,1,624585,"Jorge Soler","/api/v1/people/624585","R","Right",641627,"Trevor Gott","/api/v1/people/641627","R","Right","vs_RHP","vs_RHB","RISP",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","New York Mets","true",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,624585,"Jorge Soler","/api/v1/people/624585",NA,NA,NA,NA,NA,NA
716523,"2023-09-19",2,"2023-09-20T01:22:42.012Z","2023-09-20T01:22:42.013Z",FALSE,"no_pitch","07165236-0756-1023-000c-f08cd117d70a",0,"Automatic Ball - Intentional",NA,NA,NA,NA,FALSE,"VB",NA,FALSE,FALSE,TRUE,"VB","Automatic Ball - Intentional",3,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Intent Walk","intent_walk","Trevor Gott intentionally walks Jorge Soler.",0,3,3,74,"bottom",9,"2023-09-20T01:22:37.455Z","2023-09-20T01:22:45.449Z",TRUE,FALSE,FALSE,FALSE,0,4,0,1,624585,"Jorge Soler","/api/v1/people/624585","R","Right",641627,"Trevor Gott","/api/v1/people/641627","R","Right","vs_RHP","vs_RHB","RISP",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","New York Mets","true",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,624585,"Jorge Soler","/api/v1/people/624585",NA,NA,NA,NA,NA,NA
