"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isSubstitution","isBaseRunningPlay","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link"
717956,"2023-05-31",0,"2023-05-31T02:08:40.532Z","2023-05-31T02:08:46.385Z",TRUE,"pitch","11ada2aa-577f-4969-a544-a7d173189b5c",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,2.82,1.353,NA,44.32,195.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55","atBat","Walk","walk","Jose Altuve walks.",0,1,5,55,"bottom",7,"2023-05-31T02:08:30.028Z","2023-05-31T02:10:15.333Z",TRUE,FALSE,FALSE,FALSE,0,4,2,1,514888,"Jose Altuve","/api/v1/people/514888","R","Right",663485,"Cole Sands","/api/v1/people/663485","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Minnesota Twins","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",89.8,82.6,14,0.93,0.4202,5.6726,27.122,-24.3418,-0.0154,4.5508,1.9068,1.603,10.632,-130.2965,-5.1169,-2.2228,50.0041,5.4294,-0.0288,4.8,6,24,2435,223,NA,NA,NA,NA,NA,NA,FALSE,-26.8,7.3,-2.3,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717956,"2023-05-31",2,"2023-05-31T02:08:05.240Z","2023-05-31T02:08:15.381Z",TRUE,"pitch","e435b839-a9af-430a-85d0-1752f3227771",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,2,0,NA,NA,3.285,1.487,NA,97.89,151.59,"popup","medium","4",148.54,159.82,NA,NA,NA,NA,NA,NA,NA,NA,"54","atBat","Pop Out","field_out","Cesar Salazar pops out to second baseman Edouard Julien.",0,1,5,54,"bottom",7,"2023-05-31T02:07:22.010Z","2023-05-31T02:08:15.381Z",TRUE,FALSE,FALSE,TRUE,0,0,2,1,663967,"César Salazar","/api/v1/people/663967","L","Left",663485,"Cole Sands","/api/v1/people/663485","R","Right","vs_RHP","vs_LHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Minnesota Twins","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.6,85.8,3,0.91,0.3997,5.6011,32.2469,-17.3107,-7.1665,7.8267,0.5012,3.2294,10.4054,-137.3779,-2.8375,-2.4157,50.0039,5.4615,-13.6125,32.4,4.8,24,2447,236,75.1,69,105,NA,NA,NA,TRUE,-17.2,13.7,10.7,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717956,"2023-05-31",1,"2023-05-31T02:07:48.375Z","2023-05-31T02:07:52.709Z",TRUE,"pitch","a29a0e85-370a-460a-8b92-3c8470cb16cb",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,0,NA,NA,3.285,1.487,NA,81.95,210.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54","atBat","Pop Out","field_out","Cesar Salazar pops out to second baseman Edouard Julien.",0,1,5,54,"bottom",7,"2023-05-31T02:07:22.010Z","2023-05-31T02:08:15.381Z",TRUE,FALSE,FALSE,TRUE,0,0,2,1,663967,"César Salazar","/api/v1/people/663967","L","Left",663485,"Cole Sands","/api/v1/people/663485","R","Right","vs_RHP","vs_LHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Minnesota Twins","false",NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",85.5,78.3,14,0.91,0.4427,6.0492,26.4595,-35.0741,-6.5451,-1.8762,0.9196,1.0617,9.7774,-124.0623,-3.6086,-2.2349,50.0004,5.4799,-10.1292,13.2,9.6,24,1370,257,NA,NA,NA,NA,NA,NA,FALSE,-41.9,-4.1,9.4,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717956,"2023-05-31",0,"2023-05-31T02:07:32.763Z","2023-05-31T02:07:36.733Z",TRUE,"pitch","0e1bdc72-aefc-439a-9ea4-87697e5b26a8",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,0,NA,NA,3.1696,1.4853,NA,160.58,174.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54","atBat","Pop Out","field_out","Cesar Salazar pops out to second baseman Edouard Julien.",0,1,5,54,"bottom",7,"2023-05-31T02:07:22.010Z","2023-05-31T02:08:15.381Z",TRUE,FALSE,FALSE,TRUE,0,0,2,1,663967,"César Salazar","/api/v1/people/663967","L","Left",663485,"Cole Sands","/api/v1/people/663485","R","Right","vs_RHP","vs_LHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Minnesota Twins","false",NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",85.3,77.5,11,0.9,0.4438,5.7615,27.5011,-32.3401,-7.9173,-0.11,-1.1433,2.3934,5.7873,-123.9721,-1.2179,-2.4931,50.0024,5.6197,-12.1788,19.2,9.6,24,1312,248,NA,NA,NA,NA,NA,NA,FALSE,-38.3,-0.2,12.8,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717956,"2023-05-31",5,"2023-05-31T02:05:16.704Z","2023-05-31T02:05:24.406Z",TRUE,"pitch","73a15cc1-234f-429c-a2c0-ef0ac14f6dda",6,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",3,3,2,NA,NA,3.39,1.63,NA,109.64,163.78,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"53","atBat","Strikeout","strikeout","Joey Gallo strikes out swinging.",0,1,5,53,"top",7,"2023-05-31T02:03:31.712Z","2023-05-31T02:05:24.406Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,608336,"Joey Gallo","/api/v1/people/608336","L","Left",664208,"Phil Maton","/api/v1/people/664208","R","Right","vs_RHP","vs_LHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Houston Astros","true",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",75.6,68.1,5,0.9,0.5036,7.0769,24.1141,-38.9486,11.9035,-5.6862,0.1932,2.7778,0.1831,-109.844,3.4763,-1.4321,50.0043,5.3889,14.1734,20.4,14.4,24,3212,51,NA,NA,NA,NA,NA,NA,TRUE,-57.6,-8.6,-21.5,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717956,"2023-05-31",4,"2023-05-31T02:04:49.582Z","2023-05-31T02:04:55.037Z",TRUE,"pitch","0b9f3c89-ecc0-40aa-ab05-64a0f3514322",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,2,NA,NA,3.4409,1.6207,NA,64.17,187.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53","atBat","Strikeout","strikeout","Joey Gallo strikes out swinging.",0,1,5,53,"top",7,"2023-05-31T02:03:31.712Z","2023-05-31T02:05:24.406Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,608336,"Joey Gallo","/api/v1/people/608336","L","Left",664208,"Phil Maton","/api/v1/people/664208","R","Right","vs_RHP","vs_LHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Houston Astros","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",75.9,68.5,14,0.9,0.5018,7.3706,24.9579,-39.798,10.2885,-6.3594,1.3859,1.9129,2.369,-110.3867,1.7179,-1.0448,50.0044,5.4087,12.329,18,14.4,24,3306,50,NA,NA,NA,NA,NA,NA,FALSE,-59,-10.4,-19.3,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717956,"2023-05-31",3,"2023-05-31T02:04:28.009Z","2023-05-31T02:04:32.616Z",TRUE,"pitch","9e062c9b-580b-4eb2-a2cb-f32254c91413",4,"Foul Tip",NA,NA,NA,NA,FALSE,"T","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"T","Foul Tip",2,2,2,NA,NA,3.39,1.63,NA,107.07,190.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53","atBat","Strikeout","strikeout","Joey Gallo strikes out swinging.",0,1,5,53,"top",7,"2023-05-31T02:03:31.712Z","2023-05-31T02:05:24.406Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,608336,"Joey Gallo","/api/v1/people/608336","L","Left",664208,"Phil Maton","/api/v1/people/664208","R","Right","vs_RHP","vs_LHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Houston Astros","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",74.1,67,8,0.9,0.5136,7.8414,23.4378,-40.0379,10.5285,-6.8648,0.2606,1.7732,0.2999,-107.7724,1.8198,-1.2437,50.0046,5.4318,12.0524,16.8,14.4,24,3236,47,NA,NA,NA,NA,NA,NA,FALSE,-62.2,-11.3,-19,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717956,"2023-05-31",2,"2023-05-31T02:04:09.658Z","2023-05-31T02:04:14.926Z",TRUE,"pitch","6adb9839-e6ad-4f85-b7b6-368f03d6a4ba",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,2,NA,NA,3.39,1.5976,NA,151.14,150.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53","atBat","Strikeout","strikeout","Joey Gallo strikes out swinging.",0,1,5,53,"top",7,"2023-05-31T02:03:31.712Z","2023-05-31T02:05:24.406Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,608336,"Joey Gallo","/api/v1/people/608336","L","Left",664208,"Phil Maton","/api/v1/people/664208","R","Right","vs_RHP","vs_LHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Houston Astros","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",77.4,70,11,2,0.4897,7.6604,23.8829,-32.3464,12.9383,-0.1385,-0.8957,3.265,-1.9462,-112.6194,2.7389,-1.6894,50.0018,5.3452,16.319,26.4,12,24,2770,68,NA,NA,NA,NA,NA,NA,FALSE,-45.4,1,-22.7,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717956,"2023-05-31",1,"2023-05-31T02:03:52.042Z","2023-05-31T02:03:55.704Z",TRUE,"pitch","5f70ddac-0aea-4a73-8347-d024d7ac2248",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.3904,1.5325,NA,157.05,102.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53","atBat","Strikeout","strikeout","Joey Gallo strikes out swinging.",0,1,5,53,"top",7,"2023-05-31T02:03:31.712Z","2023-05-31T02:05:24.406Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,608336,"Joey Gallo","/api/v1/people/608336","L","Left",664208,"Phil Maton","/api/v1/people/664208","R","Right","vs_RHP","vs_LHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Houston Astros","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",90.1,82.2,11,2,0.4173,6.7756,27.9277,-20.3091,-0.3384,6.8035,-1.0507,5.0532,0.7446,-131.2813,2.8793,-1.2941,50.0053,5.4543,-0.5905,1.2,4.8,24,2581,181,NA,NA,NA,NA,NA,NA,FALSE,-20.4,13.2,0.5,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717956,"2023-05-31",0,"2023-05-31T02:03:34.433Z","2023-05-31T02:03:39.409Z",TRUE,"pitch","de609d40-8df6-4267-89d7-1c11dac83b4b",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.1145,1.2935,NA,120.58,200.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53","atBat","Strikeout","strikeout","Joey Gallo strikes out swinging.",0,1,5,53,"top",7,"2023-05-31T02:03:31.712Z","2023-05-31T02:05:24.406Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,608336,"Joey Gallo","/api/v1/people/608336","L","Left",664208,"Phil Maton","/api/v1/people/664208","R","Right","vs_RHP","vs_LHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Houston Astros","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",75.8,68.5,8,0.9,0.5024,6.8492,24.5852,-38.9712,11.4141,-5.6852,-0.094,1.4244,-0.1917,-110.1869,0.5701,-1.4808,50.002,5.3734,13.6488,19.2,14.4,24,3305,50,NA,NA,NA,NA,NA,NA,FALSE,-58.3,-9.6,-20.4,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717956,"2023-05-31",7,"2023-05-31T02:03:04.174Z","2023-05-31T02:03:14.156Z",TRUE,"pitch","5d39b5a9-de6c-43dc-a3d8-e7de97d3389d",6,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",3,3,1,NA,NA,3.0643,1.4221,NA,107.47,202.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52","atBat","Strikeout","strikeout","Christian Vazquez called out on strikes.",0,1,5,52,"top",7,"2023-05-31T02:00:13.527Z","2023-05-31T02:03:14.156Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,543877,"Christian Vázquez","/api/v1/people/543877","R","Right",664208,"Phil Maton","/api/v1/people/664208","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Houston Astros",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",75.4,68.2,8,0.9,0.5049,7.6718,24.2447,-38.3608,11.3408,-5.2284,0.2501,1.326,0.0227,-109.6283,0.4709,-1.227,50.0012,5.2948,13.4297,19.2,14.4,24,3285,51,NA,NA,NA,NA,NA,NA,TRUE,-58.1,-8.9,-20.4,NA,NA,NA,NA,TRUE,TRUE,572191,"Michael A. Taylor","/api/v1/people/572191",NA,NA,NA,NA,NA,NA
717956,"2023-05-31",5,"2023-05-31T02:02:34.778Z","2023-05-31T02:02:39.391Z",TRUE,"pitch","3d6b2964-27ba-450e-b3f6-18959e0c4ec6",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,1,NA,NA,3.1833,1.578,NA,92.78,126.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52","atBat","Strikeout","strikeout","Christian Vazquez called out on strikes.",0,1,5,52,"top",7,"2023-05-31T02:00:13.527Z","2023-05-31T02:03:14.156Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,543877,"Christian Vázquez","/api/v1/people/543877","R","Right",664208,"Phil Maton","/api/v1/people/664208","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Houston Astros",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",89.4,82.1,12,2,0.4198,7.2668,26.232,-21.274,0.5043,6.3163,0.6354,4.1713,4.5826,-130.2701,0.8267,-1.2089,50.0053,5.4527,0.8702,4.8,4.8,24,2616,174,NA,NA,NA,NA,NA,NA,FALSE,-22.2,11.9,-1.9,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717956,"2023-05-31",4,"2023-05-31T02:02:15.314Z","2023-05-31T02:02:18.961Z",TRUE,"pitch","1abd9ea7-e322-49aa-bc04-279da905f75c",4,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",2,2,1,NA,NA,3.11,1.5606,NA,85.88,168.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52","atBat","Strikeout","strikeout","Christian Vazquez called out on strikes.",0,1,5,52,"top",7,"2023-05-31T02:00:13.527Z","2023-05-31T02:03:14.156Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,543877,"Christian Vázquez","/api/v1/people/543877","R","Right",664208,"Phil Maton","/api/v1/people/664208","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Houston Astros",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",88.4,80.1,6,0.96,0.4282,6.8376,29.22,-23.1253,-6.3515,5.4748,0.8165,2.6018,7.2312,-128.4397,-1.9066,-1.2242,50.0031,5.1712,-10.5002,20.4,6,24,2257,207,NA,NA,NA,NA,NA,NA,FALSE,-25.7,9.6,9.7,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717956,"2023-05-31",2,"2023-05-31T02:01:01.206Z","2023-05-31T02:01:04.323Z",TRUE,"pitch","fccea4b3-160e-4674-bff0-8e19e75ef81e",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,1,NA,NA,3.2191,1.5839,NA,116.9,135.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52","atBat","Strikeout","strikeout","Christian Vazquez called out on strikes.",0,1,5,52,"top",7,"2023-05-31T02:00:13.527Z","2023-05-31T02:03:14.156Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,543877,"Christian Vázquez","/api/v1/people/543877","R","Right",664208,"Phil Maton","/api/v1/people/664208","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Houston Astros",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",80.4,72.8,12,2,0.4706,6.8894,25.0077,-29.6164,11.0326,1.8736,0.0026,3.8359,-0.1064,-117.0207,2.7119,-1.3812,50.0051,5.4626,15.0847,27.6,9.6,24,2687,69,NA,NA,NA,NA,NA,NA,FALSE,-38.3,4.4,-19.9,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717956,"2023-05-31",1,"2023-05-31T02:00:42.314Z","2023-05-31T02:00:49.164Z",TRUE,"pitch","a7195d85-f54e-4f99-8539-f3acd5c4e1d1",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,1,NA,NA,3.11,1.5378,NA,147.17,158.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52","atBat","Strikeout","strikeout","Christian Vazquez called out on strikes.",0,1,5,52,"top",7,"2023-05-31T02:00:13.527Z","2023-05-31T02:03:14.156Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,543877,"Christian Vázquez","/api/v1/people/543877","R","Right",664208,"Phil Maton","/api/v1/people/664208","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Houston Astros",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",88.2,79.9,1,0.96,0.4286,7.2235,29.4441,-26.3144,-9.5234,3.5555,-0.7916,2.9822,4.2056,-128.3586,-0.4613,-1.2244,50.0051,5.234,-15.7089,28.8,7.2,24,2186,211,NA,NA,NA,NA,NA,NA,FALSE,-28.9,6.6,16.1,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717956,"2023-05-31",0,"2023-05-31T02:00:23.920Z","2023-05-31T02:00:28.297Z",TRUE,"pitch","18aebc4f-ae47-47a1-bfc3-3fc48d782791",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,2.8081,1.3771,NA,117.23,183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52","atBat","Strikeout","strikeout","Christian Vazquez called out on strikes.",0,1,5,52,"top",7,"2023-05-31T02:00:13.527Z","2023-05-31T02:03:14.156Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,543877,"Christian Vázquez","/api/v1/people/543877","R","Right",664208,"Phil Maton","/api/v1/people/664208","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Houston Astros",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",78.7,71.2,5,0.72,0.4824,6.6651,25.368,-32.944,13.1224,-0.5967,-0.006,2.066,-0.7752,-114.4958,-0.1901,-1.3584,50.0011,5.4335,17.0455,27.6,12,24,2870,69,NA,NA,NA,NA,NA,NA,FALSE,-45.7,-0.7,-23.4,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717956,"2023-05-31",3,"2023-05-31T02:01:26.337Z","2023-05-31T02:02:15.314Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",1,5,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"52","atBat","Strikeout","strikeout","Christian Vazquez called out on strikes.",0,1,5,52,"top",7,"2023-05-31T02:00:13.527Z","2023-05-31T02:03:14.156Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,543877,"Christian Vázquez","/api/v1/people/543877","R","Right",664208,"Phil Maton","/api/v1/people/664208","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Houston Astros",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
