"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","base","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
745519,"2024-04-22",6,"2024-04-23T01:14:17.685Z","2024-04-23T01:14:27.920Z",TRUE,"pitch","00b5de18-9967-4d63-9b18-9b63e5425cbd",5,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,3,2,NA,NA,3.24,1.5,NA,102.62,204.31,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"73","atBat","Strikeout","strikeout","Oliver Dunn strikes out swinging.",0,2,4,73,"top",9,"2024-04-23T01:12:44.999Z","2024-04-23T01:14:27.920Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,686554,"Oliver Dunn","/api/v1/people/686554","L","Left",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_LHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Pittsburgh Pirates",NA,NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",91.8,84.5,14,0.9,0.4102,6.8459,27.9392,-26.565,-4.2082,3.1051,0.3771,1.2768,7.3253,-133.3919,-6.434,-1.8544,50.0044,5.6281,-7.606,12,6,24,1713,218,NA,NA,NA,NA,NA,NA,TRUE,-28.1,4.4,6.1,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745519,"2024-04-22",5,"2024-04-23T01:13:52.321Z","2024-04-23T01:13:55.541Z",TRUE,"pitch","b6eaa3ee-5728-4e9c-9c15-7078d8d53ccf",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3.24,1.5,NA,120.65,168.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Strikeout","strikeout","Oliver Dunn strikes out swinging.",0,2,4,73,"top",9,"2024-04-23T01:12:44.999Z","2024-04-23T01:14:27.920Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,686554,"Oliver Dunn","/api/v1/people/686554","L","Left",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_LHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Pittsburgh Pirates",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.7,88.3,5,0.9,0.3896,6.6661,32.0168,-11.2049,-4.921,10.4793,-0.0959,2.6091,6.6106,-140.6,-6.5563,-1.8387,50.0067,5.6993,-9.8508,33.6,3.6,24,2479,211,NA,NA,NA,NA,NA,NA,FALSE,-11.5,17.8,7.6,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745519,"2024-04-22",4,"2024-04-23T01:13:32.449Z","2024-04-23T01:13:35.449Z",TRUE,"pitch","6bda15b3-3376-4a5d-a4e8-8f68b63b4360",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,2,NA,NA,3.2122,1.5138,NA,129.21,111.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Strikeout","strikeout","Oliver Dunn strikes out swinging.",0,2,4,73,"top",9,"2024-04-23T01:12:44.999Z","2024-04-23T01:14:27.920Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,686554,"Oliver Dunn","/api/v1/people/686554","L","Left",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_LHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Pittsburgh Pirates",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97,88,11,0.91,0.3889,6.3665,33.8062,-11.4222,-4.7809,10.345,-0.3202,4.7263,5.3209,-141.1429,-1.541,-1.6138,50.0059,6.0196,-9.5938,34.8,2.4,24,2502,210,NA,NA,NA,NA,NA,NA,FALSE,-10.7,18.6,7.4,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745519,"2024-04-22",3,"2024-04-23T01:13:07.061Z","2024-04-23T01:13:10.864Z",TRUE,"pitch","c18d55ba-9b6c-447d-a1dd-473bc87ea56c",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,2,NA,NA,3.24,1.5,NA,112.54,177.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Strikeout","strikeout","Oliver Dunn strikes out swinging.",0,2,4,73,"top",9,"2024-04-23T01:12:44.999Z","2024-04-23T01:14:27.920Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,686554,"Oliver Dunn","/api/v1/people/686554","L","Left",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_LHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Pittsburgh Pirates",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97,87.4,5,0.91,0.3914,6.6225,36.3378,-10.7788,-6.2064,10.8262,0.117,2.2574,7.2268,-140.732,-7.8252,-1.6959,50.0014,5.7982,-12.2645,39.6,3.6,24,2587,210,NA,NA,NA,NA,NA,NA,FALSE,-11.8,17.9,9.5,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745519,"2024-04-22",2,"2024-04-23T01:12:47.272Z","2024-04-23T01:12:51.189Z",TRUE,"pitch","4d82f3ed-59ec-4e23-a64d-ed09f2b0fb01",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.1633,1.2586,NA,91.92,196.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Strikeout","strikeout","Oliver Dunn strikes out swinging.",0,2,4,73,"top",9,"2024-04-23T01:12:44.999Z","2024-04-23T01:14:27.920Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,686554,"Oliver Dunn","/api/v1/people/686554","L","Left",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_LHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Pittsburgh Pirates",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",76.1,69.5,9,0.91,0.4988,6.2097,23.1527,-41.3443,5.3708,-7.5422,0.658,1.5557,3.9972,-110.6068,0.119,-1.8826,50.0032,5.9045,6.5296,9.6,14.4,24,2502,43,NA,NA,NA,NA,NA,NA,FALSE,-61.2,-13.2,-10.9,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745519,"2024-04-22",0,"2024-04-23T01:12:10.000Z","2024-04-23T01:12:29.748Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-hitter Oliver Dunn replaces Joey Wiemer.","Offensive Substitution",2,4,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,686554,"/api/v1/people/686554",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"11","Pinch Hitter","Hitter","PH","102","73","atBat","Strikeout","strikeout","Oliver Dunn strikes out swinging.",0,2,4,73,"top",9,"2024-04-23T01:12:44.999Z","2024-04-23T01:14:27.920Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,686554,"Oliver Dunn","/api/v1/people/686554","L","Left",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_LHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Pittsburgh Pirates",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,686894,"/api/v1/people/686894",NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745519,"2024-04-22",1,"2024-04-23T01:12:29.748Z","2024-04-23T01:12:47.272Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",2,4,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"73","atBat","Strikeout","strikeout","Oliver Dunn strikes out swinging.",0,2,4,73,"top",9,"2024-04-23T01:12:44.999Z","2024-04-23T01:14:27.920Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,686554,"Oliver Dunn","/api/v1/people/686554","L","Left",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_LHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Pittsburgh Pirates",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745519,"2024-04-22",6,"2024-04-23T01:11:44.263Z","2024-04-23T01:11:56.309Z",TRUE,"pitch","3da3003b-5666-4466-a9fd-c513dbfbc2c7",6,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",3,2,1,NA,NA,3.33,1.49,NA,82.96,144.79,"fly_ball","medium","9",195.08,104.53,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Flyout","field_out","Joey Ortiz flies out to right fielder Bryan Reynolds.",0,2,4,72,"top",9,"2024-04-23T01:09:35.247Z","2024-04-23T01:11:56.309Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,687401,"Joey Ortiz","/api/v1/people/687401","R","Right",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Pittsburgh Pirates",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.6,87.5,12,0.91,0.3915,6.677,34.2538,-9.7284,-3.3909,11.3478,0.8931,3.481,7.6199,-140.3459,-5.0799,-1.4269,50.0061,5.9592,-6.71,24,2.4,24,2534,204,89.1,38,291,NA,NA,NA,TRUE,-10.1,19.6,4.4,NA,NA,NA,NA,NA,TRUE,TRUE,694192,"Jackson Chourio","/api/v1/people/694192",NA,NA,NA,NA,NA,NA
745519,"2024-04-22",4,"2024-04-23T01:11:10.216Z","2024-04-23T01:11:14.097Z",TRUE,"pitch","415e9f35-a553-4b36-800e-c36a1f5f3d1d",5,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",3,2,1,NA,NA,3.2396,1.3825,NA,107.06,151.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Flyout","field_out","Joey Ortiz flies out to right fielder Bryan Reynolds.",0,2,4,72,"top",9,"2024-04-23T01:09:35.247Z","2024-04-23T01:11:56.309Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,687401,"Joey Ortiz","/api/v1/people/687401","R","Right",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Pittsburgh Pirates",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.3,86.2,2,0.91,0.3971,6.5026,34.0021,-9.1367,-3.9904,11.9847,0.2608,3.2247,6.3778,-138.5114,-5.7088,-1.5645,50.0054,5.9382,-7.6727,30,2.4,24,2547,208,NA,NA,NA,NA,NA,NA,FALSE,-10,20.5,5.8,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745519,"2024-04-22",3,"2024-04-23T01:10:42.219Z","2024-04-23T01:10:46.721Z",TRUE,"pitch","750672c8-593b-4228-b7ae-3a3150569ef4",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,1,1,NA,NA,3.3092,1.452,NA,158.95,117.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Flyout","field_out","Joey Ortiz flies out to right fielder Bryan Reynolds.",0,2,4,72,"top",9,"2024-04-23T01:09:35.247Z","2024-04-23T01:11:56.309Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,687401,"Joey Ortiz","/api/v1/people/687401","R","Right",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Pittsburgh Pirates",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.2,86.8,11,0.9,0.3952,6.3872,31.4958,-11.3134,-3.9325,10.7275,-1.1005,4.4859,3.2461,-138.6815,-2.208,-1.7762,50.0019,6.0486,-7.6469,30,2.4,24,2330,208,NA,NA,NA,NA,NA,NA,FALSE,-11,19.2,6.5,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
