"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isSubstitution","base","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
718334,"2023-05-03",2,"2023-05-03T02:53:35.610Z","2023-05-03T02:53:41.090Z",TRUE,"pitch","d625983a-1732-40be-b711-8b732e9b4b4d",3,"Swinging Strike (Blocked)",NA,NA,NA,NA,FALSE,"W","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"W","Swinging Strike (Blocked)",0,3,2,NA,NA,3.29,1.51,NA,127.69,232.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Strikeout","strikeout","Brice Turang strikes out swinging.",0,2,3,67,"top",9,"2023-05-03T02:52:51.582Z","2023-05-03T02:53:41.090Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,668930,"Brice Turang","/api/v1/people/668930","L","Left",572955,"Pierce Johnson","/api/v1/people/572955","R","Right","vs_RHP","vs_LHB","Empty",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Colorado Rockies","true",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",86.4,80.9,13,2,0.4332,6.0501,22.8728,-35.5956,3.7713,-2.1062,-0.2806,0.2458,1.8799,-125.9049,-6.8232,-1.5244,50.0055,5.8326,6.1227,9.6,9.6,24,2937,42,NA,NA,NA,NA,NA,NA,TRUE,-41.3,-5,-7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718334,"2023-05-03",1,"2023-05-03T02:53:12.235Z","2023-05-03T02:53:16.092Z",TRUE,"pitch","fffadd2a-423e-4d8f-b0ad-7c920acc9f8a",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,2,2,NA,NA,3.2829,1.502,NA,147.12,185.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Strikeout","strikeout","Brice Turang strikes out swinging.",0,2,3,67,"top",9,"2023-05-03T02:52:51.582Z","2023-05-03T02:53:41.090Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,668930,"Brice Turang","/api/v1/people/668930","L","Left",572955,"Pierce Johnson","/api/v1/people/572955","R","Right","vs_RHP","vs_LHB","Empty",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Colorado Rockies","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",86.1,80.4,7,2,0.4341,5.851,22.3301,-36.7282,3.3922,-2.8165,-0.7902,1.9866,0.9743,-125.5647,-2.6632,-1.6228,50.0022,6.0116,5.4865,8.4,9.6,24,2911,40,NA,NA,NA,NA,NA,NA,FALSE,-41.8,-5.4,-6.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718334,"2023-05-03",0,"2023-05-03T02:52:53.911Z","2023-05-03T02:52:57.030Z",TRUE,"pitch","96de02e8-fed5-441b-bd1a-c69b1531fcb0",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,2,NA,NA,3.29,1.51,NA,99.24,202.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Strikeout","strikeout","Brice Turang strikes out swinging.",0,2,3,67,"top",9,"2023-05-03T02:52:51.582Z","2023-05-03T02:53:41.090Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,668930,"Brice Turang","/api/v1/people/668930","L","Left",572955,"Pierce Johnson","/api/v1/people/572955","R","Right","vs_RHP","vs_LHB","Empty",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Colorado Rockies","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",86.8,81.4,14,2,0.4302,5.8847,21.7844,-35.2842,2.525,-1.8856,0.466,1.3384,4.112,-126.5104,-4.4521,-1.4982,50.0041,5.8985,4.1608,7.2,8.4,24,2885,40,NA,NA,NA,NA,NA,NA,FALSE,-39.8,-4.1,-5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718334,"2023-05-03",3,"2023-05-03T02:52:15.515Z","2023-05-03T02:52:23.575Z",TRUE,"pitch","5f5ac855-129e-4020-8ee0-b736ed847fee",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,0,1,NA,NA,3.36,1.56,NA,92.39,192.48,"ground_ball","medium","6",111.29,139.05,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Groundout","field_out","Brian Anderson grounds out, shortstop Ezequiel Tovar to first baseman Mike Moustakas. Mike Brosseau to 3rd.",0,2,3,66,"top",9,"2023-05-03T02:51:36.906Z","2023-05-03T02:52:23.575Z",TRUE,FALSE,FALSE,TRUE,0,1,0,2,605119,"Brian Anderson","/api/v1/people/605119","R","Right",572955,"Pierce Johnson","/api/v1/people/572955","R","Right","vs_RHP","vs_RHB","RISP",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Colorado Rockies",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",85.3,80.7,9,2,0.4357,5.9819,18.5786,-34.808,1.754,-1.6311,0.6457,1.7149,4.6764,-124.4223,-3.5605,-1.4661,50.0059,5.9691,2.8252,6,8.4,24,2890,42,73.4,10,107,NA,NA,NA,TRUE,-40.1,-3.4,-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,670712,"Mike Brosseau","/api/v1/people/670712"
718334,"2023-05-03",2,"2023-05-03T02:51:39.094Z","2023-05-03T02:51:44.656Z",TRUE,"pitch","03bfc1e3-7a41-48c7-9a9f-d09cafce812d",1,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",1,0,1,NA,NA,3.2588,1.552,NA,58.21,218.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Groundout","field_out","Brian Anderson grounds out, shortstop Ezequiel Tovar to first baseman Mike Moustakas. Mike Brosseau to 3rd.",0,2,3,66,"top",9,"2023-05-03T02:51:36.906Z","2023-05-03T02:52:23.575Z",TRUE,FALSE,FALSE,TRUE,0,1,0,2,605119,"Brian Anderson","/api/v1/people/605119","R","Right",572955,"Pierce Johnson","/api/v1/people/572955","R","Right","vs_RHP","vs_RHB","RISP",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Colorado Rockies",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",85.7,80.1,14,2,0.4376,6.0822,22.8148,-35.6165,3.2041,-2.1688,1.5424,0.7525,6.1401,-124.6961,-5.7157,-1.3587,50.0006,5.9802,5.0926,9.6,9.6,24,3071,28,NA,NA,NA,NA,NA,NA,FALSE,-41.9,-4.9,-7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718334,"2023-05-03",0,"2023-05-03T02:49:43.386Z","2023-05-03T02:49:52.602Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-runner Mike Brosseau replaces William Contreras.","Offensive Substitution",2,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,670712,"/api/v1/people/670712",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"12","Pinch Runner","Runner","PR","501","66","atBat","Groundout","field_out","Brian Anderson grounds out, shortstop Ezequiel Tovar to first baseman Mike Moustakas. Mike Brosseau to 3rd.",0,2,3,66,"top",9,"2023-05-03T02:51:36.906Z","2023-05-03T02:52:23.575Z",TRUE,FALSE,FALSE,TRUE,0,1,0,2,605119,"Brian Anderson","/api/v1/people/605119","R","Right",572955,"Pierce Johnson","/api/v1/people/572955","R","Right","vs_RHP","vs_RHB","RISP",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Colorado Rockies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,2,661388,"/api/v1/people/661388",TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718334,"2023-05-03",1,"2023-05-03T02:49:52.602Z","2023-05-03T02:51:39.094Z",FALSE,"action",NA,NA,"Injury Delay.","Game Advisory",2,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,605119,"/api/v1/people/605119",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"game_advisory",NA,NA,NA,NA,NA,NA,"66","atBat","Groundout","field_out","Brian Anderson grounds out, shortstop Ezequiel Tovar to first baseman Mike Moustakas. Mike Brosseau to 3rd.",0,2,3,66,"top",9,"2023-05-03T02:51:36.906Z","2023-05-03T02:52:23.575Z",TRUE,FALSE,FALSE,TRUE,0,1,0,2,605119,"Brian Anderson","/api/v1/people/605119","R","Right",572955,"Pierce Johnson","/api/v1/people/572955","R","Right","vs_RHP","vs_RHB","RISP",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Colorado Rockies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718334,"2023-05-03",0,"2023-05-03T02:48:58.987Z","2023-05-03T02:49:10.281Z",TRUE,"pitch","bb53bdb3-82fa-4012-999e-f9b539ac5894",1,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",0,0,1,NA,NA,3.43,1.62,NA,152.91,176.61,"fly_ball","medium",NA,81.04,40.07,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Double","double","William Contreras hits a ground-rule double (6) on a fly ball to left-center field.",0,2,3,65,"top",9,"2023-05-03T02:48:52.729Z","2023-05-03T02:49:10.281Z",TRUE,FALSE,FALSE,FALSE,34,0,0,1,661388,"William Contreras","/api/v1/people/661388","R","Right",572955,"Pierce Johnson","/api/v1/people/572955","R","Right","vs_RHP","vs_RHB","RISP",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Colorado Rockies","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.1,89.7,13,0.9,0.388,6.021,25.3374,-15.1301,-6.6439,8.4034,-0.9421,2.3025,4.3326,-140.0403,-6.8623,-1.6294,50.0059,5.7361,-13.4784,38.4,3.6,24,2188,227,95.6,30,408,NA,NA,NA,FALSE,-14.8,14.3,11.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,661388,"William Contreras","/api/v1/people/661388",NA,NA,NA
718334,"2023-05-03",9,"2023-05-03T02:48:24.822Z","2023-05-03T02:48:30.052Z",TRUE,"pitch","cafda9d0-20e4-4150-970e-e97b2c3c6678",6,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",3,2,0,NA,NA,3.54,1.66,NA,135.34,167.62,"line_drive","medium","6",117.38,117.54,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Lineout","field_out","Rowdy Tellez lines out to shortstop Ezequiel Tovar.",0,2,3,64,"top",9,"2023-05-03T02:46:34.626Z","2023-05-03T02:48:30.052Z",TRUE,FALSE,FALSE,TRUE,0,3,2,1,642133,"Rowdy Tellez","/api/v1/people/642133","L","Left",572955,"Pierce Johnson","/api/v1/people/572955","R","Right","vs_RHP","vs_LHB","Empty",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Colorado Rockies",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",85.8,80.5,4,2,0.4344,5.8486,20.6638,-35.6705,4.874,-2.1607,-0.4812,2.6355,1.2423,-125.1652,-1.339,-1.6153,50.0038,6.0477,7.8834,13.2,9.6,24,2885,52,91.3,10,209,NA,NA,NA,TRUE,-40.4,-4,-9.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718334,"2023-05-03",8,"2023-05-03T02:48:05.848Z","2023-05-03T02:48:11.186Z",TRUE,"pitch","52200539-05ac-455b-a1a9-d57f23341127",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,0,NA,NA,3.3919,1.6521,NA,168.64,160.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Lineout","field_out","Rowdy Tellez lines out to shortstop Ezequiel Tovar.",0,2,3,64,"top",9,"2023-05-03T02:46:34.626Z","2023-05-03T02:48:30.052Z",TRUE,FALSE,FALSE,TRUE,0,3,2,1,642133,"Rowdy Tellez","/api/v1/people/642133","L","Left",572955,"Pierce Johnson","/api/v1/people/572955","R","Right","vs_RHP","vs_LHB","Empty",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Colorado Rockies",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",85.7,80.4,11,2,0.4346,5.7639,20.3843,-36.1101,3.7685,-2.4371,-1.3547,2.8971,-0.0106,-125.0493,-0.6008,-1.8417,50.0025,6.0515,6.0897,9.6,9.6,24,2849,51,NA,NA,NA,NA,NA,NA,FALSE,-40.8,-4.3,-6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
