"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","isSubstitution","details.disengagementNum","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link"
717394,"2023-07-16",1,"2023-07-16T02:47:33.257Z","2023-07-16T02:47:41.306Z",TRUE,"pitch","6eb979f3-f4e6-4591-ab2f-a7e8c734bb24",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,2,NA,NA,3.7,1.82,NA,104.42,170.66,"ground_ball","medium","4",149.63,159.35,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Groundout","field_out","Michael Toglia grounds out, second baseman Gleyber Torres to first baseman Anthony Rizzo.",0,6,3,72,"bottom",9,"2023-07-16T02:47:30.982Z","2023-07-16T02:47:41.306Z",TRUE,FALSE,FALSE,TRUE,0,0,0,3,669911,"Michael Toglia","/api/v1/people/669911","L","Left",605280,"Clay Holmes","/api/v1/people/605280","R","Right","vs_RHP","vs_LHB","Empty",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Colorado Rockies","New York Yankees",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",97.1,89.5,6,0.91,0.3869,6.0705,30.5906,-28.7467,-9.4099,1.6852,0.33,2.5231,6.5676,-141.282,-5.3243,-0.796,50.0014,6.2672,-19.1222,31.2,7.2,24,2079,226,100.3,-19,8,NA,NA,NA,TRUE,-26.8,2.2,15.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717394,"2023-07-16",0,"2023-07-16T02:47:11.395Z","2023-07-16T02:47:33.257Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-hitter Michael Toglia replaces Alan Trejo.","Offensive Substitution",6,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,669911,"/api/v1/people/669911",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"11","Pinch Hitter","Hitter","PH","802","72","atBat","Groundout","field_out","Michael Toglia grounds out, second baseman Gleyber Torres to first baseman Anthony Rizzo.",0,6,3,72,"bottom",9,"2023-07-16T02:47:30.982Z","2023-07-16T02:47:41.306Z",TRUE,FALSE,FALSE,TRUE,0,0,0,3,669911,"Michael Toglia","/api/v1/people/669911","L","Left",605280,"Clay Holmes","/api/v1/people/605280","R","Right","vs_RHP","vs_LHB","Empty",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Colorado Rockies","New York Yankees",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,676701,"/api/v1/people/676701",TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717394,"2023-07-16",2,"2023-07-16T02:46:43.749Z","2023-07-16T02:46:54.550Z",TRUE,"pitch","dd2a3243-0314-4ade-ac24-e6718f972d85",3,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",1,1,2,NA,NA,3.08,1.45,NA,108.35,176.28,"line_drive","medium","7",71.8,110.63,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Single","single","Ezequiel Tovar singles on a line drive to left fielder Billy McKinney.",0,6,3,71,"bottom",9,"2023-07-16T02:45:53.444Z","2023-07-16T02:46:54.550Z",TRUE,FALSE,FALSE,FALSE,33,1,1,2,678662,"Ezequiel Tovar","/api/v1/people/678662","R","Right",605280,"Clay Holmes","/api/v1/people/605280","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Colorado Rockies","New York Yankees","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.2,80.8,5,0.91,0.4329,5.7823,20.9977,-35.1561,0.1427,-1.8323,0.2269,2.3149,2.3314,-125.6426,-3.2127,-0.7244,50.0026,6.4136,0.2319,1.2,8.4,24,2429,23,106.5,6,129,NA,NA,NA,FALSE,-40,-3.7,-0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,678662,"Ezequiel Tovar","/api/v1/people/678662",NA,NA,NA
717394,"2023-07-16",1,"2023-07-16T02:46:29.085Z","2023-07-16T02:46:32.878Z",TRUE,"pitch","eab6412f-8285-451a-9af0-331f07ae3f9f",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,2,NA,NA,3.1337,1.4608,NA,102.52,149.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Single","single","Ezequiel Tovar singles on a line drive to left fielder Billy McKinney.",0,6,3,71,"bottom",9,"2023-07-16T02:45:53.444Z","2023-07-16T02:46:54.550Z",TRUE,FALSE,FALSE,FALSE,33,1,1,2,678662,"Ezequiel Tovar","/api/v1/people/678662","R","Right",605280,"Clay Holmes","/api/v1/people/605280","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Colorado Rockies","New York Yankees","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.7,88.4,12,0.91,0.3919,6.0702,28.6918,-28.5999,-9.1041,1.8058,0.3798,3.2973,6.2971,-139.2902,-3.207,-0.7172,50.0049,6.3364,-18.0501,30,7.2,24,2160,226,NA,NA,NA,NA,NA,NA,FALSE,-26.8,2.9,15.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717394,"2023-07-16",0,"2023-07-16T02:46:13.435Z","2023-07-16T02:46:17.300Z",TRUE,"pitch","c2557c6d-e531-4bdf-a612-66779413e2d4",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.0715,1.4228,NA,149.33,157.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Single","single","Ezequiel Tovar singles on a line drive to left fielder Billy McKinney.",0,6,3,71,"bottom",9,"2023-07-16T02:45:53.444Z","2023-07-16T02:46:54.550Z",TRUE,FALSE,FALSE,FALSE,33,1,1,2,678662,"Ezequiel Tovar","/api/v1/people/678662","R","Right",605280,"Clay Holmes","/api/v1/people/605280","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Colorado Rockies","New York Yankees","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.7,88.1,11,0.9,0.3925,6.0166,30.2302,-29.2143,-8.5631,1.4994,-0.8483,3.0223,3.0872,-139.3448,-4.12,-0.8556,50.0034,6.4421,-16.9017,28.8,7.2,24,2031,225,NA,NA,NA,NA,NA,NA,FALSE,-27.7,2,14.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717394,"2023-07-16",5,"2023-07-16T02:45:39.291Z","2023-07-16T02:45:46.478Z",TRUE,"pitch","b5a73e5c-5f4a-4398-b614-1c0aa3b6cb7a",5,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",3,1,1,NA,NA,3.81,1.83,NA,151.75,152.08,"ground_ball","soft","1",125.12,180.86,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Groundout","field_out","Nolan Jones grounds out softly, pitcher Clay Holmes to first baseman Anthony Rizzo.",0,6,3,70,"bottom",9,"2023-07-16T02:43:42.408Z","2023-07-16T02:45:46.478Z",TRUE,FALSE,FALSE,TRUE,0,3,1,2,666134,"Nolan Jones","/api/v1/people/666134","L","Left",605280,"Clay Holmes","/api/v1/people/605280","R","Right","vs_RHP","vs_LHB","Empty",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Colorado Rockies","New York Yankees",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.5,86.8,11,0.91,0.3979,5.8557,30.3503,-33.1754,-8.4667,-0.5164,-0.9117,3.2112,2.9235,-137.6119,-2.5546,-0.8873,50.0069,6.3975,-16.253,25.2,8.4,24,1958,232,49.5,-63,4,NA,NA,NA,TRUE,-31.8,-1.3,14.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717394,"2023-07-16",4,"2023-07-16T02:45:17.008Z","2023-07-16T02:45:20.435Z",TRUE,"pitch","37a5e666-ef70-4f8a-ad4c-3e0a3d4e08b7",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,1,1,NA,NA,3.8252,1.8718,NA,42.42,214.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Groundout","field_out","Nolan Jones grounds out softly, pitcher Clay Holmes to first baseman Anthony Rizzo.",0,6,3,70,"bottom",9,"2023-07-16T02:43:42.408Z","2023-07-16T02:45:46.478Z",TRUE,FALSE,FALSE,TRUE,0,3,1,2,666134,"Nolan Jones","/api/v1/people/666134","L","Left",605280,"Clay Holmes","/api/v1/people/605280","R","Right","vs_RHP","vs_LHB","Empty",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Colorado Rockies","New York Yankees",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.8,81,14,0.89,0.4322,5.9162,23.1857,-30.8865,-0.2503,0.7934,1.9566,0.9,6.3796,-126.2316,-7.2633,-0.56,50.0058,6.2675,-0.4086,1.2,8.4,24,2509,20,NA,NA,NA,NA,NA,NA,FALSE,-35.9,0.1,-0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717394,"2023-07-16",3,"2023-07-16T02:45:00.978Z","2023-07-16T02:45:05.743Z",TRUE,"pitch","765af6d2-82bd-445a-8ba1-c0fa1856b31b",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,1,NA,NA,3.8252,1.8482,NA,78.43,178.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Groundout","field_out","Nolan Jones grounds out softly, pitcher Clay Holmes to first baseman Anthony Rizzo.",0,6,3,70,"bottom",9,"2023-07-16T02:43:42.408Z","2023-07-16T02:45:46.478Z",TRUE,FALSE,FALSE,TRUE,0,3,1,2,666134,"Nolan Jones","/api/v1/people/666134","L","Left",605280,"Clay Holmes","/api/v1/people/605280","R","Right","vs_RHP","vs_LHB","Empty",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Colorado Rockies","New York Yankees",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.2,88.4,14,0.91,0.3916,6.1349,30.776,-29.2084,-9.2033,1.496,1.0118,2.2202,8.1824,-139.7546,-6.0242,-0.7547,50.004,6.3162,-18.2511,28.8,7.2,24,2148,237,NA,NA,NA,NA,NA,NA,FALSE,-28,1.7,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717394,"2023-07-16",1,"2023-07-16T02:44:35.585Z","2023-07-16T02:44:38.585Z",TRUE,"pitch","29b01978-fdcd-4797-8570-9c10ca1c9e6d",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,1,1,NA,NA,3.81,1.83,NA,138.26,171.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Groundout","field_out","Nolan Jones grounds out softly, pitcher Clay Holmes to first baseman Anthony Rizzo.",0,6,3,70,"bottom",9,"2023-07-16T02:43:42.408Z","2023-07-16T02:45:46.478Z",TRUE,FALSE,FALSE,TRUE,0,3,1,2,666134,"Nolan Jones","/api/v1/people/666134","L","Left",605280,"Clay Holmes","/api/v1/people/605280","R","Right","vs_RHP","vs_LHB","Empty",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Colorado Rockies","New York Yankees",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95,87.4,4,0.89,0.3957,5.9611,30.118,-26.9394,-8.1436,2.6995,-0.5576,2.4885,4.1723,-138.282,-5.339,-1.0258,50.0065,6.246,-15.8137,27.6,7.2,24,2171,224,NA,NA,NA,NA,NA,NA,FALSE,-26.3,4,13.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717394,"2023-07-16",0,"2023-07-16T02:44:20.961Z","2023-07-16T02:44:24.592Z",TRUE,"pitch","cf53371a-b34d-40c9-84f7-84e7cf1d910a",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.8643,1.8392,NA,143.81,133.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Groundout","field_out","Nolan Jones grounds out softly, pitcher Clay Holmes to first baseman Anthony Rizzo.",0,6,3,70,"bottom",9,"2023-07-16T02:43:42.408Z","2023-07-16T02:45:46.478Z",TRUE,FALSE,FALSE,TRUE,0,3,1,2,666134,"Nolan Jones","/api/v1/people/666134","L","Left",605280,"Clay Holmes","/api/v1/people/605280","R","Right","vs_RHP","vs_LHB","Empty",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Colorado Rockies","New York Yankees",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.7,88.1,1,0.89,0.3921,5.8314,30.1578,-30.2932,-7.4008,0.9466,-0.7033,3.9054,3.5058,-139.4734,-1.5091,-1.0123,50,6.4436,-14.6379,24,7.2,24,2026,228,NA,NA,NA,NA,NA,NA,FALSE,-28.1,1.6,12.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
