"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","isSubstitution","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","base","replacedPlayer.id","replacedPlayer.link","reviewDetails.isOverturned.x","reviewDetails.inProgress.x","reviewDetails.reviewType.x","reviewDetails.challengeTeamId.x","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned.y","reviewDetails.inProgress.y","reviewDetails.reviewType.y","reviewDetails.challengeTeamId.y"
746886,"2024-05-06",0,"2024-05-07T02:41:40.918Z","2024-05-07T02:41:49.328Z",TRUE,"pitch","b03e5ccb-8890-41ab-9697-6a0527d02853",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,2,NA,NA,3.74,1.73,NA,139.73,168.35,"fly_ball","hard","8",156.79,47.98,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Flyout","field_out","Christopher Morel flies out sharply to center fielder Jackson Merrill.",0,6,3,77,"bottom",9,"2024-05-07T02:41:23.036Z","2024-05-07T02:41:49.328Z",TRUE,FALSE,FALSE,TRUE,0,0,0,3,666624,"Christopher Morel","/api/v1/people/666624","R","Right",663158,"Robert Suarez","/api/v1/people/663158","R","Right","vs_RHP","vs_RHB","Empty",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","San Diego Padres","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",99.3,90.6,4,0.91,0.3795,6.6621,34.6388,-10.4983,-3.2496,10.2812,-0.5963,2.6084,2.5387,-144.4991,-7.7294,-1.0654,50.0027,5.9682,-6.8508,26.4,2.4,24,2485,206,105.2,26,382,NA,NA,NA,TRUE,-10.6,17.2,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746886,"2024-05-06",4,"2024-05-07T02:41:12.618Z","2024-05-07T02:41:16.979Z",TRUE,"pitch","42531c7b-d361-42c5-b3f3-e923b6610c10",5,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,3,1,NA,NA,3.5549,1.7567,NA,98.86,174.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Strikeout","strikeout","Ian Happ called out on strikes.",0,6,3,76,"bottom",9,"2024-05-07T02:39:37.739Z","2024-05-07T02:41:16.979Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,664023,"Ian Happ","/api/v1/people/664023","L","Left",663158,"Robert Suarez","/api/v1/people/663158","R","Right","vs_RHP","vs_LHB","Empty",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","San Diego Padres","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",99.8,91.5,6,0.92,0.3771,6.5556,32.9351,-11.1647,-3.382,9.8236,0.476,2.3718,5.8596,-145.0786,-8.4567,-1.1275,50.0016,5.9993,-7.2325,24,2.4,24,2409,205,NA,NA,NA,NA,NA,NA,TRUE,-11.2,16.3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746886,"2024-05-06",3,"2024-05-07T02:40:45.524Z","2024-05-07T02:40:49.473Z",TRUE,"pitch","274bb662-997c-4826-bdad-0b5257a03506",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,1,NA,NA,3.52,1.64,NA,100.56,156.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Strikeout","strikeout","Ian Happ called out on strikes.",0,6,3,76,"bottom",9,"2024-05-07T02:39:37.739Z","2024-05-07T02:41:16.979Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,664023,"Ian Happ","/api/v1/people/664023","L","Left",663158,"Robert Suarez","/api/v1/people/663158","R","Right","vs_RHP","vs_LHB","Empty",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","San Diego Padres","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",100.2,92,3,0.92,0.3751,6.7053,32.4194,-10.155,-3.1414,10.1803,0.4312,3.0517,5.2452,-145.723,-6.9694,-0.9792,50.0035,6.0793,-6.7954,25.2,2.4,24,2377,199,NA,NA,NA,NA,NA,NA,FALSE,-9.8,17.3,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746886,"2024-05-06",2,"2024-05-07T02:40:26.732Z","2024-05-07T02:40:30.535Z",TRUE,"pitch","ef3edf18-296f-4ff0-a488-17fcade0f5b9",3,"Foul Tip",NA,NA,NA,NA,FALSE,"T","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"T","Foul Tip",1,2,1,NA,NA,3.52,1.64,NA,103.11,158.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Strikeout","strikeout","Ian Happ called out on strikes.",0,6,3,76,"bottom",9,"2024-05-07T02:39:37.739Z","2024-05-07T02:41:16.979Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,664023,"Ian Happ","/api/v1/people/664023","L","Left",663158,"Robert Suarez","/api/v1/people/663158","R","Right","vs_RHP","vs_LHB","Empty",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","San Diego Padres","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",100,91.7,3,0.92,0.3759,6.6746,33.0646,-11.53,-3.4853,9.5936,0.3644,2.9555,4.9909,-145.5109,-7.1386,-0.9175,50.0022,6.1337,-7.4995,26.4,2.4,24,2234,206,NA,NA,NA,NA,NA,NA,FALSE,-11,16.2,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746886,"2024-05-06",1,"2024-05-07T02:40:08.863Z","2024-05-07T02:40:12.670Z",TRUE,"pitch","555da283-cf72-4467-b683-b201f31672af",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,1,NA,NA,3.5927,1.7806,NA,141.07,121.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Strikeout","strikeout","Ian Happ called out on strikes.",0,6,3,76,"bottom",9,"2024-05-07T02:39:37.739Z","2024-05-07T02:41:16.979Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,664023,"Ian Happ","/api/v1/people/664023","L","Left",663158,"Robert Suarez","/api/v1/people/663158","R","Right","vs_RHP","vs_LHB","Empty",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","San Diego Padres","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",99.6,91.6,11,0.92,0.3764,6.5515,31.9632,-13.1107,-3.1896,8.8753,-0.6316,4.3443,2.6795,-145.1786,-3.1401,-1.1492,50.0044,6.2309,-6.8527,24,2.4,24,2343,203,NA,NA,NA,NA,NA,NA,FALSE,-11.6,15.7,5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746886,"2024-05-06",0,"2024-05-07T02:39:49.275Z","2024-05-07T02:39:52.275Z",TRUE,"pitch","37dbe3bd-2b2d-47dc-8801-2d6fde9726a2",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,1,NA,NA,3.52,1.64,NA,98.04,147.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Strikeout","strikeout","Ian Happ called out on strikes.",0,6,3,76,"bottom",9,"2024-05-07T02:39:37.739Z","2024-05-07T02:41:16.979Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,664023,"Ian Happ","/api/v1/people/664023","L","Left",663158,"Robert Suarez","/api/v1/people/663158","R","Right","vs_RHP","vs_LHB","Empty",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","San Diego Padres","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",99.5,90.9,3,0.92,0.3784,6.5621,33.7919,-10.603,-3.0423,10.1627,0.4974,3.3971,5.2577,-144.7588,-5.9986,-0.9471,50.0015,6.1453,-6.4571,24,2.4,24,2463,204,NA,NA,NA,NA,NA,NA,FALSE,-10.3,17.4,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746886,"2024-05-06",10,"2024-05-07T02:39:17.719Z","2024-05-07T02:39:20.719Z",TRUE,"pitch","5a740e86-e8c9-44d3-a4d0-7bbebfa167ed",8,"Foul Tip",NA,NA,NA,NA,FALSE,"T","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"T","Foul Tip",3,3,0,NA,NA,3.48,1.63,NA,117.12,145.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Strikeout","strikeout","Mike Tauchman strikes out on a foul tip.",0,6,3,75,"bottom",9,"2024-05-07T02:36:56.088Z","2024-05-07T02:39:20.719Z",TRUE,FALSE,FALSE,TRUE,14,3,3,1,643565,"Mike Tauchman","/api/v1/people/643565","L","Left",663158,"Robert Suarez","/api/v1/people/663158","R","Right","vs_RHP","vs_LHB","Empty",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","San Diego Padres",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",99.9,91.7,2,0.92,0.3758,6.6398,32.4818,-9.6364,-3.5688,10.4659,-0.0032,3.4395,4.25,-145.4541,-6.0934,-1.0161,50.0042,6.1389,-7.6868,31.2,2.4,24,2385,206,NA,NA,NA,NA,NA,NA,TRUE,-9.2,18,5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746886,"2024-05-06",9,"2024-05-07T02:38:59.479Z","2024-05-07T02:39:02.528Z",TRUE,"pitch","d67d6ff1-5cd3-4edf-aa12-1f24e273159c",7,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,0,NA,NA,3.4047,1.649,NA,117.59,130.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Strikeout","strikeout","Mike Tauchman strikes out on a foul tip.",0,6,3,75,"bottom",9,"2024-05-07T02:36:56.088Z","2024-05-07T02:39:20.719Z",TRUE,FALSE,FALSE,TRUE,14,3,3,1,643565,"Mike Tauchman","/api/v1/people/643565","L","Left",663158,"Robert Suarez","/api/v1/people/663158","R","Right","vs_RHP","vs_LHB","Empty",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","San Diego Padres",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",99.4,90.3,11,0.91,0.3794,6.4273,35.4966,-9.366,-2.2948,10.821,-0.0154,4.0145,3.8756,-144.6731,-4.8601,-1.0777,50.0045,6.2969,-4.8379,20.4,2.4,24,2444,202,NA,NA,NA,NA,NA,NA,FALSE,-9.1,18.7,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746886,"2024-05-06",8,"2024-05-07T02:38:40.824Z","2024-05-07T02:38:44.136Z",TRUE,"pitch","2ecc2d68-8f9b-40cc-96d5-b80ed3ffac6d",6,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,0,NA,NA,3.4748,1.6974,NA,128.78,205.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Strikeout","strikeout","Mike Tauchman strikes out on a foul tip.",0,6,3,75,"bottom",9,"2024-05-07T02:36:56.088Z","2024-05-07T02:39:20.719Z",TRUE,FALSE,FALSE,TRUE,14,3,3,1,643565,"Mike Tauchman","/api/v1/people/643565","L","Left",663158,"Robert Suarez","/api/v1/people/663158","R","Right","vs_RHP","vs_LHB","Empty",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","San Diego Padres",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",93.7,86.5,13,0.88,0.4012,6.6534,28.2073,-21.7536,-8.5604,5.5081,-0.309,1.229,5.1142,-136.2175,-8.2124,-1.0928,50.0003,5.7715,-16.183,32.4,6,24,1794,236,NA,NA,NA,NA,NA,NA,FALSE,-22.6,8.5,14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746886,"2024-05-06",7,"2024-05-07T02:38:19.937Z","2024-05-07T02:38:22.937Z",TRUE,"pitch","a660ed2d-c64c-4be5-ab8c-b3de83a154a7",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,0,NA,NA,3.48,1.63,NA,112.55,132.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Strikeout","strikeout","Mike Tauchman strikes out on a foul tip.",0,6,3,75,"bottom",9,"2024-05-07T02:36:56.088Z","2024-05-07T02:39:20.719Z",TRUE,FALSE,FALSE,TRUE,14,3,3,1,643565,"Mike Tauchman","/api/v1/people/643565","L","Left",663158,"Robert Suarez","/api/v1/people/663158","R","Right","vs_RHP","vs_LHB","Empty",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","San Diego Padres",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",99.3,90.8,12,0.92,0.3788,6.4156,33.6127,-11.5663,-4.594,9.7318,0.1168,3.9484,5.2954,-144.5884,-4.4966,-1.1412,50.0068,6.2333,-9.7324,33.6,2.4,24,2297,209,NA,NA,NA,NA,NA,NA,FALSE,-10.8,16.9,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746886,"2024-05-06",6,"2024-05-07T02:38:03.341Z","2024-05-07T02:38:06.341Z",TRUE,"pitch","5ad2e113-db47-4617-bda1-2b5a620b2a3a",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,0,NA,NA,3.5119,1.7249,NA,95.77,107.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Strikeout","strikeout","Mike Tauchman strikes out on a foul tip.",0,6,3,75,"bottom",9,"2024-05-07T02:36:56.088Z","2024-05-07T02:39:20.719Z",TRUE,FALSE,FALSE,TRUE,14,3,3,1,643565,"Mike Tauchman","/api/v1/people/643565","L","Left",663158,"Robert Suarez","/api/v1/people/663158","R","Right","vs_RHP","vs_LHB","Empty",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","San Diego Padres",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",99.8,91,12,0.92,0.3772,6.4371,34.0415,-11.0435,-3.2459,9.8949,0.557,4.8544,6.0972,-145.2177,-2.0912,-1.1482,50.0023,6.2557,-6.9322,25.2,2.4,24,2385,211,NA,NA,NA,NA,NA,NA,FALSE,-9.8,17.6,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746886,"2024-05-06",4,"2024-05-07T02:37:32.295Z","2024-05-07T02:37:35.295Z",TRUE,"pitch","9b90e28d-f667-44cf-a7b2-ca7351ad9fd7",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,0,NA,NA,3.48,1.63,NA,103.1,144.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Strikeout","strikeout","Mike Tauchman strikes out on a foul tip.",0,6,3,75,"bottom",9,"2024-05-07T02:36:56.088Z","2024-05-07T02:39:20.719Z",TRUE,FALSE,FALSE,TRUE,14,3,3,1,643565,"Mike Tauchman","/api/v1/people/643565","L","Left",663158,"Robert Suarez","/api/v1/people/663158","R","Right","vs_RHP","vs_LHB","Empty",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","San Diego Padres",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",100.1,91.5,3,2,0.376,6.571,34.0916,-11.3409,-6.4623,9.6937,0.3646,3.4736,6.9232,-145.6447,-5.5072,-1.2032,50.0045,6.0745,-13.8904,44.4,3.6,24,2475,212,NA,NA,NA,NA,NA,NA,FALSE,-10.7,16.7,10.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746886,"2024-05-06",3,"2024-05-07T02:37:13.711Z","2024-05-07T02:37:16.711Z",TRUE,"pitch","8d6c340c-3f3c-49f0-bba9-79dcb77cfde4",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,0,NA,NA,3.48,1.63,NA,123.13,164.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Strikeout","strikeout","Mike Tauchman strikes out on a foul tip.",0,6,3,75,"bottom",9,"2024-05-07T02:36:56.088Z","2024-05-07T02:39:20.719Z",TRUE,FALSE,FALSE,TRUE,14,3,3,1,643565,"Mike Tauchman","/api/v1/people/643565","L","Left",663158,"Robert Suarez","/api/v1/people/663158","R","Right","vs_RHP","vs_LHB","Empty",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","San Diego Padres",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",99.2,90.8,5,0.92,0.3794,6.4937,33.2847,-8.8628,-3.6896,11.0414,-0.1609,2.7506,3.5536,-144.3175,-8.0824,-0.9283,50.0063,6.1321,-7.7919,33.6,2.4,24,2465,207,NA,NA,NA,NA,NA,NA,FALSE,-9.2,18.6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
