"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.disengagementNum","isSubstitution","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
716574,"2023-09-15",4,"2023-09-16T02:04:46.428Z","2023-09-16T02:04:51.106Z",TRUE,"pitch","fbfa9df2-f2f3-4c24-867f-d3a8e6e03fb7",5,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,3,2,NA,NA,3.58,1.67,NA,128.93,165.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","Mark Vientos strikes out swinging.",0,5,3,72,"bottom",9,"2023-09-16T02:03:12.748Z","2023-09-16T02:04:51.106Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,668901,"Mark Vientos","/api/v1/people/668901","R","Right",664747,"Alexis Díaz","/api/v1/people/664747","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Cincinnati Reds","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.6,85.9,4,0.9,0.3988,7.618,32.374,-16.4309,-5.9087,8.2549,-0.313,2.6989,6.6784,-137.6666,-1.5521,-2.0101,50.0023,4.3896,-11.269,30,3.6,24,2559,237,NA,NA,NA,NA,NA,NA,TRUE,-16,14.8,9.2,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716574,"2023-09-15",3,"2023-09-16T02:04:18.990Z","2023-09-16T02:04:25.126Z",TRUE,"pitch","b9e20dc8-4a36-4455-bc5f-249c4776ecf7",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,2,2,NA,NA,3.58,1.67,NA,61.81,217.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","Mark Vientos strikes out swinging.",0,5,3,72,"bottom",9,"2023-09-16T02:03:12.748Z","2023-09-16T02:04:51.106Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,668901,"Mark Vientos","/api/v1/people/668901","R","Right",664747,"Alexis Díaz","/api/v1/people/664747","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Cincinnati Reds","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.2,79.3,14,0.9,0.4346,7.4955,29.0207,-29.1743,1.2134,1.8696,1.4478,0.7869,7.8238,-126.6633,-3.2379,-1.8554,50.0017,4.4472,1.9452,7.2,7.2,24,2682,143,NA,NA,NA,NA,NA,NA,FALSE,-33.7,2.8,-4.2,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716574,"2023-09-15",2,"2023-09-16T02:04:04.355Z","2023-09-16T02:04:08.474Z",TRUE,"pitch","5b18e4f4-35c2-449b-8795-5ffc2d0f275b",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,2,NA,NA,3.5788,1.6335,NA,67.71,207.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","Mark Vientos strikes out swinging.",0,5,3,72,"bottom",9,"2023-09-16T02:03:12.748Z","2023-09-16T02:04:51.106Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,668901,"Mark Vientos","/api/v1/people/668901","R","Right",664747,"Alexis Díaz","/api/v1/people/664747","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Cincinnati Reds","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",89.2,81.1,14,0.9,0.4247,7.4338,30.2814,-30.5704,1.3756,0.9566,1.2932,1.1693,7.8845,-129.5857,-2.3503,-1.9836,50.0041,4.4532,2.3093,7.2,7.2,24,2747,173,NA,NA,NA,NA,NA,NA,FALSE,-33.5,1.3,-4.4,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716574,"2023-09-15",1,"2023-09-16T02:03:50.802Z","2023-09-16T02:03:55.344Z",TRUE,"pitch","00a716e0-27fd-4ed1-b1c4-a1e666fadec3",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.5788,1.6908,NA,58.7,190.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","Mark Vientos strikes out swinging.",0,5,3,72,"bottom",9,"2023-09-16T02:03:12.748Z","2023-09-16T02:04:51.106Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,668901,"Mark Vientos","/api/v1/people/668901","R","Right",664747,"Alexis Díaz","/api/v1/people/664747","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Cincinnati Reds","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",89.4,81.4,14,0.88,0.4231,7.4204,29.8309,-28.0835,1.7327,2.4195,1.5294,1.7916,8.3851,-129.971,-1.3384,-1.9775,50.0053,4.4663,2.9353,9.6,7.2,24,2716,148,NA,NA,NA,NA,NA,NA,FALSE,-30.2,4.3,-5.2,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716574,"2023-09-15",0,"2023-09-16T02:03:37.251Z","2023-09-16T02:03:40.996Z",TRUE,"pitch","d468772c-be18-4ec2-bd90-557b8874af29",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,2,NA,NA,3.58,1.67,NA,109.39,153.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","Mark Vientos strikes out swinging.",0,5,3,72,"bottom",9,"2023-09-16T02:03:12.748Z","2023-09-16T02:04:51.106Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,668901,"Mark Vientos","/api/v1/people/668901","R","Right",664747,"Alexis Díaz","/api/v1/people/664747","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Cincinnati Reds","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.5,86.1,2,0.9,0.3967,7.5103,34.7988,-16.7093,-3.8394,8.0345,0.1997,3.1648,7.39,-138.7699,-0.4798,-2.0148,50.0045,4.4661,-7.3925,18,3.6,24,2651,227,NA,NA,NA,NA,NA,NA,FALSE,-15.7,14.6,5.2,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716574,"2023-09-15",5,"2023-09-16T02:03:03.574Z","2023-09-16T02:03:10.991Z",TRUE,"pitch","c27bb86e-fb7f-4093-a9c7-0163df643437",5,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,2,1,NA,NA,3.37,1.59,NA,115.05,197.5,"ground_ball","medium","3",150.76,179.38,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Groundout","field_out","Rafael Ortega grounds out to first baseman Spencer Steer.",0,5,3,71,"bottom",9,"2023-09-16T02:01:14.457Z","2023-09-16T02:03:10.991Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,542364,"Rafael Ortega","/api/v1/people/542364","L","Left",664747,"Alexis Díaz","/api/v1/people/664747","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Cincinnati Reds",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",89.3,81.5,8,0.9,0.4226,7.4148,29.4405,-31.788,3.0275,0.2285,0.0513,1.5289,4.3752,-130.0373,-1.4455,-2.0519,50.0031,4.5228,5.1407,10.8,8.4,24,2881,115,99.2,3,73,NA,NA,NA,TRUE,-34.2,0.4,-6.5,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716574,"2023-09-15",4,"2023-09-16T02:02:46.698Z","2023-09-16T02:02:52.340Z",TRUE,"pitch","1f606bfd-3885-41f2-a5c1-e7af54e6b2a6",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,1,NA,NA,3.5282,1.6048,NA,144.19,138.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Groundout","field_out","Rafael Ortega grounds out to first baseman Spencer Steer.",0,5,3,71,"bottom",9,"2023-09-16T02:01:14.457Z","2023-09-16T02:03:10.991Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,542364,"Rafael Ortega","/api/v1/people/542364","L","Left",664747,"Alexis Díaz","/api/v1/people/664747","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Cincinnati Reds",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.1,85.5,11,0.9,0.3985,7.4215,35.2105,-18.2276,-4.2732,7.3161,-0.7132,3.7234,5.0192,-138.2666,1.1334,-2.0101,50.0055,4.5443,-8.1495,20.4,3.6,24,2682,225,NA,NA,NA,NA,NA,NA,FALSE,-16.9,13.7,6.5,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716574,"2023-09-15",2,"2023-09-16T02:02:05.748Z","2023-09-16T02:02:12.687Z",TRUE,"pitch","63d30b6e-baca-4a20-8177-0de6f40bc7c7",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,1,NA,NA,3.37,1.59,NA,109.74,185.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Groundout","field_out","Rafael Ortega grounds out to first baseman Spencer Steer.",0,5,3,71,"bottom",9,"2023-09-16T02:01:14.457Z","2023-09-16T02:03:10.991Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,542364,"Rafael Ortega","/api/v1/people/542364","L","Left",664747,"Alexis Díaz","/api/v1/people/664747","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Cincinnati Reds",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.8,79.9,8,0.9,0.4305,7.4897,28.6966,-29.7598,2.1496,1.48,0.1904,1.9857,4.9806,-127.7087,-0.6459,-2.0721,50.0056,4.6029,3.5167,8.4,7.2,24,2817,134,NA,NA,NA,NA,NA,NA,FALSE,-33,2.8,-5.2,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716574,"2023-09-15",1,"2023-09-16T02:01:51.373Z","2023-09-16T02:01:56.356Z",TRUE,"pitch","6c14e7af-04b5-473f-9e69-830158e1384e",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,1,NA,NA,3.3688,1.6048,NA,155.07,164.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Groundout","field_out","Rafael Ortega grounds out to first baseman Spencer Steer.",0,5,3,71,"bottom",9,"2023-09-16T02:01:14.457Z","2023-09-16T02:03:10.991Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,542364,"Rafael Ortega","/api/v1/people/542364","L","Left",664747,"Alexis Díaz","/api/v1/people/664747","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Cincinnati Reds",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.2,85.3,11,0.9,0.4011,7.3224,33.1013,-18.1602,-4.433,7.4403,-0.9987,2.7637,4.1769,-137.0671,-1.3256,-1.9738,50.0057,4.5061,-8.3529,21.6,4.8,24,2642,230,NA,NA,NA,NA,NA,NA,FALSE,-17.8,13.3,7.1,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716574,"2023-09-15",0,"2023-09-16T02:01:37.602Z","2023-09-16T02:01:41.974Z",TRUE,"pitch","ab9e202d-a546-4c56-a106-8e72ba8f9927",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.356,1.4615,NA,117.11,178.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Groundout","field_out","Rafael Ortega grounds out to first baseman Spencer Steer.",0,5,3,71,"bottom",9,"2023-09-16T02:01:14.457Z","2023-09-16T02:03:10.991Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,542364,"Rafael Ortega","/api/v1/people/542364","L","Left",664747,"Alexis Díaz","/api/v1/people/664747","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Cincinnati Reds",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.8,79.6,5,0.89,0.4309,7.467,29.2238,-28.189,1.3657,2.4385,-0.0028,2.2268,4.8757,-127.7089,-0.3608,-2.1233,50.0009,4.6101,2.2271,7.2,7.2,24,2820,119,NA,NA,NA,NA,NA,NA,FALSE,-31.2,4.6,-3.7,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
