"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","isSubstitution","base","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","replacedPlayer.id","replacedPlayer.link","details.disengagementNum","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link"
718746,"2023-04-02",7,"2023-04-02T03:22:19.495Z","2023-04-02T03:22:23.143Z",TRUE,"pitch","42a53974-507d-491a-b0e9-d8a94996bab8",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,1,NA,NA,3.56,1.69,NA,124.51,131.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55","atBat","Strikeout","strikeout","Cal Raleigh called out on strikes.",0,2,0,55,"bottom",8,"2023-04-02T03:20:21.229Z","2023-04-02T03:22:52.500Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,663728,"Cal Raleigh","/api/v1/people/663728","L","Left",675916,"James Karinchak","/api/v1/people/675916","R","Right","vs_RHP","vs_LHB","RISP",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Cleveland Guardians",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.1,88,11,0.9,0.3911,5.9475,30.702,-10.5258,-2.9614,10.8909,-0.1969,3.9673,0.7593,-139.8923,-5.0203,-0.0866,50.0019,6.4712,-5.8861,26.4,2.4,24,2123,197,NA,NA,NA,NA,NA,NA,FALSE,-10.6,19,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA
718746,"2023-04-02",6,"2023-04-02T03:21:47.925Z","2023-04-02T03:21:51.940Z",TRUE,"pitch","6ebdab88-33ee-4e74-b8cd-b5f0d6058d1d",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,1,NA,NA,3.56,1.69,NA,107.96,154.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55","atBat","Strikeout","strikeout","Cal Raleigh called out on strikes.",0,2,0,55,"bottom",8,"2023-04-02T03:20:21.229Z","2023-04-02T03:22:52.500Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,663728,"Cal Raleigh","/api/v1/people/663728","L","Left",675916,"James Karinchak","/api/v1/people/675916","R","Right","vs_RHP","vs_LHB","RISP",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Cleveland Guardians",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.8,87.6,2,0.9,0.3929,6.0104,30.9981,-8.455,-2.0336,12.0454,0.2372,3.1343,1.1539,-139.3616,-7.4868,0.0822,50.003,6.4124,-4.0045,20.4,2.4,24,2222,196,NA,NA,NA,NA,NA,NA,FALSE,-9.4,20.5,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA
718746,"2023-04-02",5,"2023-04-02T03:21:28.119Z","2023-04-02T03:21:31.502Z",TRUE,"pitch","cdaabae5-3437-4664-80cf-02be6bb9af34",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,1,1,NA,NA,3.56,1.69,NA,115.8,162.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55","atBat","Strikeout","strikeout","Cal Raleigh called out on strikes.",0,2,0,55,"bottom",8,"2023-04-02T03:20:21.229Z","2023-04-02T03:22:52.500Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,663728,"Cal Raleigh","/api/v1/people/663728","L","Left",675916,"James Karinchak","/api/v1/people/675916","R","Right","vs_RHP","vs_LHB","RISP",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Cleveland Guardians",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96,87.7,5,0.9,0.3924,6.0628,31.4658,-7.1034,-3.5359,12.7018,0.0315,2.8416,1.3359,-139.6036,-8.4896,0.0061,50.002,6.3899,-6.9777,36,2.4,24,2193,204,NA,NA,NA,NA,NA,NA,FALSE,-8.3,21.5,6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA
718746,"2023-04-02",4,"2023-04-02T03:21:07.797Z","2023-04-02T03:21:13.201Z",TRUE,"pitch","455167e6-2a04-4878-a846-468e75ef9221",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,1,NA,NA,3.5607,1.6985,NA,144.38,127.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55","atBat","Strikeout","strikeout","Cal Raleigh called out on strikes.",0,2,0,55,"bottom",8,"2023-04-02T03:20:21.229Z","2023-04-02T03:22:52.500Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,663728,"Cal Raleigh","/api/v1/people/663728","L","Left",675916,"James Karinchak","/api/v1/people/675916","R","Right","vs_RHP","vs_LHB","RISP",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Cleveland Guardians",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.8,87.2,11,0.9,0.3932,5.8159,32.4752,-7.4598,-2.6099,12.5876,-0.7184,4.106,-0.3484,-139.5005,-5.2822,-0.2528,50.0039,6.5203,-5.1251,31.2,2.4,24,2232,196,NA,NA,NA,NA,NA,NA,FALSE,-8,21.8,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA
718746,"2023-04-02",3,"2023-04-02T03:20:21.229Z","2023-04-02T03:20:26.229Z",FALSE,"no_pitch","aa3fbbf8-38bc-470a-a880-15a85bf3ae30",0,"Automatic Ball - Pitcher Pitch Timer Violation",NA,NA,NA,NA,FALSE,"VP",NA,FALSE,FALSE,TRUE,"VP","Automatic Ball - Pitcher Pitch Timer Violation",1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55","atBat","Strikeout","strikeout","Cal Raleigh called out on strikes.",0,2,0,55,"bottom",8,"2023-04-02T03:20:21.229Z","2023-04-02T03:22:52.500Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,663728,"Cal Raleigh","/api/v1/people/663728","L","Left",675916,"James Karinchak","/api/v1/people/675916","R","Right","vs_RHP","vs_LHB","RISP",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Cleveland Guardians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,"pitcher_pitch_timer","Pitcher Pitch Timer Violation",675916,"James Karinchak",NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA
718746,"2023-04-02",0,"2023-04-02T03:19:39.345Z","2023-04-02T03:19:51.232Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-runner Sam Haggerty replaces Tommy La Stella.","Offensive Substitution",2,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,664059,"/api/v1/people/664059",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"12","Pinch Runner","Runner","PR","701","55","atBat","Strikeout","strikeout","Cal Raleigh called out on strikes.",0,2,0,55,"bottom",8,"2023-04-02T03:20:21.229Z","2023-04-02T03:22:52.500Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,663728,"Cal Raleigh","/api/v1/people/663728","L","Left",675916,"James Karinchak","/api/v1/people/675916","R","Right","vs_RHP","vs_LHB","RISP",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Cleveland Guardians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,2,NA,NA,NA,NA,600303,"/api/v1/people/600303",NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA
718746,"2023-04-02",1,"2023-04-02T03:19:51.232Z","2023-04-02T03:20:01.242Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-hitter Cal Raleigh replaces Tom Murphy.","Offensive Substitution",2,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,663728,"/api/v1/people/663728",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"11","Pinch Hitter","Hitter","PH","801","55","atBat","Strikeout","strikeout","Cal Raleigh called out on strikes.",0,2,0,55,"bottom",8,"2023-04-02T03:20:21.229Z","2023-04-02T03:22:52.500Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,663728,"Cal Raleigh","/api/v1/people/663728","L","Left",675916,"James Karinchak","/api/v1/people/675916","R","Right","vs_RHP","vs_LHB","RISP",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Cleveland Guardians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,608596,"/api/v1/people/608596",NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA
718746,"2023-04-02",2,"2023-04-02T03:20:01.242Z","2023-04-02T03:20:21.229Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",2,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"55","atBat","Strikeout","strikeout","Cal Raleigh called out on strikes.",0,2,0,55,"bottom",8,"2023-04-02T03:20:21.229Z","2023-04-02T03:22:52.500Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,663728,"Cal Raleigh","/api/v1/people/663728","L","Left",675916,"James Karinchak","/api/v1/people/675916","R","Right","vs_RHP","vs_LHB","RISP",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Cleveland Guardians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA
718746,"2023-04-02",6,"2023-04-02T03:19:03.465Z","2023-04-02T03:19:16.369Z",TRUE,"pitch","1dd782e0-fe2e-4bc4-bfeb-fe89c95dd328",6,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",2,2,1,NA,NA,3.24,1.58,NA,100.49,205.49,"line_drive","medium","9",201.65,107.35,NA,NA,NA,NA,NA,NA,NA,NA,"54","atBat","Double","double","Tommy La Stella doubles (1) on a line drive to right fielder Oscar Gonzalez.",0,2,0,54,"bottom",8,"2023-04-02T03:16:59.936Z","2023-04-02T03:19:16.369Z",TRUE,FALSE,FALSE,FALSE,34,2,2,1,600303,"Tommy La Stella","/api/v1/people/600303","L","Left",675916,"James Karinchak","/api/v1/people/675916","R","Right","vs_RHP","vs_LHB","RISP",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Cleveland Guardians",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",83.4,77.7,14,0.9,0.45,5.3562,23.0921,-40.8578,-0.9068,-5.7797,0.4332,1.2329,1.0033,-121.5623,-4.2405,0.1335,50.0056,6.5349,-1.3619,1.2,10.8,24,2294,20,90.7,20,295,NA,NA,NA,FALSE,-50.3,-11.2,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,600303,"Tommy La Stella","/api/v1/people/600303"
718746,"2023-04-02",5,"2023-04-02T03:18:41.572Z","2023-04-02T03:18:48.247Z",TRUE,"pitch","708ddf25-d8c7-4203-b68e-2e1eea8914e7",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,1,NA,NA,3.24,1.58,NA,91.71,176.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54","atBat","Double","double","Tommy La Stella doubles (1) on a line drive to right fielder Oscar Gonzalez.",0,2,0,54,"bottom",8,"2023-04-02T03:16:59.936Z","2023-04-02T03:19:16.369Z",TRUE,FALSE,FALSE,FALSE,34,2,2,1,600303,"Tommy La Stella","/api/v1/people/600303","L","Left",675916,"James Karinchak","/api/v1/people/675916","R","Right","vs_RHP","vs_LHB","RISP",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Cleveland Guardians",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",83,77.5,6,0.9,0.4507,5.6027,21.3953,-39.9487,0.0075,-5.1833,0.6635,2.3081,1.2242,-121.0621,-1.9831,0.1524,50.005,6.6021,0.011,0,10.8,24,2273,19,NA,NA,NA,NA,NA,NA,FALSE,-48.8,-9.6,-0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA
718746,"2023-04-02",4,"2023-04-02T03:18:24.832Z","2023-04-02T03:18:31.204Z",TRUE,"pitch","eea204b9-4141-41db-8af5-d2aea5df7b34",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,1,NA,NA,3.4073,1.5928,NA,113.01,198.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54","atBat","Double","double","Tommy La Stella doubles (1) on a line drive to right fielder Oscar Gonzalez.",0,2,0,54,"bottom",8,"2023-04-02T03:16:59.936Z","2023-04-02T03:19:16.369Z",TRUE,FALSE,FALSE,FALSE,34,2,2,1,600303,"Tommy La Stella","/api/v1/people/600303","L","Left",675916,"James Karinchak","/api/v1/people/675916","R","Right","vs_RHP","vs_LHB","RISP",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Cleveland Guardians",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",83.2,77.2,8,0.9,0.4516,5.5982,23.4558,-39.6654,-0.3708,-5.022,0.1047,1.5014,0.1767,-121.2301,-3.8181,0.0791,50.0051,6.555,-0.5526,1.2,10.8,24,2280,17,NA,NA,NA,NA,NA,NA,FALSE,-49.1,-9.7,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA
718746,"2023-04-02",2,"2023-04-02T03:17:50.293Z","2023-04-02T03:17:53.490Z",TRUE,"pitch","20dfa74a-16c5-47bc-8e7e-9fcf87b57730",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,1,NA,NA,3.24,1.58,NA,82.76,168.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54","atBat","Double","double","Tommy La Stella doubles (1) on a line drive to right fielder Oscar Gonzalez.",0,2,0,54,"bottom",8,"2023-04-02T03:16:59.936Z","2023-04-02T03:19:16.369Z",TRUE,FALSE,FALSE,FALSE,34,2,2,1,600303,"Tommy La Stella","/api/v1/people/600303","L","Left",675916,"James Karinchak","/api/v1/people/675916","R","Right","vs_RHP","vs_LHB","RISP",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Cleveland Guardians",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.8,88.1,12,0.9,0.3921,5.9199,29.3031,-8.9411,-2.9432,11.7355,0.8982,2.5914,3.096,-139.3383,-8.7017,0.1587,50.003,6.3333,-5.827,25.2,2.4,24,2183,192,NA,NA,NA,NA,NA,NA,FALSE,-9.8,19.8,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA
718746,"2023-04-02",1,"2023-04-02T03:17:32.490Z","2023-04-02T03:17:35.780Z",TRUE,"pitch","ab462d84-cdbe-4c3f-b677-87544ae88334",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,1,NA,NA,3.6176,1.656,NA,178.24,108.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54","atBat","Double","double","Tommy La Stella doubles (1) on a line drive to right fielder Oscar Gonzalez.",0,2,0,54,"bottom",8,"2023-04-02T03:16:59.936Z","2023-04-02T03:19:16.369Z",TRUE,FALSE,FALSE,FALSE,34,2,2,1,600303,"Tommy La Stella","/api/v1/people/600303","L","Left",675916,"James Karinchak","/api/v1/people/675916","R","Right","vs_RHP","vs_LHB","RISP",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Cleveland Guardians",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.1,87.3,11,0.9,0.3946,5.846,29.4346,-10.0488,-2.3137,11.3245,-1.6066,4.8215,-2.8182,-138.5427,-2.8498,-0.2774,50.0067,6.5299,-4.5224,25.2,2.4,24,2133,196,NA,NA,NA,NA,NA,NA,FALSE,-9.8,20.2,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA
718746,"2023-04-02",0,"2023-04-02T03:17:14.816Z","2023-04-02T03:17:19.592Z",TRUE,"pitch","86f02101-fe0e-43fa-8a3b-c9dbb81d8b87",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,1,NA,NA,3.24,1.58,NA,126.82,153.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54","atBat","Double","double","Tommy La Stella doubles (1) on a line drive to right fielder Oscar Gonzalez.",0,2,0,54,"bottom",8,"2023-04-02T03:16:59.936Z","2023-04-02T03:19:16.369Z",TRUE,FALSE,FALSE,FALSE,34,2,2,1,600303,"Tommy La Stella","/api/v1/people/600303","L","Left",675916,"James Karinchak","/api/v1/people/675916","R","Right","vs_RHP","vs_LHB","RISP",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Cleveland Guardians",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.1,86.7,2,0.9,0.3963,6.0074,31.9469,-10.0779,-3.3725,11.4289,-0.2577,3.162,0.7241,-138.4177,-7.0276,-0.0853,50.0018,6.4145,-6.5199,28.8,2.4,24,2162,183,NA,NA,NA,NA,NA,NA,FALSE,-10.9,19.3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA
718746,"2023-04-02",3,"2023-04-02T03:18:23.611Z","2023-04-02T03:18:24.832Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",2,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,1,2,1,600303,"/api/v1/people/600303",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"54","atBat","Double","double","Tommy La Stella doubles (1) on a line drive to right fielder Oscar Gonzalez.",0,2,0,54,"bottom",8,"2023-04-02T03:16:59.936Z","2023-04-02T03:19:16.369Z",TRUE,FALSE,FALSE,FALSE,34,2,2,1,600303,"Tommy La Stella","/api/v1/people/600303","L","Left",675916,"James Karinchak","/api/v1/people/675916","R","Right","vs_RHP","vs_LHB","RISP",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Cleveland Guardians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA
718746,"2023-04-02",5,"2023-04-02T03:16:43.740Z","2023-04-02T03:16:51.893Z",TRUE,"pitch","e4b70572-e163-4a41-abab-9ea2cad9cfcf",5,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,2,0,NA,NA,3.44,1.64,NA,144.94,151.02,"popup","medium","5",97.67,154.21,NA,NA,NA,NA,NA,NA,NA,NA,"53","atBat","Pop Out","field_out","Teoscar Hernandez pops out to third baseman Jose Ramirez.",0,2,0,53,"bottom",8,"2023-04-02T03:15:42.321Z","2023-04-02T03:16:51.893Z",TRUE,FALSE,FALSE,TRUE,0,2,2,1,606192,"Teoscar Hernández","/api/v1/people/606192","R","Right",675916,"James Karinchak","/api/v1/people/675916","R","Right","vs_RHP","vs_RHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Cleveland Guardians",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",82.5,76.9,1,0.9,0.4535,5.4178,20.7423,-39.2913,-1.708,-4.8034,-0.733,3.2505,-1.1298,-120.2361,-0.1445,-0.037,50.0032,6.7638,-2.5302,3.6,10.8,24,2341,24,62.5,58,138,NA,NA,NA,TRUE,-48.2,-8.5,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA
718746,"2023-04-02",4,"2023-04-02T03:16:28.729Z","2023-04-02T03:16:31.865Z",TRUE,"pitch","046cf7af-c562-4e0c-a0d9-bbbf5e22d016",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,0,NA,NA,3.4407,1.6136,NA,61.55,173.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53","atBat","Pop Out","field_out","Teoscar Hernandez pops out to third baseman Jose Ramirez.",0,2,0,53,"bottom",8,"2023-04-02T03:15:42.321Z","2023-04-02T03:16:51.893Z",TRUE,FALSE,FALSE,TRUE,0,2,2,1,606192,"Teoscar Hernández","/api/v1/people/606192","R","Right",675916,"James Karinchak","/api/v1/people/675916","R","Right","vs_RHP","vs_RHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Cleveland Guardians",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",83.7,78.2,14,0.9,0.447,5.5566,21.6252,-39.8803,-1.5571,-5.0559,1.4547,2.4158,3.3153,-122.0368,-2.0005,0.2873,50.0035,6.6478,-2.3743,2.4,10.8,24,2346,17,NA,NA,NA,NA,NA,NA,FALSE,-48,-9.4,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA
