"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","isSubstitution","base","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","replacedPlayer.id","replacedPlayer.link","details.disengagementNum","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link"
718746,"2023-04-02",3,"2023-04-02T03:43:27.322Z","2023-04-02T03:43:30.664Z",TRUE,"pitch","8735b8d8-4ef4-4ba7-889e-18a840fc2ff6",4,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,3,2,NA,NA,3.4407,1.5924,NA,122.71,154.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Strikeout","strikeout","Eugenio Suarez called out on strikes.",0,2,0,65,"bottom",9,"2023-04-02T03:42:27.000Z","2023-04-02T03:43:30.664Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,553993,"Eugenio Suárez","/api/v1/people/553993","R","Right",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_RHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Cleveland Guardians","true",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",95.9,88.1,2,0.84,0.3915,6.258,30.4326,-22.2902,3.4017,4.9859,-0.1499,3.1394,0.2644,-139.6965,-3.9666,-0.6879,50.0057,6.0367,6.7481,16.8,4.8,24,2575,152,NA,NA,NA,NA,NA,NA,TRUE,-21.1,8.4,-6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA
718746,"2023-04-02",2,"2023-04-02T03:43:12.816Z","2023-04-02T03:43:16.705Z",TRUE,"pitch","b194579c-c9d6-468d-9510-8b734032b4e8",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,2,2,NA,NA,3.3992,1.5716,NA,82.46,187.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Strikeout","strikeout","Eugenio Suarez called out on strikes.",0,2,0,65,"bottom",9,"2023-04-02T03:42:27.000Z","2023-04-02T03:43:30.664Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,553993,"Eugenio Suárez","/api/v1/people/553993","R","Right",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_RHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Cleveland Guardians","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.8,81.6,14,0.9,0.4241,6.4661,28.0326,-34.4407,4.0351,-1.339,0.9062,1.9087,2.4071,-129.3467,-3.3142,-0.5622,50.0061,5.859,6.8097,12,8.4,24,2477,71,NA,NA,NA,NA,NA,NA,FALSE,-37.7,-3,-7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA
718746,"2023-04-02",1,"2023-04-02T03:42:57.695Z","2023-04-02T03:43:01.163Z",TRUE,"pitch","056991eb-5e02-4cbc-a648-30490aa62203",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,1,2,NA,NA,3.44,1.6,NA,93.67,164.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Strikeout","strikeout","Eugenio Suarez called out on strikes.",0,2,0,65,"bottom",9,"2023-04-02T03:42:27.000Z","2023-04-02T03:43:30.664Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,553993,"Eugenio Suárez","/api/v1/people/553993","R","Right",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_RHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Cleveland Guardians","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",96.6,88.2,6,0.88,0.3902,6.4728,33.3434,-23.0517,2.6678,4.5784,0.612,2.7467,2.153,-140.619,-4.7625,-0.5116,50.0054,5.9676,5.3162,13.2,4.8,24,2592,159,NA,NA,NA,NA,NA,NA,FALSE,-22,7.4,-5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA
718746,"2023-04-02",0,"2023-04-02T03:42:41.763Z","2023-04-02T03:42:45.876Z",TRUE,"pitch","018c8ebd-f066-43ed-9126-8e42e4af8a79",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.491,1.6136,NA,151.99,154.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Strikeout","strikeout","Eugenio Suarez called out on strikes.",0,2,0,65,"bottom",9,"2023-04-02T03:42:27.000Z","2023-04-02T03:43:30.664Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,553993,"Eugenio Suárez","/api/v1/people/553993","R","Right",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_RHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Cleveland Guardians","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",96.7,88.8,11,2,0.3883,6.529,31.1099,-22.3096,0.4938,4.8943,-0.918,3.1243,-0.7772,-140.9064,-3.8881,-0.7031,50.0061,5.9582,0.9961,2.4,4.8,24,2692,159,NA,NA,NA,NA,NA,NA,FALSE,-20.9,8.3,-0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA
718746,"2023-04-02",2,"2023-04-02T03:42:09.384Z","2023-04-02T03:42:18.000Z",TRUE,"pitch","513fc31e-b29e-4cd6-9656-ce6febd249da",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,2,1,NA,NA,3.17,1.47,NA,130.54,200.24,"ground_ball","medium","5",98.79,168.82,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Groundout","field_out","Ty France grounds out, third baseman Jose Ramirez to first baseman Josh Naylor.",0,2,0,64,"bottom",9,"2023-04-02T03:41:28.831Z","2023-04-02T03:42:18.000Z",TRUE,FALSE,FALSE,TRUE,0,0,2,2,664034,"Ty France","/api/v1/people/664034","R","Right",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_RHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Cleveland Guardians","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.6,82,7,0.9,0.4234,6.5185,25.5048,-28.7847,5.2738,1.9996,-0.3551,1.4276,-0.7877,-129.0846,-5.653,-0.7326,50.0041,5.847,8.949,16.8,7.2,24,2532,60,71.2,-10,11,NA,NA,NA,TRUE,-31.9,2.6,-9.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA
718746,"2023-04-02",1,"2023-04-02T03:41:53.638Z","2023-04-02T03:41:56.638Z",TRUE,"pitch","c066b504-fe80-417b-8709-bff21fa4c126",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,1,NA,NA,3.17,1.47,NA,85.88,158.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Groundout","field_out","Ty France grounds out, third baseman Jose Ramirez to first baseman Josh Naylor.",0,2,0,64,"bottom",9,"2023-04-02T03:41:28.831Z","2023-04-02T03:42:18.000Z",TRUE,FALSE,FALSE,TRUE,0,0,2,2,664034,"Ty France","/api/v1/people/664034","R","Right",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_RHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Cleveland Guardians","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.6,80.4,3,0.89,0.4296,6.3118,26.8159,-33.8704,4.0307,-1.0305,0.8164,2.9824,2.0675,-127.5967,-1.1352,-0.5287,50.0042,6.1075,6.6305,12,8.4,24,2457,52,NA,NA,NA,NA,NA,NA,FALSE,-37.6,-1.9,-7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA
718746,"2023-04-02",0,"2023-04-02T03:41:38.042Z","2023-04-02T03:41:41.762Z",TRUE,"pitch","553c858f-3deb-435f-9bb7-28ec2d7de868",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.2377,1.4438,NA,136.85,154.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Groundout","field_out","Ty France grounds out, third baseman Jose Ramirez to first baseman Josh Naylor.",0,2,0,64,"bottom",9,"2023-04-02T03:41:28.831Z","2023-04-02T03:42:18.000Z",TRUE,FALSE,FALSE,TRUE,0,0,2,2,664034,"Ty France","/api/v1/people/664034","R","Right",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_RHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Cleveland Guardians","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",96.8,89.1,1,2,0.3875,6.5331,30.5217,-21.8678,1.4886,5.0843,-0.5208,3.133,-0.0208,-141.0794,-4.0073,-0.7069,50.0006,5.972,3.0158,7.2,4.8,24,2606,169,NA,NA,NA,NA,NA,NA,FALSE,-20.4,8.6,-2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA
718746,"2023-04-02",2,"2023-04-02T03:41:02.437Z","2023-04-02T03:41:10.251Z",TRUE,"pitch","5f4d9b73-eefa-471f-a3ec-d8668f8d98ad",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,0,NA,NA,3.07,1.48,NA,102.06,162.23,"ground_ball","medium","1",129.91,195.95,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Groundout","field_out","Kolten Wong grounds out, pitcher Emmanuel Clase to first baseman Josh Naylor.",0,2,0,63,"bottom",9,"2023-04-02T03:41:00.322Z","2023-04-02T03:41:10.251Z",TRUE,FALSE,FALSE,TRUE,0,0,0,1,543939,"Kolten Wong","/api/v1/people/543939","L","Left",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_LHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Cleveland Guardians",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",96.5,88.8,3,2,0.3889,6.5624,30.4669,-21.6394,1.7087,5.2334,0.3921,2.8354,2.34,-140.604,-4.6326,-0.6713,50.0003,5.8998,3.4356,9.6,4.8,24,2602,169,61.6,-71,2,NA,NA,NA,TRUE,-20.4,8.8,-3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA
718746,"2023-04-02",0,"2023-04-02T03:39:38.045Z","2023-04-02T03:39:38.080Z",FALSE,"action",NA,NA,"Gabriel Arias remains in the game as the designated hitter.","Defensive Switch",2,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,672356,"/api/v1/people/672356",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"defensive_switch",NA,"10","Designated Hitter","Hitter","DH","401","63","atBat","Groundout","field_out","Kolten Wong grounds out, pitcher Emmanuel Clase to first baseman Josh Naylor.",0,2,0,63,"bottom",9,"2023-04-02T03:41:00.322Z","2023-04-02T03:41:10.251Z",TRUE,FALSE,FALSE,TRUE,0,0,0,1,543939,"Kolten Wong","/api/v1/people/543939","L","Left",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_LHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Cleveland Guardians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,605137,"/api/v1/people/605137",NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA
718746,"2023-04-02",1,"2023-04-02T03:39:38.080Z","2023-04-02T03:41:02.437Z",FALSE,"action",NA,NA,"Pitching Change: Emmanuel Clase replaces James Karinchak.","Pitching Substitution",2,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,661403,"/api/v1/people/661403",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"63","atBat","Groundout","field_out","Kolten Wong grounds out, pitcher Emmanuel Clase to first baseman Josh Naylor.",0,2,0,63,"bottom",9,"2023-04-02T03:41:00.322Z","2023-04-02T03:41:10.251Z",TRUE,FALSE,FALSE,TRUE,0,0,0,1,543939,"Kolten Wong","/api/v1/people/543939","L","Left",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_LHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Cleveland Guardians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA
