"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","details.disengagementNum","isBaseRunningPlay","isSubstitution","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType"
746963,"2024-05-11",0,"2024-05-11T21:47:43.443Z","2024-05-11T21:47:47.128Z",TRUE,"pitch","67d25445-2b72-4988-9722-7251567ef7c9",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.5046,1.69,NA,157.93,104.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"48","atBat","Forceout","force_out","Trey Lipscomb grounds into a force out, shortstop Ceddanne Rafaela to second baseman David Hamilton. Eddie Rosario out at 2nd.",0,2,2,48,"top",7,"2024-05-11T21:47:39.714Z","2024-05-11T21:48:10.215Z",TRUE,FALSE,FALSE,TRUE,0,1,0,3,702358,"Trey Lipscomb","/api/v1/people/702358","R","Right",686580,"Justin Slaten","/api/v1/people/686580","R","Right","vs_RHP","vs_RHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Boston Red Sox","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.5,85,11,0.91,0.4006,6.7017,34.9614,-9.5225,-4.4378,12.012,-1.0739,4.9625,0.5672,-137.5458,-1.3622,-0.709,50.0066,6.1217,-8.372,39.6,2.4,24,2420,205,NA,NA,NA,NA,NA,NA,FALSE,-9.5,21.6,7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746963,"2024-05-11",4,"2024-05-11T21:47:12.617Z","2024-05-11T21:47:17.791Z",TRUE,"pitch","eaadd8fa-d81e-4e3e-9c28-5343920deafc",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",4,1,2,NA,NA,3.3202,1.6507,NA,83.21,204.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47","atBat","Walk","walk","Eddie Rosario walks.",0,2,2,47,"top",7,"2024-05-11T21:46:00.099Z","2024-05-11T21:47:17.791Z",TRUE,FALSE,FALSE,FALSE,0,4,1,2,592696,"Eddie Rosario","/api/v1/people/592696","L","Left",686580,"Justin Slaten","/api/v1/people/686580","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Boston Red Sox","true",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",83,76.5,14,2,0.4539,6.611,24.248,-29.3496,7.3576,1.9204,0.8864,1.2627,2.1038,-120.8295,-4.5708,-0.9523,50.005,5.7673,10.8459,20.4,8.4,24,2423,55,NA,NA,NA,NA,NA,NA,FALSE,-37.2,2.6,-13.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,592696,"Eddie Rosario","/api/v1/people/592696",NA,NA,NA,NA,NA,NA,NA,NA,NA
746963,"2024-05-11",3,"2024-05-11T21:46:53.960Z","2024-05-11T21:46:58.098Z",TRUE,"pitch","1d1e2299-7881-4109-91c9-9a934b46fd32",4,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",3,1,2,NA,NA,3.3735,1.6609,NA,78.26,163.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47","atBat","Walk","walk","Eddie Rosario walks.",0,2,2,47,"top",7,"2024-05-11T21:46:00.099Z","2024-05-11T21:47:17.791Z",TRUE,FALSE,FALSE,FALSE,0,4,1,2,592696,"Eddie Rosario","/api/v1/people/592696","L","Left",686580,"Justin Slaten","/api/v1/people/686580","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Boston Red Sox","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",82,75.6,12,2,0.4582,6.6197,22.9787,-29.7825,7.0698,1.6532,1.0163,2.7953,2.4814,-119.5177,-1.0662,-0.9539,50.003,5.9212,10.2302,19.2,8.4,24,2561,55,NA,NA,NA,NA,NA,NA,FALSE,-37.6,3,-13.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746963,"2024-05-11",2,"2024-05-11T21:46:36.503Z","2024-05-11T21:46:40.842Z",TRUE,"pitch","6604abd0-827f-45a5-b139-c3f3c810e3e5",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,0,2,NA,NA,3.3928,1.65,NA,63.13,225.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47","atBat","Walk","walk","Eddie Rosario walks.",0,2,2,47,"top",7,"2024-05-11T21:46:00.099Z","2024-05-11T21:47:17.791Z",TRUE,FALSE,FALSE,FALSE,0,4,1,2,592696,"Eddie Rosario","/api/v1/people/592696","L","Left",686580,"Justin Slaten","/api/v1/people/686580","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Boston Red Sox","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",90.9,83.5,14,0.91,0.4153,6.7129,29.0051,-22.74,2.907,5.3609,1.4134,0.4906,4.2806,-132.0735,-9.5037,-0.6083,50.0064,5.8181,5.1191,13.2,6,24,2451,145,NA,NA,NA,NA,NA,NA,FALSE,-25.6,7.8,-6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746963,"2024-05-11",1,"2024-05-11T21:46:20.843Z","2024-05-11T21:46:25.855Z",TRUE,"pitch","635d2065-1949-4e13-857b-d90cf1c2ea0b",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,2,NA,NA,3.3257,1.6499,NA,113.4,209.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47","atBat","Walk","walk","Eddie Rosario walks.",0,2,2,47,"top",7,"2024-05-11T21:46:00.099Z","2024-05-11T21:47:17.791Z",TRUE,FALSE,FALSE,FALSE,0,4,1,2,592696,"Eddie Rosario","/api/v1/people/592696","L","Left",686580,"Justin Slaten","/api/v1/people/686580","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Boston Red Sox","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.8,87.4,14,0.91,0.3944,6.7162,31.8121,-7.5694,-5.4596,12.6039,0.0945,1.0821,3.8529,-139.0002,-11.4687,-0.6018,50.0062,5.7693,-10.6613,44.4,2.4,24,2434,204,NA,NA,NA,NA,NA,NA,FALSE,-9.5,20.5,9.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746963,"2024-05-11",0,"2024-05-11T21:46:08.408Z","2024-05-11T21:46:12.658Z",TRUE,"pitch","665f5705-8289-4d7d-aee4-e1e8a920ffad",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.3524,1.6479,NA,116.72,130.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47","atBat","Walk","walk","Eddie Rosario walks.",0,2,2,47,"top",7,"2024-05-11T21:46:00.099Z","2024-05-11T21:47:17.791Z",TRUE,FALSE,FALSE,FALSE,0,4,1,2,592696,"Eddie Rosario","/api/v1/people/592696","L","Left",686580,"Justin Slaten","/api/v1/people/686580","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Boston Red Sox","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",90.3,82.9,12,0.91,0.4158,6.5295,27.3085,-26.8286,3.5402,3.0389,0.0073,4.014,0.9002,-131.6036,-0.4708,-0.7989,50.0006,6.1783,6.2237,13.2,6,24,2316,152,NA,NA,NA,NA,NA,NA,FALSE,-27.7,5.6,-6.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746963,"2024-05-11",5,"2024-05-11T21:45:34.672Z","2024-05-11T21:45:39.966Z",TRUE,"pitch","8b1835b5-8c9a-424b-8d75-8ab7a4682405",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,1,1,NA,NA,3.4,1.6,NA,125.34,142.61,"line_drive","medium","3",162.98,162.75,NA,NA,NA,NA,NA,NA,NA,NA,"46","atBat","Lineout","field_out","Keibert Ruiz lines out to first baseman Dominic Smith.",0,2,2,46,"top",7,"2024-05-11T21:44:42.599Z","2024-05-11T21:45:39.966Z",TRUE,FALSE,FALSE,TRUE,0,2,1,2,660688,"Keibert Ruiz","/api/v1/people/660688","L","Left",686580,"Justin Slaten","/api/v1/people/686580","R","Right","vs_RHP","vs_LHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Boston Red Sox",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",91,83.7,11,0.91,0.4123,6.6075,27.2983,-23.2115,2.5701,5.0083,-0.2188,3.562,0.8163,-132.6338,-1.9364,-0.8641,50.0018,5.9873,4.5963,10.8,6,24,2450,172,98.7,8,134,NA,NA,NA,TRUE,-23.9,8.9,-4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746963,"2024-05-11",4,"2024-05-11T21:45:18.419Z","2024-05-11T21:45:22.384Z",TRUE,"pitch","0e0af0ea-2fa7-4278-8c09-d50842c17133",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",2,1,1,NA,NA,3.3238,1.545,NA,125.46,153.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"46","atBat","Lineout","field_out","Keibert Ruiz lines out to first baseman Dominic Smith.",0,2,2,46,"top",7,"2024-05-11T21:44:42.599Z","2024-05-11T21:45:39.966Z",TRUE,FALSE,FALSE,TRUE,0,2,1,2,660688,"Keibert Ruiz","/api/v1/people/660688","L","Left",686580,"Justin Slaten","/api/v1/people/686580","R","Right","vs_RHP","vs_LHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Boston Red Sox",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",90.7,82.5,2,0.91,0.4162,6.5459,30.561,-24.6892,4.5717,4.281,-0.2219,3.15,0.164,-132.0577,-2.6772,-0.8781,50.0056,6.0112,8.0009,18,6,24,2342,170,NA,NA,NA,NA,NA,NA,FALSE,-26.2,7.3,-8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746963,"2024-05-11",3,"2024-05-11T21:45:01.382Z","2024-05-11T21:45:05.592Z",TRUE,"pitch","0b26bee1-b6f5-49f8-b18b-a4529bd0ac7f",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,1,NA,NA,3.1787,1.4702,NA,148.09,137.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"46","atBat","Lineout","field_out","Keibert Ruiz lines out to first baseman Dominic Smith.",0,2,2,46,"top",7,"2024-05-11T21:44:42.599Z","2024-05-11T21:45:39.966Z",TRUE,FALSE,FALSE,TRUE,0,2,1,2,660688,"Keibert Ruiz","/api/v1/people/660688","L","Left",686580,"Justin Slaten","/api/v1/people/686580","R","Right","vs_RHP","vs_LHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Boston Red Sox",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.2,85.9,11,0.91,0.3975,6.6668,34.8692,-7.22,-3.9214,13.0206,-0.8156,3.7572,0.7875,-138.5123,-4.9542,-0.597,50.0034,6.0676,-7.5161,40.8,2.4,24,2404,201,NA,NA,NA,NA,NA,NA,FALSE,-7.9,22.6,6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746963,"2024-05-11",2,"2024-05-11T21:44:44.907Z","2024-05-11T21:44:49.866Z",TRUE,"pitch","37873ce6-a809-4f97-9ebf-6471170a7928",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.2733,1.4946,NA,94.17,221.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"46","atBat","Lineout","field_out","Keibert Ruiz lines out to first baseman Dominic Smith.",0,2,2,46,"top",7,"2024-05-11T21:44:42.599Z","2024-05-11T21:45:39.966Z",TRUE,FALSE,FALSE,TRUE,0,2,1,2,660688,"Keibert Ruiz","/api/v1/people/660688","L","Left",686580,"Justin Slaten","/api/v1/people/686580","R","Right","vs_RHP","vs_LHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Boston Red Sox",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",91.5,84.2,14,0.9,0.4118,6.6663,28.3282,-20.1552,2.1853,6.7105,0.599,0.6501,2.8446,-132.9585,-9.8966,-0.7685,50.0042,5.8813,3.9156,10.8,4.8,24,2359,181,NA,NA,NA,NA,NA,NA,FALSE,-22.6,10.2,-4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746963,"2024-05-11",0,"2024-05-11T21:42:26.241Z","2024-05-11T21:42:37.047Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",2,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"46","atBat","Lineout","field_out","Keibert Ruiz lines out to first baseman Dominic Smith.",0,2,2,46,"top",7,"2024-05-11T21:44:42.599Z","2024-05-11T21:45:39.966Z",TRUE,FALSE,FALSE,TRUE,0,2,1,2,660688,"Keibert Ruiz","/api/v1/people/660688","L","Left",686580,"Justin Slaten","/api/v1/people/686580","R","Right","vs_RHP","vs_LHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Boston Red Sox",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746963,"2024-05-11",1,"2024-05-11T21:42:37.047Z","2024-05-11T21:44:44.907Z",FALSE,"action",NA,NA,"Pitching Change: Justin Slaten replaces Brennan Bernardino.","Pitching Substitution",2,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,686580,"/api/v1/people/686580",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"46","atBat","Lineout","field_out","Keibert Ruiz lines out to first baseman Dominic Smith.",0,2,2,46,"top",7,"2024-05-11T21:44:42.599Z","2024-05-11T21:45:39.966Z",TRUE,FALSE,FALSE,TRUE,0,2,1,2,660688,"Keibert Ruiz","/api/v1/people/660688","L","Left",686580,"Justin Slaten","/api/v1/people/686580","R","Right","vs_RHP","vs_LHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Boston Red Sox",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746963,"2024-05-11",4,"2024-05-11T21:41:56.371Z","2024-05-11T21:42:00.267Z",TRUE,"pitch","950dee0c-e46f-47d9-94cc-f493583bd64d",5,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",2,3,0,NA,NA,3.5083,1.68,NA,111.07,170.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45","atBat","Strikeout","strikeout","Jesse Winker called out on strikes.",0,2,2,45,"top",7,"2024-05-11T21:40:32.585Z","2024-05-11T21:42:00.267Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,608385,"Jesse Winker","/api/v1/people/608385","L","Left",657514,"Brennan Bernardino","/api/v1/people/657514","L","Left","vs_LHP","vs_LHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Boston Red Sox","true",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",79.3,72.3,5,0.9,0.477,5.574,23.8659,-33.086,-9.3751,-0.6876,0.1556,2.5107,-3.9818,-115.3668,1.7958,3.128,50.0007,4.9394,-12.4834,21.6,10.8,24,2775,296,NA,NA,NA,NA,NA,NA,TRUE,-44.3,-0.4,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746963,"2024-05-11",3,"2024-05-11T21:41:34.161Z","2024-05-11T21:41:38.894Z",TRUE,"pitch","aeb9f45b-a7fd-4f3e-8ed7-ac2f9be28560",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,0,NA,NA,3.5964,1.6832,NA,58.27,137.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45","atBat","Strikeout","strikeout","Jesse Winker called out on strikes.",0,2,2,45,"top",7,"2024-05-11T21:40:32.585Z","2024-05-11T21:42:00.267Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,608385,"Jesse Winker","/api/v1/people/608385","L","Left",657514,"Brennan Bernardino","/api/v1/people/657514","L","Left","vs_LHP","vs_LHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Boston Red Sox","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",90.2,81,12,0.9,0.4206,6.0612,32.2642,-22.9106,10.2184,5.4171,1.5406,3.7485,-6.4117,-131.0947,0.7272,2.7129,50.0012,5.201,17.471,34.8,7.2,24,2210,136,NA,NA,NA,NA,NA,NA,FALSE,-23.9,10.2,-16.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746963,"2024-05-11",2,"2024-05-11T21:41:15.190Z","2024-05-11T21:41:19.852Z",TRUE,"pitch","c7fe8a6f-b5ac-4ed9-8d85-96c73adb25ac",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,2,0,NA,NA,3.59,1.7452,NA,132.97,154.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45","atBat","Strikeout","strikeout","Jesse Winker called out on strikes.",0,2,2,45,"top",7,"2024-05-11T21:40:32.585Z","2024-05-11T21:42:00.267Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,608385,"Jesse Winker","/api/v1/people/608385","L","Left",657514,"Brennan Bernardino","/api/v1/people/657514","L","Left","vs_LHP","vs_LHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Boston Red Sox","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",79.1,72.7,1,0.89,0.4762,5.5334,21.7695,-32.6583,-8.0319,-0.3589,-0.419,3.1186,-5.3113,-115.0988,2.7157,2.9638,50.0042,5.0901,-10.7548,20.4,10.8,24,2770,302,NA,NA,NA,NA,NA,NA,FALSE,-43.4,0.4,15.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746963,"2024-05-11",1,"2024-05-11T21:40:57.399Z","2024-05-11T21:41:00.636Z",TRUE,"pitch","eb5150d6-02ae-4ac0-b43e-9ceeabc7df90",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,1,0,NA,NA,3.59,1.68,NA,105.42,176.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45","atBat","Strikeout","strikeout","Jesse Winker called out on strikes.",0,2,2,45,"top",7,"2024-05-11T21:40:32.585Z","2024-05-11T21:42:00.267Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,608385,"Jesse Winker","/api/v1/people/608385","L","Left",657514,"Brennan Bernardino","/api/v1/people/657514","L","Left","vs_LHP","vs_LHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Boston Red Sox","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",90.7,83.3,6,0.9,0.4148,5.792,26.721,-25.0746,10.4541,4.0155,0.3037,2.3075,-9.7348,-131.789,-2.0941,2.6785,50.002,4.9552,18.4789,33.6,7.2,24,2153,125,NA,NA,NA,NA,NA,NA,FALSE,-26.2,7.1,-16.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746963,"2024-05-11",0,"2024-05-11T21:40:42.826Z","2024-05-11T21:40:46.855Z",TRUE,"pitch","5e8d9e59-86a3-4506-b591-835a7cdf7fdc",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,0,NA,NA,3.6162,1.854,NA,71.75,151.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45","atBat","Strikeout","strikeout","Jesse Winker called out on strikes.",0,2,2,45,"top",7,"2024-05-11T21:40:32.585Z","2024-05-11T21:42:00.267Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,608385,"Jesse Winker","/api/v1/people/608385","L","Left",657514,"Brennan Bernardino","/api/v1/people/657514","L","Left","vs_LHP","vs_LHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Boston Red Sox","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",90.3,82.5,12,0.9,0.4173,5.7843,27.8056,-26.2655,10.3533,3.3881,1.1872,3.2425,-7.8333,-131.2629,-0.0064,2.8651,50.0054,5.2008,18.0683,32.4,7.2,24,2071,135,NA,NA,NA,NA,NA,NA,FALSE,-27.2,6.4,-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
