"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","isSubstitution","replacedPlayer.id","replacedPlayer.link","base","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
716555,"2023-09-16",8,"2023-09-17T02:16:24.903Z","2023-09-17T02:16:33.642Z",TRUE,"pitch","dfdbfebf-8c9d-48f9-87f9-6eee30178d29",7,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,2,2,NA,NA,3.41,1.61,NA,130.69,145.65,"ground_ball","medium","5",108.42,169.04,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Forceout","force_out","Pete Alonso grounds into a force out, third baseman Nick Senzel to second baseman Jonathan India. Francisco Alvarez out at 2nd.",0,3,2,77,"bottom",9,"2023-09-17T02:13:48.412Z","2023-09-17T02:16:33.642Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,624413,"Pete Alonso","/api/v1/people/624413","R","Right",571882,"Derek Law","/api/v1/people/571882","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Cincinnati Reds",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.7,88.5,1,0.92,0.389,6.9372,31.7978,-17.9471,-8.2466,7.0837,-0.3592,3.4491,4.1197,-140.7776,-4.4234,-0.7697,50.0035,6.2017,-16.5612,39.6,4.8,24,2333,197,83.5,-6,26,NA,NA,NA,TRUE,-17,12.1,14,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716555,"2023-09-16",7,"2023-09-17T02:15:59.078Z","2023-09-17T02:16:04.302Z",TRUE,"pitch","7a7342f0-7cb2-4bde-8279-17fd0b5f613b",6,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,2,NA,NA,3.41,1.61,NA,75.34,194.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Forceout","force_out","Pete Alonso grounds into a force out, third baseman Nick Senzel to second baseman Jonathan India. Francisco Alvarez out at 2nd.",0,3,2,77,"bottom",9,"2023-09-17T02:13:48.412Z","2023-09-17T02:16:33.642Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,624413,"Pete Alonso","/api/v1/people/624413","R","Right",571882,"Derek Law","/api/v1/people/571882","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Cincinnati Reds",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",93.7,86.5,14,0.92,0.4011,6.6779,28.5252,-24.2003,1.3975,4.2186,1.0929,1.6364,4.5395,-136.2862,-7.4927,-0.7726,50.0047,6.08,2.642,7.2,6,24,2462,198,NA,NA,NA,NA,NA,NA,FALSE,-24.7,6.4,-3.5,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716555,"2023-09-16",6,"2023-09-17T02:15:38.363Z","2023-09-17T02:15:42.320Z",TRUE,"pitch","6d7f30e4-078f-40f8-b2ca-8269bcb0e6c0",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,2,NA,NA,3.3137,1.5591,NA,24.22,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Forceout","force_out","Pete Alonso grounds into a force out, third baseman Nick Senzel to second baseman Jonathan India. Francisco Alvarez out at 2nd.",0,3,2,77,"bottom",9,"2023-09-17T02:13:48.412Z","2023-09-17T02:16:33.642Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,624413,"Pete Alonso","/api/v1/people/624413","R","Right",571882,"Derek Law","/api/v1/people/571882","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Cincinnati Reds",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",95,87.3,14,0.87,0.3974,6.6783,30.3999,-18.957,-0.2006,6.8635,2.4341,0.992,7.8779,-137.8013,-10.1723,-0.4345,50.0006,6.0099,-0.3886,3.6,4.8,24,2362,197,NA,NA,NA,NA,NA,NA,FALSE,-20,10.4,-1.3,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716555,"2023-09-16",5,"2023-09-17T02:15:12.931Z","2023-09-17T02:15:16.375Z",TRUE,"pitch","417fe589-d78c-4dd1-85b6-08b2170e3fe0",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3.41,1.61,NA,142.99,147.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Forceout","force_out","Pete Alonso grounds into a force out, third baseman Nick Senzel to second baseman Jonathan India. Francisco Alvarez out at 2nd.",0,3,2,77,"bottom",9,"2023-09-17T02:13:48.412Z","2023-09-17T02:16:33.642Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,624413,"Pete Alonso","/api/v1/people/624413","R","Right",571882,"Derek Law","/api/v1/people/571882","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Cincinnati Reds",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.4,88,1,0.91,0.3907,6.5617,32.2635,-12.899,-3.3417,9.6899,-0.6819,3.3894,1.3877,-140.2742,-5.4316,-0.7494,50.0018,6.1945,-6.647,24,3.6,24,2147,201,NA,NA,NA,NA,NA,NA,FALSE,-12.8,16.6,5.8,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716555,"2023-09-16",4,"2023-09-17T02:14:50.385Z","2023-09-17T02:14:55.374Z",TRUE,"pitch","ef7df2ee-959d-42b6-bcca-f99d963f9821",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,2,NA,NA,3.2679,1.5446,NA,155.39,146.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Forceout","force_out","Pete Alonso grounds into a force out, third baseman Nick Senzel to second baseman Jonathan India. Francisco Alvarez out at 2nd.",0,3,2,77,"bottom",9,"2023-09-17T02:13:48.412Z","2023-09-17T02:16:33.642Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,624413,"Pete Alonso","/api/v1/people/624413","R","Right",571882,"Derek Law","/api/v1/people/571882","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Cincinnati Reds",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.6,88.2,11,0.91,0.3899,6.5465,32.4033,-11.5672,-3.1892,10.3133,-1.007,3.409,0.6662,-140.5807,-5.7828,-0.8331,50.0001,6.2461,-6.3708,25.2,2.4,24,2204,205,NA,NA,NA,NA,NA,NA,FALSE,-11.6,17.6,5.6,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716555,"2023-09-16",2,"2023-09-17T02:14:13.774Z","2023-09-17T02:14:17.781Z",TRUE,"pitch","c4b259b5-1f85-41e2-9c5f-cf52cc141d7f",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,2,NA,NA,3.41,1.61,NA,132.77,200.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Forceout","force_out","Pete Alonso grounds into a force out, third baseman Nick Senzel to second baseman Jonathan India. Francisco Alvarez out at 2nd.",0,3,2,77,"bottom",9,"2023-09-17T02:13:48.412Z","2023-09-17T02:16:33.642Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,624413,"Pete Alonso","/api/v1/people/624413","R","Right",571882,"Derek Law","/api/v1/people/571882","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Cincinnati Reds",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.4,87.6,13,0.92,0.3927,6.7811,34.4059,-18.3395,-9.242,7.0372,-0.4138,1.4007,4.6774,-140.0017,-9.2507,-0.9141,50.0031,5.9709,-18.1727,39.6,6,24,2255,203,NA,NA,NA,NA,NA,NA,FALSE,-19,10.8,15.6,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716555,"2023-09-16",1,"2023-09-17T02:13:50.815Z","2023-09-17T02:13:54.956Z",TRUE,"pitch","a48ddfbb-ead6-4c11-ab22-a31ccebc6537",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.4404,1.6111,NA,103.54,195.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Forceout","force_out","Pete Alonso grounds into a force out, third baseman Nick Senzel to second baseman Jonathan India. Francisco Alvarez out at 2nd.",0,3,2,77,"bottom",9,"2023-09-17T02:13:48.412Z","2023-09-17T02:16:33.642Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,624413,"Pete Alonso","/api/v1/people/624413","R","Right",571882,"Derek Law","/api/v1/people/571882","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Cincinnati Reds",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",97,88.6,9,0.92,0.3892,6.7125,32.9189,-15.8127,-7.7231,8.1668,0.3531,1.6138,6.6953,-140.8798,-9.326,-1.0544,50.005,5.9961,-15.4785,38.4,4.8,24,1964,206,NA,NA,NA,NA,NA,NA,FALSE,-16.3,13,12.6,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716555,"2023-09-16",0,"2023-09-17T02:13:08.074Z","2023-09-17T02:13:50.815Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",3,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"77","atBat","Forceout","force_out","Pete Alonso grounds into a force out, third baseman Nick Senzel to second baseman Jonathan India. Francisco Alvarez out at 2nd.",0,3,2,77,"bottom",9,"2023-09-17T02:13:48.412Z","2023-09-17T02:16:33.642Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,624413,"Pete Alonso","/api/v1/people/624413","R","Right",571882,"Derek Law","/api/v1/people/571882","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Cincinnati Reds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716555,"2023-09-16",3,"2023-09-17T02:14:29.878Z","2023-09-17T02:14:50.385Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",3,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,2,2,624413,"/api/v1/people/624413",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"77","atBat","Forceout","force_out","Pete Alonso grounds into a force out, third baseman Nick Senzel to second baseman Jonathan India. Francisco Alvarez out at 2nd.",0,3,2,77,"bottom",9,"2023-09-17T02:13:48.412Z","2023-09-17T02:16:33.642Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,624413,"Pete Alonso","/api/v1/people/624413","R","Right",571882,"Derek Law","/api/v1/people/571882","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Cincinnati Reds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716555,"2023-09-16",5,"2023-09-17T02:12:45.863Z","2023-09-17T02:12:57.568Z",TRUE,"pitch","88875b02-f35d-431e-9c7a-d8b1bd794dec",5,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",3,1,2,NA,NA,3.32,1.55,NA,90.33,160.87,"line_drive","medium","7",89.03,104.2,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Single","single","Francisco Alvarez singles on a line drive to left fielder TJ Friedl. Rafael Ortega to 2nd.",0,3,2,76,"bottom",9,"2023-09-17T02:11:18.658Z","2023-09-17T02:12:57.568Z",TRUE,FALSE,FALSE,FALSE,33,3,1,2,682626,"Francisco Alvarez","/api/v1/people/682626","R","Right",571882,"Derek Law","/api/v1/people/571882","R","Right","vs_RHP","vs_RHB","RISP",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Cincinnati Reds",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",89.6,82.1,3,0.85,0.4203,6.4518,28.3697,-27.1916,2.9558,2.8993,0.6996,2.8855,4.0275,-130.5007,-3.1544,-1.2498,50.0036,6.1661,5.0795,12,7.2,24,2403,162,99.2,15,248,NA,NA,NA,FALSE,-29.4,4.8,-6.2,NA,NA,NA,NA,NA,NA,FALSE,FALSE,682626,"Francisco Alvarez","/api/v1/people/682626",542364,"Rafael Ortega","/api/v1/people/542364",NA,NA,NA
