"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","isSubstitution","replacedPlayer.id","replacedPlayer.link","base","reviewDetails.isOverturned.x","reviewDetails.inProgress.x","reviewDetails.reviewType.x","reviewDetails.challengeTeamId","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned.y","reviewDetails.inProgress.y","reviewDetails.reviewType.y"
717059,"2023-08-09",4,"2023-08-10T00:56:42.161Z","2023-08-10T00:56:46.094Z",TRUE,"pitch","3eea69a0-a209-4154-b963-9b1e8c9d354b",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,2,NA,NA,3.26,1.56,NA,77.56,188.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49","atBat","Flyout","field_out","Kyle Isbel flies out to left fielder Masataka Yoshida.",0,2,4,49,"top",7,"2023-08-10T00:55:14.761Z","2023-08-10T00:57:34.348Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,664728,"Kyle Isbel","/api/v1/people/664728","L","Left",670174,"Josh Winckowski","/api/v1/people/670174","R","Right","vs_RHP","vs_LHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Boston Red Sox",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.4,80.3,14,2,0.4339,6.6262,23.9326,-34.6676,3.1779,-1.5414,1.0347,1.8653,4.6176,-125.8918,-3.3316,-1.2314,50.0039,5.9924,5.1354,9.6,8.4,24,2299,42,NA,NA,NA,NA,NA,NA,FALSE,-39.6,-3.2,-6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717059,"2023-08-09",3,"2023-08-10T00:56:24.178Z","2023-08-10T00:56:29.013Z",TRUE,"pitch","c0230fcd-44e8-49b0-9cc6-b31bd0d03810",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,2,NA,NA,3.3153,1.5486,NA,81.94,195.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49","atBat","Flyout","field_out","Kyle Isbel flies out to left fielder Masataka Yoshida.",0,2,4,49,"top",7,"2023-08-10T00:55:14.761Z","2023-08-10T00:57:34.348Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,664728,"Kyle Isbel","/api/v1/people/664728","L","Left",670174,"Josh Winckowski","/api/v1/people/670174","R","Right","vs_RHP","vs_LHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Boston Red Sox",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.6,80.2,14,2,0.4338,6.6734,24.8328,-34.8999,3.2816,-1.685,0.9198,1.6121,3.9938,-126.1142,-3.6601,-1.1087,50.0039,5.8871,5.3038,9.6,9.6,24,2261,50,NA,NA,NA,NA,NA,NA,FALSE,-40,-3.6,-6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717059,"2023-08-09",2,"2023-08-10T00:55:51.583Z","2023-08-10T00:55:56.589Z",TRUE,"pitch","7f02c81b-94ff-4a96-90a2-a6dae246a12a",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3.26,1.56,NA,134.88,193.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49","atBat","Flyout","field_out","Kyle Isbel flies out to left fielder Masataka Yoshida.",0,2,4,49,"top",7,"2023-08-10T00:55:14.761Z","2023-08-10T00:57:34.348Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,664728,"Kyle Isbel","/api/v1/people/664728","L","Left",670174,"Josh Winckowski","/api/v1/people/670174","R","Right","vs_RHP","vs_LHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Boston Red Sox",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",97.9,89.3,7,2,0.3857,6.3809,34.3267,-21.0716,-10.0052,5.4437,-0.469,1.6594,6.3572,-142.3061,-7.6534,-1.4383,50.0059,5.7312,-20.4116,39.6,6,24,2135,209,NA,NA,NA,NA,NA,NA,FALSE,-20.4,8.4,16.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717059,"2023-08-09",1,"2023-08-10T00:55:33.848Z","2023-08-10T00:55:37.993Z",TRUE,"pitch","0eb4ac8e-7acc-4166-9582-8d8448a08e5f",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,2,NA,NA,3.2581,1.5486,NA,89.1,166.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49","atBat","Flyout","field_out","Kyle Isbel flies out to left fielder Masataka Yoshida.",0,2,4,49,"top",7,"2023-08-10T00:55:14.761Z","2023-08-10T00:57:34.348Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,664728,"Kyle Isbel","/api/v1/people/664728","L","Left",670174,"Josh Winckowski","/api/v1/people/670174","R","Right","vs_RHP","vs_LHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Boston Red Sox",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",97.6,89.2,6,2,0.3861,6.3941,32.3154,-19.5494,-8.2829,6.1968,0.7319,2.6602,8.6982,-141.8342,-5.1464,-1.2978,50.0063,5.7442,-16.886,36,4.8,24,2064,209,NA,NA,NA,NA,NA,NA,FALSE,-18.5,10.3,13.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717059,"2023-08-09",0,"2023-08-10T00:55:17.564Z","2023-08-10T00:55:23.271Z",TRUE,"pitch","ce60d477-9164-467b-9da2-292841294f13",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.2581,1.5486,NA,78.77,175.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49","atBat","Flyout","field_out","Kyle Isbel flies out to left fielder Masataka Yoshida.",0,2,4,49,"top",7,"2023-08-10T00:55:14.761Z","2023-08-10T00:57:34.348Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,664728,"Kyle Isbel","/api/v1/people/664728","L","Left",670174,"Josh Winckowski","/api/v1/people/670174","R","Right","vs_RHP","vs_LHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Boston Red Sox",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",88.9,81.9,14,2,0.423,6.765,26.5429,-31.1404,1.9494,0.6055,1.003,2.3524,5.023,-129.3916,-3.018,-1.2151,50.0001,5.9154,3.3103,7.2,7.2,24,2290,64,NA,NA,NA,NA,NA,NA,FALSE,-33.8,0.6,-4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717059,"2023-08-09",5,"2023-08-10T00:57:03.725Z","2023-08-10T00:57:25.703Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",2,4,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,2,2,2,664728,"/api/v1/people/664728",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"49","atBat","Flyout","field_out","Kyle Isbel flies out to left fielder Masataka Yoshida.",0,2,4,49,"top",7,"2023-08-10T00:55:14.761Z","2023-08-10T00:57:34.348Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,664728,"Kyle Isbel","/api/v1/people/664728","L","Left",670174,"Josh Winckowski","/api/v1/people/670174","R","Right","vs_RHP","vs_LHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Boston Red Sox",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717059,"2023-08-09",2,"2023-08-10T00:54:47.822Z","2023-08-10T00:54:54.657Z",TRUE,"pitch","2cdefdf9-32c4-4ae5-a187-3fe0d7e3d124",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,3,1,NA,NA,3.51,1.63,NA,84.12,218.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"48","atBat","Strikeout","strikeout","Matt Duffy strikes out swinging.",0,2,4,48,"top",7,"2023-08-10T00:53:41.462Z","2023-08-10T00:54:54.657Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,622110,"Matt Duffy","/api/v1/people/622110","R","Right",670174,"Josh Winckowski","/api/v1/people/670174","R","Right","vs_RHP","vs_RHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Boston Red Sox","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.2,80.9,14,2,0.431,6.8452,25.0759,-35.5317,2.2906,-2.051,0.8625,0.7605,4.3839,-126.8963,-5.6009,-1.1825,50.0023,5.8149,3.7493,7.2,9.6,24,2317,43,NA,NA,NA,NA,NA,NA,TRUE,-40.6,-4.7,-5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717059,"2023-08-09",1,"2023-08-10T00:54:14.336Z","2023-08-10T00:54:18.870Z",TRUE,"pitch","8c1f5b8c-0f9e-4ef3-97f1-ffe1d98fa813",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,1,NA,NA,3.51,1.63,NA,174.43,174.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"48","atBat","Strikeout","strikeout","Matt Duffy strikes out swinging.",0,2,4,48,"top",7,"2023-08-10T00:53:41.462Z","2023-08-10T00:54:54.657Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,622110,"Matt Duffy","/api/v1/people/622110","R","Right",670174,"Josh Winckowski","/api/v1/people/670174","R","Right","vs_RHP","vs_RHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Boston Red Sox","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",97.5,90,13,0.89,0.3844,6.3207,29.9926,-20.2444,-7.3467,5.7914,-1.5067,2.3902,2.4627,-142.0223,-6.0081,-1.4262,50.0014,5.8043,-15.1316,34.8,4.8,24,2002,209,NA,NA,NA,NA,NA,NA,FALSE,-19,9.6,12.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717059,"2023-08-09",0,"2023-08-10T00:54:00.192Z","2023-08-10T00:54:04.171Z",TRUE,"pitch","d1f16430-66c7-43af-a647-2b5640601f14",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.4041,1.5486,NA,102.79,184.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"48","atBat","Strikeout","strikeout","Matt Duffy strikes out swinging.",0,2,4,48,"top",7,"2023-08-10T00:53:41.462Z","2023-08-10T00:54:54.657Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,622110,"Matt Duffy","/api/v1/people/622110","R","Right",670174,"Josh Winckowski","/api/v1/people/670174","R","Right","vs_RHP","vs_RHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Boston Red Sox","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",99,90.8,9,0.9,0.3802,6.7351,32.5793,-17.5145,-9.0351,6.972,0.3728,2.0185,8.0326,-143.9098,-7.443,-1.2771,50.0056,5.7182,-19.0038,42,4.8,24,2120,214,NA,NA,NA,NA,NA,NA,FALSE,-16.6,11.3,14.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717059,"2023-08-09",3,"2023-08-10T00:53:22.058Z","2023-08-10T00:53:27.056Z",TRUE,"pitch","9df2a289-4d13-4de1-9362-7b10cb77bc6e",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,3,0,NA,NA,3.55,1.69,NA,94.56,204.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47","atBat","Strikeout","strikeout","Drew Waters strikes out swinging.",0,2,4,47,"top",7,"2023-08-10T00:52:48.401Z","2023-08-10T00:53:27.056Z",TRUE,FALSE,FALSE,TRUE,14,0,3,1,671221,"Drew Waters","/api/v1/people/671221","L","Left",670174,"Josh Winckowski","/api/v1/people/670174","R","Right","vs_RHP","vs_LHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Boston Red Sox",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.8,80.8,14,2,0.4318,6.6149,24.0373,-35.032,3.3114,-1.7531,0.5887,1.2774,3.7313,-126.4959,-4.7111,-1.3317,50.0027,5.95,5.404,9.6,9.6,24,2292,43,NA,NA,NA,NA,NA,NA,TRUE,-40,-4,-6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717059,"2023-08-09",2,"2023-08-10T00:53:04.706Z","2023-08-10T00:53:08.725Z",TRUE,"pitch","0aab7ebc-165b-4641-a241-a0f49363010a",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,0,NA,NA,3.55,1.69,NA,111.68,167.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47","atBat","Strikeout","strikeout","Drew Waters strikes out swinging.",0,2,4,47,"top",7,"2023-08-10T00:52:48.401Z","2023-08-10T00:53:27.056Z",TRUE,FALSE,FALSE,TRUE,14,0,3,1,671221,"Drew Waters","/api/v1/people/671221","L","Left",670174,"Josh Winckowski","/api/v1/people/670174","R","Right","vs_RHP","vs_LHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Boston Red Sox",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",90.1,83.6,5,2,0.4155,6.562,24.9537,-28.4337,0.3367,2.1214,0.1395,2.6546,3.7713,-131.2739,-3.1359,-1.353,50.0051,5.957,0.5932,2.4,7.2,24,2308,121,NA,NA,NA,NA,NA,NA,FALSE,-29.9,3.5,-1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717059,"2023-08-09",1,"2023-08-10T00:52:50.709Z","2023-08-10T00:52:54.889Z",TRUE,"pitch","10d65f43-7be1-4d41-8380-0ada82d832ba",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,0,NA,NA,3.6113,1.7263,NA,95.6,153.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47","atBat","Strikeout","strikeout","Drew Waters strikes out swinging.",0,2,4,47,"top",7,"2023-08-10T00:52:48.401Z","2023-08-10T00:53:27.056Z",TRUE,FALSE,FALSE,TRUE,14,0,3,1,671221,"Drew Waters","/api/v1/people/671221","L","Left",670174,"Josh Winckowski","/api/v1/people/670174","R","Right","vs_RHP","vs_LHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Boston Red Sox",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",97.7,90,3,2,0.3841,6.3394,30.1123,-24.3739,-8.8184,3.782,0.5613,3.1728,8.5548,-142.1586,-3.2962,-1.3294,50.0058,5.8804,-18.1992,33.6,6,24,1974,215,NA,NA,NA,NA,NA,NA,FALSE,-22.1,6.4,14.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717059,"2023-08-09",0,"2023-08-10T00:51:50.255Z","2023-08-10T00:52:50.709Z",FALSE,"action",NA,NA,"Pitching Change: Josh Winckowski replaces John Schreiber.","Pitching Substitution",2,4,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,670174,"/api/v1/people/670174",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"47","atBat","Strikeout","strikeout","Drew Waters strikes out swinging.",0,2,4,47,"top",7,"2023-08-10T00:52:48.401Z","2023-08-10T00:53:27.056Z",TRUE,FALSE,FALSE,TRUE,14,0,3,1,671221,"Drew Waters","/api/v1/people/671221","L","Left",670174,"Josh Winckowski","/api/v1/people/670174","R","Right","vs_RHP","vs_LHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Boston Red Sox",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717059,"2023-08-09",1,"2023-08-10T00:50:15.943Z","2023-08-10T00:50:24.282Z",TRUE,"pitch","0a9f8c5e-86c7-4505-ab88-b7a46abedb89",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,1,2,NA,NA,3.74,1.76,NA,148,181.04,"line_drive","medium","6",115.12,138.58,NA,NA,NA,NA,NA,NA,NA,NA,"46","atBat","Lineout","field_out","Triston Casas lines out to shortstop Bobby Witt Jr.",0,2,4,46,"bottom",6,"2023-08-10T00:50:01.117Z","2023-08-10T00:50:24.282Z",TRUE,FALSE,FALSE,TRUE,0,0,1,3,671213,"Triston Casas","/api/v1/people/671213","L","Left",543475,"Jordan Lyles","/api/v1/people/543475","R","Right","vs_RHP","vs_LHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Kansas City Royals","true",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",86.4,79.5,7,0.9,0.4352,6.7943,24.8693,-26.0491,-9.5056,3.8158,-0.8133,2.1385,4.4989,-125.7296,-3.6564,-1.3884,50.0018,5.7192,-15.2574,28.8,7.2,24,1839,225,86.7,10,160,NA,NA,NA,TRUE,-30.2,6.4,16.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717059,"2023-08-09",0,"2023-08-10T00:50:01.117Z","2023-08-10T00:50:05.185Z",TRUE,"pitch","32c44628-e8a5-4853-a0b5-5c3e4dfef52d",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.7381,1.6375,NA,122.57,153.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"46","atBat","Lineout","field_out","Triston Casas lines out to shortstop Bobby Witt Jr.",0,2,4,46,"bottom",6,"2023-08-10T00:50:01.117Z","2023-08-10T00:50:24.282Z",TRUE,FALSE,FALSE,TRUE,0,0,1,3,671213,"Triston Casas","/api/v1/people/671213","L","Left",543475,"Jordan Lyles","/api/v1/people/543475","R","Right","vs_RHP","vs_LHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Kansas City Royals","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",79.1,72.6,2,0.9,0.4754,6.7476,21.7748,-27.5031,7.5824,3.4791,-0.146,3.1716,0.971,-115.2902,0.166,-1.5579,50.0043,5.7567,10.191,20.4,8.4,24,2524,72,NA,NA,NA,NA,NA,NA,FALSE,-37,6.6,-13.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717059,"2023-08-09",2,"2023-08-10T00:49:25.128Z","2023-08-10T00:49:33.732Z",TRUE,"pitch","809f716b-61fc-4114-9f0d-ea8c79813e69",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,1,1,NA,NA,3.42,1.59,NA,160.96,182.46,"fly_ball","medium","7",53.73,120.26,NA,NA,NA,NA,NA,NA,NA,NA,"45","atBat","Flyout","field_out","Rafael Devers flies out to left fielder MJ Melendez.",0,2,4,45,"bottom",6,"2023-08-10T00:48:45.467Z","2023-08-10T00:49:33.732Z",TRUE,FALSE,FALSE,TRUE,0,1,1,2,646240,"Rafael Devers","/api/v1/people/646240","L","Left",543475,"Jordan Lyles","/api/v1/people/543475","R","Right","vs_RHP","vs_LHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Kansas City Royals","true",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",85.8,78.5,13,0.91,0.4395,6.8449,26.2755,-27.718,-9.3354,2.8386,-1.1533,2.0861,3.3278,-124.8484,-3.2648,-1.2942,50.0055,5.7041,-14.6674,26.4,8.4,24,1651,225,80.4,41,266,NA,NA,NA,TRUE,-32.8,4.6,16.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
