"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.disengagementNum","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId","isSubstitution","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
746557,"2024-05-26",1,"2024-05-26T21:32:28.108Z","2024-05-26T21:32:38.007Z",TRUE,"pitch","93c12850-c0d7-4f65-ab27-fd3e968afba0",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,0,2,NA,NA,3.88,1.83,NA,132.39,164.08,"fly_ball","medium","9",215.12,110.75,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Flyout","field_out","Nick Castellanos flies out to right fielder Charlie Blackmon.",0,2,5,66,"top",9,"2024-05-26T21:31:48.608Z","2024-05-26T21:32:38.007Z",TRUE,FALSE,FALSE,TRUE,0,1,0,3,592206,"Nick Castellanos","/api/v1/people/592206","R","Right",641755,"Tyler Kinley","/api/v1/people/641755","R","Right","vs_RHP","vs_RHB","Empty",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","Colorado Rockies","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.8,89.7,4,2,0.3886,5.5515,23.9017,-16.2572,-3.134,7.8634,-0.4037,2.7668,2.7572,-139.6095,-6.4542,-0.9848,50.0059,6.1322,-6.3459,19.2,3.6,24,2364,206,94.3,45,310,NA,NA,NA,TRUE,-15.6,13.4,5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746557,"2024-05-26",0,"2024-05-26T21:32:08.521Z","2024-05-26T21:32:11.750Z",TRUE,"pitch","f5feace0-936b-4307-bec7-c539e1870bcb",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.9852,1.904,NA,41.61,218.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Flyout","field_out","Nick Castellanos flies out to right fielder Charlie Blackmon.",0,2,5,66,"top",9,"2024-05-26T21:31:48.608Z","2024-05-26T21:32:38.007Z",TRUE,FALSE,FALSE,TRUE,0,1,0,3,592206,"Nick Castellanos","/api/v1/people/592206","R","Right",641755,"Tyler Kinley","/api/v1/people/641755","R","Right","vs_RHP","vs_RHB","Empty",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","Colorado Rockies","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",90.5,84.9,14,2,0.4132,5.5375,23.0252,-27.1927,-0.6183,2.7889,1.9779,0.7575,7.4147,-131.6272,-8.472,-0.773,50.0038,5.9752,-1.1051,0,6,24,2575,180,NA,NA,NA,NA,NA,NA,FALSE,-29.3,3.7,-0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746557,"2024-05-26",2,"2024-05-26T21:31:24.757Z","2024-05-26T21:31:35.519Z",TRUE,"pitch","c76934c1-1500-4296-949c-694665f05abc",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,1,1,NA,NA,3.25,1.54,NA,99.21,163.44,"fly_ball","medium","8",117.28,101.32,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Flyout","field_out","Bryson Stott flies out to center fielder Brenton Doyle.",0,2,5,65,"top",9,"2024-05-26T21:30:35.840Z","2024-05-26T21:31:35.519Z",TRUE,FALSE,FALSE,TRUE,0,1,1,2,681082,"Bryson Stott","/api/v1/people/681082","L","Left",641755,"Tyler Kinley","/api/v1/people/641755","R","Right","vs_RHP","vs_LHB","Empty",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","Colorado Rockies","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.3,89.6,3,2,0.3879,5.4195,26.6563,-16.2341,-3.2356,7.8626,0.4666,2.7903,4.5496,-140.3006,-6.6368,-0.7429,50.0057,6.213,-6.5621,18,3.6,24,2353,207,94.4,56,248,NA,NA,NA,TRUE,-15.7,13.3,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746557,"2024-05-26",1,"2024-05-26T21:31:07.962Z","2024-05-26T21:31:11.206Z",TRUE,"pitch","5ef51746-5561-44e5-a917-3a4ab3f6eaa4",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,1,NA,NA,3.4213,1.5835,NA,198.05,129.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Flyout","field_out","Bryson Stott flies out to center fielder Brenton Doyle.",0,2,5,65,"top",9,"2024-05-26T21:30:35.840Z","2024-05-26T21:31:35.519Z",TRUE,FALSE,FALSE,TRUE,0,1,1,2,681082,"Bryson Stott","/api/v1/people/681082","L","Left",641755,"Tyler Kinley","/api/v1/people/641755","R","Right","vs_RHP","vs_LHB","Empty",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","Colorado Rockies","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",89,83.4,11,2,0.4178,5.5384,21.1961,-23.0317,-5.1595,5.2254,-2.1263,4.0464,-1.0199,-129.9285,-1.5297,-1.0594,50.0054,6.3537,-9.0298,21.6,6,24,1914,218,NA,NA,NA,NA,NA,NA,FALSE,-24.2,9.5,9.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746557,"2024-05-26",0,"2024-05-26T21:30:52.071Z","2024-05-26T21:30:55.382Z",TRUE,"pitch","7a721b91-f02b-453b-80ac-499539386099",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.4392,1.5395,NA,94.28,160.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Flyout","field_out","Bryson Stott flies out to center fielder Brenton Doyle.",0,2,5,65,"top",9,"2024-05-26T21:30:35.840Z","2024-05-26T21:31:35.519Z",TRUE,FALSE,FALSE,TRUE,0,1,1,2,681082,"Bryson Stott","/api/v1/people/681082","L","Left",641755,"Tyler Kinley","/api/v1/people/641755","R","Right","vs_RHP","vs_LHB","Empty",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","Colorado Rockies","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.2,90.3,3,2,0.3865,5.575,23.4697,-17.1772,-1.531,7.3218,0.5961,2.91,4.4741,-140.2541,-6.1517,-0.8016,50.0004,6.2017,-3.1356,7.2,3.6,24,2339,205,NA,NA,NA,NA,NA,NA,FALSE,-16.2,12.6,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746557,"2024-05-26",6,"2024-05-26T21:30:16.973Z","2024-05-26T21:30:24.582Z",TRUE,"pitch","adf5ee15-5d0f-411f-848b-97a3f457a365",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,2,0,NA,NA,3.63,1.64,NA,86.49,189.43,"ground_ball","medium","5",101.19,167.13,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Groundout","field_out","Alec Bohm grounds out, third baseman Ryan McMahon to first baseman Elehuris Montero.",0,2,5,64,"top",9,"2024-05-26T21:29:19.244Z","2024-05-26T21:30:24.582Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,664761,"Alec Bohm","/api/v1/people/664761","R","Right",641755,"Tyler Kinley","/api/v1/people/641755","R","Right","vs_RHP","vs_RHB","Empty",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","Colorado Rockies",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",90.3,84.5,9,2,0.4133,5.5255,22.9451,-24.7564,0.5148,4.1541,0.8003,1.8278,4.3163,-131.5604,-6.3821,-0.9157,50.0036,6.0724,0.9195,3.6,6,24,2549,174,63.6,-24,6,NA,NA,NA,TRUE,-26.4,6.6,-1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746557,"2024-05-26",5,"2024-05-26T21:29:57.905Z","2024-05-26T21:30:02.001Z",TRUE,"pitch","d0c27822-7017-42db-8d93-0bbddf0b7f96",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,0,NA,NA,3.63,1.64,NA,114.56,171.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Groundout","field_out","Alec Bohm grounds out, third baseman Ryan McMahon to first baseman Elehuris Montero.",0,2,5,64,"top",9,"2024-05-26T21:29:19.244Z","2024-05-26T21:30:24.582Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,664761,"Alec Bohm","/api/v1/people/664761","R","Right",641755,"Tyler Kinley","/api/v1/people/641755","R","Right","vs_RHP","vs_RHB","Empty",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","Colorado Rockies",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",89.3,84.8,5,2,0.4145,5.4031,17.8169,-26.6366,-0.3261,3.1074,0.0641,2.5066,2.807,-130.3243,-4.463,-0.968,50.0062,6.167,-0.5821,0,6,24,2544,189,NA,NA,NA,NA,NA,NA,FALSE,-28,5.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746557,"2024-05-26",4,"2024-05-26T21:29:37.810Z","2024-05-26T21:29:40.810Z",TRUE,"pitch","c8c87395-17df-4ebd-910e-5ed03e6f2c8c",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,1,0,NA,NA,3.63,1.64,NA,112.43,179.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Groundout","field_out","Alec Bohm grounds out, third baseman Ryan McMahon to first baseman Elehuris Montero.",0,2,5,64,"top",9,"2024-05-26T21:29:19.244Z","2024-05-26T21:30:24.582Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,664761,"Alec Bohm","/api/v1/people/664761","R","Right",641755,"Tyler Kinley","/api/v1/people/641755","R","Right","vs_RHP","vs_RHB","Empty",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","Colorado Rockies",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.6,90.6,8,2,0.3853,5.4707,23.9603,-16.0014,-3.7803,7.8546,0.1199,2.2034,4.1382,-140.7393,-8.0872,-0.86,50.0068,6.0967,-7.7877,22.8,3.6,24,2416,212,NA,NA,NA,NA,NA,NA,FALSE,-15.4,13.2,6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746557,"2024-05-26",3,"2024-05-26T21:29:21.569Z","2024-05-26T21:29:26.893Z",TRUE,"pitch","9e165823-9418-4ef4-b1db-a84b9a6fe8bd",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,0,NA,NA,3.6568,1.7595,NA,81.63,184.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Groundout","field_out","Alec Bohm grounds out, third baseman Ryan McMahon to first baseman Elehuris Montero.",0,2,5,64,"top",9,"2024-05-26T21:29:19.244Z","2024-05-26T21:30:24.582Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,664761,"Alec Bohm","/api/v1/people/664761","R","Right",641755,"Tyler Kinley","/api/v1/people/641755","R","Right","vs_RHP","vs_RHB","Empty",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","Colorado Rockies",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",91,84.6,14,2,0.4115,5.5422,23.9338,-20.9397,-7.0292,6.2342,0.9279,1.9961,7.1461,-132.2895,-6.9175,-0.8744,50.0008,6.1418,-12.66,27.6,6,24,2725,190,NA,NA,NA,NA,NA,NA,FALSE,-22.4,10.2,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746557,"2024-05-26",0,"2024-05-26T21:28:43.955Z","2024-05-26T21:28:44.008Z",FALSE,"action",NA,NA,"Charlie Blackmon remains in the game as the right fielder.","Defensive Switch",2,5,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,453568,"/api/v1/people/453568",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"defensive_switch",NA,"9","Outfielder","Outfielder","RF","701","64","atBat","Groundout","field_out","Alec Bohm grounds out, third baseman Ryan McMahon to first baseman Elehuris Montero.",0,2,5,64,"top",9,"2024-05-26T21:29:19.244Z","2024-05-26T21:30:24.582Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,664761,"Alec Bohm","/api/v1/people/664761","R","Right",641755,"Tyler Kinley","/api/v1/people/641755","R","Right","vs_RHP","vs_RHB","Empty",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","Colorado Rockies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,656248,"/api/v1/people/656248",TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
