"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","isBaseRunningPlay","base","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link"
716554,"2023-09-17",8,"2023-09-17T04:11:47.660Z","2023-09-17T04:11:56.069Z",TRUE,"pitch","1ffbc339-0875-4038-8a03-1c2a96c365e5",8,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",3,2,2,NA,NA,3.53,1.75,NA,103.13,160.24,"line_drive","hard","8",118.9,43.59,NA,NA,TRUE,NA,NA,NA,NA,NA,"82","atBat","Lineout","field_out","Brandon Drury lines out sharply to center fielder Matt Vierling.",0,5,4,82,"bottom",10,"2023-09-17T04:07:43.117Z","2023-09-17T04:11:56.069Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,592273,"Brandon Drury","/api/v1/people/592273","R","Right",676684,"Will Vest","/api/v1/people/676684","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Detroit Tigers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.4,87.7,6,0.92,0.3917,6.255,32.794,-13.4688,-4.5429,9.4539,0.364,2.909,8.3983,-140.0496,-5.0545,-2.0887,50.0026,5.624,-8.9891,25.2,3.6,24,1978,220,109.5,16,386,NA,NA,NA,TRUE,-13.4,16.2,6.4,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716554,"2023-09-17",7,"2023-09-17T04:11:26.414Z","2023-09-17T04:11:31.849Z",TRUE,"pitch","98b0b09f-14b5-4eba-ac27-f31083940005",7,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,2,NA,NA,3.5305,1.7439,NA,72.67,216.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"82","atBat","Lineout","field_out","Brandon Drury lines out sharply to center fielder Matt Vierling.",0,5,4,82,"bottom",10,"2023-09-17T04:07:43.117Z","2023-09-17T04:11:56.069Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,592273,"Brandon Drury","/api/v1/people/592273","R","Right",676684,"Will Vest","/api/v1/people/676684","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Detroit Tigers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.7,88.1,14,0.91,0.3915,6.3113,32.7976,-13.1346,-5.6574,9.6163,1.163,0.8134,10.6505,-140.1069,-10.3401,-1.9594,50.0063,5.4192,-11.2061,30,3.6,24,2111,215,NA,NA,NA,NA,NA,NA,FALSE,-14.4,15.2,7.9,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716554,"2023-09-17",6,"2023-09-17T04:10:50.904Z","2023-09-17T04:10:56.743Z",TRUE,"pitch","4dea778a-7344-47bb-9985-742eea23aa86",6,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,2,NA,NA,3.53,1.75,NA,78.74,182.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"82","atBat","Lineout","field_out","Brandon Drury lines out sharply to center fielder Matt Vierling.",0,5,4,82,"bottom",10,"2023-09-17T04:07:43.117Z","2023-09-17T04:11:56.069Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,592273,"Brandon Drury","/api/v1/people/592273","R","Right",676684,"Will Vest","/api/v1/people/676684","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Detroit Tigers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.3,88.3,14,0.91,0.3893,6.3262,34.4307,-13.4963,-4.7657,9.3333,1.0037,2.0693,10.2893,-141.1232,-7.0989,-2.0832,50.0054,5.5008,-9.5407,25.2,3.6,24,2147,215,NA,NA,NA,NA,NA,NA,FALSE,-13.8,15.5,6.4,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716554,"2023-09-17",5,"2023-09-17T04:09:58.127Z","2023-09-17T04:10:08.123Z",TRUE,"pitch","6c6f2b5c-9858-4119-9924-67e4910a399e",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,2,NA,NA,3.53,1.75,NA,124.53,171.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"82","atBat","Lineout","field_out","Brandon Drury lines out sharply to center fielder Matt Vierling.",0,5,4,82,"bottom",10,"2023-09-17T04:07:43.117Z","2023-09-17T04:11:56.069Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,592273,"Brandon Drury","/api/v1/people/592273","R","Right",676684,"Will Vest","/api/v1/people/676684","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Detroit Tigers",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85.6,78.2,5,0.9,0.4409,6.0247,27.1017,-32.086,6.4849,0.0522,-0.1975,2.4931,3.7854,-124.6541,-0.9112,-2.5823,50.0001,5.5331,10.1132,18,8.4,24,2216,21,NA,NA,NA,NA,NA,NA,FALSE,-37.4,0.1,-12.7,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716554,"2023-09-17",4,"2023-09-17T04:09:32.812Z","2023-09-17T04:09:36.375Z",TRUE,"pitch","a09bd4c2-41e7-45d0-b4eb-a074143d5bbb",4,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",2,2,2,NA,NA,3.462,1.7671,NA,50.36,249.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"82","atBat","Lineout","field_out","Brandon Drury lines out sharply to center fielder Matt Vierling.",0,5,4,82,"bottom",10,"2023-09-17T04:07:43.117Z","2023-09-17T04:11:56.069Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,592273,"Brandon Drury","/api/v1/people/592273","R","Right",676684,"Will Vest","/api/v1/people/676684","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Detroit Tigers",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.5,81.6,14,0.9,0.4275,6.3993,28.1542,-35.4097,0.9596,-1.9515,1.7483,-0.3901,9.7002,-128.4286,-7.3469,-2.2121,50.0023,5.2838,1.5908,4.8,9.6,24,2350,1,NA,NA,NA,NA,NA,NA,FALSE,-40.4,-5.2,-4.1,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716554,"2023-09-17",3,"2023-09-17T04:09:14.278Z","2023-09-17T04:09:18.814Z",TRUE,"pitch","28286a0a-fd5d-492a-a905-9dbeea0901ef",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,2,NA,NA,3.5305,1.8133,NA,60.92,192.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"82","atBat","Lineout","field_out","Brandon Drury lines out sharply to center fielder Matt Vierling.",0,5,4,82,"bottom",10,"2023-09-17T04:07:43.117Z","2023-09-17T04:11:56.069Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,592273,"Brandon Drury","/api/v1/people/592273","R","Right",676684,"Will Vest","/api/v1/people/676684","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Detroit Tigers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98,88.4,14,0.89,0.3878,6.3256,36.6318,-13.3621,-6.832,9.3392,1.4712,1.6985,11.6798,-141.9809,-8.2706,-1.8339,50.0006,5.5261,-13.7588,34.8,3.6,24,2154,220,NA,NA,NA,NA,NA,NA,FALSE,-14,15,9.6,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716554,"2023-09-17",1,"2023-09-17T04:08:13.825Z","2023-09-17T04:08:17.317Z",TRUE,"pitch","313fc41a-52d7-4e3f-a7b7-5464035c2c15",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,2,2,NA,NA,3.6476,1.8595,NA,104.64,174.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"82","atBat","Lineout","field_out","Brandon Drury lines out sharply to center fielder Matt Vierling.",0,5,4,82,"bottom",10,"2023-09-17T04:07:43.117Z","2023-09-17T04:11:56.069Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,592273,"Brandon Drury","/api/v1/people/592273","R","Right",676684,"Will Vest","/api/v1/people/676684","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Detroit Tigers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97,87.6,9,0.91,0.3909,6.2615,35.842,-13.0732,-5.6975,9.6362,0.3243,2.391,8.7278,-140.8108,-6.5222,-2.0938,50.001,5.605,-11.2922,31.2,3.6,24,2119,207,NA,NA,NA,NA,NA,NA,FALSE,-13.4,16.1,8.3,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716554,"2023-09-17",0,"2023-09-17T04:07:56.924Z","2023-09-17T04:08:00.649Z",TRUE,"pitch","6ccec896-abc0-437e-84ee-a13ff5bfb52d",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.6012,1.8595,NA,107.77,181.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"82","atBat","Lineout","field_out","Brandon Drury lines out sharply to center fielder Matt Vierling.",0,5,4,82,"bottom",10,"2023-09-17T04:07:43.117Z","2023-09-17T04:11:56.069Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,592273,"Brandon Drury","/api/v1/people/592273","R","Right",676684,"Will Vest","/api/v1/people/676684","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Detroit Tigers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.4,87.2,8,0.91,0.3931,6.36,34.8809,-14.0479,-6.6517,9.2441,0.2422,2.1124,8.6699,-139.9457,-6.8588,-2.0481,50.0049,5.5355,-13.0474,34.8,3.6,24,2066,221,NA,NA,NA,NA,NA,NA,FALSE,-14.5,15.2,10,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716554,"2023-09-17",2,"2023-09-17T04:08:39.262Z","2023-09-17T04:09:14.278Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",5,4,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"82","atBat","Lineout","field_out","Brandon Drury lines out sharply to center fielder Matt Vierling.",0,5,4,82,"bottom",10,"2023-09-17T04:07:43.117Z","2023-09-17T04:11:56.069Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,592273,"Brandon Drury","/api/v1/people/592273","R","Right",676684,"Will Vest","/api/v1/people/676684","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Detroit Tigers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716554,"2023-09-17",2,"2023-09-17T04:07:27.637Z","2023-09-17T04:07:34.827Z",TRUE,"pitch","fad214df-1169-4bf3-ba91-3799a3d38bf1",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,3,1,NA,NA,3.5005,1.6053,NA,134.04,173.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"81","atBat","Strikeout","strikeout","Zach Neto called out on strikes.",0,5,4,81,"bottom",10,"2023-09-17T04:06:32.250Z","2023-09-17T04:07:34.827Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,687263,"Zach Neto","/api/v1/people/687263","R","Right",676684,"Will Vest","/api/v1/people/676684","R","Right","vs_RHP","vs_RHB","RISP",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Detroit Tigers","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.6,87.1,4,0.92,0.3924,6.2133,35.824,-13.1218,-5.4643,9.6901,-0.4471,2.4044,6.6877,-140.3162,-6.1995,-2.1671,50.0061,5.5203,-10.7481,31.2,3.6,24,2053,212,NA,NA,NA,NA,NA,NA,TRUE,-13.6,16.2,8.3,NA,NA,NA,NA,NA,NA,TRUE,FALSE,694384,"Nolan Schanuel","/api/v1/people/694384",NA,NA,NA,677347,"Kyren Paris","/api/v1/people/677347"
