"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","isSubstitution","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","base","replacedPlayer.id","replacedPlayer.link","reviewDetails.isOverturned.x","reviewDetails.inProgress.x","reviewDetails.reviewType.x","reviewDetails.challengeTeamId.x","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned.y","reviewDetails.inProgress.y","reviewDetails.reviewType.y","reviewDetails.challengeTeamId.y"
717963,"2023-05-30",4,"2023-05-31T02:03:18.992Z","2023-05-31T02:03:23.632Z",TRUE,"pitch","db24ec5f-8cec-4104-b0ce-60a7defa68d9",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,3,2,NA,NA,3.11,1.51,NA,166.7,184.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"87","atBat","Strikeout","strikeout","Jean Segura strikes out swinging.",0,9,4,87,"bottom",9,"2023-05-31T02:01:56.501Z","2023-05-31T02:03:23.632Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,516416,"Jean Segura","/api/v1/people/516416","R","Right",641703,"Brent Honeywell","/api/v1/people/641703","R","Right","vs_RHP","vs_RHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","San Diego Padres",NA,NA,"rgba(153, 171, 0, 1.0)","SC","Screwball",79.2,72.8,13,0.88,0.4759,6.4312,22.5995,-35.5219,-4.382,-2.5028,-1.3038,2.0222,1.4003,-115.3481,-1.1093,-1.3515,50.0006,5.9517,-5.8702,8.4,10.8,24,2314,297,NA,NA,NA,NA,NA,NA,TRUE,-48.2,-4.6,7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717963,"2023-05-30",3,"2023-05-31T02:02:53.351Z","2023-05-31T02:02:57.230Z",TRUE,"pitch","d92b8af2-6801-4e74-8ab7-065b7fb01677",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3.11,1.51,NA,110.14,180.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"87","atBat","Strikeout","strikeout","Jean Segura strikes out swinging.",0,9,4,87,"bottom",9,"2023-05-31T02:01:56.501Z","2023-05-31T02:03:23.632Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,516416,"Jean Segura","/api/v1/people/516416","R","Right",641703,"Brent Honeywell","/api/v1/people/641703","R","Right","vs_RHP","vs_RHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","San Diego Padres",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.6,87.1,5,0.92,0.3948,6.0771,32.3034,-8.8037,-4.7532,12.0002,0.18,2.1418,4.9915,-138.95,-8.4149,-1.0256,50.0056,5.8018,-9.2588,37.2,2.4,24,2336,205,NA,NA,NA,NA,NA,NA,FALSE,-10,20,7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717963,"2023-05-30",2,"2023-05-31T02:02:31.577Z","2023-05-31T02:02:35.402Z",TRUE,"pitch","9b92fd22-abd9-4b6e-9e66-57edac6d9c1b",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,2,NA,NA,3.0881,1.447,NA,135.86,154.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"87","atBat","Strikeout","strikeout","Jean Segura strikes out swinging.",0,9,4,87,"bottom",9,"2023-05-31T02:01:56.501Z","2023-05-31T02:03:23.632Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,516416,"Jean Segura","/api/v1/people/516416","R","Right",641703,"Brent Honeywell","/api/v1/people/641703","R","Right","vs_RHP","vs_RHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","San Diego Padres",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.5,85.9,1,0.87,0.3992,6.1103,32.0463,-12.8801,-6.0739,10.1338,-0.4949,3.1108,3.7411,-137.4846,-5.3413,-1.088,50.0028,5.9615,-11.5637,37.2,3.6,24,2412,203,NA,NA,NA,NA,NA,NA,FALSE,-13.4,17.4,10.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717963,"2023-05-30",0,"2023-05-31T02:02:09.725Z","2023-05-31T02:02:14.580Z",TRUE,"pitch","8618458b-4cea-4c51-ba30-802e90cb5078",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.0865,1.4861,NA,90.34,245.78,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"87","atBat","Strikeout","strikeout","Jean Segura strikes out swinging.",0,9,4,87,"bottom",9,"2023-05-31T02:01:56.501Z","2023-05-31T02:03:23.632Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,516416,"Jean Segura","/api/v1/people/516416","R","Right",641703,"Brent Honeywell","/api/v1/people/641703","R","Right","vs_RHP","vs_RHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","San Diego Padres",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",80.4,74.1,14,0.92,0.4699,6.9103,23.6478,-28.9402,9.7924,2.3572,0.6995,-0.2594,1.6184,-116.9194,-7.2106,-1.2746,50.0044,5.6083,13.4531,24,9.6,24,2644,65,NA,NA,NA,NA,NA,NA,FALSE,-40,2.6,-18.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717963,"2023-05-30",1,"2023-05-31T02:02:21.844Z","2023-05-31T02:02:31.577Z",FALSE,"action",NA,NA,"Luis Arraez advances to 2nd on defensive indifference.","Defensive Indiff",9,4,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,1,0,2,650333,"/api/v1/people/650333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8618458b-4cea-4c51-ba30-802e90cb5078","defensive_indiff",NA,NA,NA,NA,NA,NA,"87","atBat","Strikeout","strikeout","Jean Segura strikes out swinging.",0,9,4,87,"bottom",9,"2023-05-31T02:01:56.501Z","2023-05-31T02:03:23.632Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,516416,"Jean Segura","/api/v1/people/516416","R","Right",641703,"Brent Honeywell","/api/v1/people/641703","R","Right","vs_RHP","vs_RHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","San Diego Padres",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717963,"2023-05-30",1,"2023-05-31T02:01:32.573Z","2023-05-31T02:01:42.530Z",TRUE,"pitch","e94cf1d2-c862-479f-b160-9dd259d67872",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,1,1,NA,NA,3.42,1.65,NA,112.27,131.08,"popup","medium","5",116.74,170.23,NA,NA,NA,NA,NA,NA,NA,NA,"86","atBat","Pop Out","field_out","Yuli Gurriel pops out to third baseman Ha-Seong Kim.",0,9,4,86,"bottom",9,"2023-05-31T02:00:50.325Z","2023-05-31T02:01:42.530Z",TRUE,FALSE,FALSE,TRUE,0,0,1,2,493329,"Yuli Gurriel","/api/v1/people/493329","R","Right",641703,"Brent Honeywell","/api/v1/people/641703","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","San Diego Padres","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.9,86,12,0.9,0.3979,6.5173,33.1106,-13.0836,-5.4576,9.967,0.124,3.9889,5.1413,-138.0874,-3.0896,-1.0603,50.003,6.0125,-10.4535,33.6,3.6,24,2212,201,86.9,71,93,NA,NA,NA,TRUE,-13.1,17.5,8.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,650333,"Luis Arraez","/api/v1/people/650333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717963,"2023-05-30",0,"2023-05-31T02:01:12.216Z","2023-05-31T02:01:15.620Z",TRUE,"pitch","bfa1dbd3-bdb0-4820-aafd-271bae4e4e4b",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.2687,1.5889,NA,86.68,195.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"86","atBat","Pop Out","field_out","Yuli Gurriel pops out to third baseman Ha-Seong Kim.",0,9,4,86,"bottom",9,"2023-05-31T02:00:50.325Z","2023-05-31T02:01:42.530Z",TRUE,FALSE,FALSE,TRUE,0,0,1,2,493329,"Yuli Gurriel","/api/v1/people/493329","R","Right",641703,"Brent Honeywell","/api/v1/people/641703","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","San Diego Padres","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",80.9,74.1,9,0.91,0.4668,6.2096,24.2628,-28.7322,8.7906,2.4735,0.7955,1.6043,2.4361,-117.7454,-3.2679,-1.3968,50.003,5.6946,12.2293,22.8,9.6,24,2428,79,NA,NA,NA,NA,NA,NA,FALSE,-38.2,3.8,-16.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717963,"2023-05-30",5,"2023-05-31T02:00:42.750Z","2023-05-31T02:00:46.643Z",TRUE,"pitch","885bfaf8-71e9-4e22-9080-92440300253f",6,"Swinging Strike (Blocked)",NA,NA,NA,NA,FALSE,"W","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"W","Swinging Strike (Blocked)",1,3,0,NA,NA,3.56,1.78,NA,71.21,225.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"85","atBat","Strikeout","strikeout","Garrett Cooper strikes out swinging.",0,9,4,85,"bottom",9,"2023-05-31T01:58:28.981Z","2023-05-31T02:00:46.643Z",TRUE,FALSE,FALSE,TRUE,14,1,3,1,643265,"Garrett Cooper","/api/v1/people/643265","R","Right",641703,"Brent Honeywell","/api/v1/people/641703","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","San Diego Padres","true",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",80.9,75.1,14,0.91,0.4646,6.3417,21.9772,-29.1584,6.5026,2.1415,1.2012,0.4933,3.7298,-117.8086,-5.7145,-1.2463,50.0029,5.6393,9.1573,18,9.6,24,2511,71,NA,NA,NA,NA,NA,NA,TRUE,-38.9,2.8,-12.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,650333,"Luis Arraez","/api/v1/people/650333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717963,"2023-05-30",4,"2023-05-31T02:00:16.953Z","2023-05-31T02:00:20.056Z",TRUE,"pitch","bda3a108-7c4f-44b4-9a74-c538ca799680",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,0,NA,NA,3.56,1.78,NA,153.81,180.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"85","atBat","Strikeout","strikeout","Garrett Cooper strikes out swinging.",0,9,4,85,"bottom",9,"2023-05-31T01:58:28.981Z","2023-05-31T02:00:46.643Z",TRUE,FALSE,FALSE,TRUE,14,1,3,1,643265,"Garrett Cooper","/api/v1/people/643265","R","Right",641703,"Brent Honeywell","/api/v1/people/641703","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","San Diego Padres","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",85.3,78.6,13,0.91,0.4405,6.7852,24.2298,-27.2387,-5.9899,3.1497,-0.9657,2.1707,2.5764,-124.213,-3.2899,-1.2366,50.004,5.7704,-9.3864,18,7.2,24,1520,270,NA,NA,NA,NA,NA,NA,FALSE,-32.3,5.2,10.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717963,"2023-05-30",3,"2023-05-31T01:59:53.353Z","2023-05-31T01:59:56.937Z",TRUE,"pitch","36f92341-42f3-4090-8755-3dfed3e9342f",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,0,NA,NA,3.56,1.78,NA,110.21,176.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"85","atBat","Strikeout","strikeout","Garrett Cooper strikes out swinging.",0,9,4,85,"bottom",9,"2023-05-31T01:58:28.981Z","2023-05-31T02:00:46.643Z",TRUE,FALSE,FALSE,TRUE,14,1,3,1,643265,"Garrett Cooper","/api/v1/people/643265","R","Right",641703,"Brent Honeywell","/api/v1/people/641703","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","San Diego Padres","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",85.9,79.1,8,0.92,0.4371,6.6286,24.2759,-25.6113,-6.9739,4.127,0.1781,2.3219,5.4286,-125.1036,-3.1523,-1.1095,50.0053,5.6883,-11.101,21.6,7.2,24,1589,267,NA,NA,NA,NA,NA,NA,FALSE,-29.9,7,11.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
