"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isSubstitution","replacedPlayer.id","replacedPlayer.link","isBaseRunningPlay","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
718290,"2023-05-06",3,"2023-05-06T22:50:22.515Z","2023-05-06T22:50:30.717Z",TRUE,"pitch","16eff16a-c547-4d09-8771-f956ecd126c4",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,1,2,NA,NA,3.3,1.59,NA,121.11,197.19,"ground_ball","medium","4",148.22,150.9,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Groundout","field_out","Daniel Vogelbach grounds out, second baseman Harold Castro to first baseman C. J. Cron.",0,5,2,75,"bottom",9,"2023-05-06T22:49:54.848Z","2023-05-06T22:50:30.717Z",TRUE,FALSE,FALSE,TRUE,0,0,1,3,596129,"Daniel Vogelbach","/api/v1/people/596129","L","Left",572955,"Pierce Johnson","/api/v1/people/572955","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Colorado Rockies",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",87.2,80.6,8,2,0.4312,5.9617,26.0789,-36.711,6.5835,-2.7749,-0.1078,1.5403,2.1039,-127.0326,-3.4063,-1.8022,50.0032,5.8175,10.7578,16.8,9.6,24,2911,54,99.9,1,52,NA,NA,NA,TRUE,-41.4,-5.5,-12.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718290,"2023-05-06",1,"2023-05-06T22:49:57.178Z","2023-05-06T22:50:09.482Z",TRUE,"pitch","d2c558da-3788-423d-9595-c77362c629c6",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.2306,1.6798,NA,141.4,152.76,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"75","atBat","Groundout","field_out","Daniel Vogelbach grounds out, second baseman Harold Castro to first baseman C. J. Cron.",0,5,2,75,"bottom",9,"2023-05-06T22:49:54.848Z","2023-05-06T22:50:30.717Z",TRUE,FALSE,FALSE,TRUE,0,0,1,3,596129,"Daniel Vogelbach","/api/v1/people/596129","L","Left",572955,"Pierce Johnson","/api/v1/people/572955","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Colorado Rockies",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",86.2,79.6,1,0.9,0.4355,5.7965,24.5334,-38.1315,6.9455,-3.7179,-0.6401,3.1859,0.4017,-125.5945,0.422,-1.7046,50.0012,6.1073,11.1361,16.8,9.6,24,2870,52,NA,NA,NA,NA,NA,NA,FALSE,-43,-6.4,-12.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718290,"2023-05-06",0,"2023-05-06T22:49:34.304Z","2023-05-06T22:49:57.178Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-hitter Daniel Vogelbach replaces Francisco Alvarez.","Offensive Substitution",5,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,596129,"/api/v1/people/596129",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"11","Pinch Hitter","Hitter","PH","901","75","atBat","Groundout","field_out","Daniel Vogelbach grounds out, second baseman Harold Castro to first baseman C. J. Cron.",0,5,2,75,"bottom",9,"2023-05-06T22:49:54.848Z","2023-05-06T22:50:30.717Z",TRUE,FALSE,FALSE,TRUE,0,0,1,3,596129,"Daniel Vogelbach","/api/v1/people/596129","L","Left",572955,"Pierce Johnson","/api/v1/people/572955","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Colorado Rockies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,682626,"/api/v1/people/682626",NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718290,"2023-05-06",2,"2023-05-06T22:50:21.191Z","2023-05-06T22:50:22.515Z",FALSE,"action",NA,NA,"Mark Canha advances to 3rd on defensive indifference.","Defensive Indiff",5,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,1,2,592192,"/api/v1/people/592192",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"d2c558da-3788-423d-9595-c77362c629c6","defensive_indiff",NA,NA,NA,NA,NA,NA,"75","atBat","Groundout","field_out","Daniel Vogelbach grounds out, second baseman Harold Castro to first baseman C. J. Cron.",0,5,2,75,"bottom",9,"2023-05-06T22:49:54.848Z","2023-05-06T22:50:30.717Z",TRUE,FALSE,FALSE,TRUE,0,0,1,3,596129,"Daniel Vogelbach","/api/v1/people/596129","L","Left",572955,"Pierce Johnson","/api/v1/people/572955","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Colorado Rockies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718290,"2023-05-06",9,"2023-05-06T22:49:14.707Z","2023-05-06T22:49:19.395Z",TRUE,"pitch","be189208-d9a8-47df-85d9-c12f1b4ee572",8,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",3,3,1,NA,NA,3.1698,1.5938,NA,126.48,179.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Strikeout","strikeout","Luis Guillorme called out on strikes.",0,5,2,74,"bottom",9,"2023-05-06T22:46:27.759Z","2023-05-06T22:49:19.395Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,641645,"Luis Guillorme","/api/v1/people/641645","L","Left",572955,"Pierce Johnson","/api/v1/people/572955","R","Right","vs_RHP","vs_LHB","Men_On",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Colorado Rockies",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",86.1,79.7,5,2,0.4359,5.8476,24.3477,-36.0755,5.3581,-2.432,-0.2487,2.2068,1.9153,-125.4354,-2.0124,-1.7176,50.0058,5.9488,8.577,13.2,9.6,24,2823,51,NA,NA,NA,NA,NA,NA,TRUE,-41.3,-4.7,-10.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,592192,"Mark Canha","/api/v1/people/592192",NA,NA,NA,NA,NA,NA
718290,"2023-05-06",8,"2023-05-06T22:48:45.759Z","2023-05-06T22:48:51.838Z",TRUE,"pitch","466c8754-6cb4-4486-8cbd-ce42ad516b6d",7,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,1,NA,NA,3.17,1.54,NA,122.17,168.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Strikeout","strikeout","Luis Guillorme called out on strikes.",0,5,2,74,"bottom",9,"2023-05-06T22:46:27.759Z","2023-05-06T22:49:19.395Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,641645,"Luis Guillorme","/api/v1/people/641645","L","Left",572955,"Pierce Johnson","/api/v1/people/572955","R","Right","vs_RHP","vs_LHB","Men_On",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Colorado Rockies",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.7,87.6,5,0.9,0.3932,6.099,30.6989,-15.257,-5.8756,8.604,-0.1356,2.6024,5.975,-139.1922,-5.7209,-1.5447,50.0002,5.6913,-11.5492,32.4,3.6,24,2070,227,NA,NA,NA,NA,NA,NA,FALSE,-15.2,14.6,9.5,1,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,592192,"Mark Canha","/api/v1/people/592192",NA,NA,NA,NA,NA,NA
718290,"2023-05-06",7,"2023-05-06T22:48:18.894Z","2023-05-06T22:48:21.972Z",TRUE,"pitch","ef64e7d1-8656-4cd6-a98d-5a5b1d0b648f",6,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,1,NA,NA,3.17,1.54,NA,100.53,166.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Strikeout","strikeout","Luis Guillorme called out on strikes.",0,5,2,74,"bottom",9,"2023-05-06T22:46:27.759Z","2023-05-06T22:49:19.395Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,641645,"Luis Guillorme","/api/v1/people/641645","L","Left",572955,"Pierce Johnson","/api/v1/people/572955","R","Right","vs_RHP","vs_LHB","Men_On",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Colorado Rockies",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.9,89,3,0.9,0.3879,6.0585,30.1153,-11.9466,-7.7129,10.0033,0.4321,2.6941,8.3619,-140.8494,-5.9855,-1.5642,50.0001,5.6096,-15.5921,46.8,3.6,24,2309,221,NA,NA,NA,NA,NA,NA,FALSE,-11.9,17.2,12.4,1,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,592192,"Mark Canha","/api/v1/people/592192",NA,NA,NA,NA,NA,NA
718290,"2023-05-06",5,"2023-05-06T22:47:42.150Z","2023-05-06T22:47:46.973Z",TRUE,"pitch","574f7405-0d71-4c98-b08f-dc0f40464e4a",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,1,NA,NA,3.17,1.54,NA,102.82,157.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Strikeout","strikeout","Luis Guillorme called out on strikes.",0,5,2,74,"bottom",9,"2023-05-06T22:46:27.759Z","2023-05-06T22:49:19.395Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,641645,"Luis Guillorme","/api/v1/people/641645","L","Left",572955,"Pierce Johnson","/api/v1/people/572955","R","Right","vs_RHP","vs_LHB","Men_On",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Colorado Rockies",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.7,87.4,3,0.9,0.3935,6.0543,31.4413,-13.1008,-5.5327,9.7233,0.3721,3.0197,7.085,-139.2228,-4.9943,-1.4877,50.0058,5.705,-10.8569,33.6,3.6,24,2304,225,NA,NA,NA,NA,NA,NA,FALSE,-13.2,16.7,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,592192,"Mark Canha","/api/v1/people/592192",NA,NA,NA,NA,NA,NA
718290,"2023-05-06",4,"2023-05-06T22:47:25.448Z","2023-05-06T22:47:29.948Z",TRUE,"pitch","81419861-faab-4fba-9a55-dddcceb7bd2b",4,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",3,1,1,NA,NA,3.1698,1.5651,NA,98.2,158.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Strikeout","strikeout","Luis Guillorme called out on strikes.",0,5,2,74,"bottom",9,"2023-05-06T22:46:27.759Z","2023-05-06T22:49:19.395Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,641645,"Luis Guillorme","/api/v1/people/641645","L","Left",572955,"Pierce Johnson","/api/v1/people/572955","R","Right","vs_RHP","vs_LHB","Men_On",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Colorado Rockies",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.3,86.9,3,0.9,0.3955,6.0334,31.4517,-12.7819,-5.7143,9.9864,0.4933,2.979,7.345,-138.5891,-5.1254,-1.451,50.0046,5.7087,-11.0989,33.6,3.6,24,2295,219,NA,NA,NA,NA,NA,NA,FALSE,-13.1,17.2,8.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,592192,"Mark Canha","/api/v1/people/592192",NA,NA,NA,NA,NA,NA
718290,"2023-05-06",3,"2023-05-06T22:47:05.723Z","2023-05-06T22:47:09.462Z",TRUE,"pitch","cc05e2c2-60b2-4387-a9fd-ec74eff67b0d",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,0,1,NA,NA,3.288,1.6798,NA,185.08,146.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Strikeout","strikeout","Luis Guillorme called out on strikes.",0,5,2,74,"bottom",9,"2023-05-06T22:46:27.759Z","2023-05-06T22:49:19.395Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,641645,"Luis Guillorme","/api/v1/people/641645","L","Left",572955,"Pierce Johnson","/api/v1/people/572955","R","Right","vs_RHP","vs_LHB","Men_On",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Colorado Rockies",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.5,87.4,11,0.9,0.3937,5.9634,30.8909,-12.8268,-5.687,9.8693,-1.7861,3.4062,1.9691,-139.0682,-4.0072,-1.764,50.0045,5.7153,-11.1519,38.4,3.6,24,2243,225,NA,NA,NA,NA,NA,NA,FALSE,-12.7,17.3,9.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,592192,"Mark Canha","/api/v1/people/592192",NA,NA,NA,NA,NA,NA
