"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","isSubstitution","replacedPlayer.id","replacedPlayer.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId","base","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
717052,"2023-08-10",5,"2023-08-10T20:10:33.264Z","2023-08-10T20:10:37.665Z",TRUE,"pitch","375637c1-e040-42f9-99d3-5514e7d27ef3",5,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,3,2,NA,NA,3.39,1.55,NA,76.89,219.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Strikeout","strikeout","Paul DeJong strikes out swinging.",0,3,4,73,"top",9,"2023-08-10T20:09:07.082Z","2023-08-10T20:10:37.665Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,657557,"Paul DeJong","/api/v1/people/657557","R","Right",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Cleveland Guardians",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",90.7,85.6,14,0.91,0.4105,6.6468,21.5681,-29.7091,3.5203,1.3607,1.0522,0.7006,3.0051,-132.1911,-7.5664,-0.547,50.0056,5.7073,6.3861,12,7.2,24,2668,84,NA,NA,NA,NA,NA,NA,TRUE,-31.1,1.4,-7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717052,"2023-08-10",3,"2023-08-10T20:10:11.568Z","2023-08-10T20:10:15.112Z",TRUE,"pitch","cf6e94cc-a19f-436e-b4f1-496cf9eb2e33",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,2,NA,NA,3.39,1.55,NA,112.23,199.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Strikeout","strikeout","Paul DeJong strikes out swinging.",0,3,4,73,"top",9,"2023-08-10T20:09:07.082Z","2023-08-10T20:10:37.665Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,657557,"Paul DeJong","/api/v1/people/657557","R","Right",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Cleveland Guardians",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",98.2,91.7,8,0.89,0.3802,6.5658,26.912,-21.0131,2.6757,5.2862,0.1252,1.4678,1.2644,-142.9868,-8.4165,-0.6679,50.0041,5.723,5.6488,14.4,4.8,24,2667,176,NA,NA,NA,NA,NA,NA,FALSE,-19.4,8.4,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717052,"2023-08-10",2,"2023-08-10T20:09:56.174Z","2023-08-10T20:09:59.584Z",TRUE,"pitch","add79aff-d549-450b-82c1-d286219a2747",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,1,2,NA,NA,3.39,1.55,NA,157.04,160.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Strikeout","strikeout","Paul DeJong strikes out swinging.",0,3,4,73,"top",9,"2023-08-10T20:09:07.082Z","2023-08-10T20:10:37.665Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,657557,"Paul DeJong","/api/v1/people/657557","R","Right",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Cleveland Guardians",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",98.3,91.3,11,0.9,0.38,6.623,28.3494,-18.4983,1.649,6.4749,-1.0504,2.901,-1.5192,-143.2954,-5.2698,-0.7315,50.0014,5.8933,3.4817,9.6,3.6,24,2628,178,NA,NA,NA,NA,NA,NA,FALSE,-16.8,11,-2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717052,"2023-08-10",1,"2023-08-10T20:09:40.034Z","2023-08-10T20:09:44.304Z",TRUE,"pitch","d54697f7-9eff-4fbe-b56c-155686c3caee",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,2,NA,NA,3.4081,1.5514,NA,121.59,140.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Strikeout","strikeout","Paul DeJong strikes out swinging.",0,3,4,73,"top",9,"2023-08-10T20:09:07.082Z","2023-08-10T20:10:37.665Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,657557,"Paul DeJong","/api/v1/people/657557","R","Right",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Cleveland Guardians",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",98.2,91.5,11,0.89,0.3796,6.3978,27.1284,-20.2567,3.4259,5.6283,-0.1204,3.6396,0.0628,-143.2377,-3.1409,-0.589,50.0038,5.9883,7.2558,19.2,4.8,24,2751,169,NA,NA,NA,NA,NA,NA,FALSE,-17.9,9.8,-6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717052,"2023-08-10",0,"2023-08-10T20:09:25.994Z","2023-08-10T20:09:30.578Z",TRUE,"pitch","17719fcf-b1fc-4594-b881-29641d89db79",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.4836,1.5514,NA,142.81,138.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Strikeout","strikeout","Paul DeJong strikes out swinging.",0,3,4,73,"top",9,"2023-08-10T20:09:07.082Z","2023-08-10T20:10:37.665Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,657557,"Paul DeJong","/api/v1/people/657557","R","Right",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Cleveland Guardians",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",98.9,92.1,11,0.9,0.3768,6.6126,27.4052,-20.0095,2.6315,5.6608,-0.6771,3.721,-1.0292,-144.2725,-3.1776,-0.6616,50.0031,6.0411,5.6561,14.4,3.6,24,2722,171,NA,NA,NA,NA,NA,NA,FALSE,-17.5,10,-4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717052,"2023-08-10",4,"2023-08-10T20:10:22.605Z","2023-08-10T20:10:33.264Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",3,4,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,2,2,2,657557,"/api/v1/people/657557",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"73","atBat","Strikeout","strikeout","Paul DeJong strikes out swinging.",0,3,4,73,"top",9,"2023-08-10T20:09:07.082Z","2023-08-10T20:10:37.665Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,657557,"Paul DeJong","/api/v1/people/657557","R","Right",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Cleveland Guardians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717052,"2023-08-10",2,"2023-08-10T20:08:51.771Z","2023-08-10T20:08:59.325Z",TRUE,"pitch","2c6c48aa-51cd-4527-8c93-0722b037a000",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,1,1,NA,NA,3.68,1.71,NA,143.12,155.53,"ground_ball","medium","4",131.11,150.43,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Groundout","field_out","Vladimir Guerrero Jr. grounds out, second baseman Andres Gimenez to first baseman Gabriel Arias.",0,3,4,72,"top",9,"2023-08-10T20:07:56.928Z","2023-08-10T20:08:59.325Z",TRUE,FALSE,FALSE,TRUE,0,1,1,2,665489,"Vladimir Guerrero Jr.","/api/v1/people/665489","R","Right",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Cleveland Guardians","true",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",98.4,91.6,1,0.89,0.3792,6.3902,27.8768,-21.8949,2.4255,4.8447,-0.6853,3.0832,-1.0739,-143.5147,-4.429,-0.625,50.0043,5.9801,5.1465,12,4.8,24,2652,174,87.3,-12,14,NA,NA,NA,TRUE,-19.6,8.3,-4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717052,"2023-08-10",1,"2023-08-10T20:08:32.572Z","2023-08-10T20:08:36.294Z",TRUE,"pitch","bec72cd5-5712-4e58-9fdc-fcdfbbf9fc20",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,1,1,NA,NA,3.68,1.71,NA,150.04,170.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Groundout","field_out","Vladimir Guerrero Jr. grounds out, second baseman Andres Gimenez to first baseman Gabriel Arias.",0,3,4,72,"top",9,"2023-08-10T20:07:56.928Z","2023-08-10T20:08:59.325Z",TRUE,FALSE,FALSE,TRUE,0,1,1,2,665489,"Vladimir Guerrero Jr.","/api/v1/people/665489","R","Right",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Cleveland Guardians","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",99.1,92.4,13,0.89,0.3765,6.4067,27.6184,-24.0001,1.7997,3.7991,-0.8668,2.5272,-0.9519,-144.4217,-5.6888,-0.7702,50.0058,5.9601,3.8749,8.4,4.8,24,2686,168,NA,NA,NA,NA,NA,NA,FALSE,-21.2,6.1,-3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717052,"2023-08-10",0,"2023-08-10T20:08:15.739Z","2023-08-10T20:08:20.578Z",TRUE,"pitch","3461938d-b38d-496e-9a0c-fe2100c2e6cd",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.7353,1.7113,NA,167.51,140.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Groundout","field_out","Vladimir Guerrero Jr. grounds out, second baseman Andres Gimenez to first baseman Gabriel Arias.",0,3,4,72,"top",9,"2023-08-10T20:07:56.928Z","2023-08-10T20:08:59.325Z",TRUE,FALSE,FALSE,TRUE,0,1,1,2,665489,"Vladimir Guerrero Jr.","/api/v1/people/665489","R","Right",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Cleveland Guardians","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",99.9,92.1,11,0.9,0.3751,6.4585,31.3509,-22.8518,0.5552,4.3061,-1.3251,3.6271,-1.7696,-145.5493,-2.7761,-0.7838,50.0019,5.9635,1.2018,2.4,4.8,24,2680,176,NA,NA,NA,NA,NA,NA,FALSE,-19.7,7.4,-0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717052,"2023-08-10",3,"2023-08-10T20:07:44.943Z","2023-08-10T20:07:48.214Z",TRUE,"pitch","ef340d22-154a-4209-a140-f717158dff3a",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,3,0,NA,NA,3.23,1.49,NA,147.33,174.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Daulton Varsho strikes out swinging.",0,3,4,71,"top",9,"2023-08-10T20:07:04.621Z","2023-08-10T20:07:48.214Z",TRUE,FALSE,FALSE,TRUE,14,0,3,1,662139,"Daulton Varsho","/api/v1/people/662139","L","Left",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Cleveland Guardians",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",91.4,85.6,4,0.9,0.4075,6.2798,22.851,-24.6007,3.9087,4.1192,-0.7956,2.3845,-1.4062,-133.3181,-4.5648,-0.7758,50.0042,5.848,7.1886,15.6,6,24,2672,87,NA,NA,NA,NA,NA,NA,TRUE,-25.2,6.8,-6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
