"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isSubstitution","details.disengagementNum","isBaseRunningPlay","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
716551,"2023-09-17",4,"2023-09-17T20:13:26.262Z","2023-09-17T20:13:32.226Z",TRUE,"pitch","aa1fe7aa-2df7-43e6-81c7-f1246f3efbdc",4,"Swinging Strike (Blocked)",NA,NA,NA,NA,FALSE,"W","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"W","Swinging Strike (Blocked)",1,3,2,NA,NA,3.21,1.46,NA,29.54,219.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Strikeout","strikeout","Oswald Peraza strikes out swinging.",0,2,3,66,"top",9,"2023-09-17T20:11:54.472Z","2023-09-17T20:13:32.226Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,672724,"Oswald Peraza","/api/v1/people/672724","R","Right",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_RHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Pittsburgh Pirates",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",79.4,73.5,14,0.9,0.4759,6.3878,22.6055,-40.3435,4.1021,-6.0982,2.2944,0.7086,7.6435,-115.3511,-2.2684,-1.6025,50.0023,5.6153,5.4954,9.6,12,24,2719,45,NA,NA,NA,NA,NA,NA,TRUE,-55.1,-11.3,-9.5,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716551,"2023-09-17",3,"2023-09-17T20:13:05.067Z","2023-09-17T20:13:09.758Z",TRUE,"pitch","bb3d2a4e-f019-4d9d-8ddf-2d877f5be3d6",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,2,NA,NA,3.1453,1.3693,NA,99.74,122.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Strikeout","strikeout","Oswald Peraza strikes out swinging.",0,2,3,66,"top",9,"2023-09-17T20:11:54.472Z","2023-09-17T20:13:32.226Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,672724,"Oswald Peraza","/api/v1/people/672724","R","Right",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_RHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Pittsburgh Pirates",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.8,88.7,12,0.91,0.386,6.7712,34.6795,-11.8868,-5.2706,9.9645,0.4527,4.3049,7.6362,-142.2714,-2.0836,-1.5898,50.007,5.8065,-10.736,36,3.6,24,2489,215,NA,NA,NA,NA,NA,NA,FALSE,-11,17.8,7.9,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716551,"2023-09-17",1,"2023-09-17T20:12:32.925Z","2023-09-17T20:12:35.925Z",TRUE,"pitch","9ff390bb-2278-4d1f-be6b-920c95bde92d",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,2,NA,NA,3.21,1.46,NA,104.34,159.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Strikeout","strikeout","Oswald Peraza strikes out swinging.",0,2,3,66,"top",9,"2023-09-17T20:11:54.472Z","2023-09-17T20:13:32.226Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,672724,"Oswald Peraza","/api/v1/people/672724","R","Right",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_RHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Pittsburgh Pirates",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98,88.9,3,0.91,0.3857,6.8559,35.2052,-10.4177,-4.6368,10.6692,0.3322,2.9429,7.3688,-142.4647,-5.9087,-1.695,50.0014,5.7139,-9.4547,32.4,2.4,24,2518,211,NA,NA,NA,NA,NA,NA,FALSE,-10.6,18.1,6.7,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716551,"2023-09-17",0,"2023-09-17T20:12:11.895Z","2023-09-17T20:12:15.007Z",TRUE,"pitch","390d37ee-e598-4ca6-abbd-1dd3d42a4da5",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.1194,1.3433,NA,95.12,178.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Strikeout","strikeout","Oswald Peraza strikes out swinging.",0,2,3,66,"top",9,"2023-09-17T20:11:54.472Z","2023-09-17T20:13:32.226Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,672724,"Oswald Peraza","/api/v1/people/672724","R","Right",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_RHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Pittsburgh Pirates",NA,NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",92.2,85.1,6,0.92,0.4071,6.7121,27.1706,-29.3587,-4.316,1.5323,0.574,2.237,7.5691,-134.1804,-3.2959,-1.7138,50.0015,5.5577,-7.9238,12,7.2,24,1514,222,NA,NA,NA,NA,NA,NA,FALSE,-29.6,2.3,6.4,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716551,"2023-09-17",2,"2023-09-17T20:12:49.683Z","2023-09-17T20:13:05.067Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",2,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,2,2,672724,"/api/v1/people/672724",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"66","atBat","Strikeout","strikeout","Oswald Peraza strikes out swinging.",0,2,3,66,"top",9,"2023-09-17T20:11:54.472Z","2023-09-17T20:13:32.226Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,672724,"Oswald Peraza","/api/v1/people/672724","R","Right",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_RHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Pittsburgh Pirates",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716551,"2023-09-17",6,"2023-09-17T20:11:39.426Z","2023-09-17T20:11:43.909Z",TRUE,"pitch","e98a3b44-6351-4999-8074-890cab444da2",6,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",3,3,1,NA,NA,3.19,1.5,NA,98.54,159.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Strikeout","strikeout","Anthony Volpe strikes out swinging.",0,2,3,65,"top",9,"2023-09-17T20:09:08.568Z","2023-09-17T20:11:43.909Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,683011,"Anthony Volpe","/api/v1/people/683011","R","Right",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_RHB","RISP",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Pittsburgh Pirates",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98.2,88.7,3,0.92,0.3857,6.7941,36.2439,-10.8171,-5.7216,10.4851,0.4843,2.9216,8.1807,-142.6189,-5.6277,-1.6931,50.0043,5.6187,-11.6562,38.4,3.6,24,2457,213,NA,NA,NA,NA,NA,NA,TRUE,-10.9,17.9,8.5,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,669224,"Austin Wells","/api/v1/people/669224",NA,NA,NA
716551,"2023-09-17",4,"2023-09-17T20:11:00.265Z","2023-09-17T20:11:03.446Z",TRUE,"pitch","ac53947a-3524-4b98-8f95-30cb561cd425",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,1,NA,NA,3.223,1.4993,NA,63.46,159.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Strikeout","strikeout","Anthony Volpe strikes out swinging.",0,2,3,65,"top",9,"2023-09-17T20:09:08.568Z","2023-09-17T20:11:43.909Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,683011,"Anthony Volpe","/api/v1/people/683011","R","Right",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_RHB","RISP",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Pittsburgh Pirates",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.4,88,12,0.91,0.3891,6.936,35.5499,-9.8524,-4.7998,11.1547,1.4046,2.9536,10.2469,-141.3626,-6.0725,-1.6619,50.0063,5.7782,-9.6083,32.4,2.4,24,2463,212,NA,NA,NA,NA,NA,NA,FALSE,-10.3,18.8,6.4,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716551,"2023-09-17",3,"2023-09-17T20:10:34.676Z","2023-09-17T20:10:38.009Z",TRUE,"pitch","7d4ec3ae-3930-4541-8c7b-8a6085f3c41a",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,1,NA,NA,3.19,1.5,NA,124.17,170.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Strikeout","strikeout","Anthony Volpe strikes out swinging.",0,2,3,65,"top",9,"2023-09-17T20:09:08.568Z","2023-09-17T20:11:43.909Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,683011,"Anthony Volpe","/api/v1/people/683011","R","Right",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_RHB","RISP",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Pittsburgh Pirates",NA,NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",91.3,84.1,5,0.91,0.4114,6.803,27.1548,-29.6573,-4.031,1.3984,-0.188,2.5389,6.18,-132.8937,-2.3979,-2.0146,50.0004,5.5963,-7.245,10.8,7.2,24,1622,220,NA,NA,NA,NA,NA,NA,FALSE,-30.5,2.3,6,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716551,"2023-09-17",2,"2023-09-17T20:10:06.256Z","2023-09-17T20:10:09.732Z",TRUE,"pitch","4c412152-272e-4445-a72c-b0ed470a089b",3,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",2,1,1,NA,NA,3.3007,1.4993,NA,60.59,227.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Strikeout","strikeout","Anthony Volpe strikes out swinging.",0,2,3,65,"top",9,"2023-09-17T20:09:08.568Z","2023-09-17T20:11:43.909Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,683011,"Anthony Volpe","/api/v1/people/683011","R","Right",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_RHB","RISP",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Pittsburgh Pirates",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",78.4,72.9,14,0.9,0.4802,6.4562,20.9421,-36.8244,4.735,-3.5315,1.4798,0.4025,6.386,-114.0482,-3.3618,-1.9714,50.0024,5.5271,6.2369,10.8,12,24,2475,55,NA,NA,NA,NA,NA,NA,FALSE,-51.5,-7,-10.2,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716551,"2023-09-17",1,"2023-09-17T20:09:45.039Z","2023-09-17T20:09:48.265Z",TRUE,"pitch","aaf6d6cf-ee67-47a7-883d-78bc38344386",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,1,NA,NA,3.223,1.4993,NA,95.65,129.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Strikeout","strikeout","Anthony Volpe strikes out swinging.",0,2,3,65,"top",9,"2023-09-17T20:09:08.568Z","2023-09-17T20:11:43.909Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,683011,"Anthony Volpe","/api/v1/people/683011","R","Right",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_RHB","RISP",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Pittsburgh Pirates",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.6,88.9,12,0.89,0.3864,6.8832,33.2067,-13.0788,-3.6049,9.39,0.56,4.0524,7.6177,-141.884,-2.619,-1.6943,50.004,5.8235,-7.3325,21.6,2.4,24,2228,211,NA,NA,NA,NA,NA,NA,FALSE,-12.2,16.7,4.9,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
